Dates,KMX
2018-06-20,73.47000122070312
2018-06-21,72.48999786376953
2018-06-25,77.75
2018-06-22,79.4800033569336
2018-06-26,76.01000213623047
2018-06-27,75.8499984741211
2018-06-28,74.1500015258789
2018-06-29,73.4000015258789
2018-07-02,72.69000244140625
2018-07-03,74.16999816894531
2018-07-05,74.7699966430664
2018-07-16,75.7699966430664
2018-09-18,77.0
2019-01-24,78.08999633789062
2019-09-05,75.87000274658203
2018-11-21,76.31999969482422
2020-01-13,76.56999969482422
2020-04-01,77.05000305175781
2020-06-19,77.0
2019-10-29,76.87000274658203
2020-01-16,77.33000183105469
2020-06-22,77.69999694824219
2018-10-03,77.0
2018-07-31,78.05000305175781
2019-03-12,74.33000183105469
2019-02-08,75.48999786376953
2019-01-07,75.58999633789062
2018-12-06,74.86000061035156
2019-08-19,75.2300033569336
2019-07-18,74.22000122070312
2019-05-15,73.06999969482422
2019-09-20,73.06999969482422
2019-11-01,74.69000244140625
2020-04-07,74.69000244140625
2020-06-25,75.69000244140625
2020-06-16,75.2300033569336
2019-11-04,73.58000183105469
2020-01-22,73.5999984741211
2019-11-07,72.6500015258789
2020-04-13,72.37999725341797
2019-07-01,73.1500015258789
2019-05-30,72.80000305175781
2018-08-15,73.72000122070312
2018-10-18,75.18000030517578
2019-03-27,75.81999969482422
2019-01-22,75.5199966430664
2018-12-21,74.97000122070312
2019-09-03,76.25
2018-11-19,76.77999877929688
2019-08-02,77.9000015258789
2020-01-28,77.36000061035156
2020-04-16,76.87000274658203
2019-11-13,77.91000366210938
2020-01-31,78.9000015258789
2018-12-04,78.94999694824219
2018-11-02,78.13999938964844
2019-07-16,79.56999969482422
2018-08-30,80.0
2018-10-01,80.56999969482422
2019-06-14,80.81999969482422
2019-05-13,80.19000244140625
2019-04-11,80.6500015258789
2019-02-06,79.55000305175781
2019-09-18,78.37000274658203
2020-02-03,78.36000061035156
2020-04-22,78.51000213623047
2019-11-19,78.12999725341797
2020-02-06,76.16000366210938
2019-11-22,79.30000305175781
2019-03-25,74.87999725341797
2019-02-21,73.77999877929688
2018-12-19,75.30999755859375
2018-07-12,73.8499984741211
2018-09-14,73.88999938964844
2018-08-13,73.2699966430664
2018-10-16,71.7699966430664
2019-07-31,70.69999694824219
2019-05-28,70.80000305175781
2019-04-26,70.61000061035156
2020-04-28,68.43000030517578
2019-11-25,68.91000366210938
2020-02-12,67.73999786376953
2020-05-01,68.87000274658203
2020-05-04,70.27999877929688
2019-06-12,69.61000061035156
2019-04-09,68.33999633789062
2019-03-08,68.94000244140625
2019-02-04,67.5999984741211
2018-07-27,69.11000061035156
2018-08-28,68.44999694824219
2019-01-03,69.62000274658203
2019-08-15,71.2300033569336
2018-10-31,69.56999969482422
2019-09-16,69.22000122070312
2020-02-18,68.0999984741211
2020-05-07,70.2300033569336
2018-08-17,69.95999908447266
2019-12-04,70.5199966430664
2020-02-21,70.7300033569336
2018-12-17,67.93000030517578
2019-08-30,67.66000366210938
2018-11-15,65.41999816894531
2019-07-29,65.4000015258789
2019-06-27,65.55000305175781
2019-04-24,62.5
2018-07-10,62.25
2018-09-12,61.970001220703125
2019-02-19,61.099998474121094
2019-01-18,61.02000045776367
2020-02-24,62.099998474121094
2020-05-13,62.81999969482422
2019-12-10,63.459999084472656
2020-02-27,64.58999633789062
2019-12-13,66.4800033569336
2020-05-19,65.95999908447266
2019-03-06,67.12999725341797
2018-11-30,65.63999938964844
2019-08-13,63.15999984741211
2019-07-12,64.51000213623047
2019-06-10,62.560001373291016
2019-05-09,63.04999923706055
2018-07-25,63.88999938964844
2018-09-27,63.34000015258789
2018-10-29,61.9900016784668
2019-10-16,60.790000915527344
2019-12-16,60.63999938964844
2020-03-04,59.4900016784668
2020-05-22,57.5
2019-10-01,58.33000183105469
2019-12-19,59.29999923706055
2018-09-10,59.40999984741211
2019-05-24,61.95000076293945
2018-08-09,63.65999984741211
2019-04-22,62.83000183105469
