Dates,KMX
2019-09-10,61.5099983215332
2020-01-15,61.22999954223633
2020-04-03,61.790000915527344
2019-10-31,63.02000045776367
2020-04-06,63.41999816894531
2020-06-24,65.63999938964844
2018-11-09,68.23999786376953
2019-07-23,68.97000122070312
2019-06-21,70.22000122070312
2019-05-20,71.19999694824219
2019-04-18,71.63999938964844
2018-09-06,71.79000091552734
2018-10-08,72.55999755859375
2019-02-13,72.88999938964844
2018-12-11,73.31999969482422
2019-09-25,74.05000305175781
2020-01-21,74.12999725341797
2020-04-09,74.98999786376953
2019-11-06,76.12000274658203
2020-01-24,75.80999755859375
2020-01-27,75.55000305175781
2020-04-15,75.80999755859375
2018-12-26,76.76000213623047
2019-08-07,76.33000183105469
2019-06-04,76.08000183105469
2018-09-21,77.19999694824219
