Dates,KMX
2018-06-20,73.91999816894531
2018-06-21,72.55000305175781
2018-06-25,81.66999816894531
2018-06-22,79.51000213623047
2018-06-26,76.47000122070312
2018-06-27,76.20999908447266
2018-06-28,74.43000030517578
2018-06-29,73.70999908447266
2018-07-02,73.80000305175781
2018-07-03,74.87000274658203
2018-07-05,76.16999816894531
2018-07-16,76.69999694824219
2018-09-18,77.25
2019-01-24,78.12000274658203
2019-09-05,76.31999969482422
2018-11-21,76.66000366210938
2020-01-13,77.7300033569336
2020-04-01,77.69000244140625
2020-06-19,77.77999877929688
2019-10-29,77.41999816894531
2020-01-16,78.12999725341797
2020-06-22,77.81999969482422
2018-10-03,78.27999877929688
2018-07-31,78.4000015258789
2019-03-12,75.29000091552734
2019-02-08,75.83000183105469
2019-01-07,76.05000305175781
2018-12-06,75.54000091552734
2019-08-19,75.41999816894531
2019-07-18,75.01000213623047
2019-05-15,74.05000305175781
2019-09-20,75.1500015258789
2019-11-01,75.72000122070312
2020-04-07,75.94000244140625
2020-06-25,75.81999969482422
2020-06-16,75.5
2019-11-04,74.01000213623047
2020-01-22,73.91000366210938
2019-11-07,73.48999786376953
2020-04-13,73.08999633789062
2019-07-01,73.4000015258789
2019-05-30,73.81999969482422
2018-08-15,75.06999969482422
2018-10-18,75.88999938964844
2019-03-27,76.5999984741211
2019-01-22,75.55999755859375
2018-12-21,75.79000091552734
2019-09-03,77.05000305175781
2018-11-19,77.37999725341797
2019-08-02,78.13999938964844
2020-01-28,77.6500015258789
2020-04-16,78.19000244140625
2019-11-13,79.26000213623047
2020-01-31,79.93000030517578
2018-12-04,79.33000183105469
2018-11-02,79.5199966430664
2019-07-16,80.30999755859375
2018-08-30,80.80000305175781
2018-10-01,80.80999755859375
2019-06-14,80.91000366210938
2019-05-13,80.68000030517578
2019-04-11,80.87000274658203
2019-02-06,79.55000305175781
2019-09-18,79.12999725341797
2020-02-03,79.02999877929688
2020-04-22,79.12000274658203
2019-11-19,78.69000244140625
2020-02-06,76.47000122070312
2019-11-22,79.44999694824219
2019-03-25,74.87999725341797
2019-02-21,76.19999694824219
2018-12-19,75.33999633789062
2018-07-12,74.19000244140625
2018-09-14,74.30000305175781
2018-08-13,73.56999969482422
2018-10-16,72.45999908447266
