Dates,COO
2019-06-13,288000.0
2019-01-04,319500.0
2018-08-29,523500.0
2019-02-05,420300.0
2018-11-01,423700.0
2019-08-16,440600.0
2019-04-10,388700.0
2019-09-17,344000.0
2019-10-15,327100.0
2020-01-02,139600.0
2020-06-08,262000.0
2019-10-18,322700.0
2020-03-24,213100.0
2020-06-11,308300.0
2020-01-08,305200.0
2019-04-25,322100.0
2019-07-30,218300.0
2019-02-20,232100.0
2018-07-11,239000.0
2018-09-13,249500.0
2018-10-15,309400.0
2019-06-28,193500.0
2018-12-18,188900.0
2018-11-16,189300.0
2019-10-02,204000.0
2020-03-27,197600.0
2020-01-10,204000.0
2019-10-24,164800.0
2020-03-30,224300.0
2020-06-17,243200.0
2020-01-14,231400.0
2020-04-02,302800.0
2019-01-02,195900.0
2019-08-14,219000.0
2018-10-30,395700.0
2019-06-11,384900.0
2019-05-10,329100.0
2019-04-08,234200.0
2018-08-27,140200.0
2018-07-26,312300.0
2018-09-28,364500.0
2019-03-07,243300.0
2019-10-30,161200.0
2020-01-17,305300.0
2020-06-23,304200.0
2020-04-08,362100.0
2020-06-26,328900.0
2019-03-22,738900.0
2019-01-17,452000.0
2019-08-29,263700.0
2018-11-14,315000.0
2019-06-26,457800.0
2018-09-11,278700.0
2018-07-09,326800.0
2018-08-10,296100.0
2019-04-23,313700.0
2019-09-30,208300.0
2020-01-23,388000.0
2019-11-08,286200.0
2020-04-14,62600.0
2019-11-11,171500.0
2020-01-29,183100.0
2020-04-17,137400.0
2018-07-24,242100.0
2018-09-26,317000.0
2019-05-08,197300.0
2019-03-05,185100.0
2019-02-01,212400.0
2018-12-31,335800.0
2018-11-29,372200.0
2019-08-12,218900.0
2019-07-11,235900.0
2019-09-13,289400.0
2019-11-14,364900.0
2020-04-20,350600.0
2020-02-04,397900.0
2020-04-23,597500.0
2018-12-14,432300.0
2019-08-27,304400.0
2018-08-08,342800.0
2018-10-11,232600.0
2018-11-12,338500.0
2019-07-26,244400.0
2019-06-24,268900.0
2019-05-23,400500.0
2019-03-20,299400.0
2019-01-15,313000.0
2019-11-20,251200.0
2020-02-07,208100.0
2020-02-10,170200.0
2020-04-29,150600.0
2019-11-26,250600.0
2020-02-13,190100.0
2019-01-30,171400.0
2018-08-23,199300.0
2018-09-24,168800.0
2018-11-27,137900.0
2018-10-26,134300.0
2019-07-09,159900.0
2019-06-07,348400.0
2019-05-06,316600.0
2019-04-04,288300.0
2019-09-11,321700.0
2019-11-29,567900.0
2020-05-05,282100.0
2019-12-02,422700.0
2020-02-19,308000.0
2020-05-08,466700.0
2019-05-21,551900.0
2019-03-18,472200.0
2018-09-07,446100.0
2018-08-06,674700.0
2018-10-09,827400.0
2019-02-14,601900.0
2018-12-12,496300.0
2019-07-24,478200.0
2019-09-26,488600.0
2019-10-28,413300.0
2019-12-05,516600.0
2020-05-11,425600.0
2019-07-03,323100.0
2020-02-25,443100.0
2020-05-14,513700.0
2020-02-28,325500.0
2019-08-08,272300.0
2019-06-05,356000.0
2018-07-20,425000.0
2018-08-21,309000.0
2018-10-24,314200.0
2019-04-02,240200.0
2019-03-01,302500.0
2019-01-28,347400.0
2018-12-27,429900.0
2019-09-09,475500.0
2020-03-02,342200.0
2020-05-20,436900.0
2019-12-17,242100.0
2020-03-05,288300.0
2019-02-12,163900.0
2019-01-11,248200.0
2018-12-10,185300.0
2019-08-23,300100.0
2018-11-08,351200.0
2019-07-22,297200.0
2019-06-20,330600.0
2018-09-05,305500.0
2019-04-17,318900.0
2019-09-24,188000.0
2019-12-20,261000.0
2020-05-26,221400.0
2019-04-30,261200.0
2019-12-23,279300.0
2020-03-11,253300.0
2020-05-29,250300.0
2019-12-26,235800.0
2020-06-01,300000.0
2019-05-02,255800.0
2019-02-27,679200.0
2018-11-23,304200.0
2019-08-06,206100.0
2018-07-18,361600.0
2018-09-20,416200.0
2018-10-22,298400.0
2019-07-05,329500.0
2019-06-03,339300.0
2019-10-09,409400.0
2019-10-11,501800.0
2020-03-17,242100.0
2020-06-04,256700.0
2019-10-14,284600.0
2020-03-20,352600.0
2018-11-06,811000.0
2019-06-18,445200.0
2019-05-17,330800.0
2019-04-15,418800.0
2019-03-14,419900.0
2019-01-09,476000.0
2018-08-02,575600.0
2018-10-05,453200.0
2019-08-21,293500.0
2019-10-17,320900.0
2020-03-23,629500.0
2020-06-10,337900.0
2019-02-25,268400.0
2020-01-07,651600.0
2020-03-26,564500.0
2019-10-23,533100.0
