Dates,COO
2018-06-20,315900.0
2018-06-21,457400.0
2018-06-25,824900.0
2018-06-22,525500.0
2018-06-26,280700.0
2018-06-27,416400.0
2018-06-28,621500.0
2018-06-29,424700.0
2018-07-02,445000.0
2018-07-03,281600.0
2018-07-05,278400.0
2018-07-16,379100.0
2018-09-18,443300.0
2019-01-24,380300.0
2019-09-05,384300.0
2018-11-21,452100.0
2020-01-13,276300.0
2020-04-01,402800.0
2020-06-19,405100.0
2019-10-29,335200.0
2020-01-16,347500.0
2020-06-22,483700.0
2018-10-03,352900.0
2018-07-31,378900.0
2019-03-12,282100.0
2019-02-08,237500.0
2019-01-07,233400.0
2018-12-06,351100.0
2019-08-19,395300.0
2019-07-18,275100.0
2019-05-15,231600.0
2019-09-20,262900.0
2019-11-01,281600.0
2020-04-07,328600.0
2020-06-25,265300.0
2020-06-16,227800.0
2019-11-04,367100.0
2020-01-22,219800.0
2019-11-07,254700.0
2020-04-13,301100.0
2019-07-01,219900.0
2019-05-30,223800.0
2018-08-15,320300.0
2018-10-18,272100.0
2019-03-27,249300.0
2019-01-22,177000.0
2018-12-21,192800.0
2019-09-03,264300.0
2018-11-19,273400.0
2019-08-02,293900.0
2020-01-28,277300.0
2020-04-16,1150800.0
2019-11-13,514400.0
2020-01-31,390500.0
2018-12-04,355000.0
2018-11-02,298200.0
2019-07-16,388800.0
2018-08-30,353900.0
2018-10-01,255300.0
2019-06-14,290300.0
2019-05-13,237200.0
2019-04-11,297400.0
2019-02-06,267400.0
2019-09-18,375400.0
2020-02-03,511600.0
2020-04-22,398300.0
2019-11-19,220500.0
2020-02-06,258000.0
2019-11-22,243800.0
2019-03-25,209300.0
2019-02-21,276500.0
2018-12-19,218900.0
2018-07-12,209900.0
2018-09-14,394100.0
2018-08-13,396500.0
2018-10-16,336400.0
2019-07-31,296600.0
2019-05-28,375100.0
2019-04-26,263900.0
2020-04-28,315800.0
2019-11-25,302300.0
2020-02-12,219800.0
2020-05-01,248200.0
2020-05-04,161900.0
2019-06-12,200500.0
2019-04-09,209100.0
2019-03-08,158100.0
2019-02-04,221100.0
2018-07-27,195400.0
2018-08-28,181400.0
2019-01-03,217500.0
2019-08-15,252000.0
2018-10-31,231100.0
2019-09-16,355800.0
2020-02-18,235100.0
2020-05-07,190500.0
2018-08-17,315100.0
2019-12-04,244900.0
2020-02-21,244500.0
2018-12-17,225400.0
2019-08-30,204600.0
2018-11-15,356700.0
2019-07-29,338200.0
2019-06-27,251200.0
2019-04-24,284900.0
2018-07-10,270000.0
2018-09-12,291400.0
2019-02-19,311300.0
2019-01-18,300400.0
2020-02-24,154600.0
2020-05-13,380500.0
2019-12-10,291800.0
2020-02-27,609600.0
2019-12-13,355900.0
2020-05-19,511000.0
2019-03-06,585400.0
2018-11-30,530500.0
2019-08-13,635300.0
2019-07-12,1253700.0
2019-06-10,784600.0
2019-05-09,476400.0
2018-07-25,328300.0
2018-09-27,335100.0
2018-10-29,326700.0
2019-10-16,416300.0
2019-12-16,546400.0
2020-03-04,435900.0
2020-05-22,543700.0
2019-10-01,721000.0
2019-12-19,357000.0
2018-09-10,454400.0
2019-05-24,878800.0
2018-08-09,452600.0
2019-04-22,290900.0
2019-03-21,293500.0
2019-01-16,468300.0
2019-08-28,870700.0
2018-11-13,483600.0
2018-10-12,418000.0
2019-06-25,452300.0
2020-03-10,291900.0
2020-05-28,185500.0
2019-10-07,344900.0
2020-03-13,318200.0
2019-10-10,435800.0
2020-03-16,542600.0
2020-06-03,552200.0
2018-11-28,310800.0
2018-09-25,242600.0
2018-07-23,239300.0
2018-08-24,267700.0
2019-07-10,184200.0
2019-05-07,202600.0
2019-04-05,296600.0
2019-03-04,474100.0
2019-01-31,373400.0
2019-09-12,336200.0
2019-12-31,225300.0
2020-03-19,244800.0
2020-01-03,310600.0
2020-06-09,214500.0
2019-02-15,222300.0
2019-01-14,225300.0
2018-07-06,252300.0
2018-08-07,267300.0
2018-10-10,724600.0
2018-12-13,308800.0
2019-08-26,236700.0
2019-07-25,289700.0
2019-05-22,339300.0
2019-03-19,265500.0
2020-01-06,324600.0
2020-03-25,588300.0
2020-06-12,813500.0
2019-10-22,884200.0
2020-01-09,474300.0
2020-06-15,514600.0
2019-10-25,1027000.0
2020-03-31,490300.0
2020-06-18,392500.0
2019-04-03,374900.0
2018-08-22,331300.0
2018-10-25,236200.0
2019-01-29,429200.0
2018-12-28,440200.0
2018-11-26,381600.0
2019-08-09,375300.0
2019-07-08,318300.0
2019-06-06,243800.0
2019-09-10,271600.0
2020-01-15,240200.0
2020-04-03,364600.0
2019-10-31,237100.0
2020-04-06,256000.0
2020-06-24,356500.0
2018-11-09,366200.0
2019-07-23,288100.0
2019-06-21,365800.0
2019-05-20,421500.0
2019-04-18,721100.0
2018-09-06,295800.0
2018-10-08,398500.0
2019-02-13,196300.0
2018-12-11,299900.0
2019-09-25,281000.0
2020-01-21,222500.0
2020-04-09,280500.0
2019-11-06,417400.0
2020-01-24,495500.0
2020-01-27,318300.0
2020-04-15,304000.0
2018-12-26,363800.0
2019-08-07,547900.0
2019-06-04,352300.0
2018-09-21,272300.0
2018-07-19,312900.0
2018-08-20,206400.0
2018-10-23,277500.0
2019-05-03,266500.0
2019-04-01,313600.0
2019-02-28,232800.0
2019-11-12,172900.0
2020-01-30,202000.0
2019-11-15,149000.0
2020-04-21,180600.0
2019-04-16,157700.0
2019-03-15,183800.0
2019-02-11,312000.0
2019-01-10,210200.0
2019-08-22,201000.0
2018-11-07,213300.0
2018-08-03,200000.0
2018-09-04,281700.0
2019-06-19,235100.0
2019-09-23,427900.0
2019-11-18,345900.0
2020-02-05,328400.0
2020-04-24,477800.0
2019-03-29,358800.0
2019-11-21,381300.0
2020-04-27,361500.0
2020-02-11,401100.0
2020-04-30,357100.0
2019-05-01,374300.0
2019-02-26,288800.0
2019-01-25,255400.0
2018-12-24,394300.0
2019-09-06,261000.0
2018-07-17,171200.0
2018-09-19,209600.0
2019-08-05,213200.0
2019-10-08,331000.0
2019-12-11,429500.0
2019-11-27,229900.0
2020-02-14,258100.0
2020-05-06,266500.0
2019-01-08,191500.0
2018-12-07,588500.0
2019-08-20,342200.0
2018-11-05,534900.0
2019-07-19,235300.0
2018-10-04,278600.0
2019-06-17,489300.0
2019-05-16,227700.0
2018-08-01,165600.0
2019-03-13,351700.0
2019-12-03,197900.0
2020-02-20,321800.0
2019-12-06,249500.0
2020-05-12,275000.0
2019-12-09,193300.0
2020-02-26,176300.0
2020-05-15,207500.0
2019-03-28,141500.0
2018-09-17,169800.0
2018-08-16,181800.0
2018-10-19,165900.0
2019-04-29,202300.0
2019-01-23,179100.0
2019-09-04,210900.0
2018-11-20,235000.0
2019-07-02,198200.0
2019-05-31,278300.0
2019-12-12,618800.0
2020-05-18,332300.0
2019-09-27,255700.0
2020-03-03,260700.0
2020-05-21,143200.0
2019-05-14,230000.0
2018-08-31,176600.0
2018-07-30,174200.0
2018-10-02,221500.0
2019-04-12,228200.0
2019-03-11,249200.0
2019-02-07,389200.0
2019-07-17,270200.0
2019-09-19,306500.0
2019-10-21,206500.0
2019-12-18,190700.0
2020-03-06,343300.0
2019-10-03,430400.0
2020-03-09,771800.0
2020-05-27,523800.0
2019-12-24,368400.0
2020-03-12,457800.0
2018-12-20,300500.0
2019-08-01,401100.0
2018-08-14,404800.0
2018-07-13,313200.0
2018-10-17,512200.0
2019-05-29,408500.0
2019-03-26,266300.0
2019-02-22,349700.0
2019-10-04,412300.0
2019-11-05,186100.0
2019-12-27,373900.0
2020-06-02,251600.0
2019-12-30,391300.0
2020-03-18,355300.0
2020-06-05,279900.0
2019-07-15,254300.0
2018-12-03,272800.0
