Dates,COO
2018-06-20,233.3699951171875
2018-06-21,232.0800018310547
2018-06-25,234.6300048828125
2018-06-22,237.5800018310547
2018-06-26,234.0
2018-06-27,234.50999450683594
2018-06-28,232.5
2018-06-29,234.5500030517578
2018-07-02,233.57000732421875
2018-07-03,235.97999572753906
2018-07-05,239.0800018310547
2018-07-16,240.08999633789062
2018-09-18,242.9499969482422
2019-01-24,245.5399932861328
2019-09-05,244.77000427246094
2018-11-21,247.10000610351562
2020-01-13,246.44000244140625
2020-04-01,247.0
2020-06-19,242.60000610351562
2019-10-29,246.58999633789062
2020-01-16,247.0800018310547
2020-06-22,246.7100067138672
2018-10-03,247.6999969482422
2018-07-31,250.35000610351562
2019-03-12,250.47999572753906
2019-02-08,255.89999389648438
2019-01-07,256.1000061035156
2018-12-06,257.239990234375
2019-08-19,257.5400085449219
2019-07-18,259.1400146484375
2019-05-15,259.3399963378906
2019-09-20,260.989990234375
2019-11-01,259.5299987792969
2020-04-07,257.8800048828125
2020-06-25,257.8999938964844
2020-06-16,258.6700134277344
2019-11-04,256.1499938964844
2020-01-22,253.16000366210938
2019-11-07,252.72000122070312
2020-04-13,254.82000732421875
2019-07-01,253.97000122070312
2019-05-30,256.2099914550781
2018-08-15,257.739990234375
2018-10-18,257.1000061035156
2019-03-27,255.36000061035156
2019-01-22,259.5299987792969
2018-12-21,258.7900085449219
2019-09-03,261.010009765625
2018-11-19,262.7699890136719
2019-08-02,263.6000061035156
2020-01-28,264.4100036621094
2020-04-16,254.5
2019-11-13,255.77999877929688
2020-01-31,255.74000549316406
2018-12-04,255.24000549316406
2018-11-02,259.79998779296875
2019-07-16,260.510009765625
2018-08-30,259.4800109863281
2018-10-01,263.0
2019-06-14,265.3699951171875
2019-05-13,265.1300048828125
2019-04-11,263.1000061035156
2019-02-06,259.92999267578125
2019-09-18,265.0
2020-02-03,266.5
2020-04-22,268.1300048828125
2019-11-19,269.1600036621094
2020-02-06,270.0
2019-11-22,273.8299865722656
2019-03-25,274.7300109863281
2019-02-21,275.3500061035156
2018-12-19,277.30999755859375
2018-07-12,278.7099914550781
2018-09-14,279.9800109863281
2018-08-13,275.1099853515625
2018-10-16,268.3800048828125
2019-07-31,266.6600036621094
2019-05-28,262.3500061035156
2019-04-26,258.82000732421875
2020-04-28,252.72999572753906
2019-11-25,254.08999633789062
2020-02-12,255.77000427246094
2020-05-01,254.02999877929688
2020-05-04,260.94000244140625
2019-06-12,264.3599853515625
2019-04-09,258.3999938964844
2019-03-08,255.0500030517578
2019-02-04,251.1199951171875
2018-07-27,253.88999938964844
2018-08-28,249.4199981689453
2019-01-03,247.8300018310547
2019-08-15,249.7899932861328
2018-10-31,249.13999938964844
2019-09-16,255.52000427246094
2020-02-18,259.67999267578125
2020-05-07,264.4599914550781
2018-08-17,264.0
2019-12-04,256.8999938964844
2020-02-21,261.0
2018-12-17,265.9800109863281
2019-08-30,267.5
2018-11-15,267.8299865722656
2019-07-29,261.6000061035156
2019-06-27,257.04998779296875
2019-04-24,252.47999572753906
2018-07-10,256.3299865722656
2018-09-12,265.57000732421875
2019-02-19,253.75
2019-01-18,261.239990234375
2020-02-24,264.6099853515625
2020-05-13,273.0
2019-12-10,272.07000732421875
2020-02-27,273.3299865722656
2019-12-13,272.260009765625
2020-05-19,279.2200012207031
2019-03-06,279.92999267578125
2018-11-30,282.3800048828125
2019-08-13,273.1099853515625
2019-07-12,263.489990234375
2019-06-10,242.64999389648438
2019-05-09,256.0899963378906
2018-07-25,257.95001220703125
2018-09-27,257.7200012207031
2018-10-29,255.0800018310547
2019-10-16,247.47000122070312
2019-12-16,246.44000244140625
2020-03-04,247.9600067138672
2020-05-22,242.69000244140625
2019-10-01,234.42999267578125
2019-12-19,235.92999267578125
2018-09-10,233.9600067138672
2019-05-24,241.83999633789062
2018-08-09,252.9499969482422
2019-04-22,251.7899932861328
2019-03-21,251.5399932861328
2019-01-16,249.22000122070312
2019-08-28,242.0
