Dates,COO
2018-06-20,231.83999633789062
2018-06-21,233.97999572753906
2018-06-25,237.22999572753906
2018-06-22,234.0
2018-06-26,234.80999755859375
2018-06-27,232.5
2018-06-28,234.7899932861328
2018-06-29,235.4499969482422
2018-07-02,236.3000030517578
2018-07-03,238.16000366210938
2018-07-05,239.1199951171875
2018-07-16,242.6999969482422
2018-09-18,244.97999572753906
2019-01-24,245.2899932861328
2019-09-05,247.05999755859375
2018-11-21,245.83999633789062
2020-01-13,247.1199951171875
2020-04-01,242.6999969482422
2020-06-19,246.07000732421875
2019-10-29,246.7899932861328
2020-01-16,247.99000549316406
2020-06-22,248.5800018310547
2018-10-03,250.25999450683594
2018-07-31,250.9199981689453
2019-03-12,254.99000549316406
2019-02-08,255.52000427246094
2019-01-07,253.99000549316406
2018-12-06,255.9600067138672
2019-08-19,260.5
2019-07-18,259.0299987792969
2019-05-15,260.3599853515625
2019-09-20,260.30999755859375
2019-11-01,258.44000244140625
2020-04-07,257.489990234375
2020-06-25,257.95001220703125
2020-06-16,256.8399963378906
2019-11-04,253.25999450683594
2020-01-22,253.19000244140625
2019-11-07,254.97000122070312
2020-04-13,253.14999389648438
2019-07-01,255.6199951171875
2019-05-30,257.6300048828125
2018-08-15,256.05999755859375
2018-10-18,256.760009765625
2019-03-27,259.5299987792969
2019-01-22,259.2099914550781
2018-12-21,259.9800109863281
2019-09-03,261.8299865722656
2018-11-19,263.57000732421875
2019-08-02,265.6099853515625
2020-01-28,263.69000244140625
2020-04-16,255.77999877929688
2019-11-13,256.67999267578125
2020-01-31,255.33999633789062
2018-12-04,259.80999755859375
2018-11-02,259.42999267578125
2019-07-16,259.9800109863281
2018-08-30,263.7200012207031
2018-10-01,265.19000244140625
2019-06-14,265.32000732421875
2019-05-13,262.9200134277344
2019-04-11,259.6600036621094
2019-02-06,264.760009765625
2019-09-18,265.3399963378906
2020-02-03,267.55999755859375
2020-04-22,268.92999267578125
2019-11-19,269.44000244140625
2020-02-06,272.8399963378906
2019-11-22,274.5
2019-03-25,275.3299865722656
2019-02-21,277.1499938964844
2018-12-19,278.739990234375
2018-07-12,279.2300109863281
2018-09-14,276.0299987792969
2018-08-13,267.8299865722656
2018-10-16,266.8900146484375
2019-07-31,262.2699890136719
2019-05-28,259.69000244140625
2019-04-26,252.57000732421875
2020-04-28,250.58999633789062
2019-11-25,256.2200012207031
2020-02-12,253.0
2020-05-01,262.07000732421875
2020-05-04,264.2799987792969
2019-06-12,258.1199951171875
2019-04-09,254.2100067138672
2019-03-08,254.27999877929688
2019-02-04,253.77999877929688
2018-07-27,248.57000732421875
2018-08-28,250.5500030517578
2019-01-03,247.85000610351562
2019-08-15,247.6999969482422
2018-10-31,254.2899932861328
2019-09-16,258.30999755859375
2020-02-18,263.0799865722656
2020-05-07,263.42999267578125
2018-08-17,258.25
2019-12-04,259.6400146484375
2020-02-21,265.8500061035156
2018-12-17,267.6300048828125
2019-08-30,267.79998779296875
2018-11-15,261.75
2019-07-29,255.0
2019-06-27,254.05999755859375
2019-04-24,257.2099914550781
2018-07-10,265.0299987792969
2018-09-12,256.79998779296875
2019-02-19,260.8999938964844
2019-01-18,265.9200134277344
2020-02-24,270.0799865722656
2020-05-13,272.5199890136719
2019-12-10,273.6400146484375
2020-02-27,273.3800048828125
2019-12-13,277.4200134277344
2020-05-19,278.8299865722656
2019-03-06,281.6600036621094
2018-11-30,274.8999938964844
2019-08-13,277.0299987792969
2019-07-12,243.00999450683594
2019-06-10,253.0800018310547
2019-05-09,254.77000427246094
2018-07-25,254.72999572753906
2018-09-27,256.8800048828125
2018-10-29,249.97000122070312
2019-10-16,244.4600067138672
2019-12-16,247.22000122070312
2020-03-04,243.58999633789062
2020-05-22,236.77999877929688
2019-10-01,236.5800018310547
2019-12-19,232.6999969482422
2018-09-10,244.58999633789062
2019-05-24,252.17999267578125
2018-08-09,249.64999389648438
2019-04-22,254.5
2019-03-21,250.6300048828125
2019-01-16,246.17999267578125
2019-08-28,246.19000244140625
2018-11-13,246.77000427246094
2018-10-12,253.8300018310547
2019-06-25,258.260009765625
2020-03-10,259.6400146484375
2020-05-28,261.489990234375
2019-10-07,260.5799865722656
2020-03-13,268.67999267578125
2019-10-10,272.1499938964844
2020-03-16,267.5
2020-06-03,269.6300048828125
2018-11-28,267.510009765625
2018-09-25,268.80999755859375
2018-07-23,271.9700012207031
2018-08-24,275.6099853515625
2019-07-10,273.6400146484375
2019-05-07,273.760009765625
2019-04-05,276.75
2019-03-04,278.760009765625
2019-01-31,277.7200012207031
2019-09-12,277.239990234375
2019-12-31,277.8500061035156
2020-03-19,276.4599914550781
2020-01-03,272.82000732421875
2020-06-09,276.07000732421875
2019-02-15,275.2300109863281
2019-01-14,278.0899963378906
2018-07-06,278.0
2018-08-07,276.010009765625
2018-10-10,279.07000732421875
2018-12-13,283.4200134277344
2019-08-26,284.6199951171875
2019-07-25,286.3299865722656
2019-05-22,292.5899963378906
2019-03-19,294.6000061035156
2020-01-06,288.75
2020-03-25,287.0199890136719
2020-06-12,285.989990234375
2019-10-22,290.6700134277344
2020-01-09,287.8500061035156
2020-06-15,290.2200012207031
2019-10-25,282.760009765625
2020-03-31,288.3900146484375
2020-06-18,288.1000061035156
2019-04-03,288.80999755859375
2018-08-22,292.989990234375
2018-10-25,292.1099853515625
2019-01-29,294.80999755859375
2018-12-28,295.2300109863281
2018-11-26,293.17999267578125
2019-08-09,294.5799865722656
2019-07-08,291.2099914550781
2019-06-06,297.25
2019-09-10,291.760009765625
2020-01-15,292.30999755859375
2020-04-03,294.1099853515625
2019-10-31,292.8500061035156
2020-04-06,294.9700012207031
2020-06-24,296.1700134277344
2018-11-09,295.82000732421875
2019-07-23,297.5899963378906
2019-06-21,297.07000732421875
2019-05-20,290.7300109863281
2019-04-18,289.44000244140625
2018-09-06,290.0299987792969
2018-10-08,289.4599914550781
2019-02-13,291.67999267578125
2018-12-11,291.8800048828125
2019-09-25,292.94000244140625
2020-01-21,295.6199951171875
2020-04-09,288.9800109863281
2019-11-06,279.2900085449219
2020-01-24,281.2200012207031
2020-01-27,284.30999755859375
2020-04-15,286.739990234375
2018-12-26,282.4599914550781
2019-08-07,281.5
2019-06-04,288.29998779296875
2018-09-21,285.8900146484375
2018-07-19,289.9200134277344
2018-08-20,287.3999938964844
2018-10-23,290.80999755859375
2019-05-03,293.9100036621094
2019-04-01,294.760009765625
2019-02-28,289.2300109863281
2019-11-12,290.92999267578125
2020-01-30,291.4200134277344
2019-11-15,291.7900085449219
2020-04-21,286.7900085449219
2019-04-16,287.79998779296875
2019-03-15,290.760009765625
2019-02-11,291.6600036621094
2019-01-10,292.7300109863281
2019-08-22,289.4800109863281
