Dates,COO
2018-06-20,231.74559020996094
2018-06-21,233.88470458984375
2018-06-25,237.1333770751953
2018-06-22,233.90469360351562
2018-06-26,234.71437072753906
2018-06-27,232.40530395507812
2018-06-28,234.69436645507812
2018-06-29,235.35409545898438
2018-07-02,236.20375061035156
2018-07-03,238.06298828125
2018-07-05,239.02259826660156
2018-07-16,242.60113525390625
2018-09-18,244.88021850585938
2019-01-24,245.19009399414062
2019-09-05,246.95936584472656
2018-11-21,245.73988342285156
2020-01-13,247.01934814453125
2020-04-01,242.60113525390625
2020-06-19,245.96978759765625
2019-10-29,246.68948364257812
2020-01-16,247.88900756835938
2020-06-22,248.5088348388672
2018-10-03,250.18833923339844
2018-07-31,250.84814453125
2019-03-12,254.9169921875
2019-02-08,255.4468536376953
2019-01-07,253.9172821044922
2018-12-06,255.88671875
2019-08-19,260.4254150390625
2019-07-18,258.9558410644531
2019-05-15,260.2854309082031
2019-09-20,260.2354431152344
2019-11-01,258.3659973144531
2020-04-07,257.4162902832031
2020-06-25,257.87615966796875
2020-06-16,256.7664794921875
2019-11-04,253.18746948242188
2020-01-22,253.11752319335938
2019-11-07,254.89700317382812
2020-04-13,253.0775146484375
2019-07-01,255.5467987060547
2019-05-30,257.5562438964844
2018-08-15,255.9866943359375
2018-10-18,256.6864929199219
2019-03-27,259.4556884765625
2019-01-22,259.1357727050781
2018-12-21,259.9055480957031
2019-09-03,261.7550354003906
2018-11-19,263.4945373535156
2019-08-02,265.5339660644531
2020-01-28,263.614501953125
2020-04-16,255.70675659179688
2019-11-13,256.60650634765625
2020-01-31,255.2668914794922
2018-12-04,259.7356262207031
2018-11-02,259.355712890625
2019-07-16,259.9055480957031
2018-08-30,263.6445007324219
2018-10-01,265.11407470703125
2019-06-14,265.2440490722656
2019-05-13,262.8447570800781
2019-04-11,259.5856628417969
2019-02-06,264.6842041015625
2019-09-18,265.2640380859375
2020-02-03,267.4833984375
2020-04-22,268.8529968261719
2019-11-19,269.36285400390625
2020-02-06,272.7618713378906
2019-11-22,274.42138671875
2019-03-25,275.25115966796875
2019-02-21,277.07061767578125
2018-12-19,278.6601867675781
2018-07-12,279.1500549316406
2018-09-14,275.9509582519531
2018-08-13,267.7533264160156
2018-10-16,266.8135986328125
2019-07-31,262.19488525390625
2019-05-28,259.6156311035156
2019-04-26,252.49769592285156
2020-04-28,250.51824951171875
2019-11-25,256.1466369628906
2020-02-12,252.9275665283203
2020-05-01,261.9949951171875
2020-05-04,264.204345703125
2019-06-12,258.04608154296875
2019-04-09,254.13722229003906
2019-03-08,254.2071990966797
2019-02-04,253.7073211669922
2018-07-27,248.49884033203125
2018-08-28,250.47825622558594
2019-01-03,247.77903747558594
2019-08-15,247.6290740966797
2018-10-31,254.21719360351562
2019-09-16,258.2360534667969
2020-02-18,263.0046691894531
2020-05-07,263.3545837402344
2018-08-17,258.1760559082031
2019-12-04,259.565673828125
2020-02-21,265.7738952636719
2018-12-17,267.5533752441406
2019-08-30,267.72332763671875
2018-11-15,261.675048828125
2019-07-29,254.92698669433594
2019-06-27,253.9872589111328
2019-04-24,257.1363525390625
2018-07-10,264.9541015625
2018-09-12,256.7264709472656
2019-02-19,260.8253173828125
2019-01-18,265.8439025878906
2020-02-24,270.0026550292969
2020-05-13,272.44195556640625
2019-12-10,273.5616760253906
2020-02-27,273.3017272949219
2019-12-13,277.340576171875
2020-05-19,278.7501525878906
2019-03-06,281.5793762207031
2018-11-30,274.8212890625
2019-08-13,276.95068359375
2019-07-12,242.94041442871094
2019-06-10,253.0075225830078
2019-05-09,254.69705200195312
2018-07-25,254.6570587158203
2018-09-27,256.80645751953125
2018-10-29,249.89842224121094
2019-10-16,244.39002990722656
2019-12-16,247.1492156982422
2020-03-04,243.52024841308594
2020-05-22,236.7122039794922
2019-10-01,236.51226806640625
2019-12-19,232.63336181640625
2018-09-10,244.5199737548828
2019-05-24,252.1077880859375
2018-08-09,249.57852172851562
2019-04-22,254.42713928222656
2019-03-21,250.55824279785156
2019-01-16,246.1094970703125
2019-08-28,246.1195068359375
2018-11-13,246.69935607910156
2018-10-12,253.75732421875
2019-06-25,258.1860656738281
2020-03-10,259.565673828125
2020-05-28,261.4151306152344
2019-10-07,260.5054016113281
2020-03-13,268.60302734375
2019-10-10,272.07208251953125
2020-03-16,267.4234313964844
2020-06-03,269.58306884765625
2018-11-28,267.46343994140625
2018-09-25,268.76318359375
2018-07-23,271.9226379394531
2018-08-24,275.5619812011719
2019-07-10,273.5923767089844
2019-05-07,273.7123107910156
2019-04-05,276.7017822265625
2019-03-04,278.71148681640625
2019-01-31,277.6716613769531
2019-09-12,277.19171142578125
2019-12-31,277.8016052246094
2020-03-19,276.4118347167969
2020-01-03,272.7724914550781
2020-06-09,276.02191162109375
2019-02-15,275.18206787109375
2019-01-14,278.04156494140625
2018-07-06,277.95159912109375
2018-08-07,275.9619445800781
2018-10-10,279.02142333984375
2018-12-13,283.37066650390625
2019-08-26,284.5704345703125
2019-07-25,286.2801208496094
2019-05-22,292.5390625
2019-03-19,294.5487060546875
2020-01-06,288.69970703125
2020-03-25,286.9700012207031
2020-06-12,285.940185546875
2019-10-22,290.619384765625
2020-01-09,287.7998962402344
2020-06-15,290.1694641113281
2019-10-25,282.7107849121094
2020-03-31,288.33978271484375
2020-06-18,288.0498352050781
2019-04-03,288.75970458984375
2018-08-22,292.93896484375
2018-10-25,292.0591125488281
2019-01-29,294.7586669921875
2018-12-28,295.1785888671875
2018-11-26,293.1289367675781
2019-08-09,294.5286865234375
2019-07-08,291.1593017578125
2019-06-06,297.1982421875
2019-09-10,291.7091979980469
2020-01-15,292.25909423828125
2020-04-03,294.05877685546875
2019-10-31,292.79901123046875
2020-04-06,294.9186096191406
2020-06-24,296.1184387207031
2018-11-09,295.76849365234375
2019-07-23,297.5381774902344
2019-06-21,297.01824951171875
2019-05-20,290.67938232421875
2019-04-18,289.38958740234375
2018-09-06,289.9794921875
2018-10-08,289.4095764160156
2019-02-13,291.6291809082031
2018-12-11,291.8291931152344
2019-09-25,292.88897705078125
2020-01-21,295.5685119628906
