Dates,DVN
2018-06-20,42.220001220703125
2018-06-21,42.279998779296875
2018-06-25,42.61000061035156
2018-06-22,42.61000061035156
2018-06-26,42.15999984741211
2018-06-27,43.13999938964844
2018-06-28,43.599998474121094
2018-06-29,43.72999954223633
2018-07-02,43.40999984741211
2018-07-03,44.20000076293945
2018-07-05,44.279998779296875
2018-07-16,43.650001525878906
2018-09-18,44.880001068115234
2019-01-24,46.0
2019-09-05,44.95000076293945
2018-11-21,44.630001068115234
2020-01-13,44.060001373291016
2020-04-01,43.939998626708984
2020-06-19,43.91999816894531
2019-10-29,43.58000183105469
2020-01-16,43.66999816894531
2020-06-22,44.40999984741211
2018-10-03,44.439998626708984
2018-07-31,44.45000076293945
2019-03-12,44.59000015258789
2019-02-08,45.439998626708984
2019-01-07,44.939998626708984
2018-12-06,45.189998626708984
2019-08-19,45.0
2019-07-18,42.5
2019-05-15,43.099998474121094
2019-09-20,43.900001525878906
2019-11-01,43.7599983215332
2020-04-07,44.2400016784668
2020-06-25,43.119998931884766
2020-06-16,42.83000183105469
2019-11-04,41.88999938964844
2020-01-22,42.52000045776367
2019-11-07,42.650001525878906
2020-04-13,42.06999969482422
2019-07-01,40.619998931884766
2019-05-30,40.900001525878906
2018-08-15,40.529998779296875
2018-10-18,41.5
2019-03-27,42.369998931884766
2019-01-22,42.45000076293945
2018-12-21,43.0
2019-09-03,42.65999984741211
2018-11-19,42.70000076293945
2019-08-02,42.900001525878906
2020-01-28,43.08000183105469
2020-04-16,42.880001068115234
2019-11-13,43.060001373291016
2020-01-31,42.060001373291016
2018-12-04,41.459999084472656
2018-11-02,40.220001220703125
2019-07-16,40.790000915527344
2018-08-30,40.310001373291016
2018-10-01,42.04999923706055
2019-06-14,41.58000183105469
2019-05-13,40.86000061035156
2019-04-11,39.880001068115234
2019-02-06,39.25
2019-09-18,39.349998474121094
2020-02-03,40.220001220703125
2020-04-22,40.11000061035156
2019-11-19,41.189998626708984
2020-02-06,41.869998931884766
2019-11-22,40.900001525878906
2019-03-25,40.18000030517578
2019-02-21,39.369998931884766
2018-12-19,40.02000045776367
2018-07-12,40.54999923706055
2018-09-14,39.880001068115234
2018-08-13,40.38999938964844
2018-10-16,40.189998626708984
2019-07-31,39.70000076293945
2019-05-28,38.810001373291016
2019-04-26,39.400001525878906
2020-04-28,36.970001220703125
2019-11-25,36.849998474121094
2020-02-12,36.90999984741211
2020-05-01,36.959999084472656
2020-05-04,36.7599983215332
2019-06-12,35.33000183105469
2019-04-09,35.2400016784668
2019-03-08,34.86000061035156
2019-02-04,33.9900016784668
2018-07-27,34.220001220703125
2018-08-28,32.58000183105469
2019-01-03,32.18000030517578
2019-08-15,32.59000015258789
2018-10-31,30.760000228881836
2019-09-16,32.77000045776367
2020-02-18,32.529998779296875
2020-05-07,32.9900016784668
2018-08-17,32.84000015258789
2019-12-04,33.2599983215332
2020-02-21,33.45000076293945
2018-12-17,33.650001525878906
2019-08-30,32.060001373291016
2018-11-15,33.4900016784668
2019-07-29,31.3700008392334
2019-06-27,31.729999542236328
2019-04-24,30.389999389648438
2018-07-10,30.610000610351562
2018-09-12,29.399999618530273
2019-02-19,28.84000015258789
2019-01-18,27.739999771118164
2020-02-24,27.3700008392334
2020-05-13,27.290000915527344
2019-12-10,27.09000015258789
2020-02-27,26.559999465942383
2019-12-13,26.959999084472656
2020-05-19,26.510000228881836
2019-03-06,28.360000610351562
2018-11-30,28.770000457763672
2019-08-13,27.260000228881836
2019-07-12,28.270000457763672
2019-06-10,26.559999465942383
2019-05-09,26.709999084472656
2018-07-25,27.209999084472656
2018-09-27,27.100000381469727
2018-10-29,26.510000228881836
2019-10-16,25.68000030517578
2019-12-16,25.459999084472656
2020-03-04,24.6200008392334
2020-05-22,23.31999969482422
2019-10-01,22.450000762939453
2019-12-19,21.610000610351562
2018-09-10,21.1200008392334
2019-05-24,22.229999542236328
2018-08-09,22.979999542236328
2019-04-22,22.65999984741211
2019-03-21,21.940000534057617
2019-01-16,23.25
2019-08-28,24.139999389648438
2018-11-13,24.739999771118164
2018-10-12,25.68000030517578
2019-06-25,25.940000534057617
2020-03-10,25.56999969482422
2020-05-28,25.799999237060547
2019-10-07,25.8700008392334
2020-03-13,26.399999618530273
2019-10-10,26.170000076293945
2020-03-16,25.59000015258789
2020-06-03,26.709999084472656
2018-11-28,26.739999771118164
2018-09-25,26.81999969482422
2018-07-23,26.229999542236328
2018-08-24,26.899999618530273
2019-07-10,26.84000015258789
2019-05-07,26.84000015258789
2019-04-05,27.020000457763672
2019-03-04,27.81999969482422
2019-01-31,26.81999969482422
2019-09-12,26.709999084472656
2019-12-31,27.06999969482422
2020-03-19,26.709999084472656
2020-01-03,26.510000228881836
2020-06-09,25.299999237060547
2019-02-15,24.700000762939453
2019-01-14,25.8799991607666
2018-07-06,26.1200008392334
2018-08-07,26.799999237060547
2018-10-10,27.719999313354492
2018-12-13,28.09000015258789
2019-08-26,30.8799991607666
2019-07-25,30.459999084472656
2019-05-22,30.100000381469727
2019-03-19,29.510000228881836
2020-01-06,29.489999771118164
2020-03-25,29.8799991607666
2020-06-12,29.899999618530273
2019-10-22,29.450000762939453
2020-01-09,30.299999237060547
2020-06-15,29.479999542236328
2019-10-25,29.0
2020-03-31,28.760000228881836
2020-06-18,27.459999084472656
2019-04-03,27.020000457763672
2018-08-22,28.030000686645508
2018-10-25,29.15999984741211
2019-01-29,29.239999771118164
2018-12-28,29.299999237060547
2018-11-26,29.850000381469727
2019-08-09,30.760000228881836
2019-07-08,30.1299991607666
2019-06-06,31.260000228881836
2019-09-10,31.43000030517578
2020-01-15,30.34000015258789
2020-04-03,31.489999771118164
2019-10-31,31.479999542236328
2020-04-06,30.969999313354492
2020-06-24,32.349998474121094
2018-11-09,31.920000076293945
2019-07-23,31.600000381469727
2019-06-21,31.3799991607666
2019-05-20,30.799999237060547
2019-04-18,31.15999984741211
2018-09-06,32.38999938964844
2018-10-08,31.84000015258789
2019-02-13,31.260000228881836
2018-12-11,31.190000534057617
2019-09-25,32.9900016784668
2020-01-21,33.22999954223633
2020-04-09,32.75
2019-11-06,33.099998474121094
2020-01-24,33.27000045776367
2020-01-27,34.099998474121094
2020-04-15,35.27000045776367
2018-12-26,34.88999938964844
2019-08-07,34.31999969482422
2019-06-04,33.15999984741211
2018-09-21,32.529998779296875
2018-07-19,33.119998931884766
2018-08-20,33.0
2018-10-23,31.170000076293945
2019-05-03,31.139999389648438
2019-04-01,30.8700008392334
2019-02-28,31.049999237060547
2019-11-12,30.899999618530273
2020-01-30,31.1299991607666
2019-11-15,31.110000610351562
2020-04-21,31.0
2019-04-16,30.15999984741211
2019-03-15,30.3700008392334
2019-02-11,31.34000015258789
2019-01-10,30.860000610351562
2019-08-22,30.59000015258789
2018-11-07,30.290000915527344
2018-08-03,30.670000076293945
2018-09-04,28.709999084472656
2019-06-19,27.479999542236328
2019-09-23,27.139999389648438
2019-11-18,26.1200008392334
2020-02-05,26.760000228881836
2020-04-24,25.40999984741211
2019-03-29,25.329999923706055
2019-11-21,25.829999923706055
2020-04-27,25.90999984741211
2020-02-11,25.639999389648438
2020-04-30,25.729999542236328
2019-05-01,25.809999465942383
2019-02-26,26.40999984741211
2019-01-25,25.739999771118164
2018-12-24,25.739999771118164
2019-09-06,26.049999237060547
2018-07-17,25.520000457763672
2018-09-19,26.56999969482422
2019-08-05,26.850000381469727
2019-10-08,27.649999618530273
2019-12-11,28.239999771118164
2019-11-27,28.219999313354492
2020-02-14,27.809999465942383
2020-05-06,28.469999313354492
2019-01-08,28.729999542236328
2018-12-07,28.3700008392334
2019-08-20,29.1200008392334
2018-11-05,28.729999542236328
2019-07-19,27.75
2018-10-04,27.440000534057617
2019-06-17,27.709999084472656
2019-05-16,27.84000015258789
2018-08-01,28.40999984741211
2019-03-13,28.860000610351562
2019-12-03,28.719999313354492
2020-02-20,28.75
2019-12-06,27.6299991607666
2020-05-12,26.770000457763672
2019-12-09,25.780000686645508
2020-02-26,25.760000228881836
2020-05-15,26.389999389648438
2019-03-28,25.920000076293945
2018-09-17,26.229999542236328
2018-08-16,26.610000610351562
2018-10-19,25.530000686645508
2019-04-29,25.350000381469727
2019-01-23,25.510000228881836
2019-09-04,26.809999465942383
2018-11-20,26.5
2019-07-02,25.260000228881836
2019-05-31,24.25
2019-12-12,24.309999465942383
2020-05-18,23.1299991607666
2019-09-27,24.510000228881836
2020-03-03,24.6200008392334
2020-05-21,23.600000381469727
2019-05-14,23.31999969482422
2018-08-31,22.899999618530273
2018-07-30,22.040000915527344
2018-10-02,21.790000915527344
2019-04-12,22.979999542236328
2019-03-11,23.200000762939453
2019-02-07,23.68000030517578
2019-07-17,23.530000686645508
2019-09-19,22.530000686645508
2019-10-21,22.020000457763672
2019-12-18,21.760000228881836
2020-03-06,21.530000686645508
2019-10-03,22.09000015258789
2020-03-09,22.639999389648438
2020-05-27,21.440000534057617
2019-12-24,22.549999237060547
2020-03-12,23.1299991607666
2018-12-20,23.18000030517578
2019-08-01,23.690000534057617
2018-08-14,24.809999465942383
