Dates,DVN
2019-03-21,6788900.0
2019-01-16,7699700.0
2019-08-28,9714500.0
2018-11-13,7237600.0
2018-10-12,7185100.0
2019-06-25,12577400.0
2020-03-10,8847500.0
2020-05-28,7811000.0
2019-10-07,5823300.0
2020-03-13,6301000.0
2019-10-10,10838200.0
2020-03-16,8678500.0
2020-06-03,10160000.0
2018-11-28,9361600.0
2018-09-25,8882600.0
2018-07-23,6737000.0
2018-08-24,7222800.0
2019-07-10,5541200.0
2019-05-07,4338200.0
2019-04-05,5284400.0
2019-03-04,6890300.0
2019-01-31,6224000.0
2019-09-12,5654000.0
2019-12-31,8934200.0
2020-03-19,4790000.0
2020-01-03,6542400.0
2020-06-09,7077700.0
2019-02-15,5106000.0
2019-01-14,7033400.0
2018-07-06,8143200.0
2018-08-07,5740400.0
2018-10-10,7114400.0
2018-12-13,8169100.0
2019-08-26,34746600.0
2019-07-25,19449100.0
2019-05-22,11957200.0
2019-03-19,9952500.0
2020-01-06,7921100.0
2020-03-25,6652700.0
2020-06-12,9008700.0
2019-10-22,13399000.0
2020-01-09,11404900.0
2020-06-15,7440400.0
2019-10-25,6347200.0
2020-03-31,8760900.0
2020-06-18,10808600.0
2019-04-03,8110800.0
2018-08-22,7048800.0
2018-10-25,9233700.0
2019-01-29,6571700.0
2018-12-28,8012700.0
2018-11-26,6771400.0
2019-08-09,6193000.0
2019-07-08,10054100.0
2019-06-06,6863900.0
2019-09-10,7404000.0
2020-01-15,5355100.0
2020-04-03,5790800.0
2019-10-31,5433000.0
2020-04-06,5973000.0
2020-06-24,6528600.0
2018-11-09,5252100.0
2019-07-23,4385200.0
2019-06-21,4312600.0
2019-05-20,5131500.0
2019-04-18,7171400.0
2018-09-06,5413700.0
2018-10-08,4981600.0
2019-02-13,4927900.0
2018-12-11,3416500.0
2019-09-25,13576000.0
2020-01-21,6383500.0
2020-04-09,5129200.0
2019-11-06,5092000.0
2020-01-24,7864600.0
2020-01-27,10513100.0
2020-04-15,6277600.0
2018-12-26,7331900.0
2019-08-07,6210000.0
2019-06-04,4967900.0
2018-09-21,4900200.0
2018-07-19,7090500.0
2018-08-20,13692400.0
2018-10-23,9268800.0
2019-05-03,9278900.0
2019-04-01,5712600.0
2019-02-28,6314700.0
2019-11-12,5218300.0
2020-01-30,5201400.0
2019-11-15,4950500.0
2020-04-21,5947500.0
2019-04-16,4346200.0
2019-03-15,4552300.0
2019-02-11,4146600.0
2019-01-10,3156300.0
2019-08-22,5404800.0
2018-11-07,5308200.0
2018-08-03,4706800.0
2018-09-04,6956300.0
2019-06-19,5184900.0
2019-09-23,6361800.0
2019-11-18,11386500.0
2020-02-05,8207200.0
2020-04-24,6536200.0
2019-03-29,5506900.0
2019-11-21,7348800.0
2020-04-27,6671800.0
2020-02-11,5635000.0
2020-04-30,5364300.0
2019-05-01,5234800.0
2019-02-26,5756700.0
2019-01-25,5327200.0
2018-12-24,5809600.0
2019-09-06,5075600.0
2018-07-17,5624000.0
2018-09-19,5800900.0
2019-08-05,7122000.0
2019-10-08,7345900.0
2019-12-11,6676700.0
2019-11-27,5202100.0
2020-02-14,4782200.0
2020-05-06,6219400.0
2019-01-08,4934200.0
2018-12-07,8134800.0
2019-08-20,4991400.0
2018-11-05,9228000.0
2019-07-19,4011000.0
2018-10-04,4754100.0
2019-06-17,7030300.0
2019-05-16,4639800.0
2018-08-01,5116800.0
2019-03-13,4207300.0
2019-12-03,4853500.0
2020-02-20,5786100.0
2019-12-06,7598100.0
2020-05-12,5634600.0
2019-12-09,6052400.0
2020-02-26,6905300.0
2020-05-15,4518100.0
2019-03-28,7234600.0
2018-09-17,6577200.0
2018-08-16,5530200.0
2018-10-19,4823600.0
2019-04-29,5301700.0
2019-01-23,6911300.0
2019-09-04,5991300.0
2018-11-20,9688500.0
2019-07-02,7951200.0
2019-05-31,8057700.0
2019-12-12,12237600.0
2020-05-18,13310200.0
2019-09-27,10249000.0
2020-03-03,7074500.0
2020-05-21,6227900.0
2019-05-14,8900700.0
2018-08-31,6910300.0
2018-07-30,7200700.0
2018-10-02,7774400.0
2019-04-12,5236100.0
2019-03-11,6936700.0
2019-02-07,5745400.0
2019-07-17,5894800.0
2019-09-19,9246700.0
2019-10-21,9275800.0
2019-12-18,6666700.0
2020-03-06,5824800.0
2019-10-03,6215100.0
2020-03-09,6616200.0
2020-05-27,6614700.0
2019-12-24,5609600.0
2020-03-12,7531000.0
2018-12-20,5874100.0
2019-08-01,7254700.0
2018-08-14,9206800.0
2018-07-13,7092500.0
2018-10-17,7706100.0
2019-05-29,5773800.0
2019-03-26,13742400.0
2019-02-22,9822200.0
2019-10-04,8430800.0
2019-11-05,6823200.0
2019-12-27,7923500.0
2020-06-02,4068700.0
2019-12-30,5730000.0
2020-03-18,4347500.0
2020-06-05,3653800.0
2019-07-15,4462000.0
2018-12-03,3920700.0
2019-06-13,4563500.0
2019-01-04,6803500.0
2018-08-29,7236500.0
2019-02-05,3582200.0
2018-11-01,7205800.0
2019-08-16,8530500.0
2019-04-10,7644600.0
2019-09-17,5998200.0
2019-10-15,8706400.0
2020-01-02,9665300.0
2020-06-08,6529300.0
2019-10-18,6535900.0
2020-03-24,5714900.0
2020-06-11,5893000.0
2020-01-08,5062900.0
2019-04-25,6468900.0
2019-07-30,10303100.0
2019-02-20,8312900.0
2018-07-11,9456300.0
2018-09-13,8878500.0
2018-10-15,8305100.0
2019-06-28,6303300.0
2018-12-18,5711200.0
2018-11-16,6601300.0
2019-10-02,12374300.0
2020-03-27,11001200.0
2020-01-10,10316400.0
2019-10-24,8545900.0
2020-03-30,5696800.0
2020-06-17,5730300.0
2020-01-14,7759900.0
2020-04-02,6227300.0
2019-01-02,5818300.0
2019-08-14,6862200.0
2018-10-30,7662000.0
2019-06-11,6166100.0
2019-05-10,6380900.0
2019-04-08,7108000.0
2018-08-27,4324300.0
2018-07-26,7193200.0
2018-09-28,6717600.0
2019-03-07,3221600.0
2019-10-30,2392100.0
2020-01-17,4867500.0
2020-06-23,4483700.0
2020-04-08,6375200.0
2020-06-26,5175000.0
2019-03-22,5310200.0
2019-01-17,4508700.0
2019-08-29,5087100.0
2018-11-14,3583600.0
2019-06-26,5833000.0
2018-09-11,4573600.0
2018-07-09,11448300.0
2018-08-10,5364000.0
2019-04-23,9021700.0
2019-09-30,7107400.0
2020-01-23,14639100.0
2019-11-08,6292100.0
2020-04-14,2780000.0
2019-11-11,3175300.0
2020-01-29,3950700.0
2020-04-17,3549700.0
2018-07-24,3391300.0
2018-09-26,5091400.0
2019-05-08,6983500.0
2019-03-05,4389700.0
2019-02-01,6457400.0
2018-12-31,8227400.0
2018-11-29,7500200.0
2019-08-12,5205900.0
2019-07-11,4744200.0
2019-09-13,6388500.0
2019-11-14,5669200.0
2020-04-20,6293500.0
2020-02-04,5842600.0
2020-04-23,5810100.0
2018-12-14,8146500.0
2019-08-27,5921300.0
2018-08-08,5564900.0
2018-10-11,6349000.0
2018-11-12,5050200.0
2019-07-26,5954000.0
2019-06-24,5609200.0
2019-05-23,7340500.0
2019-03-20,5867400.0
2019-01-15,6171000.0
2019-11-20,6787400.0
2020-02-07,5152800.0
2020-02-10,3338500.0
2020-04-29,3741400.0
2019-11-26,3700800.0
2020-02-13,4484100.0
2019-01-30,5176500.0
2018-08-23,7211000.0
2018-09-24,9680000.0
2018-11-27,10966700.0
2018-10-26,7706300.0
2019-07-09,9274000.0
2019-06-07,10968800.0
2019-05-06,10388900.0
2019-04-04,10340400.0
2019-09-11,13199000.0
2019-11-29,13850500.0
2020-05-05,11012000.0
2019-12-02,11433000.0
2020-02-19,8787200.0
2020-05-08,9800200.0
2019-05-21,13648400.0
2019-03-18,24783100.0
2018-09-07,20134700.0
2018-08-06,15483400.0
2018-10-09,14551000.0
2019-02-14,18626600.0
2018-12-12,14135800.0
2019-07-24,13441300.0
2019-09-26,14374600.0
2019-10-28,14057900.0
2019-12-05,18814900.0
2020-05-11,13426500.0
2019-07-03,14859800.0
2020-02-25,12033100.0
2020-05-14,13399600.0
2020-02-28,13563100.0
2019-08-08,19194700.0
2019-06-05,14607600.0
2018-07-20,16931500.0
2018-08-21,24076400.0
2018-10-24,17941900.0
2019-04-02,13542100.0
2019-03-01,14770900.0
2019-01-28,11611300.0
2018-12-27,24421200.0
2019-09-09,11422400.0
2020-03-02,11435600.0
2020-05-20,10246900.0
2019-12-17,6949200.0
2020-03-05,12742900.0
2019-02-12,12798900.0
2019-01-11,14497600.0
2018-12-10,7396700.0
2019-08-23,12396400.0
2018-11-08,16018600.0
2019-07-22,7466800.0
2019-06-20,8856000.0
2018-09-05,11865400.0
2019-04-17,10372300.0
2019-09-24,7152100.0
2019-12-20,6554300.0
2020-05-26,8942300.0
2019-04-30,10874300.0
2019-12-23,8928300.0
2020-03-11,7419100.0
2020-05-29,8110000.0
2019-12-26,8834000.0
2020-06-01,9738800.0
2019-05-02,7713900.0
2019-02-27,8335400.0
2018-11-23,10694600.0
2019-08-06,9861100.0
2018-07-18,10717300.0
2018-09-20,8138600.0
2018-10-22,8327800.0
2019-07-05,9076900.0
2019-06-03,9418900.0
2019-10-09,11208700.0
2019-10-11,43105600.0
2020-03-17,12174000.0
2020-06-04,8460800.0
2019-10-14,8261400.0
2020-03-20,10409200.0
2018-11-06,15550300.0
2019-06-18,13064200.0
2019-05-17,10895900.0
2019-04-15,12575600.0
2019-03-14,9180400.0
2019-01-09,8104700.0
2018-08-02,7482400.0
2018-10-05,10065500.0
2019-08-21,7573500.0
2019-10-17,6611000.0
2020-03-23,15559700.0
2020-06-10,6084900.0
2019-02-25,9560800.0
2020-01-07,11073100.0
2020-03-26,8708200.0
2019-10-23,9114100.0
