Dates,DVN
2018-06-20,42.61000061035156
2018-06-21,41.150001525878906
2018-06-25,43.279998779296875
2018-06-22,41.88999938964844
2018-06-26,42.59000015258789
2018-06-27,43.470001220703125
2018-06-28,43.58000183105469
2018-06-29,43.959999084472656
2018-07-02,43.529998779296875
2018-07-03,44.0
2018-07-05,43.9900016784668
2018-07-16,44.5099983215332
2018-09-18,45.29999923706055
2019-01-24,45.61000061035156
2019-09-05,44.119998931884766
2018-11-21,43.93000030517578
2020-01-13,44.720001220703125
2020-04-01,44.209999084472656
2020-06-19,44.08000183105469
2019-10-29,43.75
2020-01-16,44.13999938964844
2020-06-22,44.13999938964844
2018-10-03,44.209999084472656
2018-07-31,44.560001373291016
2019-03-12,45.27000045776367
2019-02-08,45.150001525878906
2019-01-07,44.54999923706055
2018-12-06,45.060001373291016
2019-08-19,45.0099983215332
2019-07-18,43.470001220703125
2019-05-15,43.939998626708984
2019-09-20,43.04999923706055
2019-11-01,43.650001525878906
2020-04-07,43.45000076293945
2020-06-25,42.66999816894531
2020-06-16,42.06999969482422
2019-11-04,42.84000015258789
2020-01-22,42.06999969482422
2019-11-07,42.40999984741211
2020-04-13,40.47999954223633
2019-07-01,40.68000030517578
2019-05-30,40.599998474121094
2018-08-15,41.040000915527344
2018-10-18,41.849998474121094
2019-03-27,42.709999084472656
2019-01-22,42.52000045776367
2018-12-21,42.65999984741211
2019-09-03,42.880001068115234
2018-11-19,42.5099983215332
2019-08-02,42.959999084472656
2020-01-28,43.130001068115234
2020-04-16,42.93000030517578
2019-11-13,42.349998474121094
2020-01-31,41.709999084472656
2018-12-04,40.630001068115234
2018-11-02,40.470001220703125
2019-07-16,40.5099983215332
2018-08-30,41.4900016784668
2018-10-01,41.95000076293945
2019-06-14,40.880001068115234
2019-05-13,39.66999816894531
2019-04-11,38.810001373291016
2019-02-06,39.33000183105469
2019-09-18,39.869998931884766
2020-02-03,40.11000061035156
2020-04-22,40.54999923706055
2019-11-19,41.54999923706055
2020-02-06,41.40999984741211
2019-11-22,39.68000030517578
2019-03-25,39.380001068115234
2019-02-21,39.939998626708984
2018-12-19,40.20000076293945
2018-07-12,39.86000061035156
2018-09-14,40.650001525878906
2018-08-13,40.13999938964844
2018-10-16,40.040000915527344
2019-07-31,38.779998779296875
2019-05-28,39.5099983215332
2019-04-26,37.29999923706055
2020-04-28,36.040000915527344
2019-11-25,36.630001068115234
2020-02-12,36.11000061035156
2020-05-01,37.08000183105469
2020-05-04,36.0
2019-06-12,35.099998474121094
2019-04-09,34.939998626708984
2019-03-08,34.869998931884766
2019-02-04,33.72999954223633
2018-07-27,32.130001068115234
2018-08-28,32.849998474121094
2019-01-03,32.380001068115234
2019-08-15,30.979999542236328
2018-10-31,32.31999969482422
2019-09-16,32.400001525878906
2020-02-18,32.86000061035156
2020-05-07,32.279998779296875
2018-08-17,33.099998474121094
2019-12-04,32.93000030517578
2020-02-21,33.86000061035156
2018-12-17,32.720001220703125
2019-08-30,33.0099983215332
2018-11-15,31.549999237060547
2019-07-29,30.899999618530273
2019-06-27,30.540000915527344
2019-04-24,30.6200008392334
2018-07-10,29.559999465942383
2018-09-12,29.6200008392334
2019-02-19,27.440000534057617
2019-01-18,28.530000686645508
2020-02-24,26.90999984741211
2020-05-13,27.1299991607666
2019-12-10,26.610000610351562
2020-02-27,26.8700008392334
2019-12-13,26.90999984741211
2020-05-19,27.030000686645508
2019-03-06,28.770000457763672
2018-11-30,28.170000076293945
2019-08-13,27.75
2019-07-12,27.200000762939453
2019-06-10,26.270000457763672
2019-05-09,26.75
2018-07-25,27.280000686645508
2018-09-27,26.8700008392334
2018-10-29,25.84000015258789
2019-10-16,25.510000228881836
2019-12-16,24.40999984741211
2020-03-04,23.850000381469727
2020-05-22,22.510000228881836
2019-10-01,21.90999984741211
2019-12-19,20.979999542236328
2018-09-10,22.709999084472656
2019-05-24,22.899999618530273
2018-08-09,22.459999084472656
2019-04-22,22.540000915527344
2019-03-21,23.209999084472656
2019-01-16,23.520000457763672
2019-08-28,24.56999969482422
2018-11-13,25.350000381469727
2018-10-12,25.549999237060547
2019-06-25,25.829999923706055
2020-03-10,26.290000915527344
2020-05-28,26.360000610351562
2019-10-07,26.170000076293945
2020-03-13,26.399999618530273
2019-10-10,25.889999389648438
2020-03-16,26.389999389648438
2020-06-03,27.139999389648438
2018-11-28,26.6299991607666
2018-09-25,26.31999969482422
2018-07-23,26.600000381469727
2018-08-24,27.25
2019-07-10,26.5
2019-05-07,26.850000381469727
2019-04-05,27.670000076293945
2019-03-04,26.649999618530273
2019-01-31,27.010000228881836
2019-09-12,27.15999984741211
2019-12-31,26.860000610351562
2020-03-19,26.780000686645508
2020-01-03,25.299999237060547
2020-06-09,24.920000076293945
2019-02-15,25.440000534057617
2019-01-14,25.959999084472656
2018-07-06,26.90999984741211
2018-08-07,27.329999923706055
2018-10-10,28.420000076293945
2018-12-13,28.309999465942383
2019-08-26,30.270000457763672
2019-07-25,29.850000381469727
2019-05-22,29.649999618530273
2019-03-19,29.489999771118164
2020-01-06,29.59000015258789
2020-03-25,29.8799991607666
2020-06-12,29.510000228881836
2019-10-22,30.149999618530273
2020-01-09,29.440000534057617
2020-06-15,29.270000457763672
2019-10-25,28.719999313354492
2020-03-31,28.059999465942383
2020-06-18,26.709999084472656
2019-04-03,27.799999237060547
2018-08-22,28.760000228881836
2018-10-25,29.329999923706055
2019-01-29,29.5
2018-12-28,29.639999389648438
2018-11-26,30.510000228881836
2019-08-09,30.239999771118164
2019-07-08,31.25
2019-06-06,31.649999618530273
2019-09-10,30.34000015258789
2020-01-15,30.81999969482422
2020-04-03,31.600000381469727
2019-10-31,31.329999923706055
2020-04-06,31.8799991607666
2020-06-24,31.559999465942383
2018-11-09,31.540000915527344
2019-07-23,31.209999084472656
2019-06-21,30.709999084472656
2019-05-20,31.010000228881836
2019-04-18,32.20000076293945
2018-09-06,32.029998779296875
2018-10-08,31.059999465942383
2019-02-13,31.399999618530273
2018-12-11,31.18000030517578
2019-09-25,33.47999954223633
2020-01-21,32.56999969482422
2020-04-09,32.83000183105469
2019-11-06,33.209999084472656
2020-01-24,33.54999923706055
2020-01-27,35.15999984741211
2020-04-15,34.599998474121094
2018-12-26,34.4900016784668
2019-08-07,33.540000915527344
2019-06-04,32.689998626708984
2018-09-21,32.720001220703125
2018-07-19,32.13999938964844
2018-08-20,31.84000015258789
2018-10-23,30.920000076293945
2019-05-03,31.260000228881836
2019-04-01,31.489999771118164
2019-02-28,31.049999237060547
2019-11-12,31.530000686645508
2020-01-30,31.25
2019-11-15,31.309999465942383
2020-04-21,29.920000076293945
2019-04-16,30.760000228881836
2019-03-15,30.93000030517578
2019-02-11,31.299999237060547
2019-01-10,30.610000610351562
2019-08-22,30.030000686645508
2018-11-07,31.1200008392334
2018-08-03,29.309999465942383
2018-09-04,27.170000076293945
2019-06-19,26.989999771118164
2019-09-23,26.600000381469727
2019-11-18,26.850000381469727
2020-02-05,25.780000686645508
2020-04-24,25.15999984741211
2019-03-29,25.510000228881836
2019-11-21,25.989999771118164
2020-04-27,25.479999542236328
2020-02-11,25.6299991607666
2020-04-30,25.690000534057617
2019-05-01,26.1200008392334
2019-02-26,26.100000381469727
2019-01-25,25.479999542236328
2018-12-24,26.1200008392334
2019-09-06,25.770000457763672
2018-07-17,26.399999618530273
2018-09-19,26.899999618530273
2019-08-05,26.90999984741211
2019-10-08,28.06999969482422
2019-12-11,28.239999771118164
2019-11-27,27.920000076293945
2020-02-14,27.920000076293945
2020-05-06,28.729999542236328
2019-01-08,28.299999237060547
2018-12-07,28.520000457763672
2019-08-20,28.899999618530273
2018-11-05,27.540000915527344
2019-07-19,27.520000457763672
2018-10-04,27.899999618530273
2019-06-17,27.940000534057617
2019-05-16,28.079999923706055
2018-08-01,28.84000015258789
2019-03-13,28.65999984741211
2019-12-03,28.649999618530273
2020-02-20,27.649999618530273
2019-12-06,26.799999237060547
2020-05-12,25.93000030517578
2019-12-09,25.700000762939453
2020-02-26,26.34000015258789
2020-05-15,26.40999984741211
2019-03-28,26.209999084472656
2018-09-17,26.510000228881836
2018-08-16,25.56999969482422
2018-10-19,25.540000915527344
2019-04-29,25.520000457763672
2019-01-23,26.8799991607666
2019-09-04,27.0
2018-11-20,25.15999984741211
2019-07-02,25.030000686645508
2019-05-31,24.059999465942383
2019-12-12,24.219999313354492
2020-05-18,24.15999984741211
2019-09-27,24.440000534057617
2020-03-03,24.049999237060547
2020-05-21,23.510000228881836
2019-05-14,23.6200008392334
2018-08-31,22.030000686645508
2018-07-30,21.6200008392334
2018-10-02,22.540000915527344
2019-04-12,23.270000457763672
2019-03-11,23.360000610351562
2019-02-07,23.3799991607666
2019-07-17,23.030000686645508
2019-09-19,21.68000030517578
2019-10-21,21.56999969482422
2019-12-18,21.34000015258789
2020-03-06,21.920000076293945
2019-10-03,22.540000915527344
2020-03-09,21.989999771118164
2020-05-27,22.09000015258789
2019-12-24,22.84000015258789
2020-03-12,23.5
2018-12-20,23.350000381469727
2019-08-01,24.6299991607666
2018-08-14,24.559999465942383
2018-07-13,24.969999313354492
2018-10-17,24.559999465942383
2019-05-29,25.06999969482422
2019-03-26,28.1200008392334
2019-02-22,26.68000030517578
2019-10-04,26.5
2019-11-05,25.959999084472656
2019-12-27,26.110000610351562
2020-06-02,25.829999923706055
2019-12-30,24.719999313354492
2020-03-18,24.709999084472656
2020-06-05,24.40999984741211
2019-07-15,24.25
2018-12-03,24.059999465942383
2019-06-13,23.139999389648438
2019-01-04,22.030000686645508
2018-08-29,22.670000076293945
2019-02-05,22.600000381469727
2018-11-01,21.889999389648438
2019-08-16,20.90999984741211
2019-04-10,21.06999969482422
2019-09-17,20.829999923706055
2019-10-15,21.260000228881836
2020-01-02,20.950000762939453
2020-06-08,20.969999313354492
2019-10-18,20.649999618530273
2020-03-24,20.3799991607666
2020-06-11,19.799999237060547
2020-01-08,20.239999771118164
2019-04-25,20.670000076293945
2019-07-30,21.299999237060547
2019-02-20,21.459999084472656
2018-07-11,21.469999313354492
2018-09-13,21.049999237060547
2018-10-15,21.399999618530273
2019-06-28,20.25
2018-12-18,20.280000686645508
2018-11-16,21.170000076293945
2019-10-02,22.56999969482422
2020-03-27,22.979999542236328
2020-01-10,22.079999923706055
2019-10-24,22.68000030517578
2020-03-30,22.90999984741211
2020-06-17,22.530000686645508
2020-01-14,22.3700008392334
2020-04-02,21.6200008392334
2019-01-02,21.84000015258789
2019-08-14,22.559999465942383
2018-10-30,21.959999084472656
2019-06-11,21.489999771118164
2019-05-10,21.950000762939453
2019-04-08,22.770000457763672
2018-08-27,22.770000457763672
2018-07-26,22.739999771118164
2018-09-28,22.260000228881836
2019-03-07,22.510000228881836
2019-10-30,21.889999389648438
2020-01-17,21.829999923706055
2020-06-23,21.40999984741211
2020-04-08,22.389999389648438
2020-06-26,22.06999969482422
2019-03-22,23.139999389648438
2019-01-17,23.149999618530273
2019-08-29,23.420000076293945
2018-11-14,23.420000076293945
2019-06-26,23.989999771118164
2018-09-11,23.479999542236328
2018-07-09,23.850000381469727
2018-08-10,24.170000076293945
2019-04-23,24.700000762939453
2019-09-30,25.110000610351562
2020-01-23,25.469999313354492
2019-11-08,26.229999542236328
2020-04-14,26.540000915527344
2019-11-11,26.360000610351562
2020-01-29,25.729999542236328
2020-04-17,25.530000686645508
2018-07-24,25.969999313354492
2018-09-26,25.790000915527344
2019-05-08,26.100000381469727
2019-03-05,26.40999984741211
2019-02-01,26.489999771118164
2018-12-31,25.549999237060547
2018-11-29,25.850000381469727
2019-08-12,25.100000381469727
2019-07-11,25.360000610351562
2019-09-13,26.229999542236328
2019-11-14,26.239999771118164
2020-04-20,26.440000534057617
2020-02-04,25.850000381469727
2020-04-23,24.989999771118164
2018-12-14,24.299999237060547
2019-08-27,24.399999618530273
2018-08-08,23.950000762939453
2018-10-11,22.6200008392334
2018-11-12,22.719999313354492
2019-07-26,22.190000534057617
2019-06-24,22.489999771118164
2019-05-23,21.719999313354492
2019-03-20,21.18000030517578
2019-01-15,21.860000610351562
2019-11-20,23.40999984741211
2020-02-07,23.1299991607666
2020-02-10,22.969999313354492
2020-04-29,22.540000915527344
2019-11-26,22.700000762939453
2020-02-13,23.260000228881836
2019-01-30,23.299999237060547
2018-08-23,22.81999969482422
2018-09-24,22.15999984741211
2018-11-27,22.719999313354492
2018-10-26,22.149999618530273
2019-07-09,20.969999313354492
2019-06-07,19.18000030517578
2019-05-06,17.780000686645508
2019-04-04,16.719999313354492
2019-09-11,15.670000076293945
2019-11-29,16.239999771118164
2020-05-05,16.309999465942383
2019-12-02,15.789999961853027
2020-02-19,16.260000228881836
2020-05-08,15.949999809265137
2019-05-21,13.369999885559082
2019-03-18,8.369999885559082
2018-09-07,9.010000228881836
2018-08-06,8.40999984741211
2018-10-09,7.269999980926514
2019-02-14,8.699999809265137
2018-12-12,7.570000171661377
2019-07-24,6.460000038146973
2019-09-26,5.409999847412109
2019-10-28,6.550000190734863
2019-12-05,6.079999923706055
2020-05-11,6.179999828338623
2019-07-03,7.409999847412109
2020-02-25,7.159999847412109
2020-05-14,7.360000133514404
2020-02-28,6.289999961853027
2019-08-08,6.349999904632568
2019-06-05,6.909999847412109
2018-07-20,6.789999961853027
2018-08-21,7.789999961853027
2018-10-24,8.380000114440918
2019-04-02,8.800000190734863
2019-03-01,8.710000038146973
2019-01-28,9.40999984741211
2018-12-27,9.670000076293945
2019-09-09,9.710000038146973
2020-03-02,9.109999656677246
2020-05-20,8.670000076293945
2019-12-17,8.09000015258789
2020-03-05,9.220000267028809
2019-02-12,9.15999984741211
2019-01-11,9.050000190734863
2018-12-10,9.739999771118164
2019-08-23,10.569999694824219
2018-11-08,10.520000457763672
2019-07-22,10.760000228881836
2019-06-20,10.970000267028809
2018-09-05,12.630000114440918
2019-04-17,12.470000267028809
2019-09-24,11.149999618530273
2019-12-20,11.420000076293945
2020-05-26,11.180000305175781
2019-04-30,11.489999771118164
2019-12-23,12.010000228881836
2020-03-11,12.699999809265137
2020-05-29,12.460000038146973
2019-12-26,12.399999618530273
