Dates,AMT
2019-03-28,207.74000549316406
2018-09-17,207.2899932861328
2018-08-16,207.02999877929688
2018-10-19,206.0800018310547
2019-04-29,207.0
2019-01-23,209.0
2019-09-04,213.67999267578125
2018-11-20,213.86000061035156
2019-07-02,216.6999969482422
2019-05-31,216.1999969482422
2019-12-12,217.02999877929688
2020-05-18,219.00999450683594
2019-09-27,221.3699951171875
2020-03-03,224.7100067138672
2020-05-21,222.97000122070312
2019-05-14,223.58999633789062
2018-08-31,221.6199951171875
2018-07-30,224.57000732421875
2018-10-02,225.42999267578125
2019-04-12,225.69000244140625
2019-03-11,227.38999938964844
2019-02-07,227.47999572753906
2019-07-17,228.77999877929688
2019-09-19,231.63999938964844
2019-10-21,230.14999389648438
2019-12-18,231.77000427246094
2020-03-06,231.52999877929688
2019-10-03,231.5
2020-03-09,231.6699981689453
2020-05-27,237.89999389648438
2019-12-24,242.0
2020-03-12,242.0
2018-12-20,236.55999755859375
2019-08-01,233.17999267578125
2018-08-14,222.99000549316406
2018-07-13,217.8699951171875
2018-10-17,219.35000610351562
2019-05-29,219.25
2019-03-26,217.5
2019-02-22,221.39999389648438
2019-10-04,222.60000610351562
2019-11-05,229.36000061035156
2019-12-27,228.47999572753906
2020-06-02,226.50999450683594
2019-12-30,227.27000427246094
2020-03-18,225.6199951171875
2020-06-05,224.07000732421875
2019-07-15,223.08999633789062
2018-12-03,221.77999877929688
2019-06-13,222.8699951171875
2019-01-04,222.0
2018-08-29,225.52000427246094
2019-02-05,227.39999389648438
2018-11-01,226.61000061035156
2019-08-16,228.1199951171875
2019-04-10,227.35000610351562
2019-09-17,227.67999267578125
2019-10-15,227.05999755859375
2020-01-02,226.60000610351562
2020-06-08,226.4600067138672
2019-10-18,223.5500030517578
2020-03-24,227.14999389648438
2020-06-11,229.60000610351562
2020-01-08,229.58999633789062
2019-04-25,231.2100067138672
2019-07-30,227.36000061035156
2019-02-20,226.72999572753906
2018-07-11,223.1999969482422
2018-09-13,219.0
2018-10-15,216.82000732421875
2019-06-28,217.41000366210938
2018-12-18,219.5
2018-11-16,219.75999450683594
2019-10-02,215.47999572753906
2020-03-27,210.72999572753906
2020-01-10,208.8800048828125
2019-10-24,207.1999969482422
2020-03-30,208.55999755859375
2020-06-17,208.58999633789062
2020-01-14,208.77000427246094
2020-04-02,211.08999633789062
2019-01-02,211.91000366210938
2019-08-14,213.42999267578125
2018-10-30,215.6699981689453
2019-06-11,216.60000610351562
2019-05-10,219.3300018310547
2019-04-08,218.89999389648438
2018-08-27,214.08999633789062
2018-07-26,211.69000244140625
2018-09-28,215.02000427246094
2019-03-07,215.50999450683594
2019-10-30,215.8000030517578
2020-01-17,214.63999938964844
2020-06-23,212.5
2020-04-08,213.7100067138672
2020-06-26,214.1300048828125
2019-03-22,214.0
2019-01-17,213.99000549316406
2019-08-29,214.0800018310547
2018-11-14,212.3000030517578
2019-06-26,211.86000061035156
2018-09-11,212.83999633789062
2018-07-09,216.8000030517578
2018-08-10,217.08999633789062
2019-04-23,218.91000366210938
2019-09-30,224.9499969482422
2020-01-23,228.27999877929688
2019-11-08,229.97999572753906
2020-04-14,228.0399932861328
2019-11-11,227.8699951171875
2020-01-29,229.2899932861328
2020-04-17,229.0
2018-07-24,229.86000061035156
2018-09-26,231.14999389648438
2019-05-08,229.8300018310547
2019-03-05,230.0
2019-02-01,227.57000732421875
2018-12-31,226.49000549316406
2018-11-29,227.13999938964844
2019-08-12,231.02000427246094
2019-07-11,235.4199981689453
2019-09-13,235.94000244140625
2019-11-14,236.74000549316406
2020-04-20,235.14999389648438
2020-02-04,234.41000366210938
2020-04-23,237.9199981689453
2018-12-14,238.1699981689453
2019-08-27,238.49000549316406
2018-08-08,239.99000549316406
2018-10-11,238.16000366210938
2018-11-12,237.6699981689453
2019-07-26,237.86000061035156
2019-06-24,235.25999450683594
2019-05-23,234.94000244140625
2019-03-20,235.0399932861328
2019-01-15,238.22000122070312
2019-11-20,237.97999572753906
2020-02-07,238.57000732421875
2020-02-10,239.52000427246094
2020-04-29,243.8800048828125
2019-11-26,258.6199951171875
2020-02-13,256.6600036621094
2019-01-30,257.42999267578125
2018-08-23,258.32000732421875
2018-09-24,255.60000610351562
2018-11-27,252.38999938964844
2018-10-26,248.52999877929688
2019-07-09,248.63999938964844
2019-06-07,248.77000427246094
2019-05-06,253.99000549316406
2019-04-04,248.36000061035156
2019-09-11,244.88999938964844
2019-11-29,228.7100067138672
2020-05-05,240.8800048828125
2019-12-02,246.83999633789062
2020-02-19,251.97000122070312
2020-05-08,250.88999938964844
2019-05-21,247.5800018310547
2019-03-18,239.61000061035156
2018-09-07,244.2100067138672
2018-08-06,239.19000244140625
2018-10-09,231.72000122070312
2019-02-14,241.55999755859375
2018-12-12,229.80999755859375
2019-07-24,234.89999389648438
2019-09-26,235.83999633789062
2019-10-28,219.77999877929688
2019-12-05,210.0
2020-05-11,196.27000427246094
2019-07-03,193.85000610351562
2020-02-25,208.5399932861328
2020-05-14,226.2899932861328
2020-02-28,222.0399932861328
2019-08-08,231.97000122070312
2019-06-05,230.0
2018-07-20,213.39999389648438
2018-08-21,221.08999633789062
2018-10-24,223.75
2019-04-02,236.22000122070312
2019-03-01,243.8800048828125
2019-01-28,249.64999389648438
2018-12-27,260.42999267578125
2019-09-09,257.3500061035156
2020-03-02,257.6600036621094
2020-05-20,252.97999572753906
2019-12-17,252.72000122070312
2020-03-05,257.7699890136719
2019-02-12,253.0
2019-01-11,245.8699951171875
2018-12-10,255.11000061035156
2019-08-23,254.80999755859375
2018-11-08,251.49000549316406
2019-07-22,252.2899932861328
2019-06-20,255.8000030517578
2018-09-05,251.02000427246094
2019-04-17,239.08999633789062
2019-09-24,235.89999389648438
2019-12-20,237.5
2020-05-26,243.5500030517578
2019-04-30,242.24000549316406
2019-12-23,239.6699981689453
2020-03-11,240.25
2020-05-29,242.92999267578125
2019-12-26,240.25
2020-06-01,237.0800018310547
2019-05-02,231.0
2019-02-27,229.97000122070312
2018-11-23,238.13999938964844
2019-08-06,236.85000610351562
2018-07-18,232.66000366210938
2018-09-20,230.47999572753906
2018-10-22,242.60000610351562
2019-07-05,248.67999267578125
2019-06-03,252.94000244140625
2019-10-09,259.4700012207031
2019-10-11,258.9700012207031
2020-03-17,266.7799987792969
2020-06-04,265.5899963378906
2019-10-14,269.25
2020-03-20,266.9100036621094
2018-11-06,265.9100036621094
2019-06-18,269.1199951171875
2019-05-17,267.0799865722656
2019-04-15,269.0299987792969
2019-03-14,263.5899963378906
2019-01-09,259.0
2018-08-02,263.0799865722656
2018-10-05,268.79998779296875
2019-08-21,268.3999938964844
2019-10-17,262.0299987792969
2020-03-23,265.8699951171875
2020-06-10,266.8399963378906
2019-02-25,266.82000732421875
2020-01-07,263.17999267578125
2020-03-26,255.94000244140625
2019-10-23,258.0899963378906
