Dates,XLNX
2018-06-20,69.31999969482422
2018-06-21,68.91999816894531
2018-06-25,67.9800033569336
2018-06-22,66.06999969482422
2018-06-26,66.56999969482422
2018-06-27,66.62999725341797
2018-06-28,65.22000122070312
2018-06-29,65.95999908447266
2018-07-02,65.70999908447266
2018-07-03,66.29000091552734
2018-07-05,66.88999938964844
2018-07-16,67.79000091552734
2018-09-18,68.33000183105469
2019-01-24,69.2699966430664
2019-09-05,68.5199966430664
2018-11-21,68.45999908447266
2020-01-13,68.41000366210938
2020-04-01,68.23999786376953
2020-06-19,68.48999786376953
2019-10-29,69.36000061035156
2020-01-16,69.16999816894531
2020-06-22,68.94999694824219
2018-10-03,68.63999938964844
2018-07-31,69.38999938964844
2019-03-12,68.0
2019-02-08,76.19999694824219
2019-01-07,74.48999786376953
2018-12-06,73.93000030517578
2019-08-19,73.47000122070312
2019-07-18,72.2300033569336
2019-05-15,71.94000244140625
2019-09-20,72.0
2019-11-01,73.30000305175781
2020-04-07,73.61000061035156
2020-06-25,73.68000030517578
2020-06-16,73.61000061035156
2019-11-04,72.43000030517578
2020-01-22,72.13999938964844
2019-11-07,72.16999816894531
2020-04-13,70.87000274658203
2019-07-01,71.45999908447266
2019-05-30,71.16999816894531
2018-08-15,71.30000305175781
2018-10-18,72.73999786376953
2019-03-27,73.20999908447266
2019-01-22,73.62000274658203
2018-12-21,73.93000030517578
2019-09-03,75.52999877929688
2018-11-19,77.69000244140625
2019-08-02,78.8499984741211
2020-01-28,78.37999725341797
2020-04-16,77.9800033569336
2019-11-13,78.97000122070312
2020-01-31,79.5
2018-12-04,78.80000305175781
2018-11-02,78.30999755859375
2019-07-16,77.97000122070312
2018-08-30,77.26000213623047
2018-10-01,76.29000091552734
2019-06-14,79.25
2019-05-13,78.0
2019-04-11,77.1500015258789
2019-02-06,77.94000244140625
2019-09-18,78.33000183105469
2020-02-03,79.31999969482422
2020-04-22,79.87999725341797
2019-11-19,79.2300033569336
2020-02-06,79.7300033569336
2019-11-22,79.30999755859375
2019-03-25,79.98999786376953
2019-02-21,80.68000030517578
2018-12-19,81.18000030517578
2018-07-12,81.26000213623047
2018-09-14,83.98999786376953
2018-08-13,83.4000015258789
2018-10-16,82.23999786376953
2019-07-31,78.36000061035156
2019-05-28,78.5199966430664
2019-04-26,76.88999938964844
2020-04-28,76.47000122070312
2019-11-25,76.29000091552734
2020-02-12,76.55000305175781
2020-05-01,79.11000061035156
2020-05-04,79.25
2019-06-12,77.69999694824219
2019-04-09,77.0
2019-03-08,75.43000030517578
2019-02-04,75.25
2018-07-27,73.88999938964844
2018-08-28,80.12000274658203
2019-01-03,80.4000015258789
2019-08-15,80.3499984741211
2018-10-31,82.72000122070312
2019-09-16,86.26000213623047
2020-02-18,87.63999938964844
2020-05-07,86.58999633789062
2018-08-17,85.44999694824219
2019-12-04,86.01000213623047
2020-02-21,88.19999694824219
2018-12-17,87.12999725341797
2019-08-30,86.43000030517578
2018-11-15,85.19000244140625
2019-07-29,85.05000305175781
2019-06-27,85.05000305175781
2019-04-24,88.54000091552734
2018-07-10,91.16999816894531
2018-09-12,90.38999938964844
2019-02-19,86.37000274658203
2019-01-18,87.05999755859375
2020-02-24,87.9800033569336
2020-05-13,89.55999755859375
2019-12-10,89.5
2020-02-27,91.25
2019-12-13,92.05999755859375
2020-05-19,92.48999786376953
2019-03-06,95.18000030517578
2018-11-30,94.44000244140625
2019-08-13,89.05000305175781
2019-07-12,89.83999633789062
2019-06-10,88.23999786376953
2019-05-09,91.20999908447266
2018-07-25,90.80000305175781
2018-09-27,91.87000274658203
2018-10-29,90.11000061035156
2019-10-16,90.2300033569336
2019-12-16,89.76000213623047
2020-03-04,89.93000030517578
2020-05-22,86.20999908447266
2019-10-01,84.9800033569336
2019-12-19,82.5
2018-09-10,85.27999877929688
2019-05-24,84.41999816894531
2018-08-09,85.91000366210938
2019-04-22,85.7300033569336
2019-03-21,87.61000061035156
2019-01-16,85.80999755859375
2019-08-28,87.56999969482422
2018-11-13,90.05999755859375
2018-10-12,91.48999786376953
2019-06-25,90.55999755859375
2020-03-10,90.83999633789062
2020-05-28,92.04000091552734
2019-10-07,90.80999755859375
2020-03-13,92.51000213623047
2019-10-10,91.77999877929688
2020-03-16,92.72000122070312
2020-06-03,94.08999633789062
2018-11-28,92.87999725341797
2018-09-25,91.43000030517578
2018-07-23,107.6500015258789
2018-08-24,110.83999633789062
2019-07-10,113.44000244140625
2019-05-07,111.52999877929688
2019-04-05,113.16999816894531
2019-03-04,113.2300033569336
2019-01-31,112.6500015258789
2019-09-12,112.4000015258789
2019-12-31,111.12999725341797
2020-03-19,115.69999694824219
2020-01-03,114.55000305175781
2020-06-09,114.04000091552734
2019-02-15,115.62999725341797
2019-01-14,118.94999694824219
2018-07-06,118.9000015258789
2018-08-07,118.44999694824219
2018-10-10,119.31999969482422
2018-12-13,120.5
2019-08-26,120.19999694824219
2019-07-25,120.30000305175781
2019-05-22,123.6500015258789
2019-03-19,126.29000091552734
2020-01-06,125.01000213623047
2020-03-25,123.58000183105469
2020-06-12,125.83999633789062
2019-10-22,127.69999694824219
2020-01-09,127.26000213623047
2020-06-15,124.22000122070312
2019-10-25,123.55000305175781
2020-03-31,120.98999786376953
2020-06-18,118.97000122070312
2019-04-03,122.05999755859375
2018-08-22,123.25
2018-10-25,124.37000274658203
2019-01-29,123.86000061035156
2018-12-28,125.31999969482422
2018-11-26,125.91000366210938
2019-08-09,127.29000091552734
2019-07-08,127.80999755859375
2019-06-06,130.57000732421875
2019-09-10,129.9600067138672
2020-01-15,126.25
2020-04-03,127.12000274658203
2019-10-31,127.3499984741211
2020-04-06,128.07000732421875
2020-06-24,129.22000122070312
2018-11-09,129.97000122070312
2019-07-23,130.27000427246094
2019-06-21,130.64999389648438
2019-05-20,129.8300018310547
2019-04-18,129.41000366210938
2018-09-06,130.00999450683594
2018-10-08,130.14999389648438
2019-02-13,133.07000732421875
2018-12-11,132.50999450683594
2019-09-25,134.47999572753906
