Dates,XLNX
2018-06-20,68.54000091552734
2018-06-21,67.5
2018-06-25,66.66999816894531
2018-06-22,64.5
2018-06-26,65.5
2018-06-27,64.4800033569336
2018-06-28,64.1500015258789
2018-06-29,65.06999969482422
2018-07-02,64.30000305175781
2018-07-03,64.56999969482422
2018-07-05,65.01000213623047
2018-07-16,66.3499984741211
2018-09-18,67.04000091552734
2019-01-24,67.75
2019-09-05,67.27999877929688
2018-11-21,67.18000030517578
2020-01-13,67.75
2020-04-01,67.63999938964844
2020-06-19,66.7300033569336
2019-10-29,68.45999908447266
2020-01-16,67.9000015258789
2020-06-22,67.87999725341797
2018-10-03,67.0199966430664
2018-07-31,67.5999984741211
2019-03-12,66.3499984741211
2019-02-08,72.16000366210938
2019-01-07,72.81999969482422
2018-12-06,72.08999633789062
2019-08-19,71.94999694824219
2019-07-18,70.7300033569336
2019-05-15,70.36000061035156
2019-09-20,71.13999938964844
2019-11-01,71.4000015258789
2020-04-07,72.61000061035156
2020-06-25,72.94000244140625
2020-06-16,72.97000122070312
2019-11-04,70.58000183105469
2020-01-22,71.27999877929688
2019-11-07,71.0199966430664
2020-04-13,69.62000274658203
2019-07-01,70.30000305175781
2019-05-30,69.69999694824219
2018-08-15,69.68000030517578
2018-10-18,71.18000030517578
2019-03-27,71.75
2019-01-22,72.8499984741211
2018-12-21,73.04000091552734
2019-09-03,74.0999984741211
2018-11-19,76.18000030517578
2019-08-02,76.62000274658203
2020-01-28,77.01000213623047
2020-04-16,76.80999755859375
2019-11-13,76.8499984741211
2020-01-31,77.81999969482422
2018-12-04,76.75
2018-11-02,76.54000091552734
2019-07-16,76.48999786376953
2018-08-30,76.16999816894531
2018-10-01,74.45999908447266
2019-06-14,76.72000122070312
2019-05-13,76.80000305175781
2019-04-11,76.56999969482422
2019-02-06,76.69000244140625
2019-09-18,77.30999755859375
2020-02-03,77.94000244140625
2020-04-22,78.43000030517578
2019-11-19,78.05999755859375
2020-02-06,77.29000091552734
2019-11-22,77.68000030517578
2019-03-25,78.36000061035156
2019-02-21,78.80999755859375
2018-12-19,79.79000091552734
2018-07-12,79.79000091552734
2018-09-14,81.19999694824219
2018-08-13,81.12999725341797
2018-10-16,77.1500015258789
2019-07-31,76.87999725341797
2019-05-28,77.0
2019-04-26,74.41000366210938
2020-04-28,73.30000305175781
2019-11-25,74.8499984741211
2020-02-12,75.5199966430664
2020-05-01,76.01000213623047
2020-05-04,77.5
2019-06-12,75.56999969482422
2019-04-09,74.06999969482422
2019-03-08,74.27999877929688
2019-02-04,72.19999694824219
2018-07-27,68.76000213623047
2018-08-28,75.30000305175781
2019-01-03,77.25
2019-08-15,76.91000366210938
2018-10-31,78.69999694824219
2019-09-16,82.62000274658203
2020-02-18,84.83000183105469
2020-05-07,84.19000244140625
2018-08-17,83.52999877929688
2019-12-04,84.2699966430664
2020-02-21,82.63999938964844
2018-12-17,84.25
2019-08-30,85.22000122070312
2018-11-15,82.2300033569336
2019-07-29,83.23999786376953
2019-06-27,82.70999908447266
2019-04-24,83.05000305175781
