Dates,XLNX
2018-06-20,68.63999938964844
2018-06-21,67.68000030517578
2018-06-25,66.7300033569336
2018-06-22,65.4800033569336
2018-06-26,65.9800033569336
2018-06-27,64.48999786376953
2018-06-28,65.12999725341797
2018-06-29,65.26000213623047
2018-07-02,65.63999938964844
2018-07-03,64.66999816894531
2018-07-05,66.83000183105469
2018-07-16,67.58999633789062
2018-09-18,67.97000122070312
2019-01-24,69.19000244140625
2019-09-05,67.33000183105469
2018-11-21,68.22000122070312
2020-01-13,67.98999786376953
2020-04-01,67.72000122070312
2020-06-19,68.25
2019-10-29,68.73999786376953
2020-01-16,68.6500015258789
2020-06-22,68.16999816894531
2018-10-03,68.37000274658203
2018-07-31,67.73999786376953
2019-03-12,67.97000122070312
2019-02-08,74.48999786376953
2019-01-07,73.87999725341797
2018-12-06,72.9000015258789
2019-08-19,72.06999969482422
2019-07-18,71.13999938964844
2019-05-15,71.72000122070312
2019-09-20,71.87000274658203
2019-11-01,73.12000274658203
2020-04-07,73.44000244140625
2020-06-25,73.43000030517578
2020-06-16,73.43000030517578
2019-11-04,71.16000366210938
2020-01-22,71.6500015258789
2019-11-07,71.16000366210938
2020-04-13,70.61000061035156
2019-07-01,70.61000061035156
2019-05-30,71.0199966430664
2018-08-15,71.12000274658203
2018-10-18,72.41999816894531
2019-03-27,72.97000122070312
2019-01-22,73.16000366210938
2018-12-21,73.79000091552734
2019-09-03,75.23999786376953
2018-11-19,76.98999786376953
2019-08-02,78.26000213623047
2020-01-28,77.22000122070312
2020-04-16,77.83000183105469
2019-11-13,78.79000091552734
2020-01-31,78.80000305175781
2018-12-04,78.04000091552734
2018-11-02,77.19999694824219
2019-07-16,76.94000244140625
2018-08-30,76.45999908447266
2018-10-01,76.11000061035156
2019-06-14,77.33999633789062
2019-05-13,77.56999969482422
2019-04-11,76.72000122070312
2019-02-06,77.56999969482422
2019-09-18,77.6500015258789
2020-02-03,78.97000122070312
2020-04-22,78.7300033569336
2019-11-19,79.13999938964844
2020-02-06,77.36000061035156
2019-11-22,78.30999755859375
2019-03-25,79.9000015258789
2019-02-21,80.16999816894531
2018-12-19,79.95999908447266
2018-07-12,80.19000244140625
2018-09-14,82.12000274658203
2018-08-13,82.23999786376953
2018-10-16,77.9000015258789
2019-07-31,77.47000122070312
2019-05-28,77.6500015258789
2019-04-26,74.4800033569336
2020-04-28,73.98999786376953
2019-11-25,76.12000274658203
2020-02-12,75.54000091552734
2020-05-01,78.88999938964844
2020-05-04,77.72000122070312
2019-06-12,75.91000366210938
