Dates,XLNX
2019-03-21,2478400.0
2019-01-16,2666200.0
2019-08-28,3011700.0
2018-11-13,2826100.0
2018-10-12,3172500.0
2019-06-25,2754500.0
2020-03-10,2291500.0
2020-05-28,2667300.0
2019-10-07,1570900.0
2020-03-13,1971800.0
2019-10-10,2085100.0
2020-03-16,2446100.0
2020-06-03,3477400.0
2018-11-28,2971500.0
2018-09-25,4098300.0
2018-07-23,19931600.0
2018-08-24,8754100.0
2019-07-10,7988500.0
2019-05-07,3905300.0
2019-04-05,5057100.0
2019-03-04,3660000.0
2019-01-31,4524000.0
2019-09-12,5315000.0
2019-12-31,3437700.0
2020-03-19,5066400.0
2020-01-03,4973300.0
2020-06-09,2388100.0
2019-02-15,2677900.0
2019-01-14,4731600.0
2018-07-06,3758900.0
2018-08-07,2666100.0
2018-10-10,3019600.0
2018-12-13,3153000.0
2019-08-26,1848800.0
2019-07-25,3614900.0
2019-05-22,4027400.0
2019-03-19,4261500.0
2020-01-06,3762100.0
2020-03-25,3580600.0
2020-06-12,3967900.0
2019-10-22,4202000.0
2020-01-09,6249200.0
2020-06-15,2395200.0
2019-10-25,2020600.0
2020-03-31,3678000.0
2020-06-18,4712000.0
2019-04-03,4118100.0
2018-08-22,2761400.0
2018-10-25,2778400.0
2019-01-29,2126900.0
2018-12-28,5504800.0
2018-11-26,3114600.0
2019-08-09,2674100.0
2019-07-08,2682900.0
2019-06-06,3839100.0
2019-09-10,3047900.0
2020-01-15,3914600.0
2020-04-03,2544300.0
2019-10-31,2101400.0
2020-04-06,2513600.0
2020-06-24,4083000.0
2018-11-09,3872700.0
2019-07-23,2668600.0
2019-06-21,3458700.0
2019-05-20,2798500.0
2019-04-18,2003900.0
2018-09-06,2128400.0
2018-10-08,2641300.0
2019-02-13,4153700.0
2018-12-11,1663400.0
2019-09-25,3030500.0
2020-01-21,2771500.0
2020-04-09,3051400.0
2019-11-06,2539500.0
2020-01-24,4030900.0
2020-01-27,1984400.0
2020-04-15,3455200.0
2018-12-26,8556400.0
2019-08-07,24053900.0
2019-06-04,14285600.0
2018-09-21,5266300.0
2018-07-19,4739400.0
2018-08-20,4833500.0
2018-10-23,3503200.0
2019-05-03,3255700.0
2019-04-01,3316800.0
2019-02-28,5390000.0
2019-11-12,3223200.0
2020-01-30,3565400.0
2019-11-15,3770400.0
2020-04-21,5779000.0
2019-04-16,3411700.0
2019-03-15,3902000.0
2019-02-11,13656500.0
2019-01-10,8374500.0
2019-08-22,10459300.0
2018-11-07,6375000.0
2018-08-03,3236500.0
2018-09-04,4388100.0
2019-06-19,3740300.0
2019-09-23,4789600.0
2019-11-18,4417700.0
2020-02-05,3342200.0
2020-04-24,4143300.0
2019-03-29,3182600.0
2019-11-21,4133200.0
2020-04-27,3021400.0
2020-02-11,2789300.0
2020-04-30,2548700.0
2019-05-01,3689600.0
2019-02-26,3571200.0
2019-01-25,2239600.0
2018-12-24,2606900.0
2019-09-06,3032800.0
2018-07-17,1910500.0
2018-09-19,5151100.0
2019-08-05,2631900.0
2019-10-08,2948900.0
2019-12-11,4518400.0
2019-11-27,1974600.0
2020-02-14,2829400.0
2020-05-06,3186100.0
2019-01-08,4137900.0
2018-12-07,4524900.0
2019-08-20,4280500.0
2018-11-05,3113500.0
2019-07-19,2627900.0
2018-10-04,1747400.0
2019-06-17,1431600.0
2019-05-16,2081400.0
2018-08-01,2062600.0
2019-03-13,1880000.0
2019-12-03,2183500.0
2020-02-20,1407300.0
2019-12-06,2050600.0
2020-05-12,1727700.0
2019-12-09,2907500.0
2020-02-26,2434200.0
2020-05-15,2073100.0
2019-03-28,3043700.0
2018-09-17,6356300.0
2018-08-16,7457600.0
2018-10-19,5831400.0
2019-04-29,2770300.0
2019-01-23,2404900.0
2019-09-04,5125500.0
2018-11-20,5335800.0
2019-07-02,4450900.0
2019-05-31,4108300.0
2019-12-12,3018300.0
2020-05-18,3732100.0
2019-09-27,3338700.0
2020-03-03,4415400.0
2020-05-21,2638500.0
2019-05-14,3310800.0
2018-08-31,3002300.0
2018-07-30,2171000.0
2018-10-02,2531400.0
2019-04-12,2322300.0
2019-03-11,3417900.0
2019-02-07,1552600.0
2019-07-17,1981500.0
2019-09-19,4078500.0
2019-10-21,3320500.0
2019-12-18,2746500.0
2020-03-06,2249100.0
2019-10-03,3291700.0
2020-03-09,1938600.0
2020-05-27,3216500.0
2019-12-24,2003100.0
2020-03-12,3445800.0
2018-12-20,2650000.0
2019-08-01,1866900.0
2018-08-14,2494700.0
2018-07-13,3136500.0
2018-10-17,3841700.0
2019-05-29,1591100.0
2019-03-26,1375000.0
2019-02-22,1868700.0
2019-10-04,2013600.0
2019-11-05,1909200.0
2019-12-27,11012000.0
2020-06-02,3821800.0
2019-12-30,3443700.0
2020-03-18,3488800.0
2020-06-05,2419100.0
2019-07-15,2504400.0
2018-12-03,3965900.0
2019-06-13,7621900.0
2019-01-04,4694400.0
2018-08-29,3722800.0
2019-02-05,3217400.0
2018-11-01,2441700.0
2019-08-16,4034900.0
2019-04-10,3188300.0
2019-09-17,2854000.0
2019-10-15,4844800.0
2020-01-02,3742800.0
2020-06-08,2783600.0
2019-10-18,3406100.0
2020-03-24,2065500.0
2020-06-11,2226600.0
2020-01-08,2512000.0
2019-04-25,4291000.0
2019-07-30,5680800.0
2019-02-20,6455400.0
2018-07-11,3470400.0
2018-09-13,3110900.0
2018-10-15,2941300.0
2019-06-28,3563300.0
2018-12-18,4186000.0
2018-11-16,2937600.0
2019-10-02,5216300.0
2020-03-27,3505600.0
2020-01-10,2664500.0
2019-10-24,3414100.0
2020-03-30,2469300.0
2020-06-17,1697400.0
2020-01-14,1703100.0
2020-04-02,2163000.0
2019-01-02,1453300.0
2019-08-14,2347800.0
2018-10-30,2816500.0
2019-06-11,2854700.0
2019-05-10,3575700.0
2019-04-08,2512400.0
2018-08-27,1909000.0
2018-07-26,3154500.0
2018-09-28,3923000.0
2019-03-07,2026700.0
2019-10-30,1362700.0
2020-01-17,4049000.0
2020-06-23,4478900.0
2020-04-08,2720800.0
2020-06-26,2440800.0
2019-03-22,2286600.0
2019-01-17,2406600.0
2019-08-29,3276000.0
2018-11-14,3009100.0
2019-06-26,3806700.0
2018-09-11,3663300.0
2018-07-09,3074900.0
2018-08-10,2564800.0
2019-04-23,2908700.0
2019-09-30,2600000.0
2020-01-23,6560200.0
2019-11-08,2982400.0
2020-04-14,1236100.0
2019-11-11,1464100.0
2020-01-29,1730100.0
2020-04-17,1663500.0
2018-07-24,1672400.0
2018-09-26,3234100.0
2019-05-08,3521900.0
2019-03-05,2832700.0
2019-02-01,3050000.0
2018-12-31,2172900.0
2018-11-29,3107400.0
2019-08-12,4509300.0
2019-07-11,3608900.0
2019-09-13,2654500.0
2019-11-14,2645900.0
2020-04-20,3029900.0
2020-02-04,3974000.0
2020-04-23,3357400.0
2018-12-14,3025900.0
2019-08-27,2925300.0
2018-08-08,3110800.0
2018-10-11,4062500.0
2018-11-12,5345300.0
2019-07-26,17107200.0
2019-06-24,6936200.0
2019-05-23,5043400.0
2019-03-20,4640600.0
2019-01-15,3275900.0
2019-11-20,3477000.0
2020-02-07,2777400.0
2020-02-10,3353600.0
2020-04-29,2983900.0
2019-11-26,4774000.0
2020-02-13,4202400.0
2019-01-30,3336900.0
2018-08-23,2432900.0
2018-09-24,2042400.0
2018-11-27,2466900.0
2018-10-26,1742200.0
2019-07-09,2353500.0
2019-06-07,3222300.0
2019-05-06,4275700.0
2019-04-04,3489000.0
2019-09-11,4638600.0
2019-11-29,6094600.0
2020-05-05,4361300.0
2019-12-02,4745200.0
2020-02-19,4344300.0
2020-05-08,2889800.0
2019-05-21,3345100.0
2019-03-18,4966400.0
2018-09-07,3726500.0
2018-08-06,3438000.0
2018-10-09,7662200.0
2019-02-14,6501000.0
2018-12-12,4759800.0
2019-07-24,5774800.0
2019-09-26,5199800.0
2019-10-28,3652300.0
2019-12-05,4323800.0
2020-05-11,4359000.0
2019-07-03,4999500.0
2020-02-25,3476700.0
2020-05-14,4147600.0
2020-02-28,2934100.0
2019-08-08,3272200.0
2019-06-05,2711700.0
2018-07-20,3043800.0
2018-08-21,2840200.0
2018-10-24,2211400.0
2019-04-02,4267900.0
2019-03-01,2515600.0
2019-01-28,2357000.0
2018-12-27,3097900.0
2019-09-09,1396600.0
2020-03-02,2184900.0
2020-05-20,2037400.0
2019-12-17,3789400.0
2020-03-05,2797500.0
2019-02-12,2739600.0
2019-01-11,3114000.0
2018-12-10,5202200.0
2019-08-23,7127300.0
2018-11-08,3273800.0
2019-07-22,3098000.0
2019-06-20,3319200.0
2018-09-05,3864300.0
2019-04-17,2823200.0
2019-09-24,3503200.0
2019-12-20,2293600.0
2020-05-26,2556300.0
2019-04-30,3676100.0
2019-12-23,2098000.0
2020-03-11,1783500.0
2020-05-29,1734700.0
2019-12-26,2564600.0
2020-06-01,3134300.0
2019-05-02,2336300.0
2019-02-27,3184200.0
2018-11-23,3425100.0
2019-08-06,2363900.0
2018-07-18,3066400.0
2018-09-20,2463600.0
2018-10-22,1903600.0
2019-07-05,2486100.0
2019-06-03,2640000.0
2019-10-09,2220400.0
2019-10-11,2986600.0
2020-03-17,1826500.0
2020-06-04,2461600.0
2019-10-14,2864700.0
2020-03-20,1831800.0
2018-11-06,3193200.0
2019-06-18,2036900.0
2019-05-17,1647300.0
2019-04-15,2009600.0
2019-03-14,3356900.0
2019-01-09,2617500.0
2018-08-02,2747900.0
2018-10-05,3183300.0
2019-08-21,1878800.0
2019-10-17,1852900.0
2020-03-23,6358700.0
2020-06-10,2517200.0
2019-02-25,1980900.0
2020-01-07,2541500.0
2020-03-26,2178400.0
2019-10-23,3279000.0
