Dates,AZO
2018-06-20,698.4000244140625
2018-06-21,693.8800048828125
2018-06-25,695.9099731445312
2018-06-22,689.4000244140625
2018-06-26,681.5800170898438
2018-06-27,682.5
2018-06-28,687.3900146484375
2018-06-29,681.0
2018-07-02,669.5800170898438
2018-07-03,684.5800170898438
2018-07-05,676.5599975585938
2018-07-16,683.7999877929688
2018-09-18,692.280029296875
2019-01-24,693.52001953125
2019-09-05,685.5
2018-11-21,687.6599731445312
2020-01-13,694.3699951171875
2020-04-01,694.1199951171875
2020-06-19,702.780029296875
2019-10-29,699.9500122070312
2020-01-16,720.52001953125
2020-06-22,717.489990234375
2018-10-03,720.8900146484375
2018-07-31,718.7999877929688
2019-03-12,707.030029296875
2019-02-08,724.5399780273438
2019-01-07,712.7999877929688
2018-12-06,702.0
2019-08-19,707.030029296875
2019-07-18,711.6599731445312
2019-05-15,719.3499755859375
2019-09-20,723.2000122070312
2019-11-01,728.1500244140625
2020-04-07,731.280029296875
2020-06-25,738.0999755859375
2020-06-16,739.489990234375
2019-11-04,741.0999755859375
2020-01-22,741.75
2019-11-07,767.9600219726562
2020-04-13,762.2899780273438
2019-07-01,767.8200073242188
2019-05-30,767.6900024414062
2018-08-15,775.4500122070312
2018-10-18,771.260009765625
2019-03-27,770.0800170898438
2019-01-22,772.8400268554688
2018-12-21,771.9000244140625
2019-09-03,773.0800170898438
2018-11-19,769.010009765625
2019-08-02,773.02001953125
2020-01-28,768.1699829101562
2020-04-16,769.1699829101562
2019-11-13,783.0499877929688
2020-01-31,784.0
2018-12-04,778.5499877929688
2018-11-02,782.989990234375
2019-07-16,777.4000244140625
2018-08-30,771.02001953125
2018-10-01,768.27001953125
2019-06-14,765.5700073242188
2019-05-13,765.2999877929688
2019-04-11,762.4299926757812
2019-02-06,736.7899780273438
2019-09-18,754.6699829101562
2020-02-03,762.9000244140625
2020-04-22,770.0
2019-11-19,772.5399780273438
2020-02-06,775.489990234375
2019-11-22,787.0
2019-03-25,788.2999877929688
2019-02-21,786.0
2018-12-19,779.2000122070312
2018-07-12,773.0999755859375
2018-09-14,767.0
2018-08-13,765.0499877929688
2018-10-16,772.8900146484375
2019-07-31,793.739990234375
2019-05-28,794.6799926757812
2019-04-26,792.0
2020-04-28,792.4299926757812
2019-11-25,777.9600219726562
2020-02-12,792.0999755859375
2020-05-01,782.9000244140625
2020-05-04,771.02001953125
2019-06-12,734.0499877929688
2019-04-09,737.9299926757812
2019-03-08,740.0
2019-02-04,738.6199951171875
2018-07-27,752.0800170898438
2018-08-28,753.760009765625
2019-01-03,747.739990234375
2019-08-15,756.3200073242188
2018-10-31,755.7899780273438
2019-09-16,753.3200073242188
2020-02-18,745.8699951171875
2020-05-07,760.9000244140625
2018-08-17,768.5900268554688
2019-12-04,783.02001953125
2020-02-21,792.9000244140625
2018-12-17,802.219970703125
2019-08-30,800.0
2018-11-15,802.0
2019-07-29,819.0499877929688
2019-06-27,832.2999877929688
2019-04-24,823.2999877929688
2018-07-10,832.6699829101562
2018-09-12,839.3800048828125
2019-02-19,822.6099853515625
2019-01-18,822.010009765625
2020-02-24,832.1400146484375
2020-05-13,842.0999755859375
2019-12-10,837.1599731445312
2020-02-27,840.6500244140625
2019-12-13,836.739990234375
2020-05-19,827.0900268554688
2019-03-06,829.7100219726562
2018-11-30,894.3699951171875
2019-08-13,877.9400024414062
2019-07-12,881.0
2019-06-10,890.3300170898438
2019-05-09,896.030029296875
2018-07-25,895.8900146484375
2018-09-27,895.7100219726562
2018-10-29,893.52001953125
2019-10-16,870.97998046875
2019-12-16,868.489990234375
2020-03-04,865.530029296875
2020-05-22,833.1799926757812
2019-10-01,837.6699829101562
2019-12-19,833.52001953125
2018-09-10,839.3699951171875
2019-05-24,843.0399780273438
2018-08-09,856.0
2019-04-22,847.0599975585938
2019-03-21,844.5599975585938
2019-01-16,850.8599853515625
2019-08-28,856.7000122070312
2018-11-13,835.6300048828125
2018-10-12,830.0
2019-06-25,832.6199951171875
2020-03-10,828.5499877929688
2020-05-28,829.0399780273438
2019-10-07,829.3699951171875
2020-03-13,831.3599853515625
2019-10-10,835.0700073242188
2020-03-16,849.0
2020-06-03,855.4500122070312
2018-11-28,848.280029296875
2018-09-25,838.239990234375
2018-07-23,836.7899780273438
2018-08-24,822.0499877929688
2019-07-10,821.4099731445312
2019-05-07,831.9000244140625
2019-04-05,847.1300048828125
2019-03-04,848.4400024414062
2019-01-31,854.469970703125
2019-09-12,869.9099731445312
2019-12-31,878.02001953125
2020-03-19,873.97998046875
2020-01-03,879.9500122070312
2020-06-09,889.8800048828125
2019-02-15,888.8699951171875
2019-01-14,899.989990234375
2018-07-06,894.5499877929688
2018-08-07,908.77001953125
2018-10-10,922.280029296875
2018-12-13,926.75
2019-08-26,925.0
2019-07-25,921.9600219726562
2019-05-22,914.239990234375
2019-03-19,914.8300170898438
2020-01-06,964.3900146484375
2020-03-25,925.8499755859375
2020-06-12,938.969970703125
2019-10-22,946.0
2020-01-09,939.0
2020-06-15,948.0
2019-10-25,952.989990234375
2020-03-31,943.6199951171875
2020-06-18,942.0
2019-04-03,948.7000122070312
2018-08-22,942.8200073242188
2018-10-25,942.72998046875
2019-01-29,952.7100219726562
2018-12-28,962.4600219726562
2018-11-26,984.72998046875
2019-08-09,988.239990234375
2019-07-08,982.97998046875
2019-06-06,1003.739990234375
2019-09-10,1015.780029296875
2020-01-15,1002.0
2020-04-03,1004.6199951171875
2019-10-31,1007.5800170898438
2020-04-06,1011.4600219726562
2020-06-24,1028.0999755859375
2018-11-09,1048.530029296875
2019-07-23,1044.3800048828125
2019-06-21,1049.5799560546875
2019-05-20,1048.8699951171875
2019-04-18,1049.72998046875
2018-09-06,1058.31005859375
2018-10-08,1054.4100341796875
2019-02-13,1062.52001953125
2018-12-11,1070.9200439453125
2019-09-25,1072.219970703125
2020-01-21,1074.6700439453125
2020-04-09,1069.9599609375
2019-11-06,1069.469970703125
2020-01-24,1050.27001953125
2020-01-27,1047.1099853515625
2020-04-15,1060.760009765625
2018-12-26,1056.93994140625
2019-08-07,1046.6199951171875
2019-06-04,1043.22998046875
2018-09-21,1035.8599853515625
2018-07-19,1030.449951171875
2018-08-20,1045.8900146484375
2018-10-23,1039.4300537109375
2019-05-03,1048.93994140625
2019-04-01,1038.989990234375
2019-02-28,1033.6400146484375
2019-11-12,1019.469970703125
2020-01-30,1008.0999755859375
2019-11-15,1005.5499877929688
2020-04-21,993.530029296875
2019-04-16,992.8099975585938
2019-03-15,988.7000122070312
2019-02-11,992.719970703125
2019-01-10,993.1799926757812
2019-08-22,991.52001953125
2018-11-07,1037.52001953125
2018-08-03,1047.18994140625
2018-09-04,1037.219970703125
2019-06-19,1055.97998046875
2019-09-23,1081.5799560546875
2019-11-18,1045.3399658203125
2020-02-05,1047.4599609375
2020-04-24,1033.0400390625
2019-03-29,1050.449951171875
2019-11-21,1049.989990234375
2020-04-27,1069.0400390625
2020-02-11,1094.989990234375
2020-04-30,1111.1099853515625
2019-05-01,1119.760009765625
2019-02-26,1119.0
2019-01-25,1109.02001953125
2018-12-24,1120.0
2019-09-06,1121.3699951171875
2018-07-17,1127.5799560546875
2018-09-19,1135.22998046875
2019-08-05,1132.97998046875
2019-10-08,1135.3900146484375
2019-12-11,1125.97998046875
2019-11-27,1121.989990234375
2020-02-14,1109.4000244140625
2020-05-06,1099.81005859375
2019-01-08,1092.5
2018-12-07,1102.2900390625
2019-08-20,1116.8299560546875
2018-11-05,1117.4100341796875
2019-07-19,1135.3399658203125
2018-10-04,1136.050048828125
2019-06-17,1145.510009765625
2019-05-16,1155.0699462890625
2018-08-01,1152.9000244140625
2019-03-13,1154.6099853515625
2019-12-03,1166.9000244140625
2020-02-20,1179.9100341796875
