Dates,AZO
2019-08-16,146000.0
2019-04-10,135200.0
2019-09-17,180600.0
2019-10-15,152500.0
2020-01-02,168700.0
2020-06-08,206600.0
2019-10-18,163000.0
2020-03-24,197600.0
2020-06-11,156800.0
2020-01-08,148800.0
2019-04-25,140700.0
2019-07-30,186100.0
2019-02-20,246700.0
2018-07-11,238300.0
2018-09-13,194800.0
2018-10-15,157300.0
2019-06-28,132900.0
2018-12-18,177000.0
2018-11-16,172700.0
2019-10-02,191400.0
2020-03-27,181500.0
2020-01-10,160400.0
2019-10-24,157400.0
2020-03-30,137000.0
2020-06-17,151700.0
2020-01-14,206600.0
2020-04-02,176900.0
2019-01-02,106600.0
2019-08-14,222300.0
2018-10-30,200800.0
2019-06-11,172000.0
2019-05-10,127100.0
2019-04-08,154900.0
2018-08-27,124800.0
2018-07-26,134300.0
2018-09-28,287500.0
2019-03-07,170900.0
2019-10-30,99200.0
2020-01-17,167900.0
2020-06-23,262900.0
2020-04-08,223100.0
2020-06-26,279000.0
2019-03-22,213300.0
2019-01-17,262600.0
2019-08-29,601300.0
2018-11-14,382000.0
2019-06-26,301300.0
2018-09-11,187900.0
2018-07-09,290100.0
2018-08-10,206300.0
2019-04-23,236700.0
2019-09-30,245100.0
2020-01-23,360500.0
2019-11-08,178500.0
2020-04-14,77200.0
2019-11-11,147000.0
2020-01-29,140600.0
2020-04-17,202500.0
2018-07-24,191500.0
2018-09-26,212200.0
2019-05-08,188800.0
2019-03-05,296800.0
2019-02-01,269100.0
2018-12-31,207900.0
2018-11-29,206000.0
2019-08-12,208100.0
2019-07-11,219900.0
2019-09-13,332900.0
2019-11-14,186400.0
2020-04-20,196600.0
2020-02-04,310000.0
2020-04-23,300200.0
2018-12-14,227300.0
2019-08-27,250300.0
2018-08-08,250100.0
2018-10-11,212000.0
2018-11-12,207600.0
2019-07-26,181300.0
2019-06-24,326300.0
2019-05-23,311000.0
2019-03-20,262500.0
2019-01-15,280300.0
2019-11-20,302100.0
2020-02-07,278500.0
2020-02-10,218500.0
2020-04-29,191600.0
2019-11-26,164700.0
2020-02-13,191300.0
2019-01-30,240200.0
2018-08-23,198700.0
2018-09-24,243400.0
2018-11-27,166500.0
2018-10-26,219100.0
2019-07-09,212200.0
2019-06-07,333800.0
2019-05-06,307800.0
2019-04-04,295300.0
2019-09-11,322700.0
2019-11-29,597800.0
2020-05-05,487800.0
2019-12-02,828100.0
2020-02-19,501200.0
2020-05-08,347900.0
2019-05-21,375800.0
2019-03-18,576400.0
2018-09-07,612700.0
2018-08-06,424400.0
2018-10-09,422800.0
2019-02-14,458600.0
2018-12-12,435100.0
2019-07-24,438900.0
2019-09-26,421500.0
2019-10-28,463100.0
2019-12-05,470100.0
2020-05-11,435100.0
2019-07-03,416900.0
2020-02-25,360000.0
2020-05-14,362600.0
2020-02-28,251000.0
2019-08-08,265300.0
2019-06-05,509300.0
2018-07-20,414000.0
2018-08-21,358000.0
2018-10-24,362000.0
2019-04-02,625700.0
2019-03-01,455500.0
2019-01-28,302700.0
2018-12-27,287800.0
2019-09-09,219000.0
2020-03-02,268800.0
2020-05-20,255100.0
2019-12-17,484000.0
2020-03-05,282300.0
2019-02-12,185800.0
2019-01-11,196100.0
2018-12-10,222700.0
2019-08-23,259900.0
2018-11-08,200100.0
2019-07-22,177200.0
2019-06-20,207800.0
2018-09-05,233200.0
2019-04-17,327400.0
2019-09-24,251000.0
2019-12-20,226900.0
2020-05-26,228600.0
2019-04-30,192700.0
2019-12-23,349500.0
2020-03-11,203800.0
2020-05-29,315800.0
2019-12-26,275200.0
2020-06-01,318000.0
2019-05-02,229300.0
2019-02-27,235500.0
2018-11-23,309400.0
2019-08-06,286900.0
2018-07-18,317400.0
2018-09-20,187200.0
2018-10-22,246300.0
2019-07-05,531000.0
2019-06-03,325500.0
2019-10-09,288600.0
2019-10-11,330300.0
2020-03-17,175400.0
2020-06-04,290300.0
2019-10-14,183300.0
2020-03-20,339300.0
2018-11-06,215000.0
2019-06-18,182900.0
2019-05-17,182100.0
2019-04-15,210700.0
2019-03-14,277500.0
2019-01-09,284100.0
2018-08-02,217800.0
2018-10-05,291900.0
2019-08-21,247900.0
2019-10-17,238500.0
2020-03-23,330200.0
2020-06-10,217800.0
2019-02-25,173500.0
2020-01-07,229500.0
2020-03-26,168000.0
2019-10-23,335800.0
