Dates,AZO
2018-06-20,696.4000244140625
2018-06-21,689.6199951171875
2018-06-25,694.0
2018-06-22,679.9199829101562
2018-06-26,678.6400146484375
2018-06-27,681.0
2018-06-28,669.8200073242188
2018-06-29,678.8800048828125
2018-07-02,664.9600219726562
2018-07-03,671.2899780273438
2018-07-05,674.0399780273438
2018-07-16,677.1099853515625
2018-09-18,683.1199951171875
2019-01-24,690.3400268554688
2019-09-05,685.5
2018-11-21,686.02001953125
2020-01-13,685.8200073242188
2020-04-01,686.9000244140625
2020-06-19,690.8400268554688
2019-10-29,699.9500122070312
2020-01-16,694.6400146484375
2020-06-22,713.72998046875
2018-10-03,713.3699951171875
2018-07-31,717.9000244140625
2019-03-12,705.02001953125
2019-02-08,709.0900268554688
2019-01-07,712.7999877929688
2018-12-06,696.8200073242188
2019-08-19,699.1400146484375
2019-07-18,708.239990234375
2019-05-15,700.9099731445312
2019-09-20,718.25
2019-11-01,719.5700073242188
2020-04-07,728.47998046875
2020-06-25,731.5900268554688
2020-06-16,733.5900268554688
2019-11-04,734.8499755859375
2020-01-22,739.5
2019-11-07,740.02001953125
2020-04-13,756.0
2019-07-01,757.2999877929688
2019-05-30,764.7000122070312
2018-08-15,768.010009765625
2018-10-18,768.52001953125
2019-03-27,765.4600219726562
2019-01-22,761.6400146484375
2018-12-21,770.9400024414062
2019-09-03,773.0800170898438
2018-11-19,769.0
2019-08-02,765.530029296875
2020-01-28,765.3499755859375
2020-04-16,757.510009765625
2019-11-13,766.1500244140625
2020-01-31,781.510009765625
2018-12-04,773.8099975585938
2018-11-02,773.9500122070312
2019-07-16,777.280029296875
2018-08-30,762.3300170898438
2018-10-01,761.8900146484375
2019-06-14,765.1900024414062
2019-05-13,765.2999877929688
2019-04-11,747.7100219726562
2019-02-06,710.0
2019-09-18,739.0
2020-02-03,753.6500244140625
2020-04-22,764.47998046875
2019-11-19,770.6099853515625
2020-02-06,766.2000122070312
2019-11-22,775.260009765625
2019-03-25,781.8300170898438
2019-02-21,779.4099731445312
2018-12-19,776.47998046875
2018-07-12,769.5399780273438
2018-09-14,759.9500122070312
2018-08-13,761.1799926757812
2018-10-16,766.0
2019-07-31,767.8400268554688
2019-05-28,787.5700073242188
2019-04-26,784.3400268554688
2020-04-28,775.0
2019-11-25,773.6599731445312
2020-02-12,778.260009765625
2020-05-01,782.9000244140625
2020-05-04,771.02001953125
2019-06-12,719.5900268554688
2019-04-09,732.3900146484375
2019-03-08,726.219970703125
2019-02-04,726.72998046875
2018-07-27,732.1599731445312
2018-08-28,728.75
2019-01-03,734.1300048828125
2019-08-15,752.8099975585938
2018-10-31,748.9600219726562
2019-09-16,753.3200073242188
2020-02-18,734.3400268554688
2020-05-07,747.280029296875
2018-08-17,760.4000244140625
2019-12-04,771.9099731445312
2020-02-21,782.5999755859375
2018-12-17,791.25
2019-08-30,799.0499877929688
2018-11-15,795.0499877929688
2019-07-29,805.0
2019-06-27,813.260009765625
2019-04-24,823.2999877929688
2018-07-10,807.1599731445312
2018-09-12,829.9000244140625
2019-02-19,813.6599731445312
2019-01-18,801.0
2020-02-24,815.219970703125
2020-05-13,835.4000244140625
2019-12-10,820.0
2020-02-27,835.3800048828125
2019-12-13,835.530029296875
2020-05-19,827.0900268554688
2019-03-06,814.0499877929688
2018-11-30,867.0999755859375
2019-08-13,865.469970703125
2019-07-12,866.8699951171875
2019-06-10,874.0700073242188
2019-05-09,888.760009765625
2018-07-25,882.010009765625
2018-09-27,886.2000122070312
2018-10-29,885.8300170898438
2019-10-16,866.7100219726562
2019-12-16,865.1300048828125
2020-03-04,857.0
2020-05-22,830.969970703125
2019-10-01,817.9500122070312
2019-12-19,826.0
2018-09-10,823.2999877929688
2019-05-24,831.75
2018-08-09,847.5800170898438
2019-04-22,844.1900024414062
2019-03-21,831.6699829101562
2019-01-16,838.9299926757812
2019-08-28,851.3900146484375
2018-11-13,834.6799926757812
2018-10-12,830.0
2019-06-25,817.6099853515625
2020-03-10,815.010009765625
2020-05-28,822.8400268554688
2019-10-07,823.02001953125
2020-03-13,826.510009765625
2019-10-10,831.739990234375
2020-03-16,832.5800170898438
2020-06-03,844.739990234375
2018-11-28,843.989990234375
2018-09-25,832.489990234375
2018-07-23,831.75
2018-08-24,818.3900146484375
2019-07-10,812.0900268554688
2019-05-07,818.9400024414062
2019-04-05,828.9199829101562
2019-03-04,844.6699829101562
2019-01-31,848.0
2019-09-12,852.2999877929688
2019-12-31,873.739990234375
2020-03-19,870.8599853515625
2020-01-03,874.8800048828125
2020-06-09,873.1599731445312
2019-02-15,875.3800048828125
2019-01-14,888.5499877929688
2018-07-06,890.4400024414062
2018-08-07,888.0399780273438
2018-10-10,910.8300170898438
2018-12-13,920.0
2019-08-26,917.0
2019-07-25,921.9600219726562
2019-05-22,910.6500244140625
2019-03-19,913.4000244140625
2020-01-06,959.8900146484375
2020-03-25,900.0
2020-06-12,910.1599731445312
2019-10-22,945.3900146484375
2020-01-09,934.4099731445312
2020-06-15,935.0
2019-10-25,944.219970703125
2020-03-31,933.9099731445312
2020-06-18,939.1199951171875
2019-04-03,948.1099853515625
2018-08-22,942.8200073242188
2018-10-25,936.5800170898438
2019-01-29,943.7000122070312
2018-12-28,950.7100219726562
2018-11-26,961.8400268554688
2019-08-09,980.0
2019-07-08,976.0900268554688
2019-06-06,984.5
2019-09-10,999.969970703125
2020-01-15,982.469970703125
2020-04-03,999.3099975585938
2019-10-31,996.4199829101562
2020-04-06,1004.9099731445312
2020-06-24,1010.1400146484375
2018-11-09,1039.3299560546875
2019-07-23,1032.0
2019-06-21,1046.56005859375
2019-05-20,1044.469970703125
2019-04-18,1045.0
2018-09-06,1048.1600341796875
2018-10-08,1050.0
2019-02-13,1046.8800048828125
2018-12-11,1063.6700439453125
2019-09-25,1069.8499755859375
2020-01-21,1064.31005859375
2020-04-09,1069.3399658203125
2019-11-06,1067.0
2020-01-24,1048.9300537109375
2020-01-27,1045.0
2020-04-15,1035.47998046875
2018-12-26,1048.6600341796875
2019-08-07,1034.9599609375
2019-06-04,1023.2899780273438
2018-09-21,1032.780029296875
2018-07-19,1019.9400024414062
2018-08-20,1029.7099609375
2018-10-23,1024.9200439453125
2019-05-03,1043.0
2019-04-01,1023.989990234375
2019-02-28,1030.0899658203125
2019-11-12,1015.6900024414062
2020-01-30,1000.47998046875
2019-11-15,1000.030029296875
2020-04-21,990.1500244140625
2019-04-16,985.239990234375
2019-03-15,987.3699951171875
2019-02-11,979.1099853515625
2019-01-10,976.3699951171875
2019-08-22,984.3800048828125
2018-11-07,1007.0
2018-08-03,1021.4000244140625
2018-09-04,1037.219970703125
2019-06-19,1039.0699462890625
2019-09-23,1055.25
2019-11-18,1042.9200439453125
2020-02-05,1032.9599609375
2020-04-24,1030.5
