Dates,EURUSD=X
2007-12-31,1.4573010206222534
2008-01-01,1.4581936597824097
2008-01-04,1.4601097106933594
2008-01-03,1.4693998098373413
2008-01-02,1.4698964357376099
2008-01-07,1.4667057991027832
2008-01-08,1.5529879331588745
2008-01-09,1.4643003940582275
2008-01-10,1.465201497077942
2008-01-11,1.4766032695770264
2008-01-14,1.480100154876709
2008-03-14,1.4778908491134644
2008-07-20,1.461091160774231
2008-06-18,1.4595983028411865
2009-01-28,1.4601950645446777
2008-04-15,1.4418987035751343
2009-04-02,1.4372979402542114
2008-10-07,1.451905608177185
2008-01-25,1.4597901105880737
2008-02-26,1.466404676437378
2008-07-03,1.4665981531143188
2009-03-16,1.4742956161499023
2008-06-01,1.4757968187332153
2009-02-12,1.4813059568405151
2008-12-10,1.4797059297561646
2009-05-19,1.4795963764190674
2009-04-08,1.4625015258789062
2008-12-25,1.4595983028411865
2008-04-13,1.4451910257339478
2008-03-12,1.5540982484817505
2008-10-22,1.4486035108566284
2008-06-16,1.450200080871582
2009-02-27,1.4538053274154663
2008-05-15,1.4550957679748535
2009-01-26,1.4634003639221191
2009-03-31,1.4617104530334473
2009-04-20,1.4646005630493164
2008-07-01,1.4625015258789062
2009-02-10,1.4708045721054077
2009-01-09,1.479202389717102
2008-01-23,1.4799906015396118
2008-03-27,1.4783931970596313
2008-04-28,1.4983967542648315
2008-12-08,1.5077043771743774
2008-11-06,1.5154958963394165
2008-10-05,1.5163922309875488
2008-09-03,1.5177040100097656
2008-09-18,1.515289306640625
2008-07-16,1.5273938179016113
2009-03-29,1.5325905084609985
2009-02-25,1.5323086977005005
2008-03-10,1.528794765472412
2008-02-07,1.534095287322998
2008-05-13,1.5525058507919312
2008-12-23,1.5539048910140991
2008-11-21,0.07290223985910416
2008-10-20,1.5616947412490845
2009-04-29,1.558700680732727
2008-11-25,1.5403099060058594
2008-11-04,1.5409982204437256
2008-09-01,1.5345896482467651
2008-03-25,1.5417109727859497
2008-01-21,1.5590895414352417
2008-02-22,1.5732917785644531
2008-06-29,1.57500159740448
2009-03-12,1.5751007795333862
2008-05-28,1.5541948080062866
2009-01-07,1.5517107248306274
2009-04-13,1.5644066333770752
2009-05-11,1.5638928413391113
2008-06-12,1.555790662765503
2009-02-23,1.5690950155258179
2009-01-22,1.5727968215942383
2008-11-19,1.5741090774536133
2008-09-16,1.56788969039917
2008-02-05,1.5762925148010254
2008-04-09,1.578008770942688
2008-05-11,1.5858919620513916
2008-07-14,1.572104573249817
2009-03-27,1.579878568649292
2009-05-14,1.5843089818954468
2008-09-22,1.5864957571029663
2009-05-17,1.5644556283950806
2008-07-29,1.5560569763183594
2009-03-10,1.5601110458374023
2008-05-26,1.5553793907165527
2009-02-06,1.5529879331588745
2009-01-05,1.537704586982727
2008-12-04,1.5432099103927612
2008-02-20,1.5460968017578125
2008-04-24,1.5370900630950928
2008-10-01,1.5451651811599731
2009-05-13,1.5396220684051514
2008-03-06,1.5378936529159546
2008-11-17,1.543900728225708
2008-10-16,1.5404047966003418
2008-09-14,1.5428051948547363
2009-03-25,1.5440915822982788
2008-06-10,1.5492106676101685
2009-01-20,1.5510369539260864
2008-04-07,1.5639907121658325
2008-12-19,1.5698094367980957
2009-04-26,1.5704996585845947
2009-06-01,1.5744808912277222
2009-02-04,1.5676928758621216
2008-03-21,1.5616215467453003
2008-01-17,1.5489946603775024
2008-02-18,1.5467904806137085
2008-04-22,1.5498108863830566
2008-12-02,1.542400598526001
2008-10-31,1.5423054695129395
2008-09-29,1.5378936529159546
2008-08-28,1.557705283164978
2008-07-27,1.5623047351837158
2008-07-10,1.544711709022522
2009-03-23,1.5458101034164429
2008-02-01,1.5389587879180908
2008-03-04,1.531510829925537
2008-06-08,1.5352964401245117
2009-02-19,1.5464794635772705
2008-05-07,1.546910047531128
2008-12-17,1.546910047531128
2008-10-14,1.5494986772537231
2009-05-26,1.5473887920379639
2008-10-29,1.549690842628479
2008-08-26,1.5541948080062866
2008-01-15,1.5642108917236328
2008-03-19,1.5725990533828735
2008-04-20,1.5734899044036865
2008-06-23,1.5783077478408813
2009-03-06,1.5685044527053833
2008-05-22,1.5669069290161133
2009-02-02,1.561597228050232
2009-01-01,1.5313935279846191
2009-04-07,1.565386176109314
2009-01-16,1.5695877075195312
2008-12-15,1.5767897367477417
2008-11-13,1.5846102237701416
2008-10-12,1.58740234375
2008-04-03,1.5806028842926025
2008-01-30,1.5792548656463623
2008-05-05,1.5812026262283325
2008-09-10,1.5832053422927856
2008-07-08,1.5767897367477417
2009-02-17,1.5672998428344727
2009-04-16,1.5635994672775269
2008-07-23,1.5664896965026855
2009-03-04,1.5687012672424316
2008-05-20,1.555717945098877
2008-12-30,1.5526021718978882
2008-11-28,1.557195782661438
2008-03-17,1.4999924898147583
2008-02-14,1.457789659500122
2008-10-27,1.4641932249069214
2008-09-25,1.4681053161621094
2009-04-05,1.4646005630493164
2009-04-22,1.4564944505691528
2008-09-08,1.4474084377288818
2008-08-07,1.4388697147369385
2008-07-06,1.4226977825164795
2009-03-19,1.4202932119369507
2008-06-04,1.504008173942566
2009-01-14,1.405501127243042
2008-01-28,1.3960046768188477
2008-04-01,1.3896995782852173
2008-02-29,1.3977998495101929
2008-11-11,1.4100991487503052
2009-04-28,1.4089070558547974
2009-01-29,1.410636305809021
2008-11-26,1.4290001392364502
2008-09-23,1.4160094261169434
2008-07-21,1.4452955722808838
2008-06-19,1.4628009796142578
2009-03-02,1.4613046646118164
2008-02-12,1.4584063291549683
2008-04-16,1.456303596496582
