Dates,INTU
2018-06-20,213.52000427246094
2018-06-21,209.8000030517578
2018-06-25,205.97999572753906
2018-06-22,201.74000549316406
2018-06-26,202.11000061035156
2018-06-27,198.22000122070312
2018-06-28,204.02000427246094
2018-06-29,204.30999755859375
2018-07-02,205.44000244140625
2018-07-03,204.75999450683594
2018-07-05,205.05999755859375
2018-07-16,208.14999389648438
2018-09-18,207.72999572753906
2019-01-24,208.4600067138672
2019-09-05,209.19000244140625
2018-11-21,213.72000122070312
2020-01-13,213.7100067138672
2020-04-01,214.4600067138672
2020-06-19,216.47999572753906
2019-10-29,218.30999755859375
2020-01-16,215.99000549316406
2020-06-22,215.27999877929688
2018-10-03,217.38999938964844
2018-07-31,215.8000030517578
2019-03-12,217.25
2019-02-08,216.63999938964844
2019-01-07,212.30999755859375
2018-12-06,202.67999267578125
2019-08-19,204.24000549316406
2019-07-18,204.25999450683594
2019-05-15,205.72999572753906
2019-09-20,205.14999389648438
2019-11-01,207.47999572753906
2020-04-07,209.47999572753906
2020-06-25,210.0399932861328
2020-06-16,211.19000244140625
2019-11-04,211.00999450683594
2020-01-22,209.57000732421875
2019-11-07,210.69000244140625
2020-04-13,209.47000122070312
2019-07-01,209.69000244140625
2019-05-30,207.88999938964844
2018-08-15,207.39999389648438
2018-10-18,209.00999450683594
2019-03-27,209.69000244140625
2019-01-22,212.4499969482422
2018-12-21,216.6300048828125
2019-09-03,211.97000122070312
2018-11-19,215.92999267578125
2019-08-02,217.89999389648438
2020-01-28,218.6300048828125
2020-04-16,219.47000122070312
2019-11-13,220.74000549316406
2020-01-31,218.69000244140625
2018-12-04,219.86000061035156
2018-11-02,220.32000732421875
2019-07-16,224.72000122070312
2018-08-30,226.02000427246094
2018-10-01,225.67999267578125
2019-06-14,227.77999877929688
2019-05-13,227.5399932861328
2019-04-11,225.47000122070312
2019-02-06,228.17999267578125
2019-09-18,220.8800048828125
2020-02-03,221.4499969482422
2020-04-22,220.44000244140625
2019-11-19,218.89999389648438
2020-02-06,221.9600067138672
2019-11-22,222.17999267578125
2019-03-25,222.82000732421875
2019-02-21,227.39999389648438
2018-12-19,227.72000122070312
2018-07-12,227.6199951171875
2018-09-14,231.32000732421875
2018-08-13,224.6699981689453
2018-10-16,222.30999755859375
2019-07-31,217.33999633789062
2019-05-28,220.66000366210938
2019-04-26,204.44000244140625
2020-04-28,200.69000244140625
2019-11-25,211.82000732421875
2020-02-12,208.77999877929688
2020-05-01,214.9199981689453
2020-05-04,218.8300018310547
2019-06-12,212.67999267578125
2019-04-09,211.10000610351562
2019-03-08,213.27000427246094
2019-02-04,208.8699951171875
2018-07-27,201.42999267578125
2018-08-28,207.66000366210938
2019-01-03,202.02000427246094
2019-08-15,200.6699981689453
2018-10-31,202.8000030517578
2019-09-16,211.0
2020-02-18,212.36000061035156
2020-05-07,212.97999572753906
2018-08-17,214.44000244140625
2019-12-04,213.6999969482422
2020-02-21,221.8800048828125
2018-12-17,223.24000549316406
2019-08-30,222.1699981689453
2018-11-15,212.8699951171875
2019-07-29,212.83999633789062
2019-06-27,209.3800048828125
2019-04-24,214.5399932861328
2018-07-10,211.44000244140625
