Dates,INTU
2018-06-20,209.76724243164062
2018-06-21,206.1126251220703
2018-06-25,202.35972595214844
2018-06-22,198.19427490234375
2018-06-26,198.55775451660156
2018-06-27,194.7361602783203
2018-06-28,200.43421936035156
2018-06-29,200.71910095214844
2018-07-02,201.8292236328125
2018-07-03,201.1611785888672
2018-07-05,201.45590209960938
2018-07-16,204.49159240722656
2018-09-18,204.46209716796875
2019-01-24,205.1805877685547
2019-09-05,205.89913940429688
2018-11-21,210.3578643798828
2020-01-13,210.3480224609375
2020-04-01,211.0862274169922
2020-06-19,213.07444763183594
2019-10-29,214.87567138671875
2020-01-16,212.5921630859375
2020-06-22,211.89332580566406
2018-10-03,213.97012329101562
2018-07-31,212.40513610839844
2019-03-12,213.8323211669922
2019-02-08,213.23191833496094
2019-01-07,208.9700469970703
2018-12-06,199.49151611328125
2019-08-19,201.02699279785156
2019-07-18,201.0466766357422
2019-05-15,202.4935302734375
2019-09-20,201.92266845703125
2019-11-01,204.2160186767578
2020-04-07,206.18453979492188
2020-06-25,206.73574829101562
2020-06-16,207.86766052246094
2019-11-04,207.6904754638672
2020-01-22,206.2731475830078
2019-11-07,207.37551879882812
2020-04-13,206.17471313476562
2019-07-01,206.39126586914062
2019-05-30,204.61956787109375
2018-08-15,204.13729858398438
2018-10-18,205.72195434570312
2019-03-27,206.39126586914062
2019-01-22,209.10784912109375
2018-12-21,213.22210693359375
2019-09-03,208.63539123535156
2018-11-19,212.5330810546875
2019-08-02,214.4720916748047
2020-01-28,215.19061279296875
2020-04-16,216.0174102783203
2019-11-13,217.2674102783203
2020-01-31,215.2496795654297
2018-12-04,216.40127563476562
2018-11-02,216.8540496826172
2019-07-16,221.184814453125
2018-08-30,222.46438598632812
2018-10-01,222.12969970703125
2019-06-14,224.1966552734375
2019-05-13,223.96043395996094
2019-04-11,221.92300415039062
2019-02-06,224.59039306640625
2019-09-18,217.4052276611328
2020-02-03,217.9662628173828
2020-04-22,216.97216796875
2019-11-19,215.4563446044922
2020-02-06,218.4682159423828
2019-11-22,218.68475341796875
2019-03-25,219.31468200683594
2019-02-21,223.82266235351562
2018-12-19,224.1376190185547
2018-07-12,224.03919982910156
2018-09-14,227.6809844970703
2018-08-13,221.13560485839844
2018-10-16,218.812744140625
2019-07-31,213.92091369628906
2019-05-28,217.6593780517578
2019-04-26,201.65994262695312
2020-04-28,197.9609375
2019-11-25,208.93960571289062
2020-02-12,205.94090270996094
2020-05-01,211.99740600585938
2020-05-04,215.85426330566406
2019-06-12,209.7878875732422
2019-04-09,208.22938537597656
2019-03-08,210.36985778808594
2019-02-04,206.02969360351562
2018-07-27,198.69085693359375
2018-08-28,204.83616638183594
2019-01-03,199.27284240722656
2019-08-15,197.9412384033203
2018-10-31,200.04225158691406
2019-09-16,208.13072204589844
2020-02-18,209.47222900390625
2020-05-07,210.08380126953125
2018-08-17,211.52395629882812
2019-12-04,210.7940216064453
2020-02-21,218.86277770996094
2018-12-17,220.20428466796875
2019-08-30,219.14881896972656
2018-11-15,209.97531127929688
2019-07-29,209.94570922851562
2019-06-27,206.53274536132812
2019-04-24,211.6226043701172
2018-07-10,208.5647430419922
2018-09-12,196.53065490722656
2019-02-19,192.52584838867188
2019-01-18,195.70205688476562
2020-02-24,194.37042236328125
2020-05-13,198.68099975585938
2019-12-10,196.04730224609375
2020-02-27,206.07901000976562
2019-12-13,206.34535217285156
2020-05-19,211.61273193359375
2019-03-06,210.616455078125
2018-11-30,204.8262939453125
2019-08-13,208.6732635498047
2019-07-12,199.7068634033203
2019-06-10,203.97796630859375
2019-05-09,203.3072509765625
2018-07-25,206.33547973632812
2018-09-27,205.60557556152344
2018-10-29,198.19766235351562
2019-10-16,194.80445861816406
2019-12-16,195.4357452392578
2020-03-04,192.91055297851562
2020-05-22,189.44830322265625
2019-10-01,183.28326416015625
2019-12-19,180.264892578125
2018-09-10,190.17820739746094
2019-05-24,194.55784606933594
2018-08-09,193.18675231933594
2019-04-22,194.1731719970703
2019-03-21,191.82553100585938
2019-01-16,185.95643615722656
2019-08-28,193.334716796875
2018-11-13,196.28404235839844
2018-10-12,200.98916625976562
2019-06-25,200.36631774902344
2020-03-10,203.72781372070312
2020-05-28,203.81678771972656
2019-10-07,202.828125
2020-03-13,207.43539428710938
2019-10-10,207.61337280273438
2020-03-16,209.33367919921875
2020-06-03,211.44944763183594
2018-11-28,209.936767578125
2018-09-25,209.83790588378906
2018-07-23,209.7587890625
2018-08-24,211.87457275390625
2019-07-10,208.66136169433594
2019-05-07,205.97215270996094
2019-04-05,211.6768341064453
2019-03-04,213.3773651123047
2019-01-31,212.0228729248047
2019-09-12,218.40977478027344
2019-12-31,221.94924926757812
2020-03-19,222.03823852539062
2020-01-03,218.46908569335938
2020-06-09,222.285400390625
2019-02-15,222.91815185546875
2019-01-14,226.36866760253906
2018-07-06,226.0028533935547
2018-08-07,228.1680450439453
2018-10-10,230.6793212890625
2018-12-13,231.9744873046875
2019-08-26,233.29933166503906
2019-07-25,232.3699493408203
2019-05-22,248.0998992919922
2019-03-19,244.9163360595703
2020-01-06,246.09288024902344
2020-03-25,247.02223205566406
2020-06-12,244.3330078125
2019-10-22,247.5758819580078
2020-01-09,246.18185424804688
2020-06-15,244.29347229003906
2019-10-25,244.11550903320312
2020-03-31,242.65225219726562
2020-06-18,243.09718322753906
2019-04-03,247.7044219970703
2018-08-22,247.46714782714844
2018-10-25,250.7792205810547
2019-01-29,253.8638916015625
2018-12-28,255.20851135253906
2018-11-26,254.8031463623047
2019-08-09,253.16195678710938
2019-07-08,253.0927276611328
2019-06-06,257.67034912109375
2019-09-10,249.8201904296875
2020-01-15,250.9571990966797
2020-04-03,253.0927276611328
2019-10-31,252.48965454101562
2020-04-06,256.28619384765625
2020-06-24,258.45135498046875
2018-11-09,262.7422790527344
2019-07-23,265.223876953125
2019-06-21,266.0345764160156
2019-05-20,259.6575927734375
2019-04-18,258.7381286621094
2018-09-06,257.8087463378906
2018-10-08,256.4319763183594
2019-02-13,256.6201477050781
2018-12-11,257.11541748046875
2019-09-25,257.5809631347656
2020-01-21,258.3931579589844
2020-04-09,255.53067016601562
2019-11-06,253.82705688476562
2020-01-24,255.312744140625
2020-01-27,259.09637451171875
2020-04-15,263.14739990234375
2018-12-26,261.52301025390625
2019-08-07,261.3249206542969
2019-06-04,251.1627197265625
2018-09-21,245.3684844970703
2018-07-19,248.66673278808594
2018-08-20,241.52548217773438
2018-10-23,243.60545349121094
2019-05-03,246.48770141601562
2019-04-01,246.111328125
2019-02-28,242.0801239013672
2019-11-12,241.7928924560547
2020-01-30,238.99977111816406
2019-11-15,242.2980194091797
2020-04-21,234.6714324951172
2019-04-16,238.6927490234375
2019-03-15,240.82223510742188
2019-02-11,245.19021606445312
2019-01-10,243.11019897460938
2019-08-22,241.3669891357422
2018-11-07,243.7342071533203
2018-08-03,245.17039489746094
2018-09-04,239.0096893310547
2019-06-19,255.0255584716797
2019-09-23,253.2624969482422
2019-11-18,247.24046325683594
2020-02-05,245.71514892578125
2020-04-24,242.5159454345703
2019-03-29,235.80056762695312
2019-11-21,244.74449157714844
2020-04-27,249.71661376953125
2020-02-11,250.78634643554688
2020-04-30,255.015625
2019-05-01,258.03656005859375
2019-02-26,254.28268432617188
2019-01-25,254.93641662597656
2018-12-24,254.73831176757812
2019-09-06,251.7074737548828
2018-07-17,252.31166076660156
2018-09-19,255.75851440429688
2019-08-05,260.146240234375
2019-10-08,264.1180419921875
2019-12-11,259.0171203613281
2019-11-27,259.8392028808594
2020-02-14,255.03543090820312
2020-05-06,254.0548858642578
2019-01-08,255.53067016601562
2018-12-07,258.8388366699219
2019-08-20,261.6814880371094
2018-11-05,263.7911682128906
2019-07-19,267.5946044921875
2018-10-04,267.9610290527344
2019-06-17,268.54541015625
2019-05-16,268.56524658203125
2018-08-01,272.6629943847656
2019-03-13,276.04632568359375
2019-12-03,279.44952392578125
2020-02-20,280.3424987792969
2019-12-06,278.6855773925781
2020-05-12,278.4375305175781
2019-12-09,280.669921875
2020-02-26,277.13775634765625
2020-05-15,278.9534606933594
2019-03-28,279.6976318359375
2018-09-17,279.16180419921875
2018-08-16,279.39996337890625
2018-10-19,281.5530090332031
2019-04-29,279.1519470214844
2019-01-23,277.4353942871094
2019-09-04,275.1434631347656
2018-11-20,275.78839111328125
2019-07-02,272.4943542480469
2019-05-31,261.47113037109375
2019-12-12,267.9798583984375
2020-05-18,266.4717712402344
2019-09-27,274.53826904296875
2020-03-03,274.40924072265625
2020-05-21,270.51983642578125
2019-05-14,276.9690856933594
2018-08-31,265.7970886230469
2018-07-30,266.3427429199219
2018-10-02,268.84307861328125
2019-04-12,272.0875244140625
2019-03-11,270.7083740234375
2019-02-07,274.081787109375
2019-07-17,273.55596923828125
2019-09-19,276.5622863769531
2019-10-21,280.560791015625
2019-12-18,280.9973449707031
2020-03-06,279.7373046875
2019-10-03,284.6982116699219
2020-03-09,286.10711669921875
2020-05-27,281.9796447753906
2019-12-24,284.0731201171875
2020-03-12,290.0262756347656
2018-12-20,285.551513671875
2019-08-01,273.7444763183594
2018-08-14,265.4696350097656
2018-07-13,264.0508117675781
2018-10-17,266.1542663574219
2019-05-29,263.14788818359375
2019-03-26,263.7432556152344
2019-02-22,266.4419860839844
2019-10-04,266.1741027832031
2019-11-05,267.910400390625
2019-12-27,267.07696533203125
2020-06-02,266.8984069824219
2019-12-30,262.7807922363281
2020-03-18,264.34844970703125
2020-06-05,267.6127624511719
2019-07-15,261.1338195800781
2018-12-03,263.8623046875
2019-06-13,262.235107421875
2019-01-04,258.4151916503906
2018-08-29,260.94525146484375
2019-02-05,265.0032958984375
2018-11-01,264.6759033203125
2019-08-16,258.9509582519531
2019-04-10,262.470458984375
2019-09-17,265.9800109863281
2019-10-15,268.50531005859375
2020-01-02,267.5011291503906
2020-06-08,271.9154357910156
2019-10-18,267.59063720703125
2020-03-24,264.98577880859375
2020-06-11,260.9493408203125
2020-01-08,260.680908203125
2019-04-25,251.86228942871094
2019-07-30,254.4869842529297
2019-02-20,257.3999938964844
2018-07-11,256.1771240234375
2018-09-13,257.1116638183594
2018-10-15,256.99237060546875
2019-06-28,258.7819519042969
2018-12-18,256.00811767578125
2018-11-16,254.99403381347656
2019-10-02,252.58804321289062
2020-03-27,251.69325256347656
2020-01-10,251.95175170898438
2019-10-24,257.8473815917969
2020-03-30,255.36187744140625
2020-06-17,256.5350341796875
2020-01-14,258.4737548828125
2020-04-02,260.2334899902344
2019-01-02,263.2459411621094
2019-08-14,264.5085754394531
2018-10-30,266.8449401855469
2019-06-11,270.6826171875
2019-05-10,271.8955383300781
2019-04-08,269.5790100097656
2018-08-27,258.30474853515625
2018-07-26,255.5806121826172
2018-09-28,264.339599609375
2019-03-07,260.63116455078125
2019-10-30,257.3901062011719
2020-01-17,255.06358337402344
2020-06-23,252.21023559570312
2020-04-08,252.77694702148438
2020-06-26,252.30967712402344
2019-03-22,254.69577026367188
2019-01-17,254.2881317138672
2019-08-29,250.85813903808594
2018-11-14,250.44056701660156
2019-06-26,251.28564453125
