Dates,INTU
2018-06-20,210.16000366210938
2018-06-21,209.42999267578125
2018-06-25,205.8300018310547
2018-06-22,200.00999450683594
2018-06-26,201.5
2018-06-27,198.02999877929688
2018-06-28,198.4499969482422
2018-06-29,203.30999755859375
2018-07-02,201.7100067138672
2018-07-03,204.36000061035156
2018-07-05,203.8000030517578
2018-07-16,204.47000122070312
2018-09-18,206.50999450683594
2019-01-24,207.55999755859375
2019-09-05,207.5500030517578
2018-11-21,209.9499969482422
2020-01-13,212.24000549316406
2020-04-01,213.42999267578125
2020-06-19,210.92999267578125
2019-10-29,215.0800018310547
2020-01-16,215.13999938964844
2020-06-22,215.11000061035156
2018-10-03,215.02000427246094
2018-07-31,215.33999633789062
2019-03-12,215.42999267578125
2019-02-08,216.25
2019-01-07,209.32000732421875
2018-12-06,202.39999389648438
2019-08-19,201.85000610351562
2019-07-18,203.30999755859375
2019-05-15,202.38999938964844
2019-09-20,203.9199981689453
2019-11-01,204.35000610351562
2020-04-07,207.7100067138672
2020-06-25,208.11000061035156
2020-06-16,210.6199951171875
2019-11-04,209.11000061035156
2020-01-22,209.3000030517578
2019-11-07,208.61000061035156
2020-04-13,207.10000610351562
2019-07-01,208.8699951171875
2019-05-30,206.2100067138672
2018-08-15,207.07000732421875
2018-10-18,208.02000427246094
2019-03-27,208.58999633789062
2019-01-22,210.00999450683594
2018-12-21,211.4600067138672
2019-09-03,210.22000122070312
2018-11-19,212.2100067138672
2019-08-02,215.44000244140625
2020-01-28,216.35000610351562
2020-04-16,217.60000610351562
2019-11-13,218.05999755859375
2020-01-31,214.7100067138672
2018-12-04,216.61000061035156
2018-11-02,217.17999267578125
2019-07-16,220.07000732421875
2018-08-30,223.7100067138672
2018-10-01,223.08999633789062
2019-06-14,225.92999267578125
2019-05-13,226.8300018310547
2019-04-11,225.2100067138672
2019-02-06,225.2100067138672
2019-09-18,219.05999755859375
2020-02-03,220.47000122070312
2020-04-22,219.75999450683594
2019-11-19,217.69000244140625
2020-02-06,219.0
2019-11-22,221.05999755859375
2019-03-25,222.49000549316406
2019-02-21,223.5
2018-12-19,226.6199951171875
2018-07-12,224.57000732421875
2018-09-14,228.52999877929688
2018-08-13,223.39999389648438
2018-10-16,220.33999633789062
2019-07-31,213.97999572753906
2019-05-28,217.33999633789062
2019-04-26,204.2100067138672
2020-04-28,199.0
2019-11-25,205.5800018310547
2020-02-12,207.57000732421875
2020-05-01,209.69000244140625
2020-05-04,213.25
2019-06-12,212.39999389648438
2019-04-09,210.13999938964844
2019-03-08,209.1699981689453
2019-02-04,204.32000732421875
2018-07-27,201.27000427246094
2018-08-28,202.7899932861328
2019-01-03,199.5500030517578
2019-08-15,196.39999389648438
2018-10-31,199.4600067138672
2019-09-16,205.08999633789062
2020-02-18,207.80999755859375
2020-05-07,211.67999267578125
2018-08-17,211.32000732421875
2019-12-04,211.3699951171875
2020-02-21,215.02000427246094
2018-12-17,220.07000732421875
2019-08-30,219.0500030517578
2018-11-15,212.6199951171875
2019-07-29,212.0500030517578
2019-06-27,208.1699981689453
2019-04-24,207.6699981689453
2018-07-10,210.42999267578125
2018-09-12,196.27000427246094
2019-02-19,190.7100067138672
2019-01-18,194.3300018310547
2020-02-24,195.0
2020-05-13,199.61000061035156
2019-12-10,195.52999877929688
2020-02-27,199.32000732421875
2019-12-13,205.13999938964844
2020-05-19,209.00999450683594
2019-03-06,211.50999450683594
2018-11-30,205.39999389648438
2019-08-13,199.39999389648438
2019-07-12,202.1999969482422
2019-06-10,201.27999877929688
2019-05-09,204.05999755859375
2018-07-25,208.6699981689453
2018-09-27,204.7100067138672
2018-10-29,200.35000610351562
2019-10-16,195.7899932861328
2019-12-16,196.0
2020-03-04,193.32000732421875
2020-05-22,188.07000732421875
2019-10-01,184.99000549316406
2019-12-19,182.61000061035156
2018-09-10,183.07000732421875
2019-05-24,187.83999633789062
2018-08-09,194.4499969482422
2019-04-22,195.42999267578125
2019-03-21,191.11000061035156
2019-01-16,188.2100067138672
2019-08-28,189.75999450683594
2018-11-13,195.3300018310547
2018-10-12,198.0800018310547
2019-06-25,200.33999633789062
2020-03-10,201.11000061035156
2020-05-28,204.05999755859375
2019-10-07,202.91000366210938
2020-03-13,205.3800048828125
2019-10-10,209.25
2020-03-16,208.50999450683594
2020-06-03,210.88999938964844
2018-11-28,210.8699951171875
2018-09-25,209.89999389648438
2018-07-23,210.27000427246094
2018-08-24,212.75999450683594
2019-07-10,209.75
2019-05-07,207.69000244140625
2019-04-05,209.60000610351562
2019-03-04,213.3000030517578
2019-01-31,212.6699981689453
2019-09-12,215.55999755859375
2019-12-31,221.19000244140625
2020-03-19,221.0800018310547
2020-01-03,220.5
2020-06-09,218.8300018310547
2019-02-15,224.66000366210938
2019-01-14,225.80999755859375
2018-07-06,228.13999938964844
2018-08-07,226.50999450683594
2018-10-10,231.30999755859375
2018-12-13,232.61000061035156
2019-08-26,233.72000122070312
2019-07-25,232.97000122070312
2019-05-22,236.72000122070312
2019-03-19,245.1199951171875
2020-01-06,245.41000366210938
2020-03-25,246.47999572753906
2020-06-12,246.8800048828125
2019-10-22,248.6300048828125
2020-01-09,245.02999877929688
2020-06-15,245.88999938964844
2019-10-25,244.72000122070312
2020-03-31,244.25999450683594
2020-06-18,240.00999450683594
2019-04-03,246.52999877929688
2018-08-22,248.39999389648438
2018-10-25,251.08999633789062
2019-01-29,252.88999938964844
2018-12-28,256.260009765625
2018-11-26,256.4200134277344
2019-08-09,254.5800018310547
2019-07-08,253.92999267578125
2019-06-06,254.6300048828125
2019-09-10,252.47000122070312
2020-01-15,250.72000122070312
2020-04-03,254.27999877929688
2019-10-31,253.1300048828125
2020-04-06,255.17999267578125
2020-06-24,258.9800109863281
2018-11-09,261.32000732421875
2019-07-23,264.82000732421875
2019-06-21,268.4200134277344
2019-05-20,258.6099853515625
2019-04-18,260.989990234375
2018-09-06,257.6199951171875
2018-10-08,258.4200134277344
2019-02-13,257.7300109863281
2018-12-11,258.7099914550781
2019-09-25,258.2900085449219
2020-01-21,259.69000244140625
2020-04-09,256.1400146484375
2019-11-06,255.14999389648438
2020-01-24,254.60000610351562
2020-01-27,255.8300018310547
2020-04-15,262.0199890136719
2018-12-26,263.8599853515625
2019-08-07,260.44000244140625
2019-06-04,238.3000030517578
2018-09-21,246.08999633789062
2018-07-19,247.67999267578125
2018-08-20,243.57000732421875
2018-10-23,243.11000061035156
2019-05-03,246.0399932861328
2019-04-01,243.52999877929688
2019-02-28,241.61000061035156
2019-11-12,241.9199981689453
2020-01-30,237.72000122070312
2019-11-15,237.66000366210938
2020-04-21,236.02999877929688
