Dates,COST
2018-06-20,207.75999450683594
2018-06-21,208.1699981689453
2018-06-25,210.3699951171875
2018-06-22,210.00999450683594
2018-06-26,212.3800048828125
2018-06-27,210.5
2018-06-28,210.0
2018-06-29,209.66000366210938
2018-07-02,208.4199981689453
2018-07-03,208.52999877929688
2018-07-05,208.1999969482422
2018-07-16,207.13999938964844
2018-09-18,210.52000427246094
2019-01-24,210.99000549316406
2019-09-05,211.2100067138672
2018-11-21,212.5399932861328
2020-01-13,214.0
2020-04-01,216.63999938964844
2020-06-19,214.05999755859375
2019-10-29,215.33999633789062
2020-01-16,214.4600067138672
2020-06-22,216.97999572753906
2018-10-03,219.8800048828125
2018-07-31,219.41000366210938
2019-03-12,217.61000061035156
2019-02-08,222.0
2019-01-07,222.30999755859375
2018-12-06,219.0399932861328
2019-08-19,219.69000244140625
2019-07-18,218.64999389648438
2019-05-15,215.00999450683594
2019-09-20,221.0
2019-11-01,221.42999267578125
2020-04-07,223.24000549316406
2020-06-25,222.86000061035156
2020-06-16,221.6199951171875
2019-11-04,218.13999938964844
2020-01-22,221.02999877929688
2019-11-07,220.00999450683594
2020-04-13,220.72000122070312
2019-07-01,223.4499969482422
2019-05-30,222.3300018310547
2018-08-15,226.0
2018-10-18,229.49000549316406
2019-03-27,228.47999572753906
2019-01-22,229.0
2018-12-21,230.0
2019-09-03,232.74000549316406
2018-11-19,230.94000244140625
2019-08-02,231.7899932861328
2020-01-28,229.6199951171875
2020-04-16,230.2100067138672
2019-11-13,233.13999938964844
2020-01-31,234.57000732421875
2018-12-04,235.47000122070312
2018-11-02,237.30999755859375
2019-07-16,243.0
2018-08-30,243.92999267578125
2018-10-01,245.0
2019-06-14,242.5
2019-05-13,239.0
2019-04-11,234.05999755859375
2019-02-06,231.97999572753906
2019-09-18,234.6199951171875
2020-02-03,234.60000610351562
2020-04-22,234.3699951171875
2019-11-19,234.19000244140625
2020-02-06,234.02999877929688
2019-11-22,233.57000732421875
2019-03-25,233.6999969482422
2019-02-21,233.86000061035156
2018-12-19,235.80999755859375
2018-07-12,234.10000610351562
2018-09-14,236.6199951171875
2018-08-13,233.25999450683594
2018-10-16,225.0
2019-07-31,219.33999633789062
2019-05-28,224.14999389648438
2019-04-26,224.10000610351562
2020-04-28,222.91000366210938
2019-11-25,225.1999969482422
2020-02-12,226.25
2020-05-01,224.8699951171875
2020-05-04,228.4499969482422
2019-06-12,228.5399932861328
2019-04-09,228.89999389648438
2019-03-08,229.8800048828125
2019-02-04,227.07000732421875
2018-07-27,225.92999267578125
2018-08-28,224.05999755859375
2019-01-03,222.30999755859375
2019-08-15,219.75
2018-10-31,223.10000610351562
2019-09-16,228.64999389648438
2020-02-18,228.17999267578125
2020-05-07,229.80999755859375
2018-08-17,230.7100067138672
2019-12-04,235.0
2020-02-21,238.75
2018-12-17,238.50999450683594
2019-08-30,237.97000122070312
2018-11-15,237.63999938964844
2019-07-29,234.75
2019-06-27,237.1199951171875
2019-04-24,232.32000732421875
2018-07-10,229.3000030517578
2018-09-12,231.61000061035156
2019-02-19,224.9199981689453
2019-01-18,220.55999755859375
2020-02-24,218.10000610351562
2020-05-13,222.85000610351562
2019-12-10,219.3699951171875
2020-02-27,222.77999877929688
2019-12-13,229.0
2020-05-19,231.69000244140625
2019-03-06,230.72000122070312
2018-11-30,232.11000061035156
2019-08-13,227.94000244140625
2019-07-12,233.14999389648438
2019-06-10,224.5399932861328
2019-05-09,225.1199951171875
2018-07-25,228.35000610351562
2018-09-27,228.83999633789062
2018-10-29,218.0
2019-10-16,206.67999267578125
2019-12-16,203.08999633789062
2020-03-04,203.5
2020-05-22,200.3300018310547
2019-10-01,197.16000366210938
2019-12-19,193.89999389648438
2018-09-10,190.82000732421875
2019-05-24,196.9600067138672
2018-08-09,201.82000732421875
2019-04-22,203.3800048828125
2019-03-21,200.5
2019-01-16,203.6999969482422
2019-08-28,203.0800018310547
2018-11-13,205.52000427246094
2018-10-12,208.64999389648438
2019-06-25,209.14999389648438
2020-03-10,208.14999389648438
2020-05-28,210.0399932861328
2019-10-07,209.47000122070312
2020-03-13,210.0399932861328
2019-10-10,211.4600067138672
2020-03-16,209.8699951171875
2020-06-03,212.55999755859375
2018-11-28,213.0
2018-09-25,213.0
2018-07-23,212.38999938964844
2018-08-24,212.02999877929688
2019-07-10,208.67999267578125
2019-05-07,210.32000732421875
2019-04-05,210.47999572753906
2019-03-04,211.13999938964844
2019-01-31,214.0
2019-09-12,210.6999969482422
2019-12-31,211.49000549316406
2020-03-19,212.25999450683594
2020-01-03,210.07000732421875
2020-06-09,207.8300018310547
2019-02-15,208.64999389648438
2019-01-14,210.05999755859375
2018-07-06,212.22999572753906
2018-08-07,212.0
2018-10-10,215.14999389648438
2018-12-13,216.6699981689453
2019-08-26,218.22999572753906
2019-07-25,216.60000610351562
2019-05-22,215.1699981689453
2019-03-19,217.3699951171875
2020-01-06,216.88999938964844
2020-03-25,216.50999450683594
2020-06-12,218.49000549316406
2019-10-22,219.75999450683594
2020-01-09,220.42999267578125
2020-06-15,218.91000366210938
2019-10-25,220.5
2020-03-31,218.1300048828125
2020-06-18,225.47999572753906
2019-04-03,227.52999877929688
2018-08-22,230.32000732421875
2018-10-25,234.25
2019-01-29,236.1300048828125
2018-12-28,234.1699981689453
2018-11-26,233.5800018310547
2019-08-09,237.52000427246094
2019-07-08,237.02999877929688
2019-06-06,236.67999267578125
2019-09-10,239.75
2020-01-15,236.92999267578125
2020-04-03,238.0
2019-10-31,238.7100067138672
2020-04-06,239.97999572753906
2020-06-24,241.66000366210938
2018-11-09,243.07000732421875
2019-07-23,244.0
2019-06-21,241.69000244140625
2019-05-20,242.1699981689453
2019-04-18,244.9600067138672
2018-09-06,245.99000549316406
2018-10-08,245.11000061035156
2019-02-13,245.27999877929688
2018-12-11,243.6199951171875
2019-09-25,241.50999450683594
2020-01-21,242.3699951171875
2020-04-09,246.64999389648438
2019-11-06,246.3000030517578
2020-01-24,246.7899932861328
2020-01-27,245.19000244140625
2020-04-15,244.64999389648438
2018-12-26,245.67999267578125
2019-08-07,246.2100067138672
2019-06-04,245.6199951171875
2018-09-21,245.0
2018-07-19,244.77000427246094
2018-08-20,245.33999633789062
2018-10-23,241.75999450683594
2019-05-03,243.27000427246094
2019-04-01,242.85000610351562
2019-02-28,241.72000122070312
2019-11-12,239.55999755859375
2020-01-30,240.66000366210938
2019-11-15,242.94000244140625
2020-04-21,244.1199951171875
2019-04-16,242.2899932861328
2019-03-15,242.11000061035156
2019-02-11,245.6300048828125
2019-01-10,245.8800048828125
2019-08-22,247.14999389648438
2018-11-07,249.11000061035156
2018-08-03,251.00999450683594
2018-09-04,248.6300048828125
2019-06-19,249.11000061035156
2019-09-23,248.5800018310547
2019-11-18,244.1300048828125
2020-02-05,242.14999389648438
2020-04-24,238.97999572753906
2019-03-29,239.77999877929688
2019-11-21,243.0
2020-04-27,246.10000610351562
2020-02-11,248.0
2020-04-30,251.16000366210938
2019-05-01,256.3999938964844
2019-02-26,258.9100036621094
2019-01-25,257.5799865722656
2018-12-24,257.7099914550781
2019-09-06,260.0
2018-07-17,261.1300048828125
2018-09-19,263.6099853515625
2019-08-05,262.30999755859375
2019-10-08,265.0
2019-12-11,266.7699890136719
2019-11-27,267.30999755859375
2020-02-14,266.7099914550781
2020-05-06,266.45001220703125
2019-01-08,264.8999938964844
2018-12-07,265.5
2019-08-20,266.42999267578125
2018-11-05,263.9200134277344
2019-07-19,265.1400146484375
2018-10-04,268.20001220703125
2019-06-17,268.3299865722656
2019-05-16,269.3599853515625
2018-08-01,270.04998779296875
2019-03-13,272.3299865722656
2019-12-03,276.5
2020-02-20,279.94000244140625
2019-12-06,281.0
2020-05-12,281.04998779296875
2019-12-09,282.20001220703125
2020-02-26,283.07000732421875
2020-05-15,281.2200012207031
