Dates,COST
2018-06-20,207.97999572753906
2018-06-21,209.9600067138672
2018-06-25,211.10000610351562
2018-06-22,211.75
2018-06-26,210.08999633789062
2018-06-27,210.02999877929688
2018-06-28,208.7100067138672
2018-06-29,208.97999572753906
2018-07-02,207.99000549316406
2018-07-03,207.1199951171875
2018-07-05,209.13999938964844
2018-07-16,209.6199951171875
2018-09-18,210.94000244140625
2019-01-24,211.6999969482422
2019-09-05,210.9499969482422
2018-11-21,214.02000427246094
2020-01-13,216.5399932861328
2020-04-01,214.85000610351562
2020-06-19,215.0
2019-10-29,214.97000122070312
2020-01-16,217.5399932861328
2020-06-22,218.69000244140625
2018-10-03,218.83999633789062
2018-07-31,218.5800018310547
2019-03-12,220.6999969482422
2019-02-08,221.72000122070312
2019-01-07,219.64999389648438
2018-12-06,219.11000061035156
2019-08-19,218.7100067138672
2019-07-18,217.1300048828125
2019-05-15,221.1199951171875
2019-09-20,222.02999877929688
2019-11-01,222.72000122070312
2020-04-07,223.86000061035156
2020-06-25,224.5800018310547
2020-06-16,218.24000549316406
2019-11-04,220.30999755859375
2020-01-22,219.55999755859375
2019-11-07,222.0
2020-04-13,221.6699981689453
2019-07-01,223.19000244140625
2019-05-30,225.67999267578125
2018-08-15,227.35000610351562
2018-10-18,228.5399932861328
2019-03-27,229.2100067138672
2019-01-22,229.50999450683594
2018-12-21,231.27999877929688
2019-09-03,230.02999877929688
2018-11-19,230.25999450683594
2019-08-02,230.19000244140625
2020-01-28,230.8300018310547
2020-04-16,233.1300048828125
2019-11-13,234.67999267578125
2020-01-31,235.61000061035156
2018-12-04,236.67999267578125
2018-11-02,241.4600067138672
2019-07-16,243.17999267578125
2018-08-30,244.2100067138672
2018-10-01,242.44000244140625
2019-06-14,241.27000427246094
2019-05-13,235.3800048828125
2019-04-11,232.0
2019-02-06,234.35000610351562
2019-09-18,233.85000610351562
2020-02-03,233.9199981689453
2020-04-22,234.75999450683594
2019-11-19,233.33999633789062
2020-02-06,232.92999267578125
2019-11-22,233.80999755859375
2019-03-25,234.0
2019-02-21,234.8800048828125
2018-12-19,234.64999389648438
2018-07-12,236.35000610351562
2018-09-14,233.1999969482422
2018-08-13,231.67999267578125
2018-10-16,218.82000732421875
2019-07-31,223.92999267578125
2019-05-28,224.1699981689453
2019-04-26,221.0500030517578
2020-04-28,221.82000732421875
2019-11-25,226.9499969482422
2020-02-12,224.50999450683594
2020-05-01,227.67999267578125
2020-05-04,228.49000549316406
2019-06-12,228.5800018310547
2019-04-09,229.6699981689453
2019-03-08,229.05999755859375
2019-02-04,228.75
2018-07-27,223.75999450683594
2018-08-28,226.39999389648438
2019-01-03,218.19000244140625
2019-08-15,222.4199981689453
2018-10-31,227.9199981689453
2019-09-16,228.6300048828125
2020-02-18,229.60000610351562
2020-05-07,230.16000366210938
2018-08-17,234.4499969482422
2019-12-04,236.7100067138672
2020-02-21,240.3699951171875
2018-12-17,238.6999969482422
2019-08-30,237.74000549316406
2018-11-15,234.47999572753906
2019-07-29,234.13999938964844
2019-06-27,233.30999755859375
2019-04-24,229.94000244140625
2018-07-10,231.02000427246094
2018-09-12,228.74000549316406
2019-02-19,219.30999755859375
2019-01-18,218.57000732421875
2020-02-24,220.05999755859375
2020-05-13,219.4499969482422
2019-12-10,223.00999450683594
2020-02-27,230.33999633789062
2019-12-13,231.0
2020-05-19,231.27999877929688
2019-03-06,232.0800018310547
2018-11-30,226.35000610351562
2019-08-13,233.1999969482422
2019-07-12,224.86000061035156
2019-06-10,222.66000366210938
2019-05-09,226.5
2018-07-25,227.8000030517578
2018-09-27,226.50999450683594
2018-10-29,207.05999755859375
2019-10-16,202.22999572753906
2019-12-16,202.99000549316406
2020-03-04,201.41000366210938
2020-05-22,197.1300048828125
2019-10-01,194.52000427246094
2019-12-19,189.99000549316406
2018-09-10,198.6300048828125
2019-05-24,201.0800018310547
2018-08-09,202.0399932861328
2019-04-22,203.7100067138672
2019-03-21,204.75999450683594
2019-01-16,200.4199981689453
2019-08-28,206.24000549316406
2018-11-13,207.0
2018-10-12,208.5500030517578
2019-06-25,209.89999389648438
2020-03-10,210.63999938964844
2020-05-28,210.50999450683594
2019-10-07,209.0
2020-03-13,211.02999877929688
2019-10-10,210.17999267578125
2020-03-16,211.4600067138672
2020-06-03,213.58999633789062
2018-11-28,212.39999389648438
2018-09-25,212.08999633789062
2018-07-23,210.30999755859375
2018-08-24,209.07000732421875
2019-07-10,210.77000427246094
2019-05-07,210.30999755859375
2019-04-05,211.35000610351562
2019-03-04,214.6300048828125
2019-01-31,210.27000427246094
2019-09-12,211.17999267578125
2019-12-31,211.61000061035156
2020-03-19,211.60000610351562
2020-01-03,209.0500030517578
2020-06-09,207.75
2019-02-15,208.72000122070312
2019-01-14,211.89999389648438
2018-07-06,212.8000030517578
2018-08-07,213.83999633789062
2018-10-10,216.47000122070312
2018-12-13,218.1199951171875
2019-08-26,217.11000061035156
2019-07-25,215.22999572753906
2019-05-22,216.2899932861328
2019-03-19,217.0500030517578
2020-01-06,217.61000061035156
2020-03-25,218.0500030517578
2020-06-12,218.74000549316406
2019-10-22,219.44000244140625
2020-01-09,218.41000366210938
2020-06-15,219.82000732421875
2019-10-25,219.22999572753906
2020-03-31,216.7899932861328
2020-06-18,227.82000732421875
2019-04-03,229.69000244140625
2018-08-22,232.9600067138672
2018-10-25,236.3800048828125
2019-01-29,233.83999633789062
2018-12-28,233.60000610351562
2018-11-26,236.58999633789062
2019-08-09,237.0500030517578
2019-07-08,236.97999572753906
2019-06-06,239.5399932861328
2019-09-10,237.55999755859375
2020-01-15,236.97000122070312
2020-04-03,239.07000732421875
2019-10-31,239.41000366210938
2020-04-06,241.22000122070312
2020-06-24,242.13999938964844
2018-11-09,244.19000244140625
2019-07-23,240.5
2019-06-21,242.47999572753906
2019-05-20,244.39999389648438
2019-04-18,245.8699951171875
2018-09-06,246.52000427246094
2018-10-08,244.91000366210938
2019-02-13,245.61000061035156
2018-12-11,241.24000549316406
2019-09-25,241.9499969482422
2020-01-21,246.3300018310547
2020-04-09,245.33999633789062
2019-11-06,245.55999755859375
2020-01-24,245.80999755859375
2020-01-27,243.4199981689453
2020-04-15,245.5800018310547
2018-12-26,247.9600067138672
2019-08-07,245.60000610351562
2019-06-04,243.82000732421875
2018-09-21,244.27999877929688
2018-07-19,245.52999877929688
2018-08-20,241.58999633789062
2018-10-23,242.69000244140625
2019-05-03,244.6199951171875
2019-04-01,244.22999572753906
2019-02-28,240.17999267578125
2019-11-12,241.33999633789062
2020-01-30,243.47000122070312
2019-11-15,247.02000427246094
2020-04-21,241.9199981689453
2019-04-16,242.72999572753906
2019-03-15,244.6699981689453
2019-02-11,247.44000244140625
2019-01-10,248.35000610351562
2019-08-22,248.89999389648438
2018-11-07,249.92999267578125
2018-08-03,249.50999450683594
2018-09-04,248.52999877929688
2019-06-19,247.3000030517578
2019-09-23,246.30999755859375
2019-11-18,240.69000244140625
2020-02-05,241.5399932861328
2020-04-24,239.5800018310547
2019-03-29,241.07000732421875
2019-11-21,245.61000061035156
2020-04-27,247.9600067138672
2020-02-11,251.2100067138672
2020-04-30,256.010009765625
