Dates,COST
2018-06-20,206.9600067138672
2018-06-21,208.0
2018-06-25,210.02000427246094
2018-06-22,209.97000122070312
2018-06-26,209.97000122070312
2018-06-27,209.61000061035156
2018-06-28,208.0500030517578
2018-06-29,208.32000732421875
2018-07-02,206.0500030517578
2018-07-03,206.89999389648438
2018-07-05,207.5500030517578
2018-07-16,206.66000366210938
2018-09-18,210.0
2019-01-24,210.8300018310547
2019-09-05,209.97000122070312
2018-11-21,212.22000122070312
2020-01-13,213.7100067138672
2020-04-01,213.89999389648438
2020-06-19,214.0
2019-10-29,213.60000610351562
2020-01-16,214.02999877929688
2020-06-22,216.24000549316406
2018-10-03,218.1999969482422
2018-07-31,217.58999633789062
2019-03-12,217.3699951171875
2019-02-08,220.82000732421875
2019-01-07,218.75999450683594
2018-12-06,218.61000061035156
2019-08-19,218.3300018310547
2019-07-18,216.25
2019-05-15,215.00999450683594
2019-09-20,221.0
2019-11-01,221.00999450683594
2020-04-07,222.97999572753906
2020-06-25,222.24000549316406
2020-06-16,216.91000366210938
2019-11-04,217.75
2020-01-22,219.05999755859375
2019-11-07,219.86000061035156
2020-04-13,218.77000427246094
2019-07-01,222.13999938964844
2019-05-30,222.14999389648438
2018-08-15,225.97000122070312
2018-10-18,227.6999969482422
2019-03-27,228.3800048828125
2019-01-22,228.57000732421875
2018-12-21,229.60000610351562
2019-09-03,228.10000610351562
2018-11-19,229.83999633789062
2019-08-02,228.72999572753906
2020-01-28,229.44000244140625
2020-04-16,230.2100067138672
2019-11-13,233.13999938964844
2020-01-31,233.1999969482422
2018-12-04,235.05999755859375
2018-11-02,237.1999969482422
2019-07-16,242.1199951171875
2018-08-30,243.1699981689453
2018-10-01,242.22999572753906
2019-06-14,241.0500030517578
2019-05-13,234.47000122070312
2019-04-11,231.50999450683594
2019-02-06,231.6999969482422
2019-09-18,232.4199981689453
2020-02-03,232.32000732421875
2020-04-22,234.00999450683594
2019-11-19,232.89999389648438
2020-02-06,232.72999572753906
2019-11-22,233.4499969482422
2019-03-25,232.33999633789062
2019-02-21,233.7899932861328
2018-12-19,234.42999267578125
2018-07-12,233.8699951171875
2018-09-14,232.72999572753906
2018-08-13,230.66000366210938
2018-10-16,217.7899932861328
2019-07-31,219.25999450683594
2019-05-28,222.55999755859375
2019-04-26,221.0399932861328
2020-04-28,220.92999267578125
2019-11-25,223.38999938964844
2020-02-12,224.25
2020-05-01,224.32000732421875
2020-05-04,225.50999450683594
2019-06-12,226.25
2019-04-09,228.72000122070312
2019-03-08,227.27000427246094
2019-02-04,223.82000732421875
2018-07-27,223.08999633789062
2018-08-28,222.83999633789062
2019-01-03,217.0
2019-08-15,218.75
2018-10-31,223.00999450683594
2019-09-16,225.55999755859375
2020-02-18,227.5399932861328
2020-05-07,227.17999267578125
2018-08-17,229.8000030517578
2019-12-04,234.17999267578125
2020-02-21,236.94000244140625
2018-12-17,237.02999877929688
2019-08-30,237.07000732421875
2018-11-15,234.1300048828125
2019-07-29,232.77000427246094
2019-06-27,231.7100067138672
2019-04-24,227.0
2018-07-10,226.52000427246094
2018-09-12,227.80999755859375
2019-02-19,218.0500030517578
2019-01-18,217.4499969482422
2020-02-24,217.66000366210938
2020-05-13,218.89999389648438
2019-12-10,218.3800048828125
2020-02-27,222.19000244140625
2019-12-13,228.36000061035156
2020-05-19,229.6999969482422
2019-03-06,228.2100067138672
2018-11-30,225.55999755859375
2019-08-13,226.60000610351562
2019-07-12,223.02999877929688
2019-06-10,219.11000061035156
2019-05-09,224.0
2018-07-25,227.07000732421875
2018-09-27,225.47999572753906
2018-10-29,205.50999450683594
2019-10-16,200.66000366210938
2019-12-16,201.57000732421875
2020-03-04,199.86000061035156
2020-05-22,193.67999267578125
2019-10-01,194.32000732421875
2019-12-19,189.8000030517578
2018-09-10,189.50999450683594
2019-05-24,193.9600067138672
2018-08-09,199.58999633789062
2019-04-22,201.3800048828125
2019-03-21,199.85000610351562
2019-01-16,200.0399932861328
2019-08-28,201.4499969482422
2018-11-13,203.5399932861328
2018-10-12,204.17999267578125
2019-06-25,207.9199981689453
2020-03-10,206.0
2020-05-28,209.30999755859375
2019-10-07,208.16000366210938
2020-03-13,209.0800018310547
2019-10-10,209.5
2020-03-16,209.64999389648438
2020-06-03,211.77000427246094
2018-11-28,210.8000030517578
2018-09-25,210.0
2018-07-23,208.89999389648438
2018-08-24,208.74000549316406
2019-07-10,207.30999755859375
2019-05-07,208.57000732421875
2019-04-05,209.32000732421875
2019-03-04,209.72000122070312
2019-01-31,209.3699951171875
2019-09-12,207.89999389648438
2019-12-31,209.63999938964844
2020-03-19,210.47999572753906
2020-01-03,206.27000427246094
2020-06-09,205.75
2019-02-15,206.75999450683594
2019-01-14,209.25999450683594
2018-07-06,211.3000030517578
2018-08-07,211.13999938964844
2018-10-10,214.0399932861328
2018-12-13,216.50999450683594
2019-08-26,215.05999755859375
2019-07-25,214.3300018310547
2019-05-22,214.25
2019-03-19,216.5500030517578
2020-01-06,216.1300048828125
2020-03-25,216.4499969482422
2020-06-12,217.52000427246094
2019-10-22,215.77000427246094
2020-01-09,215.8699951171875
2020-06-15,218.89999389648438
2019-10-25,218.22999572753906
2020-03-31,216.22000122070312
2020-06-18,223.77000427246094
2019-04-03,227.05999755859375
2018-08-22,229.89999389648438
2018-10-25,232.9499969482422
2019-01-29,233.27999877929688
2018-12-28,233.17999267578125
2018-11-26,233.49000549316406
2019-08-09,236.2899932861328
2019-07-08,235.77999877929688
2019-06-06,236.5500030517578
2019-09-10,236.89999389648438
2020-01-15,235.7899932861328
2020-04-03,237.36000061035156
2019-10-31,238.16000366210938
2020-04-06,239.5800018310547
2020-06-24,240.77000427246094
2018-11-09,242.5800018310547
2019-07-23,240.30999755859375
2019-06-21,241.02000427246094
2019-05-20,241.25
2019-04-18,244.00999450683594
2018-09-06,245.1999969482422
2018-10-08,244.00999450683594
2019-02-13,244.7100067138672
2018-12-11,240.9199981689453
2019-09-25,240.89999389648438
2020-01-21,241.9600067138672
2020-04-09,244.25
2019-11-06,244.32000732421875
2020-01-24,244.6999969482422
2020-01-27,242.55999755859375
2020-04-15,242.2100067138672
2018-12-26,245.60000610351562
2019-08-07,243.94000244140625
2019-06-04,242.05999755859375
2018-09-21,243.49000549316406
2018-07-19,243.02000427246094
2018-08-20,241.5500030517578
2018-10-23,240.4199981689453
2019-05-03,242.72000122070312
2019-04-01,242.05999755859375
2019-02-28,238.22000122070312
2019-11-12,238.19000244140625
2020-01-30,240.16000366210938
2019-11-15,240.02999877929688
2020-04-21,240.6699981689453
2019-04-16,241.80999755859375
2019-03-15,241.22999572753906
2019-02-11,245.2100067138672
2019-01-10,245.58999633789062
2019-08-22,247.14999389648438
2018-11-07,248.10000610351562
2018-08-03,249.13999938964844
2018-09-04,247.17999267578125
2019-06-19,246.77000427246094
2019-09-23,246.13999938964844
2019-11-18,238.91000366210938
2020-02-05,240.75
2020-04-24,233.0500030517578
2019-03-29,238.0800018310547
2019-11-21,242.5
2020-04-27,245.02000427246094
2020-02-11,247.74000549316406
2020-04-30,251.02000427246094
2019-05-01,256.1099853515625
2019-02-26,256.2099914550781
2019-01-25,255.77000427246094
2018-12-24,257.54998779296875
2019-09-06,258.9100036621094
2018-07-17,260.42999267578125
2018-09-19,262.04998779296875
2019-08-05,260.94000244140625
2019-10-08,264.54998779296875
2019-12-11,265.989990234375
2019-11-27,266.5199890136719
2020-02-14,265.3599853515625
2020-05-06,264.3399963378906
2019-01-08,262.989990234375
2018-12-07,263.3599853515625
2019-08-20,261.8399963378906
2018-11-05,261.6700134277344
2019-07-19,265.1400146484375
2018-10-04,266.2699890136719
2019-06-17,267.3500061035156
2019-05-16,268.489990234375
2018-08-01,269.3399963378906
2019-03-13,271.80999755859375
2019-12-03,276.010009765625
2020-02-20,278.8999938964844
2019-12-06,279.7799987792969
2020-05-12,280.2200012207031
2019-12-09,279.19000244140625
2020-02-26,281.3500061035156
2020-05-15,279.32000732421875
2019-03-28,279.0199890136719
2018-09-17,279.010009765625
2018-08-16,279.3399963378906
2018-10-19,279.1199951171875
2019-04-29,279.5400085449219
2019-01-23,279.1000061035156
2019-09-04,272.6300048828125
2018-11-20,274.30999755859375
2019-07-02,270.5
2019-05-31,262.7099914550781
2019-12-12,264.04998779296875
2020-05-18,263.5899963378906
2019-09-27,271.0
2020-03-03,271.9100036621094
2020-05-21,269.29998779296875
2019-05-14,270.010009765625
2018-08-31,268.0
2018-07-30,268.7699890136719
2018-10-02,273.44000244140625
2019-04-12,274.54998779296875
2019-03-11,272.8500061035156
2019-02-07,274.70001220703125
2019-07-17,276.8699951171875
2019-09-19,272.70001220703125
2019-10-21,275.69000244140625
2019-12-18,280.3399963378906
2020-03-06,292.4200134277344
2019-10-03,292.760009765625
2020-03-09,292.8299865722656
2020-05-27,290.4599914550781
2019-12-24,293.7699890136719
2020-03-12,296.67999267578125
2018-12-20,298.2900085449219
2019-08-01,298.2099914550781
2018-08-14,294.5799865722656
2018-07-13,287.80999755859375
2018-10-17,288.67999267578125
2019-05-29,289.8500061035156
2019-03-26,288.3399963378906
2019-02-22,288.69000244140625
2019-10-04,288.79998779296875
2019-11-05,284.7099914550781
2019-12-27,286.1400146484375
2020-06-02,285.75
2019-12-30,286.3999938964844
2020-03-18,286.8699951171875
2020-06-05,286.6000061035156
2019-07-15,284.3999938964844
2018-12-03,286.57000732421875
2019-06-13,283.17999267578125
2019-01-04,282.2200012207031
2018-08-29,281.6000061035156
2019-02-05,283.32000732421875
2018-11-01,290.5
2019-08-16,290.45001220703125
2019-04-10,293.1099853515625
2019-09-17,296.260009765625
2019-10-15,297.3599853515625
2020-01-02,297.5
2020-06-08,297.2300109863281
2019-10-18,295.0799865722656
2020-03-24,298.8500061035156
2020-06-11,300.9800109863281
2020-01-08,300.1700134277344
2019-04-25,299.95001220703125
2019-07-30,297.17999267578125
2019-02-20,294.55999755859375
2018-07-11,295.1099853515625
2018-09-13,295.2099914550781
2018-10-15,295.80999755859375
2019-06-28,295.9700012207031
2018-12-18,294.54998779296875
2018-11-16,295.5
2019-10-02,295.1700134277344
2020-03-27,295.80999755859375
2020-01-10,297.92999267578125
2019-10-24,302.4800109863281
2020-03-30,301.2799987792969
2020-06-17,299.70001220703125
2020-01-14,298.6600036621094
2020-04-02,299.5199890136719
2019-01-02,302.2699890136719
2019-08-14,301.6000061035156
2018-10-30,302.75
2019-06-11,301.45001220703125
2019-05-10,298.010009765625
2019-04-08,299.5199890136719
2018-08-27,297.2300109863281
2018-07-26,297.54998779296875
2018-09-28,298.82000732421875
2019-03-07,300.57000732421875
2019-10-30,299.6600036621094
2020-01-17,294.2699890136719
2020-06-23,292.70001220703125
2020-04-08,295.1499938964844
2020-06-26,292.5
2019-03-22,294.260009765625
2019-01-17,294.54998779296875
2019-08-29,294.54998779296875
2018-11-14,293.04998779296875
2019-06-26,294.1199951171875
2018-09-11,289.1000061035156
2018-07-09,292.8500061035156
2018-08-10,292.75
2019-04-23,291.82000732421875
2019-09-30,291.5
2020-01-23,292.7799987792969
2019-11-08,293.0299987792969
2020-04-14,293.3599853515625
2019-11-11,293.8999938964844
2020-01-29,293.17999267578125
2020-04-17,293.6600036621094
2018-07-24,292.17999267578125
2018-09-26,291.0
2019-05-08,289.3299865722656
2019-03-05,288.6199951171875
2019-02-01,289.2799987792969
2018-12-31,290.5
2018-11-29,297.7099914550781
2019-08-12,296.6600036621094
2019-07-11,296.79998779296875
2019-09-13,298.5799865722656
2019-11-14,298.0400085449219
2020-04-20,300.9800109863281
2020-02-04,303.0299987792969
2020-04-23,305.760009765625
2018-12-14,310.2099914550781
2019-08-27,310.7300109863281
2018-08-08,309.1000061035156
2018-10-11,305.6499938964844
2018-11-12,309.1000061035156
2019-07-26,309.3900146484375
2019-06-24,306.6700134277344
2019-05-23,304.55999755859375
2019-03-20,301.6700134277344
2019-01-15,302.760009765625
2019-11-20,305.3999938964844
2020-02-07,307.8500061035156
2020-02-10,309.1199951171875
2020-04-29,312.6000061035156
2019-11-26,310.4700012207031
2020-02-13,310.7699890136719
2019-01-30,313.5400085449219
2018-08-23,316.95001220703125
2018-09-24,318.6099853515625
2018-11-27,321.7300109863281
2018-10-26,321.010009765625
2019-07-09,321.0299987792969
2019-06-07,313.260009765625
2019-05-06,304.3999938964844
2019-04-04,304.67999267578125
2019-09-11,293.0
2019-11-29,271.2799987792969
2020-05-05,291.3800048828125
2019-12-02,301.0299987792969
2020-02-19,305.0199890136719
2020-05-08,313.20001220703125
2019-05-21,302.75
2019-03-18,293.0
2018-09-07,294.4200134277344
2018-08-06,294.19000244140625
2018-10-09,276.3399963378906
2019-02-14,278.2699890136719
2018-12-12,279.510009765625
2019-07-24,286.29998779296875
2019-09-26,296.0
2019-10-28,302.6300048828125
2019-12-05,287.0199890136719
2020-05-11,278.4200134277344
2019-07-03,282.8299865722656
2020-02-25,279.2099914550781
2020-05-14,280.8599853515625
2020-02-28,283.3299865722656
2019-08-08,285.8399963378906
2019-06-05,284.0
2018-07-20,280.8999938964844
2018-08-21,282.82000732421875
2018-10-24,285.79998779296875
2019-04-02,289.57000732421875
2019-03-01,303.2200012207031
2019-01-28,302.2799987792969
2018-12-27,297.5799865722656
2019-09-09,297.6600036621094
2020-03-02,301.25
2020-05-20,306.82000732421875
2019-12-17,312.0400085449219
2020-03-05,314.0199890136719
2019-02-12,311.5299987792969
2019-01-11,299.3500061035156
2018-12-10,302.0400085449219
2019-08-23,304.7900085449219
2018-11-08,305.510009765625
2019-07-22,307.5899963378906
2019-06-20,304.2799987792969
2018-09-05,301.1199951171875
2019-04-17,302.57000732421875
2019-09-24,300.17999267578125
2019-12-20,300.07000732421875
2020-05-26,303.44000244140625
2019-04-30,306.5400085449219
2019-12-23,304.5299987792969
2020-03-11,303.70001220703125
2020-05-29,305.0
2019-12-26,304.7900085449219
2020-06-01,300.1199951171875
2019-05-02,294.5400085449219
2019-02-27,295.8599853515625
2018-11-23,299.9200134277344
2019-08-06,303.1499938964844
2018-07-18,303.20001220703125
2018-09-20,301.25
2018-10-22,300.8299865722656
2019-07-05,303.5299987792969
2019-06-03,299.4700012207031
2019-10-09,306.8999938964844
2019-10-11,302.3500061035156
2020-03-17,306.4599914550781
2020-06-04,304.7200012207031
2019-10-14,305.9200134277344
2020-03-20,309.0899963378906
2018-11-06,307.2900085449219
2019-06-18,306.4599914550781
2019-05-17,305.1700134277344
2019-04-15,305.6499938964844
2019-03-14,300.6400146484375
2019-01-09,296.25
2018-08-02,293.8399963378906
2018-10-05,299.2200012207031
2019-08-21,298.8999938964844
2019-10-17,297.7900085449219
2020-03-23,298.6400146484375
2020-06-10,298.25
2019-02-25,300.7300109863281
2020-01-07,296.6000061035156
2020-03-26,295.3999938964844
2019-10-23,295.95001220703125
