Dates,COST
2019-01-04,2480600.0
2018-08-29,3590200.0
2019-02-05,4513300.0
2018-11-01,1988700.0
2019-08-16,2201100.0
2019-04-10,2235500.0
2019-09-17,1637500.0
2019-10-15,1855500.0
2020-01-02,1297600.0
2020-06-08,1580700.0
2019-10-18,1811100.0
2020-03-24,1734600.0
2020-06-11,1853900.0
2020-01-08,1322900.0
2019-04-25,1955600.0
2019-07-30,1798700.0
2019-02-20,2056700.0
2018-07-11,1685900.0
2018-09-13,1672600.0
2018-10-15,1295300.0
2019-06-28,1264000.0
2018-12-18,2277400.0
2018-11-16,1364300.0
2019-10-02,1651600.0
2020-03-27,2204500.0
2020-01-10,1675000.0
2019-10-24,2399400.0
2020-03-30,1501600.0
2020-06-17,1160900.0
2020-01-14,1540800.0
2020-04-02,1517900.0
2019-01-02,1336400.0
2019-08-14,1706100.0
2018-10-30,1241300.0
2019-06-11,1761400.0
2019-05-10,1979500.0
2019-04-08,1302500.0
2018-08-27,1277300.0
2018-07-26,1613000.0
2018-09-28,3359100.0
2019-03-07,1906500.0
2019-10-30,981600.0
2020-01-17,2705500.0
2020-06-23,1921400.0
2020-04-08,1742000.0
2020-06-26,1941100.0
2019-03-22,1462000.0
2019-01-17,1960000.0
2019-08-29,1565900.0
2018-11-14,1749800.0
2019-06-26,2742700.0
2018-09-11,5195600.0
2018-07-09,2410000.0
2018-08-10,2474100.0
2019-04-23,3309800.0
2019-09-30,2333600.0
2020-01-23,4866500.0
2019-11-08,1309800.0
2020-04-14,543600.0
2019-11-11,1101800.0
2020-01-29,1439100.0
2020-04-17,1238900.0
2018-07-24,1550700.0
2018-09-26,2103600.0
2019-05-08,1926000.0
2019-03-05,2655100.0
2019-02-01,1963400.0
2018-12-31,2492800.0
2018-11-29,3261200.0
2019-08-12,2024200.0
2019-07-11,1778600.0
2019-09-13,1459900.0
2019-11-14,1604000.0
2020-04-20,1758600.0
2020-02-04,2506500.0
2020-04-23,3585900.0
2018-12-14,2218900.0
2019-08-27,1535900.0
2018-08-08,1986100.0
2018-10-11,2265100.0
2018-11-12,1571700.0
2019-07-26,1713700.0
2019-06-24,1232600.0
2019-05-23,1837000.0
2019-03-20,2817500.0
2019-01-15,1982300.0
2019-11-20,1731800.0
2020-02-07,1917900.0
2020-02-10,1903500.0
2020-04-29,2336300.0
2019-11-26,2047500.0
2020-02-13,1384600.0
2019-01-30,1438000.0
2018-08-23,1113400.0
2018-09-24,1547100.0
2018-11-27,1413600.0
2018-10-26,1427500.0
2019-07-09,2239000.0
2019-06-07,2300400.0
2019-05-06,2881800.0
2019-04-04,2236000.0
2019-09-11,3621700.0
2019-11-29,7096600.0
2020-05-05,7563800.0
2019-12-02,5131400.0
2020-02-19,4219300.0
2020-05-08,6407700.0
2019-05-21,6185500.0
2019-03-18,5203100.0
2018-09-07,4245500.0
2018-08-06,3622700.0
2018-10-09,7307600.0
2019-02-14,6100100.0
2018-12-12,5465500.0
2019-07-24,7170600.0
2019-09-26,6701800.0
2019-10-28,5429500.0
2019-12-05,6581200.0
2020-05-11,5646400.0
2019-07-03,7124200.0
2020-02-25,5639600.0
2020-05-14,5463100.0
2020-02-28,4250400.0
2019-08-08,4396000.0
2019-06-05,5618600.0
2018-07-20,3745800.0
2018-08-21,3500600.0
2018-10-24,2650100.0
2019-04-02,5272500.0
2019-03-01,4036500.0
2019-01-28,3964400.0
2018-12-27,6492700.0
2019-09-09,3120400.0
2020-03-02,4288300.0
2020-05-20,2937300.0
2019-12-17,3940000.0
2020-03-05,3688000.0
2019-02-12,3156300.0
2019-01-11,3833000.0
2018-12-10,2971200.0
2019-08-23,2625200.0
2018-11-08,2020600.0
2019-07-22,2287300.0
2019-06-20,2425900.0
2018-09-05,3667700.0
2019-04-17,3792500.0
2019-09-24,2525400.0
2019-12-20,2477500.0
2020-05-26,2460900.0
2019-04-30,2406700.0
2019-12-23,2601800.0
2020-03-11,2339300.0
2020-05-29,1865200.0
2019-12-26,2264900.0
2020-06-01,2954900.0
2019-05-02,3718900.0
2019-02-27,4577200.0
2018-11-23,3989600.0
2019-08-06,3523000.0
2018-07-18,2827000.0
2018-09-20,2492100.0
2018-10-22,2366400.0
2019-07-05,3234600.0
2019-06-03,2980200.0
2019-10-09,4301900.0
2019-10-11,4986800.0
2020-03-17,2293700.0
2020-06-04,2528900.0
2019-10-14,2165900.0
2020-03-20,4553900.0
2018-11-06,4375600.0
2019-06-18,3764500.0
2019-05-17,3155800.0
2019-04-15,2713700.0
2019-03-14,3443000.0
2019-01-09,4019100.0
2018-08-02,3266800.0
2018-10-05,2633800.0
2019-08-21,2182400.0
2019-10-17,1881800.0
2020-03-23,3438000.0
2020-06-10,2094400.0
2019-02-25,2409600.0
2020-01-07,2398100.0
2020-03-26,2274300.0
2019-10-23,2866000.0
