Dates,IDXX
2018-06-20,225.5500030517578
2018-06-21,225.11000061035156
2018-06-25,222.47999572753906
2018-06-22,222.02999877929688
2018-06-26,217.77999877929688
2018-06-27,218.30999755859375
2018-06-28,212.3300018310547
2018-06-29,217.94000244140625
2018-07-02,216.8300018310547
2018-07-03,222.08999633789062
2018-07-05,220.25999450683594
2018-07-16,222.17999267578125
2018-09-18,226.42999267578125
2019-01-24,236.8800048828125
2019-09-05,232.9499969482422
2018-11-21,235.30999755859375
2020-01-13,237.4600067138672
2020-04-01,238.97999572753906
2020-06-19,236.6300048828125
2019-10-29,239.80999755859375
2020-01-16,239.14999389648438
2020-06-22,243.17999267578125
2018-10-03,248.2899932861328
2018-07-31,249.8000030517578
2019-03-12,247.6699981689453
2019-02-08,252.49000549316406
2019-01-07,248.72000122070312
2018-12-06,240.63999938964844
2019-08-19,238.1699981689453
2019-07-18,244.92999267578125
2019-05-15,234.69000244140625
2019-09-20,241.0
2019-11-01,242.05999755859375
2020-04-07,243.99000549316406
2020-06-25,243.99000549316406
2020-06-16,246.72999572753906
2019-11-04,242.9199981689453
2020-01-22,243.64999389648438
2019-11-07,242.0500030517578
2020-04-13,241.47999572753906
2019-07-01,242.99000549316406
2019-05-30,242.97999572753906
2018-08-15,244.8300018310547
2018-10-18,242.6999969482422
2019-03-27,242.0
2019-01-22,245.86000061035156
2018-12-21,246.7100067138672
2019-09-03,250.6699981689453
2018-11-19,251.6199951171875
2019-08-02,251.6999969482422
2020-01-28,253.75
2020-04-16,253.3699951171875
2019-11-13,253.3699951171875
2020-01-31,251.08999633789062
2018-12-04,245.42999267578125
2018-11-02,244.1699981689453
2019-07-16,244.5
2018-08-30,246.47999572753906
2018-10-01,242.39999389648438
2019-06-14,246.13999938964844
2019-05-13,248.94000244140625
2019-04-11,247.72000122070312
2019-02-06,243.6699981689453
2019-09-18,244.92999267578125
2020-02-03,241.9600067138672
2020-04-22,243.5
2019-11-19,239.66000366210938
2020-02-06,243.3699951171875
2019-11-22,246.69000244140625
2019-03-25,244.27999877929688
2019-02-21,248.4600067138672
2018-12-19,250.0
2018-07-12,249.11000061035156
2018-09-14,243.60000610351562
2018-08-13,237.89999389648438
2018-10-16,231.11000061035156
2019-07-31,228.44000244140625
2019-05-28,223.69000244140625
2019-04-26,223.60000610351562
2020-04-28,216.41000366210938
2019-11-25,219.60000610351562
2020-02-12,221.89999389648438
2020-05-01,219.3000030517578
2020-05-04,225.0399932861328
2019-06-12,228.3000030517578
2019-04-09,226.39999389648438
2019-03-08,218.3000030517578
2019-02-04,216.63999938964844
2018-07-27,218.0
2018-08-28,208.25
2019-01-03,204.55999755859375
2019-08-15,206.75
2018-10-31,204.2100067138672
2019-09-16,213.49000549316406
2020-02-18,196.8800048828125
2020-05-07,206.0
2018-08-17,205.44000244140625
2019-12-04,201.8300018310547
2020-02-21,203.97999572753906
2018-12-17,209.64999389648438
2019-08-30,208.72000122070312
2018-11-15,206.24000549316406
2019-07-29,198.0
2019-06-27,200.5
2019-04-24,195.6300048828125
2018-07-10,199.91000366210938
2018-09-12,201.3000030517578
2019-02-19,190.6199951171875
2019-01-18,193.17999267578125
2020-02-24,192.17999267578125
2020-05-13,194.0500030517578
2019-12-10,196.25999450683594
2020-02-27,194.5500030517578
2019-12-13,200.6999969482422
2020-05-19,201.36000061035156
2019-03-06,206.25
2018-11-30,206.67999267578125
2019-08-13,194.07000732421875
2019-07-12,198.39999389648438
2019-06-10,190.1699981689453
2019-05-09,198.39999389648438
2018-07-25,199.72000122070312
2018-09-27,200.74000549316406
2018-10-29,192.97999572753906
2019-10-16,189.47000122070312
2019-12-16,185.60000610351562
2020-03-04,188.33999633789062
2020-05-22,182.5
2019-10-01,184.89999389648438
2019-12-19,183.82000732421875
2018-09-10,176.14999389648438
2019-05-24,182.75999450683594
2018-08-09,189.05999755859375
2019-04-22,187.4499969482422
2019-03-21,182.49000549316406
2019-01-16,181.30999755859375
2019-08-28,180.7100067138672
2018-11-13,187.9199981689453
2018-10-12,188.83999633789062
2019-06-25,190.27000427246094
2020-03-10,191.4199981689453
2020-05-28,191.86000061035156
2019-10-07,191.88999938964844
2020-03-13,190.58999633789062
2019-10-10,196.0800018310547
2020-03-16,196.27000427246094
2020-06-03,198.89999389648438
2018-11-28,199.63999938964844
2018-09-25,201.88999938964844
2018-07-23,202.10000610351562
2018-08-24,207.8800048828125
2019-07-10,207.85000610351562
2019-05-07,205.17999267578125
2019-04-05,204.83999633789062
2019-03-04,208.11000061035156
2019-01-31,214.02999877929688
2019-09-12,205.5
2019-12-31,203.50999450683594
2020-03-19,207.72000122070312
2020-01-03,207.27000427246094
2020-06-09,206.02000427246094
2019-02-15,208.41000366210938
2019-01-14,208.0399932861328
2018-07-06,210.32000732421875
2018-08-07,209.49000549316406
2018-10-10,208.5800018310547
2018-12-13,210.08999633789062
2019-08-26,211.3800048828125
2019-07-25,210.77000427246094
2019-05-22,206.49000549316406
2019-03-19,210.44000244140625
2020-01-06,210.07000732421875
2020-03-25,207.0800018310547
2020-06-12,208.85000610351562
2019-10-22,213.25
2020-01-09,217.75
2020-06-15,213.10000610351562
2019-10-25,211.6699981689453
2020-03-31,207.35000610351562
2020-06-18,202.6300048828125
2019-04-03,202.92999267578125
2018-08-22,205.77000427246094
2018-10-25,206.6199951171875
2019-01-29,209.82000732421875
2018-12-28,211.3000030517578
2018-11-26,216.64999389648438
2019-08-09,216.99000549316406
2019-07-08,217.35000610351562
2019-06-06,219.0399932861328
2019-09-10,225.22999572753906
2020-01-15,219.30999755859375
2020-04-03,221.05999755859375
2019-10-31,220.7100067138672
2020-04-06,218.9199981689453
2020-06-24,221.92999267578125
2018-11-09,225.52000427246094
2019-07-23,225.49000549316406
2019-06-21,226.72000122070312
2019-05-20,227.77999877929688
2019-04-18,226.4499969482422
2018-09-06,226.8300018310547
2018-10-08,227.1300048828125
2019-02-13,224.67999267578125
2018-12-11,225.47999572753906
2019-09-25,225.22000122070312
2020-01-21,225.83999633789062
2020-04-09,227.10000610351562
2019-11-06,223.42999267578125
2020-01-24,216.88999938964844
2020-01-27,216.82000732421875
2020-04-15,221.0
2018-12-26,225.00999450683594
2019-08-07,223.97999572753906
2019-06-04,227.7899932861328
2018-09-21,231.6699981689453
2018-07-19,230.99000549316406
2018-08-20,231.6300048828125
2018-10-23,234.6300048828125
2019-05-03,242.4199981689453
2019-04-01,245.3300018310547
2019-02-28,248.44000244140625
2019-11-12,243.92999267578125
2020-01-30,243.57000732421875
2019-11-15,245.41000366210938
2020-04-21,242.89999389648438
2019-04-16,243.24000549316406
2019-03-15,243.7899932861328
2019-02-11,250.5399932861328
2019-01-10,249.85000610351562
2019-08-22,247.9199981689453
2018-11-07,250.55999755859375
2018-08-03,249.1199951171875
2018-09-04,252.5800018310547
2019-06-19,254.47000122070312
2019-09-23,256.1000061035156
2019-11-18,245.7899932861328
2020-02-05,248.07000732421875
2020-04-24,247.63999938964844
2019-03-29,250.0500030517578
2019-11-21,249.64999389648438
2020-04-27,253.63999938964844
2020-02-11,256.760009765625
2020-04-30,261.29998779296875
2019-05-01,266.0400085449219
2019-02-26,269.8599853515625
2019-01-25,264.4700012207031
2018-12-24,265.82000732421875
2019-09-06,267.1199951171875
2018-07-17,267.8500061035156
2018-09-19,271.45001220703125
2019-08-05,269.20001220703125
2019-10-08,277.57000732421875
2019-12-11,272.739990234375
2019-11-27,274.80999755859375
2020-02-14,275.5899963378906
2020-05-06,272.3299865722656
2019-01-08,270.4599914550781
2018-12-07,272.010009765625
2019-08-20,278.25
2018-11-05,279.9100036621094
2019-07-19,278.44000244140625
2018-10-04,276.57000732421875
2019-06-17,277.5799865722656
2019-05-16,275.4100036621094
2018-08-01,280.510009765625
2019-03-13,283.07000732421875
2019-12-03,283.510009765625
2020-02-20,284.4700012207031
2019-12-06,284.0799865722656
2020-05-12,283.760009765625
2019-12-09,283.3599853515625
2020-02-26,291.1600036621094
2020-05-15,285.8800048828125
2019-03-28,288.05999755859375
2018-09-17,288.6400146484375
2018-08-16,284.2099914550781
2018-10-19,285.2200012207031
2019-04-29,284.3299865722656
2019-01-23,283.44000244140625
2019-09-04,286.489990234375
2018-11-20,268.510009765625
2019-07-02,268.8900146484375
2019-05-31,264.1300048828125
2019-12-12,262.2099914550781
2020-05-18,267.3399963378906
2019-09-27,269.8900146484375
2020-03-03,274.44000244140625
2020-05-21,278.1199951171875
2019-05-14,274.2900085449219
2018-08-31,276.9700012207031
2018-07-30,272.3599853515625
2018-10-02,276.2900085449219
2019-04-12,278.7699890136719
2019-03-11,279.9200134277344
2019-02-07,282.8800048828125
2019-07-17,282.260009765625
2019-09-19,279.25
2019-10-21,273.8399963378906
2019-12-18,279.0400085449219
2020-03-06,282.6199951171875
2019-10-03,288.1000061035156
2020-03-09,291.04998779296875
2020-05-27,288.8900146484375
2019-12-24,288.2099914550781
2020-03-12,291.2099914550781
2018-12-20,289.95001220703125
2019-08-01,289.04998779296875
2018-08-14,265.0400085449219
2018-07-13,270.0400085449219
2018-10-17,272.6000061035156
2019-05-29,270.5899963378906
2019-03-26,262.9100036621094
2019-02-22,266.2699890136719
2019-10-04,271.5799865722656
2019-11-05,273.6300048828125
2019-12-27,272.4200134277344
2020-06-02,272.3999938964844
2019-12-30,277.760009765625
2020-03-18,272.5
2020-06-05,274.6300048828125
2019-07-15,276.3800048828125
2018-12-03,272.4800109863281
2019-06-13,273.3999938964844
2019-01-04,266.8399963378906
2018-08-29,267.5299987792969
2019-02-05,272.0899963378906
2018-11-01,274.9200134277344
2019-08-16,270.69000244140625
2019-04-10,268.9100036621094
2019-09-17,270.2799987792969
2019-10-15,276.3800048828125
2020-01-02,277.3500061035156
2020-06-08,277.5799865722656
2019-10-18,280.05999755859375
2020-03-24,281.04998779296875
2020-06-11,282.45001220703125
2020-01-08,285.44000244140625
2019-04-25,279.07000732421875
2019-07-30,270.760009765625
2019-02-20,267.989990234375
2018-07-11,268.6300048828125
2018-09-13,267.9100036621094
2018-10-15,265.55999755859375
2019-06-28,270.8800048828125
2018-12-18,272.25
2018-11-16,285.55999755859375
2019-10-02,278.8599853515625
2020-03-27,277.95001220703125
2020-01-10,263.739990234375
2019-10-24,261.8599853515625
2020-03-30,263.0
2020-06-17,253.5800018310547
2020-01-14,252.25
2020-04-02,258.0199890136719
2019-01-02,258.5299987792969
2019-08-14,258.0
2018-10-30,259.7900085449219
2019-06-11,261.6600036621094
2019-05-10,264.1300048828125
2019-04-08,260.3699951171875
2018-08-27,260.8800048828125
2018-07-26,256.8699951171875
2018-09-28,251.0
2019-03-07,254.3000030517578
2019-10-30,249.36000061035156
2020-01-17,251.3300018310547
2020-06-23,250.0800018310547
2020-04-08,249.97999572753906
2020-06-26,251.8000030517578
2019-03-22,253.91000366210938
2019-01-17,251.10000610351562
2019-08-29,249.6199951171875
2018-11-14,252.27999877929688
2019-06-26,250.8699951171875
2018-09-11,251.77000427246094
2018-07-09,253.82000732421875
2018-08-10,255.30999755859375
2019-04-23,257.3800048828125
2019-09-30,255.0
2020-01-23,257.5799865722656
2019-11-08,263.3399963378906
2020-04-14,265.1300048828125
2019-11-11,263.1000061035156
2020-01-29,261.8999938964844
2020-04-17,264.1199951171875
2018-07-24,262.07000732421875
2018-09-26,261.5299987792969
2019-05-08,260.8699951171875
2019-03-05,263.8999938964844
2019-02-01,267.2900085449219
2018-12-31,267.8900146484375
2018-11-29,273.94000244140625
2019-08-12,279.5299987792969
2019-07-11,281.75
2019-09-13,281.54998779296875
2019-11-14,285.1300048828125
2020-04-20,289.0299987792969
2020-02-04,290.8800048828125
2020-04-23,284.6400146484375
2018-12-14,285.1499938964844
2019-08-27,287.8599853515625
2018-08-08,288.2099914550781
2018-10-11,277.1499938964844
2018-11-12,277.3500061035156
2019-07-26,279.79998779296875
2019-06-24,278.79998779296875
2019-05-23,280.1400146484375
2019-03-20,276.0799865722656
2019-01-15,280.5799865722656
2019-11-20,281.8699951171875
2020-02-07,275.2699890136719
2020-02-10,280.5899963378906
2020-04-29,277.94000244140625
2019-11-26,280.3299865722656
2020-02-13,284.2099914550781
2019-01-30,283.1600036621094
2018-08-23,285.2699890136719
2018-09-24,288.3800048828125
2018-11-27,288.0
2018-10-26,290.2200012207031
2019-07-09,280.6400146484375
2019-06-07,274.4700012207031
2019-05-06,270.2200012207031
2019-04-04,258.6499938964844
2019-09-11,255.94000244140625
2019-11-29,242.22000122070312
2020-05-05,254.92999267578125
2019-12-02,259.25
2020-02-19,256.07000732421875
2020-05-08,258.1700134277344
2019-05-21,245.44000244140625
2019-03-18,236.10000610351562
2018-09-07,251.99000549316406
2018-08-06,245.58999633789062
2018-10-09,230.16000366210938
2019-02-14,243.50999450683594
2018-12-12,231.94000244140625
2019-07-24,228.92999267578125
2019-09-26,204.33999633789062
2019-10-28,204.02000427246094
2019-12-05,193.9499969482422
2020-05-11,181.9600067138672
2019-07-03,190.3800048828125
2020-02-25,204.77999877929688
2020-05-14,213.05999755859375
2020-02-28,223.5399932861328
2019-08-08,235.89999389648438
2019-06-05,239.3699951171875
2018-07-20,237.80999755859375
2018-08-21,226.02000427246094
2018-10-24,237.8800048828125
2019-04-02,246.25999450683594
2019-03-01,260.6600036621094
2019-01-28,249.4199981689453
2018-12-27,256.0199890136719
2019-09-09,254.72999572753906
2020-03-02,256.239990234375
2020-05-20,255.02000427246094
2019-12-17,261.1300048828125
2020-03-05,268.2900085449219
2019-02-12,263.3800048828125
2019-01-11,263.0
2018-12-10,261.7200012207031
2019-08-23,268.1400146484375
2018-11-08,271.54998779296875
2019-07-22,271.9700012207031
2019-06-20,275.0
2018-09-05,267.760009765625
2019-04-17,276.9800109863281
2019-09-24,277.510009765625
2019-12-20,269.1099853515625
2020-05-26,272.9100036621094
2019-04-30,283.6700134277344
2019-12-23,288.0
2020-03-11,296.2799987792969
2020-05-29,287.0
2019-12-26,298.6199951171875
2020-06-01,288.5799865722656
2019-05-02,281.54998779296875
2019-02-27,290.010009765625
2018-11-23,297.17999267578125
2019-08-06,296.54998779296875
2018-07-18,295.0400085449219
2018-09-20,292.239990234375
2018-10-22,290.44000244140625
2019-07-05,298.6300048828125
2019-06-03,291.1700134277344
2019-10-09,302.55999755859375
2019-10-11,307.760009765625
2020-03-17,308.6499938964844
2020-06-04,313.8299865722656
2019-10-14,315.44000244140625
2020-03-20,318.1499938964844
2018-11-06,310.6199951171875
2019-06-18,308.57000732421875
2019-05-17,309.32000732421875
2019-04-15,305.4599914550781
2019-03-14,320.20001220703125
2019-01-09,304.9599914550781
2018-08-02,296.6199951171875
2018-10-05,315.1499938964844
2019-08-21,314.8599853515625
2019-10-17,313.69000244140625
2020-03-23,315.5
2020-06-10,314.9200134277344
2019-02-25,326.8900146484375
2020-01-07,323.29998779296875
2020-03-26,319.7099914550781
2019-10-23,328.45001220703125
