Dates,IDXX
2018-06-20,227.38999938964844
2018-06-21,226.5399932861328
2018-06-25,224.1699981689453
2018-06-22,223.75
2018-06-26,219.77999877929688
2018-06-27,219.42999267578125
2018-06-28,218.6999969482422
2018-06-29,220.86000061035156
2018-07-02,221.5
2018-07-03,222.72999572753906
2018-07-05,222.36000061035156
2018-07-16,225.94000244140625
2018-09-18,229.97999572753906
2019-01-24,237.94000244140625
2019-09-05,235.92999267578125
2018-11-21,237.52000427246094
2020-01-13,238.72000122070312
2020-04-01,239.6699981689453
2020-06-19,240.5
2019-10-29,241.61000061035156
2020-01-16,243.74000549316406
2020-06-22,248.64999389648438
2018-10-03,248.72000122070312
2018-07-31,252.39999389648438
2019-03-12,251.41000366210938
2019-02-08,252.49000549316406
2019-01-07,249.0
2018-12-06,242.49000549316406
2019-08-19,245.25
2019-07-18,244.92999267578125
2019-05-15,243.0399932861328
2019-09-20,243.3699951171875
2019-11-01,244.30999755859375
2020-04-07,246.2100067138672
2020-06-25,246.77000427246094
2020-06-16,249.17999267578125
2019-11-04,245.8300018310547
2020-01-22,245.47000122070312
2019-11-07,244.91000366210938
2020-04-13,242.80999755859375
2019-07-01,244.0399932861328
2019-05-30,243.88999938964844
2018-08-15,245.57000732421875
2018-10-18,245.41000366210938
2019-03-27,246.5399932861328
2019-01-22,248.99000549316406
2018-12-21,251.3000030517578
2019-09-03,255.08999633789062
2018-11-19,253.4600067138672
2019-08-02,256.2200012207031
2020-01-28,254.77000427246094
2020-04-16,255.14999389648438
2019-11-13,254.27999877929688
2020-01-31,251.6999969482422
2018-12-04,247.3000030517578
2018-11-02,246.39999389648438
2019-07-16,247.99000549316406
2018-08-30,248.08999633789062
2018-10-01,246.05999755859375
2019-06-14,249.75
2019-05-13,249.88999938964844
2019-04-11,248.86000061035156
2019-02-06,247.6999969482422
2019-09-18,245.72999572753906
2020-02-03,243.72000122070312
2020-04-22,244.1300048828125
2019-11-19,243.2100067138672
2020-02-06,245.97000122070312
2019-11-22,247.97999572753906
2019-03-25,249.8300018310547
2019-02-21,250.67999267578125
2018-12-19,252.69000244140625
2018-07-12,249.9199981689453
2018-09-14,245.14999389648438
2018-08-13,238.1999969482422
2018-10-16,233.5
2019-07-31,229.94000244140625
2019-05-28,227.1199951171875
2019-04-26,224.91000366210938
2020-04-28,219.99000549316406
2019-11-25,223.3300018310547
2020-02-12,222.0399932861328
2020-05-01,226.25
2020-05-04,229.10000610351562
2019-06-12,228.7100067138672
2019-04-09,227.97000122070312
2019-03-08,220.99000549316406
2019-02-04,219.5399932861328
2018-07-27,220.6300048828125
2018-08-28,213.6699981689453
2019-01-03,207.99000549316406
2019-08-15,209.10000610351562
2018-10-31,210.4600067138672
2019-09-16,216.11000061035156
2020-02-18,207.8000030517578
2020-05-07,209.8699951171875
2018-08-17,205.52999877929688
2019-12-04,204.08999633789062
2020-02-21,210.14999389648438
2018-12-17,212.17999267578125
2019-08-30,209.39999389648438
2018-11-15,207.22999572753906
2019-07-29,202.25
2019-06-27,202.24000549316406
2019-04-24,200.97000122070312
2018-07-10,203.1199951171875
2018-09-12,201.3000030517578
2019-02-19,194.3300018310547
2019-01-18,195.47000122070312
2020-02-24,195.8300018310547
2020-05-13,196.99000549316406
2019-12-10,198.00999450683594
2020-02-27,202.72999572753906
2019-12-13,202.41000366210938
2020-05-19,204.3699951171875
2019-03-06,207.27999877929688
2018-11-30,207.75
2019-08-13,199.97000122070312
2019-07-12,199.5500030517578
2019-06-10,196.24000549316406
2019-05-09,199.66000366210938
2018-07-25,202.8000030517578
2018-09-27,201.02000427246094
2018-10-29,193.75
2019-10-16,189.66000366210938
2019-12-16,190.02000427246094
2020-03-04,192.97999572753906
2020-05-22,187.82000732421875
2019-10-01,188.97999572753906
2019-12-19,184.3800048828125
2018-09-10,185.6300048828125
2019-05-24,187.9499969482422
2018-08-09,189.35000610351562
2019-04-22,187.97000122070312
2019-03-21,184.1699981689453
2019-01-16,181.91000366210938
2019-08-28,188.99000549316406
2018-11-13,190.0
2018-10-12,189.61000061035156
2019-06-25,194.5
2020-03-10,193.1199951171875
2020-05-28,193.00999450683594
2019-10-07,192.60000610351562
2020-03-13,196.2899932861328
2019-10-10,199.67999267578125
2020-03-16,199.2100067138672
2020-06-03,200.97999572753906
2018-11-28,201.42999267578125
2018-09-25,204.0399932861328
2018-07-23,206.4499969482422
2018-08-24,209.49000549316406
2019-07-10,207.8699951171875
2019-05-07,207.11000061035156
2019-04-05,209.52999877929688
2019-03-04,213.0
2019-01-31,214.5
2019-09-12,207.85000610351562
2019-12-31,209.0
2020-03-19,209.75
2020-01-03,207.64999389648438
2020-06-09,207.89999389648438
2019-02-15,209.88999938964844
2019-01-14,210.05999755859375
2018-07-06,211.47000122070312
2018-08-07,209.86000061035156
2018-10-10,210.32000732421875
2018-12-13,211.88999938964844
2019-08-26,212.5
2019-07-25,210.77000427246094
2019-05-22,209.50999450683594
2019-03-19,212.75
2020-01-06,210.07000732421875
2020-03-25,209.22999572753906
2020-06-12,212.13999938964844
2019-10-22,216.85000610351562
2020-01-09,217.88999938964844
2020-06-15,213.86000061035156
2019-10-25,212.2899932861328
2020-03-31,207.7100067138672
2020-06-18,203.39999389648438
2019-04-03,205.9600067138672
2018-08-22,205.99000549316406
2018-10-25,211.07000732421875
2019-01-29,210.9600067138672
2018-12-28,216.35000610351562
2018-11-26,217.97000122070312
2019-08-09,219.0
2019-07-08,220.80999755859375
2019-06-06,226.14999389648438
2019-09-10,225.5800018310547
2020-01-15,220.80999755859375
2020-04-03,222.58999633789062
2019-10-31,220.7100067138672
2020-04-06,220.77000427246094
2020-06-24,224.1999969482422
2018-11-09,228.17999267578125
2019-07-23,225.9499969482422
2019-06-21,228.2100067138672
2019-05-20,227.8000030517578
2019-04-18,228.97999572753906
2018-09-06,228.0
2018-10-08,228.58999633789062
2019-02-13,226.13999938964844
2018-12-11,225.88999938964844
2019-09-25,227.33999633789062
2020-01-21,226.27000427246094
2020-04-09,228.1999969482422
2019-11-06,223.8300018310547
2020-01-24,219.0800018310547
2020-01-27,222.7899932861328
2020-04-15,226.3000030517578
2018-12-26,226.47999572753906
2019-08-07,228.32000732421875
2019-06-04,233.05999755859375
2018-09-21,233.2100067138672
2018-07-19,232.94000244140625
2018-08-20,240.8699951171875
2018-10-23,242.50999450683594
2019-05-03,251.3800048828125
2019-04-01,252.33999633789062
2019-02-28,250.22000122070312
2019-11-12,247.41000366210938
2020-01-30,246.7100067138672
2019-11-15,248.92999267578125
2020-04-21,244.5500030517578
2019-04-16,247.57000732421875
2019-03-15,250.35000610351562
2019-02-11,255.3000030517578
2019-01-10,252.1300048828125
2019-08-22,250.27000427246094
2018-11-07,252.75
2018-08-03,251.08999633789062
2018-09-04,253.63999938964844
2019-06-19,258.4200134277344
2019-09-23,258.45001220703125
2019-11-18,249.10000610351562
2020-02-05,251.32000732421875
2020-04-24,251.8699951171875
2019-03-29,252.6699981689453
2019-11-21,253.2100067138672
2020-04-27,257.6300048828125
2020-02-11,261.3699951171875
2020-04-30,265.8999938964844
2019-05-01,269.5199890136719
2019-02-26,271.3399963378906
2019-01-25,266.2200012207031
2018-12-24,267.32000732421875
2019-09-06,268.8500061035156
2018-07-17,270.5
2018-09-19,272.25
2019-08-05,275.19000244140625
2019-10-08,278.6099853515625
2019-12-11,275.0
2019-11-27,275.94000244140625
2020-02-14,276.0
2020-05-06,272.6700134277344
2019-01-08,273.8299865722656
2018-12-07,275.9700012207031
2019-08-20,281.29998779296875
2018-11-05,280.70001220703125
2019-07-19,279.9100036621094
2018-10-04,278.739990234375
2019-06-17,277.67999267578125
2019-05-16,280.17999267578125
2018-08-01,284.3699951171875
2019-03-13,285.8599853515625
2019-12-03,285.3299865722656
2020-02-20,284.4700012207031
2019-12-06,285.3999938964844
2020-05-12,286.7900085449219
2019-12-09,290.3900146484375
2020-02-26,292.1700134277344
2020-05-15,289.8299865722656
2019-03-28,288.70001220703125
2018-09-17,289.4700012207031
2018-08-16,285.1499938964844
2018-10-19,285.6499938964844
2019-04-29,285.07000732421875
2019-01-23,286.4100036621094
2019-09-04,286.8800048828125
2018-11-20,281.2799987792969
2019-07-02,272.5199890136719
2019-05-31,266.2099914550781
2019-12-12,270.8999938964844
2020-05-18,269.75
2019-09-27,276.0299987792969
2020-03-03,280.54998779296875
2020-05-21,279.4800109863281
2019-05-14,281.1300048828125
2018-08-31,278.3800048828125
2018-07-30,276.55999755859375
2018-10-02,279.239990234375
2019-04-12,280.2200012207031
2019-03-11,283.4100036621094
2019-02-07,284.1499938964844
2019-07-17,282.260009765625
2019-09-19,281.92999267578125
2019-10-21,277.2799987792969
2019-12-18,285.1400146484375
2020-03-06,287.0799865722656
2019-10-03,290.8500061035156
2020-03-09,291.04998779296875
2020-05-27,290.4200134277344
2019-12-24,289.239990234375
2020-03-12,291.6400146484375
2018-12-20,290.9800109863281
2019-08-01,289.04998779296875
2018-08-14,267.760009765625
2018-07-13,274.54998779296875
2018-10-17,274.4700012207031
2019-05-29,271.69000244140625
2019-03-26,267.3500061035156
2019-02-22,272.4700012207031
2019-10-04,275.3500061035156
2019-11-05,276.3699951171875
2019-12-27,276.5400085449219
2020-06-02,277.05999755859375
2019-12-30,279.44000244140625
2020-03-18,275.70001220703125
2020-06-05,277.239990234375
2019-07-15,276.3800048828125
2018-12-03,274.7900085449219
2019-06-13,275.45001220703125
2019-01-04,270.0799865722656
2018-08-29,271.489990234375
2019-02-05,277.17999267578125
2018-11-01,276.4200134277344
2019-08-16,271.6000061035156
2019-04-10,273.0799865722656
2019-09-17,274.0799865722656
2019-10-15,279.0400085449219
2020-01-02,279.20001220703125
2020-06-08,282.6000061035156
2019-10-18,281.4599914550781
2020-03-24,282.82000732421875
2020-06-11,283.44000244140625
2020-01-08,285.45001220703125
2019-04-25,280.0199890136719
2019-07-30,273.6499938964844
2019-02-20,271.8599853515625
2018-07-11,271.1300048828125
2018-09-13,269.239990234375
2018-10-15,273.4599914550781
2019-06-28,274.05999755859375
2018-12-18,294.57000732421875
2018-11-16,287.9200134277344
2019-10-02,282.2900085449219
2020-03-27,278.3900146484375
2020-01-10,266.0
2019-10-24,264.989990234375
2020-03-30,264.20001220703125
2020-06-17,256.25
2020-01-14,258.9599914550781
2020-04-02,260.19000244140625
2019-01-02,262.07000732421875
2019-08-14,261.1099853515625
2018-10-30,262.3399963378906
2019-06-11,265.9599914550781
2019-05-10,266.45001220703125
2019-04-08,261.5400085449219
2018-08-27,261.0
2018-07-26,259.0899963378906
2018-09-28,255.63999938964844
2019-03-07,255.3699951171875
2019-10-30,254.27999877929688
2020-01-17,252.6300048828125
2020-06-23,255.7100067138672
2020-04-08,253.24000549316406
2020-06-26,253.3000030517578
2019-03-22,254.52000427246094
2019-01-17,253.02000427246094
2019-08-29,252.94000244140625
2018-11-14,254.7100067138672
2019-06-26,252.9499969482422
2018-09-11,256.3500061035156
2018-07-09,257.4800109863281
2018-08-10,257.8999938964844
2019-04-23,258.5899963378906
2019-09-30,256.6199951171875
2020-01-23,261.9200134277344
2019-11-08,265.30999755859375
2020-04-14,265.92999267578125
2019-11-11,263.1000061035156
2020-01-29,264.2900085449219
2020-04-17,265.5400085449219
2018-07-24,262.92999267578125
2018-09-26,265.260009765625
2019-05-08,266.3900146484375
2019-03-05,267.17999267578125
2019-02-01,269.4599914550781
2018-12-31,274.6499938964844
2018-11-29,278.19000244140625
2019-08-12,283.739990234375
