Dates,CFG
2018-06-20,41.689998626708984
2018-06-21,41.22999954223633
2018-06-25,41.099998474121094
2018-06-22,40.2599983215332
2018-06-26,39.91999816894531
2018-06-27,39.47999954223633
2018-06-28,39.29999923706055
2018-06-29,38.84000015258789
2018-07-02,38.650001525878906
2018-07-03,38.93000030517578
2018-07-05,38.959999084472656
2018-07-16,38.709999084472656
2018-09-18,39.439998626708984
2019-01-24,39.79499816894531
2019-09-05,39.709999084472656
2018-11-21,39.400001525878906
2020-01-13,38.95000076293945
2020-04-01,39.52000045776367
2020-06-19,39.90999984741211
2019-10-29,40.06999969482422
2020-01-16,40.20000076293945
2020-06-22,39.7599983215332
2018-10-03,40.11000061035156
2018-07-31,39.869998931884766
2019-03-12,39.529998779296875
2019-02-08,39.904998779296875
2019-01-07,39.79999923706055
2018-12-06,39.986000061035156
2019-08-19,39.40999984741211
2019-07-18,39.83000183105469
2019-05-15,39.41999816894531
2019-09-20,40.099998474121094
2019-11-01,39.849998474121094
2020-04-07,40.20000076293945
2020-06-25,40.36000061035156
2020-06-16,40.564998626708984
2019-11-04,39.79999923706055
2020-01-22,39.81999969482422
2019-11-07,39.875999450683594
2020-04-13,39.619998931884766
2019-07-01,40.0
2019-05-30,40.27000045776367
2018-08-15,40.560001373291016
2018-10-18,40.83000183105469
2019-03-27,40.90999984741211
2019-01-22,40.79999923706055
2018-12-21,40.88999938964844
2019-09-03,41.04999923706055
2018-11-19,41.279998779296875
2019-08-02,40.95000076293945
2020-01-28,40.810001373291016
2020-04-16,40.54999923706055
2019-11-13,40.880001068115234
2020-01-31,41.13999938964844
2018-12-04,41.073001861572266
2018-11-02,40.79499816894531
2019-07-16,40.67499923706055
2018-08-30,40.66999816894531
2018-10-01,40.209999084472656
2019-06-14,39.61000061035156
2019-05-13,39.72999954223633
2019-04-11,39.84000015258789
2019-02-06,39.64500045776367
2019-09-18,39.77000045776367
2020-02-03,40.58000183105469
2020-04-22,40.810001373291016
2019-11-19,40.290000915527344
2020-02-06,40.119998931884766
2019-11-22,39.349998474121094
2019-03-25,38.84000015258789
2019-02-21,38.470001220703125
2018-12-19,38.16999816894531
2018-07-12,37.970001220703125
2018-09-14,38.1349983215332
2018-08-13,38.81999969482422
2018-10-16,38.564998626708984
2019-07-31,38.56999969482422
2019-05-28,38.84000015258789
2019-04-26,38.13999938964844
2020-04-28,36.85499954223633
2019-11-25,35.25
2020-02-12,35.654998779296875
2020-05-01,35.04999923706055
2020-05-04,35.20000076293945
2019-06-12,34.875
2019-04-09,35.40999984741211
2019-03-08,35.650001525878906
2019-02-04,35.150001525878906
2018-07-27,34.959999084472656
2018-08-28,35.25
2019-01-03,35.290000915527344
2019-08-15,35.77000045776367
2018-10-31,35.54999923706055
2019-09-16,36.72999954223633
2020-02-18,37.209999084472656
2020-05-07,37.11000061035156
2018-08-17,37.290000915527344
2019-12-04,37.380001068115234
2020-02-21,37.255001068115234
2018-12-17,37.75
2019-08-30,37.84000015258789
2018-11-15,37.560001373291016
2019-07-29,37.58000183105469
2019-06-27,35.90999984741211
2019-04-24,35.5099983215332
2018-07-10,36.09000015258789
2018-09-12,35.51499938964844
2019-02-19,35.08000183105469
2019-01-18,34.81999969482422
2020-02-24,35.02000045776367
2020-05-13,35.650001525878906
2019-12-10,35.790000915527344
2020-02-27,35.5
2019-12-13,35.875
2020-05-19,35.83000183105469
2019-03-06,36.189998626708984
2018-11-30,34.06999969482422
2019-08-13,33.0
2019-07-12,32.79499816894531
2019-06-10,31.549999237060547
2019-05-09,31.524999618530273
2018-07-25,31.56999969482422
2018-09-27,30.75
2018-10-29,30.06999969482422
2019-10-16,29.791000366210938
2019-12-16,29.670000076293945
2020-03-04,28.799999237060547
2020-05-22,28.475000381469727
2019-10-01,28.360000610351562
2019-12-19,27.7549991607666
2018-09-10,27.6200008392334
2019-05-24,28.489999771118164
2018-08-09,29.290000915527344
2019-04-22,29.270000457763672
2019-03-21,29.264999389648438
