Dates,CFG
2018-06-20,42.22999954223633
2018-06-21,42.189998626708984
2018-06-25,42.20000076293945
2018-06-22,41.08000183105469
2018-06-26,40.9900016784668
2018-06-27,40.59000015258789
2018-06-28,39.900001525878906
2018-06-29,40.25
2018-07-02,39.40999984741211
2018-07-03,39.70000076293945
2018-07-05,39.5099983215332
2018-07-16,39.529998779296875
2018-09-18,40.665000915527344
2019-01-24,40.82500076293945
2019-09-05,40.279998779296875
2018-11-21,40.150001525878906
2020-01-13,39.720001220703125
2020-04-01,40.2400016784668
2020-06-19,40.40999984741211
2019-10-29,41.06999969482422
2020-01-16,40.9900016784668
2020-06-22,41.220001220703125
2018-10-03,40.77000045776367
2018-07-31,40.65999984741211
2019-03-12,40.13999938964844
2019-02-08,40.56999969482422
2019-01-07,40.56999969482422
2018-12-06,40.33000183105469
2019-08-19,40.06999969482422
2019-07-18,40.415000915527344
2019-05-15,40.415000915527344
2019-09-20,40.470001220703125
2019-11-01,40.400001525878906
2020-04-07,40.77000045776367
2020-06-25,41.119998931884766
2020-06-16,41.099998474121094
2019-11-04,40.439998626708984
2020-01-22,40.560001373291016
2019-11-07,40.595001220703125
2020-04-13,40.25
2019-07-01,40.61000061035156
2019-05-30,40.76499938964844
2018-08-15,40.869998931884766
2018-10-18,41.56999969482422
2019-03-27,41.310001373291016
2019-01-22,41.310001373291016
2018-12-21,41.33000183105469
2019-09-03,41.72999954223633
2018-11-19,41.7599983215332
2019-08-02,41.59000015258789
2020-01-28,41.209999084472656
2020-04-16,41.279998779296875
2019-11-13,41.41999816894531
2020-01-31,41.66999816894531
2018-12-04,41.66999816894531
2018-11-02,41.36000061035156
2019-07-16,41.13999938964844
2018-08-30,41.27000045776367
2018-10-01,41.2599983215332
2019-06-14,40.560001373291016
2019-05-13,40.4900016784668
2019-04-11,40.25
2019-02-06,40.125
2019-09-18,40.599998474121094
2020-02-03,41.16999816894531
2020-04-22,41.16999816894531
2019-11-19,41.130001068115234
2020-02-06,40.619998931884766
2019-11-22,40.349998474121094
2019-03-25,39.52000045776367
2019-02-21,39.02000045776367
2018-12-19,39.02000045776367
2018-07-12,38.52000045776367
2018-09-14,39.09000015258789
2018-08-13,39.689998626708984
2018-10-16,39.45000076293945
2019-07-31,39.380001068115234
2019-05-28,39.35499954223633
2019-04-26,39.40999984741211
2020-04-28,38.150001525878906
2019-11-25,37.9900016784668
2020-02-12,36.36000061035156
2020-05-01,36.060001373291016
2020-05-04,36.369998931884766
2019-06-12,35.95000076293945
2019-04-09,36.88999938964844
2019-03-08,37.290000915527344
2019-02-04,36.5099983215332
2018-07-27,36.220001220703125
2018-08-28,36.26900100708008
2019-01-03,36.11000061035156
2019-08-15,36.7400016784668
2018-10-31,36.38999938964844
2019-09-16,37.91999816894531
2020-02-18,37.88999938964844
2020-05-07,38.16999816894531
2018-08-17,37.880001068115234
2019-12-04,37.97999954223633
2020-02-21,38.25
2018-12-17,38.63999938964844
2019-08-30,38.560001373291016
2018-11-15,38.290000915527344
2019-07-29,38.209999084472656
2019-06-27,37.91999816894531
2019-04-24,36.58000183105469
2018-07-10,36.529998779296875
2018-09-12,36.59000015258789
2019-02-19,35.84000015258789
2019-01-18,35.959999084472656
2020-02-24,35.529998779296875
2020-05-13,36.4900016784668
2019-12-10,36.5
2020-02-27,36.560001373291016
2019-12-13,36.380001068115234
2020-05-19,36.66999816894531
2019-03-06,37.11000061035156
2018-11-30,36.439998626708984
2019-08-13,34.25
2019-07-12,34.029998779296875
2019-06-10,32.86000061035156
2019-05-09,32.81999969482422
2018-07-25,32.29999923706055
2018-09-27,31.75
2018-10-29,31.149999618530273
2019-10-16,30.719999313354492
2019-12-16,30.639999389648438
2020-03-04,30.280000686645508
2020-05-22,29.299999237060547
2019-10-01,29.3700008392334
