Dates,CFG
2019-02-14,9329400.0
2018-12-12,8466400.0
2019-07-24,9620000.0
2019-09-26,8283300.0
2019-10-28,8480200.0
2019-12-05,18780100.0
2020-05-11,7120900.0
2019-07-03,7612400.0
2020-02-25,11161500.0
2020-05-14,10039100.0
2020-02-28,7036600.0
2019-08-08,6643100.0
2019-06-05,6219700.0
2018-07-20,5805600.0
2018-08-21,7065500.0
2018-10-24,4616900.0
2019-04-02,7725100.0
2019-03-01,7126900.0
2019-01-28,5693400.0
2018-12-27,6536000.0
2019-09-09,4721800.0
2020-03-02,6596100.0
2020-05-20,6313600.0
2019-12-17,7355600.0
2020-03-05,12662600.0
2019-02-12,10178500.0
2019-01-11,6203800.0
2018-12-10,5812200.0
2019-08-23,5601400.0
2018-11-08,6454200.0
2019-07-22,7674900.0
2019-06-20,7819400.0
2018-09-05,6215800.0
2019-04-17,5289500.0
2019-09-24,4264500.0
2019-12-20,5864900.0
2020-05-26,5820200.0
2019-04-30,4197400.0
2019-12-23,4983600.0
2020-03-11,4670400.0
2020-05-29,6957800.0
2019-12-26,5207600.0
2020-06-01,6905800.0
2019-05-02,7658800.0
2019-02-27,4215900.0
2018-11-23,7479100.0
2019-08-06,6491900.0
2018-07-18,5465000.0
2018-09-20,4320000.0
2018-10-22,2651400.0
2019-07-05,7724300.0
2019-06-03,7129700.0
2019-10-09,4995100.0
2019-10-11,6825600.0
2020-03-17,3228200.0
2020-06-04,5090200.0
2019-10-14,6353900.0
2020-03-20,6025800.0
2018-11-06,10055600.0
2019-06-18,10600500.0
2019-05-17,5588900.0
2019-04-15,8988200.0
2019-03-14,7522700.0
2019-01-09,4722700.0
2018-08-02,5615000.0
2018-10-05,6394100.0
2019-08-21,4287300.0
2019-10-17,4455900.0
2020-03-23,16909100.0
2020-06-10,4647700.0
2019-02-25,4733800.0
2020-01-07,5363900.0
2020-03-26,5413100.0
2019-10-23,13151700.0
