Dates,CFG
2018-06-20,42.099998474121094
2018-06-21,41.689998626708984
2018-06-25,41.91999816894531
2018-06-22,41.029998779296875
2018-06-26,40.880001068115234
2018-06-27,40.02000045776367
2018-06-28,39.68000030517578
2018-06-29,39.849998474121094
2018-07-02,38.70000076293945
2018-07-03,39.38999938964844
2018-07-05,39.27000045776367
2018-07-16,38.970001220703125
2018-09-18,39.540000915527344
2019-01-24,40.599998474121094
2019-09-05,39.79999923706055
2018-11-21,40.130001068115234
2020-01-13,39.400001525878906
2020-04-01,39.61000061035156
2020-06-19,39.97999954223633
2019-10-29,40.06999969482422
2020-01-16,40.939998626708984
2020-06-22,41.099998474121094
2018-10-03,40.11000061035156
2018-07-31,40.619998931884766
2019-03-12,39.970001220703125
2019-02-08,40.0
2019-01-07,40.11000061035156
2018-12-06,40.2400016784668
2019-08-19,40.02000045776367
2019-07-18,40.029998779296875
2019-05-15,39.52000045776367
2019-09-20,40.119998931884766
2019-11-01,40.400001525878906
2020-04-07,40.220001220703125
2020-06-25,40.38999938964844
2020-06-16,40.93000030517578
2019-11-04,40.02000045776367
2020-01-22,40.27000045776367
2019-11-07,39.95000076293945
2020-04-13,40.060001373291016
2019-07-01,40.02000045776367
2019-05-30,40.38999938964844
2018-08-15,40.630001068115234
2018-10-18,40.869998931884766
2019-03-27,41.08000183105469
2019-01-22,41.22999954223633
2018-12-21,41.209999084472656
2019-09-03,41.04999923706055
2018-11-19,41.59000015258789
2019-08-02,41.59000015258789
2020-01-28,41.150001525878906
2020-04-16,40.79999923706055
2019-11-13,41.25
2020-01-31,41.22999954223633
2018-12-04,41.52000045776367
2018-11-02,41.36000061035156
2019-07-16,41.130001068115234
2018-08-30,40.7400016784668
2018-10-01,40.9900016784668
2019-06-14,40.5
2019-05-13,39.86000061035156
2019-04-11,40.25
2019-02-06,39.95000076293945
2019-09-18,39.869998931884766
2020-02-03,40.65999984741211
2020-04-22,41.130001068115234
2019-11-19,40.869998931884766
2020-02-06,40.58000183105469
2019-11-22,40.349998474121094
2019-03-25,39.43000030517578
2019-02-21,38.66999816894531
2018-12-19,38.79999923706055
2018-07-12,38.2400016784668
2018-09-14,38.400001525878906
2018-08-13,38.86000061035156
2018-10-16,39.27000045776367
2019-07-31,38.70000076293945
2019-05-28,39.099998474121094
2019-04-26,39.099998474121094
2020-04-28,37.97999954223633
2019-11-25,37.9900016784668
2020-02-12,36.09000015258789
2020-05-01,36.02000045776367
2020-05-04,35.66999816894531
2019-06-12,35.709999084472656
2019-04-09,35.65999984741211
2019-03-08,37.099998474121094
2019-02-04,35.34000015258789
2018-07-27,36.09000015258789
2018-08-28,35.25
2019-01-03,35.56999969482422
2019-08-15,36.400001525878906
2018-10-31,36.13999938964844
2019-09-16,36.75
2020-02-18,37.599998474121094
2020-05-07,37.790000915527344
2018-08-17,37.439998626708984
