Dates,INCY
2018-06-20,74.30000305175781
2018-06-21,75.1500015258789
2018-06-25,74.4000015258789
2018-06-22,73.55999755859375
2018-06-26,71.47000122070312
2018-06-27,67.05999755859375
2018-06-28,66.2699966430664
2018-06-29,68.27999877929688
2018-07-02,69.05000305175781
2018-07-03,69.0999984741211
2018-07-05,69.63999938964844
2018-07-16,71.37999725341797
2018-09-18,72.37000274658203
2019-01-24,71.94000244140625
2019-09-05,70.54000091552734
2018-11-21,71.55999755859375
2020-01-13,70.98999786376953
2020-04-01,70.94999694824219
2020-06-19,71.16999816894531
2019-10-29,70.66999816894531
2020-01-16,70.66999816894531
2020-06-22,70.11000061035156
2018-10-03,69.2699966430664
2018-07-31,71.11000061035156
2019-03-12,70.43000030517578
2019-02-08,70.5
2019-01-07,69.83999633789062
2018-12-06,69.75
2019-08-19,70.44000244140625
2019-07-18,66.54000091552734
2019-05-15,65.30999755859375
2019-09-20,64.5999984741211
2019-11-01,63.279998779296875
2020-04-07,63.11000061035156
2020-06-25,64.80000305175781
2020-06-16,64.69999694824219
2019-11-04,65.45999908447266
2020-01-22,65.48999786376953
2019-11-07,66.58000183105469
2020-04-13,68.33999633789062
2019-07-01,68.20999908447266
2019-05-30,69.4000015258789
2018-08-15,69.33000183105469
2018-10-18,70.43000030517578
2019-03-27,70.01000213623047
2019-01-22,69.62000274658203
2018-12-21,70.80999755859375
2019-09-03,73.36000061035156
2018-11-19,74.44999694824219
2019-08-02,74.37999725341797
2020-01-28,74.6500015258789
2020-04-16,74.69000244140625
2019-11-13,73.9000015258789
2020-01-31,74.80999755859375
2018-12-04,74.61000061035156
2018-11-02,71.69999694824219
2019-07-16,69.56999969482422
2018-08-30,69.13999938964844
2018-10-01,66.95999908447266
2019-06-14,67.66999816894531
2019-05-13,68.52999877929688
2019-04-11,68.4000015258789
2019-02-06,67.9800033569336
2019-09-18,68.95999908447266
2020-02-03,68.61000061035156
2020-04-22,68.86000061035156
2019-11-19,66.87000274658203
2020-02-06,66.83000183105469
2019-11-22,69.33999633789062
2019-03-25,69.43000030517578
2019-02-21,69.93000030517578
2018-12-19,69.9000015258789
2018-07-12,69.9000015258789
2018-09-14,70.58000183105469
2018-08-13,69.76000213623047
2018-10-16,66.98999786376953
2019-07-31,65.01000213623047
2019-05-28,65.97000122070312
2019-04-26,66.2699966430664
2020-04-28,64.97000122070312
2019-11-25,63.0
2020-02-12,63.0
2020-05-01,65.12000274658203
2020-05-04,65.5
2019-06-12,65.48999786376953
2019-04-09,67.0199966430664
2019-03-08,67.55000305175781
2019-02-04,65.87000274658203
2018-07-27,64.97000122070312
2018-08-28,64.55999755859375
2019-01-03,65.55000305175781
2019-08-15,66.69999694824219
2018-10-31,63.0
2019-09-16,65.7699966430664
2020-02-18,69.2699966430664
2020-05-07,69.80999755859375
2018-08-17,69.19000244140625
2019-12-04,69.8499984741211
2020-02-21,70.0
2018-12-17,69.72000122070312
2019-08-30,68.5
2018-11-15,66.19000244140625
2019-07-29,65.30000305175781
2019-06-27,64.77999877929688
2019-04-24,65.06999969482422
2018-07-10,66.91000366210938
2018-09-12,66.8499984741211
2019-02-19,64.77999877929688
2019-01-18,64.66000366210938
2020-02-24,66.30000305175781
2020-05-13,67.52999877929688
2019-12-10,68.13999938964844
2020-02-27,67.27999877929688
2019-12-13,66.25
2020-05-19,65.5
2019-03-06,68.93000030517578
2018-11-30,68.72000122070312
2019-08-13,65.45999908447266
2019-07-12,66.87999725341797
2019-06-10,65.80000305175781
2019-05-09,66.4800033569336
2018-07-25,68.5999984741211
2018-09-27,68.87000274658203
2018-10-29,67.63999938964844
2019-10-16,66.9000015258789
2019-12-16,66.86000061035156
2020-03-04,65.4800033569336
2020-05-22,63.380001068115234
2019-10-01,63.33000183105469
2019-12-19,60.119998931884766
2018-09-10,62.04999923706055
2019-05-24,62.369998931884766
2018-08-09,63.81999969482422
2019-04-22,64.54000091552734
2019-03-21,64.97000122070312
2019-01-16,69.61000061035156
2019-08-28,73.37000274658203
2018-11-13,75.0199966430664
2018-10-12,76.8499984741211
2019-06-25,75.72000122070312
2020-03-10,75.44999694824219
2020-05-28,75.37999725341797
2019-10-07,74.3499984741211
2020-03-13,79.55999755859375
2019-10-10,77.91000366210938
2020-03-16,78.91000366210938
2020-06-03,79.5
2018-11-28,78.0
2018-09-25,77.13999938964844
2018-07-23,77.58000183105469
2018-08-24,79.98999786376953
2019-07-10,81.25
2019-05-07,81.11000061035156
2019-04-05,80.05999755859375
2019-03-04,80.69000244140625
2019-01-31,83.05000305175781
2019-09-12,83.12999725341797
2019-12-31,82.48999786376953
2020-03-19,81.75
2020-01-03,81.1500015258789
2020-06-09,80.91000366210938
2019-02-15,81.25
2019-01-14,81.63999938964844
2018-07-06,82.29000091552734
2018-08-07,83.98999786376953
2018-10-10,84.25
2018-12-13,84.70999908447266
2019-08-26,84.2300033569336
2019-07-25,84.5
2019-05-22,84.87000274658203
2019-03-19,87.6500015258789
2020-01-06,87.05000305175781
2020-03-25,87.02999877929688
2020-06-12,87.83000183105469
2019-10-22,88.80000305175781
2020-01-09,88.83000183105469
2020-06-15,86.19000244140625
2019-10-25,85.19000244140625
2020-03-31,83.44000244140625
2020-06-18,82.37000274658203
2019-04-03,84.20999908447266
2018-08-22,85.25
2018-10-25,86.0999984741211
2019-01-29,85.73999786376953
2018-12-28,85.23999786376953
2018-11-26,85.88999938964844
2019-08-09,86.3499984741211
2019-07-08,87.19999694824219
2019-06-06,87.25
2019-09-10,87.0999984741211
2020-01-15,86.05999755859375
2020-04-03,87.47000122070312
2019-10-31,87.55000305175781
2020-04-06,86.94000244140625
2020-06-24,86.77999877929688
2018-11-09,87.91000366210938
2019-07-23,87.16000366210938
2019-06-21,86.5999984741211
2019-05-20,84.77999877929688
2019-04-18,85.12999725341797
2018-09-06,84.91000366210938
2018-10-08,84.3499984741211
2019-02-13,84.16000366210938
2018-12-11,83.91999816894531
2019-09-25,81.77999877929688
2020-01-21,80.37000274658203
2020-04-09,79.26000213623047
2019-11-06,77.29000091552734
2020-01-24,75.70999908447266
2020-01-27,74.63999938964844
2020-04-15,75.55999755859375
2018-12-26,75.22000122070312
2019-08-07,74.18000030517578
2019-06-04,75.0999984741211
2018-09-21,74.80999755859375
2018-07-19,80.0
2018-08-20,80.4800033569336
2018-10-23,81.4800033569336
2019-05-03,83.1500015258789
2019-04-01,85.16000366210938
2019-02-28,84.80000305175781
2019-11-12,83.76000213623047
2020-01-30,82.79000091552734
2019-11-15,82.0
2020-04-21,79.48999786376953
2019-04-16,76.83000183105469
2019-03-15,76.2699966430664
2019-02-11,78.44999694824219
2019-01-10,78.0199966430664
2019-08-22,77.20999908447266
2018-11-07,78.83000183105469
2018-08-03,79.58999633789062
2018-09-04,80.55999755859375
2019-06-19,82.30999755859375
2019-09-23,84.04000091552734
2019-11-18,81.56999969482422
2020-02-05,78.83000183105469
2020-04-24,80.20999908447266
2019-03-29,80.37999725341797
2019-11-21,81.68000030517578
2020-04-27,82.75
2020-02-11,81.80999755859375
2020-04-30,81.11000061035156
2019-05-01,81.54000091552734
2019-02-26,77.27999877929688
2019-01-25,76.9800033569336
2018-12-24,76.45999908447266
2019-09-06,77.79000091552734
2018-07-17,82.56999969482422
2018-09-19,84.87000274658203
2019-08-05,85.36000061035156
2019-10-08,87.12999725341797
2019-12-11,88.8499984741211
2019-11-27,89.30000305175781
2020-02-14,88.62999725341797
2020-05-06,88.27999877929688
2019-01-08,86.58999633789062
2018-12-07,85.27999877929688
2019-08-20,86.5
2018-11-05,86.0
2019-07-19,86.54000091552734
2018-10-04,87.05999755859375
2019-06-17,85.0
2019-05-16,84.1500015258789
2018-08-01,85.05999755859375
2019-03-13,83.9800033569336
2019-12-03,81.94999694824219
2020-02-20,81.56999969482422
2019-12-06,81.51000213623047
2020-05-12,80.87999725341797
2019-12-09,81.5
2020-02-26,82.26000213623047
2020-05-15,82.70999908447266
2019-03-28,81.83000183105469
2018-09-17,79.72000122070312
2018-08-16,79.30000305175781
2018-10-19,80.94999694824219
2019-04-29,80.45999908447266
2019-01-23,85.56999969482422
2019-09-04,86.52999877929688
2018-11-20,87.2300033569336
2019-07-02,85.9000015258789
2019-05-31,82.44999694824219
2019-12-12,82.7699966430664
2020-05-18,81.77999877929688
2019-09-27,81.30999755859375
2020-03-03,82.72000122070312
2020-05-21,83.83999633789062
2019-05-14,84.77999877929688
2018-08-31,83.29000091552734
2018-07-30,81.47000122070312
2018-10-02,83.3499984741211
2019-04-12,84.91999816894531
2019-03-11,84.95999908447266
2019-02-07,86.11000061035156
2019-07-17,86.31999969482422
2019-09-19,85.81999969482422
2019-10-21,83.19000244140625
2019-12-18,84.08000183105469
2020-03-06,82.61000061035156
2019-10-03,82.48999786376953
2020-03-09,82.81999969482422
2020-05-27,81.94999694824219
2019-12-24,81.06999969482422
2020-03-12,80.12999725341797
2018-12-20,80.11000061035156
2019-08-01,79.52999877929688
2018-08-14,78.91000366210938
2018-07-13,79.79000091552734
2018-10-17,78.94999694824219
2019-05-29,78.16999816894531
2019-03-26,79.04000091552734
2019-02-22,79.37000274658203
2019-10-04,80.20999908447266
2019-11-05,79.22000122070312
2019-12-27,81.63999938964844
2020-06-02,81.97000122070312
2019-12-30,78.37999725341797
2020-03-18,77.5
2020-06-05,75.47000122070312
2019-07-15,74.2699966430664
2018-12-03,74.87999725341797
2019-06-13,74.75
2019-01-04,73.97000122070312
2018-08-29,74.93000030517578
2019-02-05,75.81999969482422
2018-11-01,75.22000122070312
2019-08-16,75.4800033569336
2019-04-10,75.7300033569336
2019-09-17,75.9000015258789
2019-10-15,77.22000122070312
2020-01-02,78.30000305175781
2020-06-08,79.05999755859375
2019-10-18,79.06999969482422
2020-03-24,78.68000030517578
2020-06-11,79.37999725341797
2020-01-08,78.69000244140625
2019-04-25,80.37000274658203
2019-07-30,79.36000061035156
2019-02-20,78.18000030517578
2018-07-11,78.20999908447266
2018-09-13,79.97000122070312
2018-10-15,85.0
2019-06-28,84.05000305175781
2018-12-18,84.72000122070312
2018-11-16,85.11000061035156
2019-10-02,84.94999694824219
2020-03-27,85.38999938964844
2020-01-10,84.56999969482422
2019-10-24,84.61000061035156
2020-03-30,85.52999877929688
2020-06-17,85.61000061035156
2020-01-14,86.52999877929688
2020-04-02,87.83999633789062
2019-01-02,87.7699966430664
2019-08-14,87.2300033569336
2018-10-30,88.0
2019-06-11,88.62999725341797
2019-05-10,90.0
2019-04-08,89.69999694824219
2018-08-27,89.93000030517578
2018-07-26,94.4800033569336
2018-09-28,94.19999694824219
2019-03-07,94.75
2019-10-30,95.0
2020-01-17,95.36000061035156
2020-06-23,94.63999938964844
2020-04-08,95.38999938964844
2020-06-26,95.44999694824219
2019-03-22,94.8499984741211
2019-01-17,95.44000244140625
2019-08-29,96.58999633789062
2018-11-14,96.79000091552734
2019-06-26,95.08000183105469
2018-09-11,92.52999877929688
2018-07-09,93.3499984741211
2018-08-10,93.43000030517578
2019-04-23,91.98999786376953
2019-09-30,91.54000091552734
2020-01-23,92.04000091552734
2019-11-08,90.69000244140625
2020-04-14,91.54000091552734
2019-11-11,91.5199966430664
2020-01-29,89.22000122070312
2020-04-17,88.80999755859375
2018-07-24,88.1500015258789
2018-09-26,87.97000122070312
2019-05-08,78.0999984741211
2019-03-05,77.43000030517578
2019-02-01,77.62000274658203
2018-12-31,77.44999694824219
2018-11-29,78.69000244140625
2019-08-12,78.25
2019-07-11,77.91999816894531
2019-09-13,81.63999938964844
2019-11-14,82.37999725341797
2020-04-20,81.56999969482422
2020-02-04,81.11000061035156
2020-04-23,80.26000213623047
2018-12-14,79.52999877929688
2019-08-27,78.93000030517578
2018-08-08,78.76000213623047
2018-10-11,76.43000030517578
2018-11-12,79.05999755859375
2019-07-26,76.3499984741211
2019-06-24,74.55000305175781
2019-05-23,73.5999984741211
2019-03-20,74.0999984741211
2019-01-15,74.5199966430664
2019-11-20,77.33000183105469
2020-02-07,76.19000244140625
2020-02-10,75.73999786376953
2020-04-29,75.26000213623047
2019-11-26,76.77999877929688
2020-02-13,77.16000366210938
2019-01-30,78.44000244140625
2018-08-23,78.45999908447266
2018-09-24,79.33000183105469
2018-11-27,82.58999633789062
2018-10-26,83.12000274658203
2019-07-09,82.73999786376953
