Dates,INCY
2018-06-20,72.77999877929688
2018-06-21,72.31999969482422
2018-06-25,72.33000183105469
2018-06-22,71.16000366210938
2018-06-26,66.0999984741211
2018-06-27,65.41999816894531
2018-06-28,63.5099983215332
2018-06-29,65.54000091552734
2018-07-02,66.27999877929688
2018-07-03,67.81999969482422
2018-07-05,68.0199966430664
2018-07-16,69.76000213623047
2018-09-18,70.19000244140625
2019-01-24,70.08999633789062
2019-09-05,69.1500015258789
2018-11-21,70.0999984741211
2020-01-13,68.54000091552734
2020-04-01,69.7300033569336
2020-06-19,69.69999694824219
2019-10-29,69.55999755859375
2020-01-16,69.18000030517578
2020-06-22,69.0199966430664
2018-10-03,68.2300033569336
2018-07-31,68.58000183105469
2019-03-12,69.01000213623047
2019-02-08,69.1500015258789
2019-01-07,68.22000122070312
2018-12-06,67.61000061035156
2019-08-19,65.25
2019-07-18,64.93000030517578
2019-05-15,64.16000366210938
2019-09-20,62.5
2019-11-01,61.45000076293945
2020-04-07,61.939998626708984
2020-06-25,62.650001525878906
2020-06-16,62.619998931884766
2019-11-04,63.880001068115234
2020-01-22,63.25
2019-11-07,65.0
2020-04-13,66.44000244140625
2019-07-01,66.44000244140625
2019-05-30,67.0199966430664
2018-08-15,68.30999755859375
2018-10-18,68.80999755859375
2019-03-27,68.93000030517578
2019-01-22,68.30000305175781
2018-12-21,69.27999877929688
2019-09-03,70.4000015258789
2018-11-19,72.25
2019-08-02,73.3499984741211
2020-01-28,71.77999877929688
2020-04-16,73.47000122070312
2019-11-13,72.36000061035156
2020-01-31,73.55999755859375
2018-12-04,71.44000244140625
2018-11-02,68.86000061035156
2019-07-16,67.77999877929688
2018-08-30,66.3499984741211
2018-10-01,65.47000122070312
2019-06-14,66.08000183105469
2019-05-13,67.19000244140625
2019-04-11,66.47000122070312
2019-02-06,66.58999633789062
2019-09-18,67.19999694824219
2020-02-03,67.26000213623047
2020-04-22,66.41999816894531
2019-11-19,65.63999938964844
2020-02-06,65.6500015258789
2019-11-22,66.02999877929688
2019-03-25,67.0
2019-02-21,68.55999755859375
2018-12-19,68.30000305175781
2018-07-12,68.56999969482422
2018-09-14,69.55000305175781
2018-08-13,65.70999908447266
2018-10-16,63.790000915527344
2019-07-31,62.83000183105469
2019-05-28,63.720001220703125
2019-04-26,63.779998779296875
2020-04-28,61.06999969482422
2019-11-25,60.900001525878906
2020-02-12,61.5099983215332
2020-05-01,62.27000045776367
2020-05-04,64.0999984741211
2019-06-12,63.4900016784668
2019-04-09,63.75
2019-03-08,64.75
2019-02-04,62.709999084472656
2018-07-27,60.709999084472656
2018-08-28,60.68000030517578
2019-01-03,61.45000076293945
2019-08-15,61.810001373291016
2018-10-31,58.33000183105469
2019-09-16,61.2599983215332
2020-02-18,62.33000183105469
2020-05-07,65.88999938964844
2018-08-17,66.37999725341797
2019-12-04,68.05000305175781
2020-02-21,68.05000305175781
2018-12-17,67.95999908447266
2019-08-30,64.93000030517578
2018-11-15,62.5099983215332
2019-07-29,62.79999923706055
2019-06-27,62.849998474121094
2019-04-24,61.52000045776367
2018-07-10,64.33000183105469
2018-09-12,63.529998779296875
2019-02-19,62.63999938964844
2019-01-18,63.099998474121094
2020-02-24,63.29999923706055
2020-05-13,65.01000213623047
2019-12-10,65.73999786376953
2020-02-27,65.18000030517578
2019-12-13,64.70999908447266
2020-05-19,63.54999923706055
2019-03-06,65.25
2018-11-30,65.37999725341797
2019-08-13,63.220001220703125
2019-07-12,63.93000030517578
2019-06-10,63.540000915527344
2019-05-09,64.86000061035156
2018-07-25,66.6500015258789
2018-09-27,67.05000305175781
2018-10-29,65.66000366210938
2019-10-16,64.20999908447266
2019-12-16,63.5
2020-03-04,61.88999938964844
2020-05-22,60.630001068115234
2019-10-01,58.349998474121094
2019-12-19,57.0
2018-09-10,58.459999084472656
