Dates,INCY
2018-06-20,73.43000030517578
2018-06-21,72.48999786376953
2018-06-25,74.02999877929688
2018-06-22,71.7300033569336
2018-06-26,66.7300033569336
2018-06-27,65.45999908447266
2018-06-28,65.76000213623047
2018-06-29,67.0
2018-07-02,68.62000274658203
2018-07-03,68.27999877929688
2018-07-05,69.29000091552734
2018-07-16,70.83000183105469
2018-09-18,71.62000274658203
2019-01-24,70.18000030517578
2019-09-05,70.27999877929688
2018-11-21,71.13999938964844
2020-01-13,70.19000244140625
2020-04-01,70.11000061035156
2020-06-19,70.2300033569336
2019-10-29,70.37000274658203
2020-01-16,70.11000061035156
2020-06-22,69.19999694824219
2018-10-03,68.95999908447266
2018-07-31,68.98999786376953
2019-03-12,70.0999984741211
2019-02-08,69.91000366210938
2019-01-07,68.63999938964844
2018-12-06,68.58000183105469
2019-08-19,66.54000091552734
2019-07-18,65.58999633789062
2019-05-15,64.44999694824219
2019-09-20,63.040000915527344
2019-11-01,61.75
2020-04-07,63.0099983215332
2020-06-25,63.61000061035156
2020-06-16,64.37999725341797
2019-11-04,64.44000244140625
2020-01-22,64.87000274658203
2019-11-07,66.44999694824219
2020-04-13,66.87000274658203
2019-07-01,67.8499984741211
2019-05-30,68.80000305175781
2018-08-15,69.05000305175781
2018-10-18,69.62000274658203
2019-03-27,69.4800033569336
2019-01-22,69.18000030517578
2018-12-21,70.08000183105469
2019-09-03,72.36000061035156
2018-11-19,73.8499984741211
2019-08-02,74.08000183105469
2020-01-28,73.6500015258789
2020-04-16,73.91000366210938
2019-11-13,73.83999633789062
2020-01-31,74.2300033569336
2018-12-04,72.20999908447266
2018-11-02,69.16999816894531
2019-07-16,68.4000015258789
2018-08-30,66.81999969482422
2018-10-01,66.51000213623047
2019-06-14,67.4800033569336
2019-05-13,68.08999633789062
2019-04-11,67.0199966430664
2019-02-06,67.81999969482422
2019-09-18,67.25
2020-02-03,68.27999877929688
2020-04-22,66.58999633789062
2019-11-19,66.4800033569336
2020-02-06,65.86000061035156
2019-11-22,67.41999816894531
2019-03-25,69.04000091552734
2019-02-21,69.08000183105469
2018-12-19,68.81999969482422
2018-07-12,69.8499984741211
2018-09-14,69.94000244140625
2018-08-13,66.19000244140625
2018-10-16,65.08000183105469
2019-07-31,64.16999816894531
2019-05-28,65.5
2019-04-26,63.849998474121094
2020-04-28,61.75
2019-11-25,62.560001373291016
2020-02-12,62.029998779296875
2020-05-01,64.91000366210938
2020-05-04,65.04000091552734
2019-06-12,64.44000244140625
2019-04-09,66.05999755859375
2019-03-08,65.18000030517578
2019-02-04,65.04000091552734
2018-07-27,60.91999816894531
2018-08-28,64.29000091552734
2019-01-03,63.95000076293945
2019-08-15,63.31999969482422
2018-10-31,61.029998779296875
2019-09-16,64.81999969482422
2020-02-18,68.43000030517578
2020-05-07,67.41000366210938
2018-08-17,68.97000122070312
2019-12-04,68.52999877929688
2020-02-21,69.02999877929688
2018-12-17,68.66999816894531
2019-08-30,66.02999877929688
2018-11-15,62.86000061035156
2019-07-29,63.72999954223633
2019-06-27,64.1500015258789
2019-04-24,65.02999877929688
2018-07-10,66.51000213623047
2018-09-12,64.25
2019-02-19,63.59000015258789
2019-01-18,64.06999969482422
2020-02-24,64.66999816894531
2020-05-13,67.37999725341797
2019-12-10,67.19000244140625
2020-02-27,65.76000213623047
2019-12-13,64.79000091552734
2020-05-19,64.25
2019-03-06,68.31999969482422
2018-11-30,65.5199966430664
2019-08-13,65.0999984741211
2019-07-12,64.51000213623047
2019-06-10,65.41999816894531
2019-05-09,65.5999984741211
2018-07-25,67.66999816894531
2018-09-27,67.29000091552734
2018-10-29,66.25
2019-10-16,64.81999969482422
2019-12-16,64.26000213623047
2020-03-04,62.75
2020-05-22,61.72999954223633
2019-10-01,58.66999816894531
2019-12-19,58.5
2018-09-10,62.02000045776367
2019-05-24,62.34000015258789
2018-08-09,62.279998779296875
2019-04-22,63.59000015258789
2019-03-21,63.560001373291016
2019-01-16,68.05999755859375
2019-08-28,72.2699966430664
2018-11-13,74.20999908447266
2018-10-12,74.9000015258789
2019-06-25,73.69999694824219
2020-03-10,75.12000274658203
2020-05-28,74.6500015258789
2019-10-07,73.54000091552734
2020-03-13,78.76000213623047
2019-10-10,76.55999755859375
2020-03-16,78.66999816894531
2020-06-03,78.41999816894531
2018-11-28,77.33000183105469
2018-09-25,75.19999694824219
2018-07-23,77.01000213623047
2018-08-24,79.94999694824219
2019-07-10,80.66000366210938
2019-05-07,79.29000091552734
2019-04-05,79.9800033569336
2019-03-04,80.58999633789062
2019-01-31,82.91999816894531
2019-09-12,81.5999984741211
2019-12-31,81.4000015258789
2020-03-19,81.41999816894531
2020-01-03,79.83000183105469
2020-06-09,80.87000274658203
2019-02-15,80.20999908447266
2019-01-14,81.4000015258789
2018-07-06,81.05999755859375
2018-08-07,83.41999816894531
2018-10-10,84.1500015258789
2018-12-13,84.08000183105469
2019-08-26,83.73999786376953
2019-07-25,83.33000183105469
2019-05-22,84.8499984741211
2019-03-19,86.87999725341797
2020-01-06,85.69999694824219
2020-03-25,87.0
2020-06-12,86.2300033569336
2019-10-22,88.16999816894531
2020-01-09,85.41000366210938
2020-06-15,85.04000091552734
2019-10-25,83.37000274658203
2020-03-31,82.44999694824219
2020-06-18,82.12000274658203
2019-04-03,84.16999816894531
2018-08-22,84.9000015258789
2018-10-25,85.05999755859375
2019-01-29,84.30999755859375
2018-12-28,84.80000305175781
2018-11-26,85.62000274658203
2019-08-09,85.66999816894531
2019-07-08,86.30999755859375
2019-06-06,87.08000183105469
2019-09-10,85.33999633789062
2020-01-15,86.0199966430664
2020-04-03,87.12000274658203
2019-10-31,86.0199966430664
2020-04-06,85.73999786376953
2020-06-24,86.01000213623047
2018-11-09,85.94999694824219
2019-07-23,86.69999694824219
2019-06-21,84.3499984741211
2019-05-20,83.22000122070312
2019-04-18,84.76000213623047
2018-09-06,84.43000030517578
2018-10-08,82.7300033569336
2019-02-13,83.41000366210938
2018-12-11,81.05999755859375
2019-09-25,79.4000015258789
2020-01-21,78.1500015258789
2020-04-09,76.9800033569336
2019-11-06,74.31999969482422
2020-01-24,73.95999908447266
2020-01-27,73.66000366210938
2020-04-15,75.41000366210938
2018-12-26,73.5199966430664
