Dates,GOOGL
2019-01-02,1060.7900390625
2019-01-03,1066.260009765625
2019-01-07,1080.0
2019-01-04,1082.699951171875
2019-01-08,1093.3499755859375
2019-01-09,1091.6400146484375
2019-01-10,1079.81005859375
2019-01-11,1073.3699951171875
2019-01-14,1058.449951171875
2019-01-15,1088.27001953125
2019-01-16,1102.3599853515625
2019-01-24,1100.699951171875
2019-02-01,1118.0
2019-03-29,1098.969970703125
2019-03-21,1092.949951171875
2019-03-13,1088.0
2019-06-28,1103.3599853515625
2019-08-27,1093.3699951171875
2019-12-03,1084.72998046875
2019-11-14,1099.52001953125
2019-05-21,1127.6700439453125
2019-07-15,1134.4000244140625
2019-08-08,1142.3399658203125
2019-10-07,1152.77001953125
2019-07-01,1154.0
2019-09-18,1111.989990234375
2019-12-06,1105.0999755859375
2019-06-12,1113.4300537109375
2019-08-30,1132.8599853515625
2019-05-24,1142.8499755859375
2019-10-29,1136.1300048828125
2019-07-23,1139.300048828125
2019-10-10,1129.6400146484375
2019-12-09,1130.9300537109375
2019-04-05,1119.1500244140625
2019-03-28,1117.25
2019-01-23,1125.4000244140625
2019-01-31,1126.43994140625
2019-02-08,1125.72998046875
2019-03-20,1133.989990234375
2019-03-12,1150.0
2019-03-04,1165.52001953125
2019-04-29,1176.489990234375
2019-05-07,1174.739990234375
2019-05-08,1163.5799560546875
2019-07-26,1153.449951171875
2019-08-14,1179.9100341796875
2019-11-01,1205.7099609375
2019-12-05,1207.1199951171875
2019-09-24,1204.699951171875
2019-12-12,1201.719970703125
2019-06-18,1194.949951171875
2019-09-05,1203.4100341796875
2019-05-30,1229.989990234375
2019-11-04,1236.43994140625
2019-07-29,1233.6300048828125
2019-10-16,1209.43994140625
2019-04-22,1207.6500244140625
2019-07-10,1191.9200439453125
2019-09-27,1177.25
2019-06-21,1183.969970703125
2019-11-26,1200.199951171875
2019-08-20,1205.81005859375
2019-11-07,1220.5999755859375
2019-05-14,1220.550048828125
2019-08-01,1220.3900146484375
2019-01-22,1213.949951171875
2019-01-30,1207.1500244140625
2019-02-15,1208.93994140625
2019-02-07,1212.739990234375
2019-04-12,1223.050048828125
2019-04-04,1229.300048828125
2019-03-27,1235.97998046875
2019-03-11,1245.0999755859375
2019-03-19,1245.93994140625
2019-05-06,1254.3399658203125
2019-09-30,1274.4300537109375
2019-06-24,1274.0
2019-09-11,1272.800048828125
2019-11-29,1278.9100341796875
2019-06-05,1296.969970703125
2019-08-23,1200.97998046875
2019-05-17,1199.25
2019-10-22,1179.3800048828125
2019-07-16,1191.4000244140625
2019-10-03,1195.4300537109375
2019-06-27,1194.77001953125
2019-12-02,1184.27001953125
2019-08-26,1174.0699462890625
2019-11-13,1176.280029296875
2019-05-20,1151.969970703125
2019-08-07,1144.8699951171875
2019-10-25,1178.300048828125
2019-07-19,1194.1600341796875
2019-03-18,1186.2900390625
2019-03-26,1153.0
2019-02-22,1158.0
2019-01-29,1163.780029296875
2019-02-06,1150.050048828125
2019-02-14,1154.3599853515625
2019-04-11,1156.489990234375
2019-04-03,1135.0
2019-05-13,1126.800048828125
2019-03-05,1113.4000244140625
2019-06-11,1067.0
2019-05-23,1058.43994140625
2019-08-29,1056.81005859375
2019-09-17,1050.0
2019-10-28,1073.4300537109375
2019-07-22,1094.8399658203125
2019-10-09,1104.010009765625
2019-07-03,1082.52001953125
2019-09-20,1096.5899658203125
2019-06-14,1094.760009765625
2019-11-19,1101.280029296875
2019-08-13,1118.780029296875
2019-10-31,1109.4300537109375
2019-07-25,1122.719970703125
2019-09-23,1126.5699462890625
2019-12-11,1123.5699462890625
2019-06-17,1115.699951171875
2019-09-04,1095.1199951171875
2019-11-22,1088.4599609375
2019-05-29,1082.800048828125
2019-01-28,1108.5899658203125
2019-04-02,1112.8900146484375
2019-03-25,1127.989990234375
2019-04-10,1134.6500244140625
2019-02-05,1127.2099609375
2019-04-18,1127.8599853515625
2019-03-01,1142.3399658203125
2019-02-21,1153.239990234375
2019-02-13,1147.5
2019-04-26,1150.6800537109375
2019-05-10,1158.5799560546875
2019-10-15,1158.43994140625
2019-07-09,1148.1700439453125
2019-09-26,1151.5799560546875
2019-06-20,1140.02001953125
2019-11-25,1148.8599853515625
2019-08-19,1145.4599609375
2019-11-06,1143.5899658203125
2019-07-31,1268.3900146484375
2019-10-18,1248.989990234375
2019-07-12,1236.9100341796875
2019-09-10,1234.9100341796875
2019-06-04,1236.300048828125
2019-08-22,1209.5
2019-05-16,1176.8800048828125
2019-10-21,1181.4000244140625
2019-02-20,1179.8699951171875
2019-04-17,1206.280029296875
2019-04-09,1204.4599609375
2019-04-01,1185.6099853515625
