Dates,GOOGL
2019-01-02,1027.199951171875
2019-01-03,1050.6700439453125
2019-01-07,1042.56005859375
2019-01-04,1080.969970703125
2019-01-08,1086.0
2019-01-09,1087.989990234375
2019-01-10,1074.93994140625
2019-01-11,1069.9000244140625
2019-01-14,1053.3399658203125
2019-01-15,1058.010009765625
2019-01-16,1090.0
2019-01-24,1087.989990234375
2019-02-01,1108.5899658203125
2019-03-29,1096.0
2019-03-21,1086.8599853515625
2019-03-13,1082.510009765625
2019-06-28,1094.22998046875
2019-08-27,1090.0699462890625
2019-12-03,1081.0400390625
2019-11-14,1077.3599853515625
2019-05-21,1112.239990234375
2019-07-15,1122.2900390625
2019-08-08,1119.010009765625
2019-10-07,1129.6300048828125
2019-07-01,1149.27001953125
2019-09-18,1111.8199462890625
2019-12-06,1094.8800048828125
2019-06-12,1103.75
2019-08-30,1111.010009765625
2019-05-24,1133.0400390625
2019-10-29,1125.0
2019-07-23,1139.300048828125
2019-10-10,1116.6400146484375
2019-12-09,1128.8800048828125
2019-04-05,1118.780029296875
2019-03-28,1109.699951171875
2019-01-23,1121.9300537109375
2019-01-31,1114.3699951171875
2019-02-08,1114.010009765625
2019-03-20,1119.0
2019-03-12,1131.0
2019-03-04,1154.56005859375
2019-04-29,1156.0
2019-05-07,1171.760009765625
2019-05-08,1160.5
2019-07-26,1133.9000244140625
2019-08-14,1152.0
2019-11-01,1182.300048828125
2019-12-05,1205.9300537109375
2019-09-24,1199.02001953125
2019-12-12,1198.0
2019-06-18,1189.68994140625
2019-09-05,1191.719970703125
2019-05-30,1201.4000244140625
2019-11-04,1220.0
2019-07-29,1228.8499755859375
2019-10-16,1199.56005859375
2019-04-22,1205.18994140625
2019-07-10,1191.9200439453125
2019-09-27,1175.5
2019-06-21,1180.1800537109375
2019-11-26,1187.5400390625
2019-08-20,1200.050048828125
2019-11-07,1212.699951171875
2019-05-14,1211.2900390625
2019-08-01,1219.300048828125
2019-01-22,1211.1099853515625
2019-01-30,1201.8900146484375
2019-02-15,1205.0899658203125
2019-02-07,1208.9000244140625
2019-04-12,1215.6199951171875
2019-04-04,1224.0899658203125
2019-03-27,1230.0
2019-03-11,1237.0
2019-03-19,1245.0
2019-05-06,1236.6700439453125
2019-09-30,1256.6400146484375
2019-06-24,1270.5899658203125
2019-09-11,1270.300048828125
2019-11-29,1273.3800048828125
2019-06-05,1280.510009765625
2019-08-23,1190.6300048828125
2019-05-17,1197.5
2019-10-22,1172.5999755859375
2019-07-16,1177.4100341796875
2019-10-03,1172.0
