Dates,LYB
2018-06-20,110.0
2018-06-21,108.0199966430664
2018-06-25,111.0199966430664
2018-06-22,107.62000274658203
2018-06-26,108.30000305175781
2018-06-27,109.04000091552734
2018-06-28,109.3499984741211
2018-06-29,109.8499984741211
2018-07-02,107.55000305175781
2018-07-03,106.76000213623047
2018-07-05,107.83000183105469
2018-07-16,108.56999969482422
2018-09-18,110.52999877929688
2019-01-24,110.19000244140625
2019-09-05,106.68000030517578
2018-11-21,106.72000122070312
2020-01-13,107.37999725341797
2020-04-01,106.22000122070312
2020-06-19,108.11000061035156
2019-10-29,108.61000061035156
2020-01-16,108.55999755859375
2020-06-22,107.93000030517578
2018-10-03,107.58000183105469
2018-07-31,108.37000274658203
2019-03-12,109.41999816894531
2019-02-08,110.94999694824219
2019-01-07,109.48999786376953
2018-12-06,109.11000061035156
2019-08-19,110.79000091552734
2019-07-18,110.11000061035156
2019-05-15,108.47000122070312
2019-09-20,112.1500015258789
2019-11-01,113.01000213623047
2020-04-07,113.4000015258789
2020-06-25,113.06999969482422
2020-06-16,113.37999725341797
2019-11-04,112.56999969482422
2020-01-22,111.58000183105469
2019-11-07,113.19000244140625
2020-04-13,110.76000213623047
2019-07-01,111.94999694824219
2019-05-30,113.0999984741211
2018-08-15,113.98999786376953
2018-10-18,114.94000244140625
2019-03-27,114.7699966430664
2019-01-22,114.02999877929688
2018-12-21,115.12000274658203
2019-09-03,115.94999694824219
2018-11-19,114.97000122070312
2019-08-02,114.9800033569336
2020-01-28,113.6500015258789
2020-04-16,112.77999877929688
2019-11-13,111.01000213623047
2020-01-31,111.66999816894531
2018-12-04,112.23999786376953
2018-11-02,108.62999725341797
2019-07-16,106.87999725341797
2018-08-30,106.54000091552734
2018-10-01,106.08999633789062
2019-06-14,104.95999908447266
2019-05-13,105.30999755859375
2019-04-11,103.45999908447266
2019-02-06,102.0999984741211
2019-09-18,102.70999908447266
2020-02-03,104.48999786376953
2020-04-22,105.20999908447266
2019-11-19,104.3499984741211
2020-02-06,104.80000305175781
2019-11-22,104.29000091552734
2019-03-25,102.77999877929688
2019-02-21,102.51000213623047
2018-12-19,104.04000091552734
2018-07-12,105.7300033569336
2018-09-14,105.77999877929688
2018-08-13,103.91999816894531
2018-10-16,103.5
2019-07-31,104.22000122070312
2019-05-28,99.70999908447266
2019-04-26,97.62000274658203
2020-04-28,97.02999877929688
2019-11-25,97.5
2020-02-12,96.94000244140625
2020-05-01,97.62999725341797
2020-05-04,96.22000122070312
2019-06-12,94.79000091552734
2019-04-09,93.58999633789062
2019-03-08,91.94000244140625
2019-02-04,90.0
2018-07-27,86.56999969482422
2018-08-28,89.19999694824219
2019-01-03,89.2300033569336
2019-08-15,88.44999694824219
2018-10-31,88.81999969482422
2019-09-16,89.2699966430664
2020-02-18,92.52999877929688
2020-05-07,93.0999984741211
2018-08-17,93.48999786376953
2019-12-04,95.08000183105469
2020-02-21,96.8499984741211
2018-12-17,96.52999877929688
2019-08-30,96.05999755859375
2018-11-15,95.23999786376953
2019-07-29,92.06999969482422
2019-06-27,91.87999725341797
2019-04-24,93.44000244140625
2018-07-10,95.43000030517578
2018-09-12,92.77999877929688
2019-02-19,91.4000015258789
2019-01-18,92.37999725341797
2020-02-24,90.83999633789062
2020-05-13,92.0999984741211
2019-12-10,91.18000030517578
2020-02-27,92.0199966430664
2019-12-13,93.0199966430664
2020-05-19,93.30999755859375
2019-03-06,94.31999969482422
2018-11-30,90.56999969482422
2019-08-13,88.2300033569336
2019-07-12,84.37000274658203
2019-06-10,84.43000030517578
2019-05-09,84.81999969482422
2018-07-25,85.44000244140625
2018-09-27,83.68000030517578
2018-10-29,82.33999633789062
2019-10-16,82.19000244140625
2019-12-16,82.45999908447266
2020-03-04,80.66000366210938
2020-05-22,79.56999969482422
2019-10-01,79.01000213623047
2019-12-19,78.5199966430664
2018-09-10,81.41999816894531
2019-05-24,83.43000030517578
2018-08-09,82.37999725341797
2019-04-22,83.16000366210938
2019-03-21,83.88999938964844
2019-01-16,82.26000213623047
2019-08-28,86.69999694824219
2018-11-13,86.94000244140625
2018-10-12,88.61000061035156
2019-06-25,88.11000061035156
2020-03-10,87.4000015258789
2020-05-28,86.0
2019-10-07,85.70999908447266
2020-03-13,84.58000183105469
2019-10-10,84.77999877929688
2020-03-16,85.8499984741211
2020-06-03,87.86000061035156
2018-11-28,85.80000305175781
2018-09-25,84.43000030517578
2018-07-23,83.95999908447266
2018-08-24,86.20999908447266
2019-07-10,86.13999938964844
2019-05-07,87.08999633789062
2019-04-05,88.22000122070312
2019-03-04,86.97000122070312
2019-01-31,88.88999938964844
2019-09-12,87.69000244140625
2019-12-31,87.56999969482422
2020-03-19,87.19999694824219
2020-01-03,84.58999633789062
2020-06-09,84.58000183105469
2019-02-15,83.91000366210938
2019-01-14,85.45999908447266
2018-07-06,86.05000305175781
2018-08-07,86.31999969482422
2018-10-10,87.63999938964844
2018-12-13,87.4800033569336
2019-08-26,89.16000366210938
2019-07-25,88.5
2019-05-22,89.13999938964844
2019-03-19,88.58999633789062
2020-01-06,86.86000061035156
2020-03-25,86.69000244140625
2020-06-12,85.5199966430664
2019-10-22,85.05000305175781
2020-01-09,85.0999984741211
2020-06-15,84.12000274658203
2019-10-25,89.26000213623047
2020-03-31,87.11000061035156
2020-06-18,87.13999938964844
2019-04-03,88.69999694824219
2018-08-22,89.27999877929688
2018-10-25,88.87999725341797
2019-01-29,87.44000244140625
2018-12-28,87.0
2018-11-26,87.2699966430664
2019-08-09,86.95999908447266
2019-07-08,86.33000183105469
2019-06-06,88.30999755859375
2019-09-10,85.06999969482422
2020-01-15,83.47000122070312
2020-04-03,84.30999755859375
