Dates,LYB
2018-06-20,82.23185729980469
2018-06-21,80.75169372558594
2018-06-25,82.99437713623047
2018-06-22,80.45266723632812
2018-06-26,80.96101379394531
2018-06-27,81.51422119140625
2018-06-28,81.74595642089844
2018-06-29,82.11972045898438
2018-07-02,80.40033721923828
2018-07-03,79.80976104736328
2018-07-05,80.60965728759766
2018-07-16,81.16285705566406
2018-09-18,82.6280746459961
2019-01-24,82.3739013671875
2019-09-05,79.74996185302734
2018-11-21,79.77985382080078
2020-01-13,80.27324676513672
2020-04-01,79.40608215332031
2020-06-19,80.8189697265625
2019-10-29,81.19275665283203
2020-01-16,81.15536499023438
2020-06-22,80.68441772460938
2018-10-03,80.42276000976562
2018-07-31,81.01335144042969
2019-03-12,81.79827880859375
2019-02-08,82.94205474853516
2019-01-07,81.85060119628906
2018-12-06,81.56653594970703
2019-08-19,82.82244110107422
2019-07-18,82.31410217285156
2019-05-15,81.08808898925781
2019-09-20,83.83911895751953
2019-11-01,84.4820327758789
2020-04-07,84.7735824584961
2020-06-25,84.5268783569336
2020-06-16,84.75862121582031
2019-11-04,84.1530990600586
2020-01-22,83.41302490234375
2019-11-07,84.61659240722656
2020-04-13,82.80001831054688
2019-07-01,83.68960571289062
2019-05-30,84.54932403564453
2018-08-15,85.21463775634766
2018-10-18,85.9248275756836
2019-03-27,85.79773712158203
2019-01-22,85.24455261230469
2018-12-21,86.05939483642578
2019-09-03,86.67986297607422
2018-11-19,85.94725036621094
2019-08-02,85.95472717285156
2020-01-28,84.9604721069336
2020-04-16,84.3100814819336
2019-11-13,83.72931671142578
2020-01-31,84.22711944580078
2018-12-04,84.65704345703125
2018-11-02,81.9342041015625
2019-07-16,80.6142578125
2018-08-30,80.35781860351562
2018-10-01,80.01839447021484
2019-06-14,79.16609954833984
2019-05-13,79.43009185791016
2019-04-11,78.03473663330078
2019-02-06,77.00894927978516
2019-09-18,77.46903991699219
2020-02-03,78.81161499023438
2020-04-22,79.35466766357422
2019-11-19,78.70600891113281
2020-02-06,79.0454330444336
2019-11-22,78.66075897216797
2019-03-25,77.52184295654297
2019-02-21,77.31819915771484
2018-12-19,78.47220611572266
2018-07-12,79.74688720703125
2018-09-14,79.78459167480469
2018-08-13,78.3816909790039
2018-10-16,78.06490325927734
2019-07-31,78.60796356201172
2019-05-28,75.20629119873047
2019-04-26,73.62991333007812
2020-04-28,73.18489837646484
2019-11-25,73.5394058227539
2020-02-12,73.11701965332031
2020-05-01,73.63745880126953
2020-05-04,72.57396697998047
2019-06-12,71.49537658691406
2019-04-09,70.59027862548828
2019-03-08,69.34575653076172
2019-02-04,67.88253021240234
2018-07-27,65.2954330444336
2018-08-28,67.27912902832031
2019-01-03,67.30175018310547
2019-08-15,66.71342468261719
2018-10-31,66.99250030517578
2019-09-16,67.33192443847656
2020-02-18,69.790771484375
2020-05-07,70.22069549560547
2018-08-17,70.51485443115234
2019-12-04,71.714111328125
2020-02-21,73.04913330078125
2018-12-17,72.80778503417969
2019-08-30,72.45328521728516
2018-11-15,71.83478546142578
2019-07-29,69.44380950927734
2019-06-27,69.3005142211914
2019-04-24,70.47714233398438
2018-07-10,71.97809600830078
2018-09-12,69.97933197021484
2019-02-19,68.9384765625
2019-01-18,69.6776351928711
2020-02-24,68.5160903930664
2020-05-13,69.46643829345703
2019-12-10,68.77252960205078
2020-02-27,69.4061050415039
2019-12-13,70.16035461425781
2020-05-19,70.37908935546875
2019-03-06,71.14087677001953
2018-11-30,68.31245422363281
2019-08-13,66.54750061035156
2019-07-12,64.36561584472656
2019-06-10,64.41138458251953
2019-05-09,64.70892333984375
2018-07-25,65.18191528320312
2018-09-27,63.83921813964844
2018-10-29,62.81693649291992
2019-10-16,62.70249938964844
2019-12-16,62.908477783203125
2020-03-04,61.535274505615234
2020-05-22,60.70370864868164
2019-10-01,60.2764892578125
2019-12-19,59.90266418457031
2018-09-10,62.11507034301758
2019-05-24,63.64848327636719
2018-08-09,62.847442626953125
2019-04-22,63.442508697509766
2019-03-21,63.999427795410156
2019-01-16,62.75590133666992
2019-08-28,66.1431655883789
2018-11-13,66.32626342773438
2018-10-12,67.60030364990234
2019-06-25,67.2188491821289
2020-03-10,66.67718505859375
2020-05-28,65.60914611816406
2019-10-07,79.20223999023438
2020-03-13,78.15805053710938
2019-10-10,78.34284973144531
2020-03-16,79.33161163330078
2020-06-03,81.18899536132812
2018-11-28,79.285400390625
2018-09-25,78.01941680908203
2018-07-23,77.5851058959961
2018-08-24,79.66426849365234
2019-07-10,79.59959411621094
2019-05-07,80.47744750976562
2019-04-05,81.52165985107422
2019-03-04,80.36656951904297
2019-01-31,82.14078521728516
2019-09-12,81.03189849853516
2019-12-31,80.92101287841797
2020-03-19,80.5791015625
2020-01-03,78.16728210449219
2020-06-09,78.15805053710938
2019-02-15,77.5389175415039
2019-01-14,78.9712142944336
2018-07-06,79.51643371582031
2018-08-07,79.76593017578125
2018-10-10,80.98568725585938
2018-12-13,80.83784484863281
2019-08-26,82.39029693603516
2019-07-25,81.78040313720703
2019-05-22,82.37181091308594
2019-03-19,81.86355590820312
2020-01-06,80.2649154663086
2020-03-25,80.10784149169922
2020-06-12,79.02664947509766
2019-10-22,79.522216796875
2020-01-09,79.56896209716797
2020-06-15,78.65266418457031
2019-10-25,83.4585952758789
2020-03-31,81.44832611083984
2020-06-18,81.47637939453125
2019-04-03,82.93498229980469
2018-08-22,83.47727966308594
2018-10-25,83.10327911376953
2019-01-29,81.75688171386719
2018-12-28,81.3454818725586
2018-11-26,81.5979232788086
2019-08-09,81.3080825805664
2019-07-08,80.71903228759766
2019-06-06,82.57032775878906
2019-09-10,79.5409164428711
2020-01-15,78.04490661621094
2020-04-03,78.83031463623047
2019-10-31,78.0635986328125
2020-04-06,78.40955352783203
2020-06-24,78.61526489257812
2018-11-09,81.50443267822266
2019-07-23,83.55208587646484
2019-06-21,84.69279479980469
2019-05-20,86.20750427246094
2019-04-18,85.14158630371094
2018-09-06,85.39405822753906
2018-10-08,84.38423919677734
2019-02-13,83.73908996582031
2018-12-11,84.62735748291016
2019-09-25,86.29166412353516
2020-01-21,86.22621154785156
2020-04-09,86.179443359375
2019-11-06,85.79609680175781
2020-01-24,85.82415008544922
2020-01-27,86.01114654541016
2020-04-15,86.02985382080078
2018-12-26,84.7021484375
2019-08-07,82.89759063720703
2019-06-04,82.28983306884766
2018-09-21,83.29963684082031
2018-07-19,82.49554443359375
2018-08-20,80.84992980957031
2018-10-23,80.3730697631836
2019-05-03,81.36417388916016
2019-04-01,79.67182159423828
2019-02-28,77.8392105102539
2019-11-12,77.59609985351562
2020-01-30,76.6517562866211
2019-11-15,77.28755187988281
2020-04-21,74.70693969726562
2019-04-16,75.2866439819336
2019-03-15,75.4923324584961
2019-02-11,76.48345947265625
2019-01-10,74.9406967163086
2019-08-22,74.66952514648438
2018-11-07,76.27775573730469
2018-08-03,75.40818786621094
2018-09-04,73.53817749023438
2019-06-19,72.86498260498047
2019-09-23,71.98607635498047
2019-11-18,72.7247314453125
2020-02-05,72.37877655029297
2020-04-24,69.42414855957031
