Dates,IPG
2018-06-20,23.309999465942383
2018-06-21,23.329999923706055
2018-06-25,23.600000381469727
2018-06-22,23.459999084472656
2018-06-26,23.459999084472656
2018-06-27,23.309999465942383
2018-06-28,23.170000076293945
2018-06-29,23.43000030517578
2018-07-02,22.700000762939453
2018-07-03,22.299999237060547
2018-07-05,22.110000610351562
2018-07-16,22.34000015258789
2018-09-18,22.799999237060547
2019-01-24,23.079999923706055
2019-09-05,23.190000534057617
2018-11-21,22.889999389648438
2020-01-13,23.1299991607666
2020-04-01,23.110000610351562
2020-06-19,22.239999771118164
2019-10-29,22.270000457763672
2020-01-16,21.450000762939453
2020-06-22,21.40999984741211
2018-10-03,21.479999542236328
2018-07-31,21.719999313354492
2019-03-12,21.860000610351562
2019-02-08,22.34000015258789
2019-01-07,22.299999237060547
2018-12-06,22.15999984741211
2019-08-19,22.079999923706055
2019-07-18,21.920000076293945
2019-05-15,21.729999542236328
2019-09-20,21.969999313354492
2019-11-01,21.93000030517578
2020-04-07,22.309999465942383
2020-06-25,22.079999923706055
2020-06-16,22.15999984741211
2019-11-04,22.010000228881836
2020-01-22,21.790000915527344
2019-11-07,21.8799991607666
2020-04-13,21.8700008392334
2019-07-01,22.229999542236328
2019-05-30,22.31999969482422
2018-08-15,22.31999969482422
2018-10-18,22.350000381469727
2019-03-27,22.56999969482422
2019-01-22,22.639999389648438
2018-12-21,22.6299991607666
2019-09-03,22.93000030517578
2018-11-19,23.139999389648438
2019-08-02,23.280000686645508
2020-01-28,23.270000457763672
2020-04-16,23.079999923706055
2019-11-13,22.549999237060547
2020-01-31,22.479999542236328
2018-12-04,22.489999771118164
2018-11-02,22.40999984741211
2019-07-16,22.670000076293945
2018-08-30,22.290000915527344
2018-10-01,22.389999389648438
2019-06-14,22.6299991607666
2019-05-13,22.639999389648438
2019-04-11,22.489999771118164
2019-02-06,22.239999771118164
2019-09-18,22.290000915527344
2020-02-03,22.479999542236328
2020-04-22,22.649999618530273
2019-11-19,22.920000076293945
2020-02-06,23.010000228881836
2019-11-22,23.18000030517578
2019-03-25,22.56999969482422
2019-02-21,22.18000030517578
2018-12-19,22.770000457763672
2018-07-12,22.770000457763672
2018-09-14,23.049999237060547
2018-08-13,23.059999465942383
2018-10-16,23.239999771118164
2019-07-31,22.969999313354492
2019-05-28,23.020000457763672
2019-04-26,21.90999984741211
2020-04-28,21.440000534057617
2019-11-25,21.170000076293945
2020-02-12,21.25
2020-05-01,21.780000686645508
2020-05-04,22.020000457763672
2019-06-12,22.229999542236328
2019-04-09,22.610000610351562
2019-03-08,24.350000381469727
2019-02-04,23.729999542236328
2018-07-27,23.600000381469727
2018-08-28,22.940000534057617
2019-01-03,22.770000457763672
2019-08-15,22.690000534057617
2018-10-31,22.90999984741211
2019-09-16,23.139999389648438
2020-02-18,22.829999923706055
2020-05-07,22.75
2018-08-17,22.8799991607666
2019-12-04,23.059999465942383
2020-02-21,23.5
2018-12-17,23.600000381469727
2019-08-30,23.729999542236328
2018-11-15,23.81999969482422
2019-07-29,23.780000686645508
2019-06-27,24.059999465942383
2019-04-24,23.729999542236328
2018-07-10,23.829999923706055
2018-09-12,23.3700008392334
2019-02-19,22.899999618530273
2019-01-18,22.969999313354492
2020-02-24,22.700000762939453
2020-05-13,22.770000457763672
2019-12-10,23.229999542236328
2020-02-27,23.780000686645508
2019-12-13,24.209999084472656
2020-05-19,23.229999542236328
2019-03-06,23.59000015258789
2018-11-30,23.1200008392334
2019-08-13,22.530000686645508
2019-07-12,22.540000915527344
2019-06-10,22.209999084472656
2019-05-09,22.81999969482422
2018-07-25,23.170000076293945
2018-09-27,22.959999084472656
2018-10-29,22.079999923706055
2019-10-16,21.649999618530273
2019-12-16,21.610000610351562
2020-03-04,21.229999542236328
2020-05-22,20.540000915527344
2019-10-01,20.09000015258789
2019-12-19,19.709999084472656
2018-09-10,19.610000610351562
2019-05-24,19.700000762939453
2018-08-09,20.34000015258789
2019-04-22,20.420000076293945
2019-03-21,20.139999389648438
2019-01-16,20.020000457763672
2019-08-28,20.559999465942383
2018-11-13,20.780000686645508
2018-10-12,21.399999618530273
2019-06-25,21.829999923706055
2020-03-10,21.709999084472656
2020-05-28,22.010000228881836
2019-10-07,22.059999465942383
2020-03-13,22.149999618530273
2019-10-10,22.139999389648438
2020-03-16,22.09000015258789
2020-06-03,22.06999969482422
2018-11-28,21.479999542236328
2018-09-25,21.579999923706055
2018-07-23,21.809999465942383
2018-08-24,22.040000915527344
2019-07-10,22.110000610351562
2019-05-07,22.459999084472656
2019-04-05,22.43000030517578
2019-03-04,22.579999923706055
2019-01-31,22.510000228881836
2019-09-12,22.459999084472656
2019-12-31,22.559999465942383
2020-03-19,21.440000534057617
2020-01-03,21.1299991607666
2020-06-09,21.780000686645508
2019-02-15,21.790000915527344
2019-01-14,21.65999984741211
2018-07-06,22.0
2018-08-07,22.600000381469727
2018-10-10,23.139999389648438
2018-12-13,23.079999923706055
2019-08-26,23.290000915527344
2019-07-25,23.360000610351562
2019-05-22,23.540000915527344
2019-03-19,23.639999389648438
2020-01-06,23.43000030517578
2020-03-25,22.799999237060547
2020-06-12,22.639999389648438
2019-10-22,22.75
2020-01-09,22.780000686645508
2020-06-15,22.84000015258789
2019-10-25,22.719999313354492
2020-03-31,22.350000381469727
2020-06-18,21.940000534057617
2019-04-03,22.229999542236328
2018-08-22,22.450000762939453
2018-10-25,22.100000381469727
2019-01-29,22.229999542236328
2018-12-28,22.31999969482422
2018-11-26,22.030000686645508
2019-08-09,22.200000762939453
2019-07-08,21.809999465942383
2019-06-06,21.829999923706055
2019-09-10,21.030000686645508
2020-01-15,20.790000915527344
2020-04-03,20.610000610351562
2019-10-31,20.8799991607666
2020-04-06,20.899999618530273
2020-06-24,20.809999465942383
2018-11-09,21.059999465942383
2019-07-23,20.969999313354492
2019-06-21,20.899999618530273
2019-05-20,21.010000228881836
2019-04-18,21.290000915527344
2018-09-06,21.280000686645508
2018-10-08,21.34000015258789
2019-02-13,21.489999771118164
2018-12-11,21.700000762939453
2019-09-25,21.709999084472656
2020-01-21,21.489999771118164
2020-04-09,22.15999984741211
2019-11-06,22.209999084472656
2020-01-24,22.56999969482422
2020-01-27,22.350000381469727
2020-04-15,22.40999984741211
2018-12-26,22.31999969482422
2019-08-07,22.209999084472656
2019-06-04,22.760000228881836
2018-09-21,23.459999084472656
2018-07-19,22.84000015258789
2018-08-20,22.969999313354492
2018-10-23,22.59000015258789
2019-05-03,23.010000228881836
2019-04-01,22.760000228881836
2019-02-28,22.489999771118164
2019-11-12,22.690000534057617
2020-01-30,22.860000610351562
2019-11-15,22.600000381469727
2020-04-21,22.309999465942383
2019-04-16,22.3700008392334
2019-03-15,22.18000030517578
2019-02-11,22.43000030517578
2019-01-10,22.1299991607666
2019-08-22,22.139999389648438
2018-11-07,22.350000381469727
2018-08-03,22.479999542236328
2018-09-04,21.809999465942383
2019-06-19,22.059999465942383
2019-09-23,21.940000534057617
2019-11-18,21.649999618530273
2020-02-05,21.469999313354492
2020-04-24,21.049999237060547
2019-03-29,21.149999618530273
2019-11-21,21.469999313354492
2020-04-27,21.559999465942383
2020-02-11,21.6299991607666
2020-04-30,21.940000534057617
2019-05-01,21.15999984741211
2019-02-26,21.329999923706055
2019-01-25,21.649999618530273
2018-12-24,21.90999984741211
2019-09-06,22.040000915527344
2018-07-17,21.889999389648438
2018-09-19,22.049999237060547
2019-08-05,22.309999465942383
2019-10-08,22.1200008392334
2019-12-11,22.34000015258789
2019-11-27,22.25
2020-02-14,22.34000015258789
2020-05-06,22.1200008392334
2019-01-08,22.030000686645508
2018-12-07,22.1200008392334
2019-08-20,22.3799991607666
2018-11-05,22.510000228881836
2019-07-19,22.920000076293945
2018-10-04,23.0
2019-06-17,23.18000030517578
2019-05-16,23.040000915527344
2018-08-01,23.190000534057617
2019-03-13,22.969999313354492
2019-12-03,23.219999313354492
2020-02-20,23.549999237060547
2019-12-06,23.610000610351562
2020-05-12,22.989999771118164
2019-12-09,22.399999618530273
2020-02-26,22.709999084472656
2020-05-15,22.780000686645508
2019-03-28,21.799999237060547
2018-09-17,22.34000015258789
2018-08-16,22.75
2018-10-19,22.90999984741211
2019-04-29,22.889999389648438
2019-01-23,22.850000381469727
2019-09-04,22.709999084472656
2018-11-20,22.100000381469727
2019-07-02,21.729999542236328
2019-05-31,20.920000076293945
2019-12-12,20.84000015258789
2020-05-18,20.809999465942383
2019-09-27,21.209999084472656
2020-03-03,21.049999237060547
2020-05-21,20.790000915527344
