Dates,IPG
2018-06-20,21.453216552734375
2018-06-21,21.563138961791992
2018-06-25,21.90206527709961
2018-06-22,21.59977912902832
2018-06-26,21.63642120361328
2018-06-27,21.370777130126953
2018-06-28,21.71885871887207
2018-06-29,21.47153663635254
2018-07-02,21.095966339111328
2018-07-03,20.45475196838379
2018-07-05,20.51887321472168
2018-07-16,20.940242767333984
2018-09-18,21.150928497314453
2019-01-24,21.535655975341797
2019-09-05,21.288333892822266
2018-11-21,21.288333892822266
2020-01-13,21.343294143676758
2020-04-01,21.70970344543457
2020-06-19,20.39063262939453
2019-10-29,20.656272888183594
2020-01-16,20.015060424804688
2020-06-22,19.676132202148438
2018-10-03,20.13414764404297
2018-07-31,19.987577438354492
2019-03-12,20.51887321472168
2019-02-08,20.500553131103516
2019-01-07,20.537195205688477
2018-12-06,20.353986740112305
2019-08-19,20.656272888183594
2019-07-18,20.13414764404297
2019-05-15,20.22574806213379
2019-09-20,20.170787811279297
2019-11-01,20.381467819213867
2020-04-07,20.48223304748535
2020-06-25,20.271543502807617
2020-06-16,20.418113708496094
2019-11-04,20.234907150268555
2020-01-22,20.015060424804688
2019-11-07,20.271543502807617
2020-04-13,20.280710220336914
2019-07-01,20.665435791015625
2019-05-30,20.49139404296875
2018-08-15,20.564674377441406
2018-10-18,20.85780143737793
2019-03-27,20.894441604614258
2019-01-22,20.766197204589844
2018-12-21,20.958560943603516
2019-09-03,21.12344741821289
2018-11-19,21.352453231811523
2019-08-02,21.47153663635254
2020-01-28,21.425735473632812
2020-04-16,21.582870483398438
2019-11-13,21.19465446472168
2020-01-31,20.917356491088867
2018-12-04,20.889629364013672
2018-11-02,21.028276443481445
2019-07-16,21.09297752380371
2018-08-30,20.806438446044922
2018-10-01,21.074493408203125
2019-06-14,20.972816467285156
2019-05-13,20.991302490234375
2019-04-11,20.834169387817383
2019-02-06,20.658550262451172
2019-09-18,20.66779327392578
2020-02-03,20.954328536987305
2020-04-22,21.425737380981445
2019-11-19,21.268598556518555
2020-02-06,21.361032485961914
2019-11-22,21.444223403930664
2019-03-25,21.065250396728516
2019-02-21,21.139196395874023
2018-12-19,21.16692543029785
2018-07-12,21.32405662536621
2018-09-14,21.573623657226562
2018-08-13,21.444223403930664
2018-10-16,21.582870483398438
2019-07-31,21.629085540771484
2019-05-28,21.361032485961914
2019-04-26,20.279579162597656
2020-04-28,19.965309143066406
2019-11-25,19.808176040649414
2020-02-12,20.020767211914062
2020-05-01,20.372011184692383
2020-05-04,20.5199031829834
2019-06-12,20.77870750427246
2019-04-09,22.784482955932617
2019-03-08,22.590375900268555
2019-02-04,22.331567764282227
2018-07-27,21.86016273498535
2018-08-28,21.564382553100586
2019-01-03,21.139196395874023
2019-08-15,21.222383499145508
2018-10-31,21.629085540771484
2019-09-16,21.40724754333496
2020-02-18,21.453462600708008
2020-05-07,21.074493408203125
2018-08-17,21.3795166015625
2019-12-04,21.666059494018555
2020-02-21,21.952594757080078
2018-12-17,22.10972785949707
2019-08-30,22.035783767700195
2018-11-15,22.155946731567383
2019-07-29,22.128219604492188
2019-06-27,22.322322845458984
2019-04-24,22.100486755371094
2018-07-10,22.21140480041504
2018-09-12,21.69378662109375
