Dates,IPG
2018-06-20,23.540000915527344
2018-06-21,23.709999084472656
2018-06-25,24.010000228881836
2018-06-22,24.209999084472656
2018-06-26,23.729999542236328
2018-06-27,23.709999084472656
2018-06-28,23.729999542236328
2018-06-29,23.829999923706055
2018-07-02,23.290000915527344
2018-07-03,23.170000076293945
2018-07-05,22.520000457763672
2018-07-16,22.899999618530273
2018-09-18,23.1299991607666
2019-01-24,23.559999465942383
2019-09-05,23.68000030517578
2018-11-21,23.299999237060547
2020-01-13,23.3799991607666
2020-04-01,23.770000457763672
2020-06-19,22.989999771118164
2019-10-29,22.56999969482422
2020-01-16,22.260000228881836
2020-06-22,21.850000381469727
2018-10-03,22.040000915527344
2018-07-31,23.31999969482422
2019-03-12,22.530000686645508
2019-02-08,22.809999465942383
2019-01-07,22.6200008392334
2018-12-06,22.40999984741211
2019-08-19,22.65999984741211
2019-07-18,22.450000762939453
2019-05-15,22.170000076293945
2019-09-20,22.260000228881836
2019-11-01,22.360000610351562
2020-04-07,22.520000457763672
2020-06-25,22.43000030517578
2020-06-16,22.360000610351562
2019-11-04,22.229999542236328
2020-01-22,22.1299991607666
2019-11-07,22.260000228881836
2020-04-13,22.239999771118164
2019-07-01,22.610000610351562
2019-05-30,22.559999465942383
2018-08-15,22.59000015258789
2018-10-18,22.809999465942383
2019-03-27,22.93000030517578
2019-01-22,22.950000762939453
2018-12-21,22.93000030517578
2019-09-03,23.25
2018-11-19,23.40999984741211
2019-08-02,23.469999313354492
2020-01-28,23.510000228881836
2020-04-16,23.3700008392334
2019-11-13,23.049999237060547
2020-01-31,22.920000076293945
2018-12-04,22.93000030517578
2018-11-02,22.860000610351562
2019-07-16,22.899999618530273
2018-08-30,22.850000381469727
2018-10-01,22.809999465942383
2019-06-14,22.8799991607666
2019-05-13,22.8700008392334
2019-04-11,22.920000076293945
2019-02-06,22.540000915527344
2019-09-18,22.479999542236328
2020-02-03,22.75
2020-04-22,23.31999969482422
2019-11-19,23.270000457763672
2020-02-06,23.239999771118164
2019-11-22,23.3799991607666
2019-03-25,23.329999923706055
2019-02-21,23.010000228881836
2018-12-19,23.09000015258789
2018-07-12,23.18000030517578
2018-09-14,23.34000015258789
2018-08-13,23.3700008392334
2018-10-16,23.600000381469727
2019-07-31,23.450000762939453
2019-05-28,23.440000534057617
2019-04-26,23.059999465942383
2020-04-28,22.5
2019-11-25,21.860000610351562
2020-02-12,21.790000915527344
2020-05-01,22.389999389648438
2020-05-04,22.450000762939453
2019-06-12,22.549999237060547
2019-04-09,24.950000762939453
2019-03-08,25.100000381469727
2019-02-04,24.280000686645508
2018-07-27,24.559999465942383
2018-08-28,23.850000381469727
2019-01-03,23.290000915527344
2019-08-15,23.40999984741211
2018-10-31,23.40999984741211
2019-09-16,23.600000381469727
2020-02-18,23.68000030517578
2020-05-07,23.649999618530273
2018-08-17,23.31999969482422
2019-12-04,23.510000228881836
2020-02-21,23.889999389648438
2018-12-17,23.920000076293945
2019-08-30,24.170000076293945
2018-11-15,24.170000076293945
2019-07-29,24.25
2019-06-27,24.68000030517578
2019-04-24,24.139999389648438
2018-07-10,24.18000030517578
2018-09-12,24.059999465942383
2019-02-19,23.40999984741211
2019-01-18,23.459999084472656
2020-02-24,23.0
2020-05-13,23.25
2019-12-10,23.809999465942383
2020-02-27,24.389999389648438
2019-12-13,24.479999542236328
2020-05-19,24.309999465942383
2019-03-06,24.040000915527344
