Dates,AAPL
2007-12-31,134833300.0
2008-01-02,269794700.0
2008-01-04,210516600.0
2008-01-07,363958000.0
2008-01-03,518048300.0
2008-01-08,380954000.0
2008-01-09,453470500.0
2008-01-10,370743800.0
2008-01-11,308071400.0
2008-01-14,275112600.0
2008-01-15,585819500.0
2008-03-14,553461300.0
2008-06-18,439464900.0
2009-01-28,431085900.0
2008-04-15,608688500.0
2008-11-25,843242400.0
2009-04-02,501466700.0
2008-10-07,388684800.0
2008-01-25,368711000.0
2008-02-26,274995700.0
2008-04-30,310762900.0
2008-09-05,336418600.0
2008-08-04,252686000.0
2008-07-03,224808500.0
2009-03-16,285260500.0
2009-02-12,393318100.0
2008-12-10,520832900.0
2009-04-08,338993200.0
2008-03-12,300358100.0
2008-10-22,306495000.0
2008-08-19,242133500.0
2008-07-18,238524300.0
2008-06-16,225325100.0
2009-02-27,251261500.0
2008-05-15,241859800.0
2009-01-26,234528700.0
2009-03-31,382469500.0
2009-04-14,314193600.0
2009-04-17,376222000.0
2009-04-20,368784500.0
2008-07-01,404563600.0
2008-05-30,313870200.0
2009-02-10,398260800.0
2009-01-09,446345900.0
2008-01-23,305459000.0
2008-03-27,368424700.0
2008-04-28,307615700.0
2008-12-08,249897200.0
2008-11-06,290985800.0
2008-09-03,264907300.0
2009-04-23,315525700.0
2008-09-18,289160200.0
2008-07-16,268149700.0
2009-02-25,301280000.0
2008-03-10,252634200.0
2008-02-07,227196900.0
2008-04-11,266730100.0
2008-05-13,263097800.0
2008-12-23,295521100.0
2008-11-21,249957400.0
2008-10-20,178652600.0
2009-04-29,192016300.0
2009-05-05,258141800.0
2008-11-04,261242100.0
2008-10-03,262892000.0
2008-07-31,213604300.0
2008-03-25,289581600.0
2008-02-22,253573600.0
2009-03-12,218349600.0
2008-05-28,238940800.0
2009-01-07,302519000.0
2009-04-13,211271900.0
2009-05-15,174509300.0
2009-05-08,198943500.0
2008-06-12,176066800.0
2009-02-23,256691400.0
2009-01-22,259788200.0
2008-11-19,359893100.0
2008-09-16,376047700.0
2008-02-05,424016600.0
2008-04-09,248118500.0
2008-08-15,196803600.0
2008-07-14,230869100.0
2009-03-27,284881100.0
2009-05-14,225894200.0
2008-09-22,251520500.0
2008-07-29,213639300.0
2008-06-27,229717600.0
2009-03-10,289283400.0
2009-02-06,224771400.0
2009-01-05,168268100.0
2008-12-04,204640800.0
2008-02-20,205809100.0
2008-04-24,229205900.0
2008-10-01,218302000.0
2009-05-13,191442300.0
2009-05-26,236455100.0
2008-03-06,242462500.0
2008-11-17,289414300.0
2008-10-16,301683900.0
2008-08-13,226729300.0
2008-06-10,197476300.0
2008-05-09,185994900.0
2009-01-20,161796600.0
2008-04-07,152546100.0
2008-12-19,169960000.0
2009-03-25,187630100.0
2009-05-29,181745900.0
2009-06-01,188861400.0
2009-02-04,241605700.0
2008-01-17,472098200.0
2008-04-22,285235300.0
2008-12-02,240387700.0
2008-10-31,327083400.0
2008-09-29,336489300.0
2008-08-28,262932600.0
2008-06-25,224914200.0
2009-04-09,202867000.0
2009-05-11,197987300.0
2008-08-11,222091800.0
2008-07-10,161445200.0
2008-02-01,155486800.0
2008-03-04,161112700.0
2009-02-19,217402500.0
2008-05-07,260562400.0
2008-12-17,171049200.0
2008-10-14,277820200.0
2008-09-12,209379800.0
2009-03-23,130840500.0
2008-10-29,205097900.0
2008-08-26,222087600.0
2008-03-19,223944000.0
2008-07-25,210172200.0
2008-06-23,232502900.0
2009-03-06,221513600.0
2008-05-22,260010800.0
2009-02-02,186947600.0
2009-04-07,189381500.0
2009-01-16,217103600.0
2008-12-15,340117400.0
2008-11-13,469898100.0
2009-02-17,265442100.0
2008-04-03,209904800.0
2008-01-30,158409300.0
2008-05-05,195178200.0
2008-09-10,171017700.0
2008-07-08,181295800.0
2008-06-06,159374600.0
2009-04-16,136159800.0
2008-07-23,148131900.0
2009-03-04,172092900.0
2008-05-20,197852200.0
2008-12-30,168093100.0
2008-11-28,178499300.0
2008-03-17,222826100.0
2008-02-14,209069700.0
2008-04-18,210586600.0
2008-10-27,177825200.0
2008-09-25,177062900.0
2009-04-22,138003600.0
2008-10-10,154051100.0
2008-09-08,126737800.0
2008-08-07,134936200.0
2009-03-19,109902800.0
2008-06-04,121106300.0
2009-01-14,111387500.0
2008-01-28,119445200.0
2008-04-01,107846200.0
2008-02-29,149822400.0
2008-11-11,195190800.0
2009-04-28,183708700.0
2009-05-01,185846500.0
2008-11-26,196721000.0
2008-09-23,261494800.0
2008-08-22,311256400.0
2008-07-21,243285700.0
2008-06-19,242783800.0
2009-03-02,198256800.0
2008-04-16,230158600.0
2008-02-12,299959100.0
2009-01-29,300113800.0
2009-04-03,419063400.0
2009-05-04,357718900.0
2009-05-07,214178300.0
2008-02-27,320091100.0
2009-03-17,261753800.0
2008-06-02,251511400.0
2009-02-13,281612800.0
2008-05-01,655514300.0
2009-01-12,406670600.0
2008-12-11,324121000.0
2008-10-08,402341100.0
2008-08-05,573599600.0
2009-05-20,526854300.0
2008-04-14,469693000.0
2008-03-13,551935300.0
2008-05-16,404345900.0
2008-10-23,554824900.0
2008-08-20,384769000.0
2008-06-17,495248600.0
2009-01-27,396043900.0
2008-12-26,495130300.0
2008-11-24,440556900.0
2009-04-01,387292500.0
2009-05-19,548415000.0
2009-05-22,562202200.0
2008-12-09,418857600.0
2008-11-07,397514600.0
2008-01-24,302192800.0
2008-02-25,408533300.0
2008-03-28,487744600.0
2008-04-29,409522400.0
2008-10-06,414939000.0
2008-09-04,264484500.0
2008-07-02,349670300.0
2009-02-11,314113800.0
2009-05-28,329768600.0
2009-02-26,273813400.0
2008-07-17,280955500.0
2008-05-14,306134500.0
2008-12-24,294744100.0
2008-02-08,463521800.0
2008-03-11,351316700.0
2008-10-21,290631600.0
2008-09-19,302423800.0
2008-08-18,292975200.0
2009-03-30,429203600.0
2008-08-01,392317800.0
2008-09-02,360564400.0
2009-03-13,308823200.0
2009-01-08,224959000.0
2008-01-22,74443600.0
2008-03-26,230941900.0
2008-05-29,287180600.0
2008-11-05,334670000.0
2009-02-09,272842500.0
2008-06-30,260948800.0
2009-02-24,296285500.0
2008-11-20,300874000.0
2008-09-17,234511900.0
2009-01-23,260154300.0
2008-04-10,260293600.0
2008-02-06,222939500.0
2008-05-12,273376600.0
2008-07-15,323465100.0
2008-12-22,214354000.0
2008-06-13,200480000.0
2008-10-24,211185100.0
2009-01-06,158757900.0
2008-05-27,67833500.0
2008-12-05,77081200.0
2009-03-11,171500000.0
2008-11-03,241900400.0
2008-10-02,151885300.0
2008-02-21,186503800.0
2008-03-24,295402100.0
2008-04-25,322327600.0
2008-07-30,188262200.0
2008-09-15,168375200.0
2008-08-14,136711400.0
2008-06-11,154429100.0
2009-01-21,199599400.0
2008-11-18,255416000.0
2008-03-07,457908500.0
2008-02-04,261906400.0
2008-04-08,229978700.0
2008-10-17,272317500.0
2009-03-26,352382100.0
