Dates,YUM
2018-06-20,80.86000061035156
2018-06-21,79.7300033569336
2018-06-25,80.36000061035156
2018-06-22,78.58999633789062
2018-06-26,80.01000213623047
2018-06-27,78.87000274658203
2018-06-28,77.88999938964844
2018-06-29,78.22000122070312
2018-07-02,78.11000061035156
2018-07-03,77.83999633789062
2018-07-05,77.73999786376953
2018-07-16,78.2699966430664
2018-09-18,79.16999816894531
2019-01-24,79.30999755859375
2019-09-05,78.79000091552734
2018-11-21,79.12000274658203
2020-01-13,79.13999938964844
2020-04-01,78.66000366210938
2020-06-19,78.72000122070312
2019-10-29,79.48999786376953
2020-01-16,79.33000183105469
2020-06-22,79.30999755859375
2018-10-03,78.94999694824219
2018-07-31,78.25
2019-03-12,78.66999816894531
2019-02-08,78.94999694824219
2019-01-07,78.91000366210938
2018-12-06,78.73999786376953
2019-08-19,79.29000091552734
2019-07-18,79.47000122070312
2019-05-15,80.62999725341797
2019-09-20,81.86000061035156
2019-11-01,81.58999633789062
2020-04-07,81.33000183105469
2020-06-25,81.91999816894531
2020-06-16,82.7300033569336
2019-11-04,82.94000244140625
2020-01-22,82.37999725341797
2019-11-07,83.08999633789062
2020-04-13,82.87000274658203
2019-07-01,84.19999694824219
2019-05-30,83.80999755859375
2018-08-15,84.11000061035156
2018-10-18,84.33000183105469
2019-03-27,83.80999755859375
2019-01-22,83.5199966430664
2018-12-21,84.13999938964844
2019-09-03,84.48999786376953
2018-11-19,85.37000274658203
2019-08-02,85.98999786376953
2020-01-28,85.69999694824219
2020-04-16,86.88999938964844
2019-11-13,87.0199966430664
2020-01-31,86.7300033569336
2018-12-04,87.91999816894531
2018-11-02,88.4000015258789
2019-07-16,88.45999908447266
2018-08-30,88.2300033569336
2018-10-01,88.33000183105469
2019-06-14,88.48999786376953
2019-05-13,88.13999938964844
2019-04-11,87.69000244140625
2019-02-06,88.29000091552734
2019-09-18,88.55000305175781
2020-02-03,88.95999908447266
2020-04-22,89.52999877929688
2019-11-19,89.30000305175781
2020-02-06,89.87999725341797
2019-11-22,89.87999725341797
2019-03-25,90.31999969482422
2019-02-21,90.91000366210938
2018-12-19,90.41999816894531
2018-07-12,89.9800033569336
2018-09-14,89.76000213623047
2018-08-13,89.56999969482422
2018-10-16,90.0
2019-07-31,90.63999938964844
2019-05-28,91.18000030517578
2019-04-26,89.19999694824219
2020-04-28,87.06999969482422
2019-11-25,88.05000305175781
2020-02-12,88.44999694824219
2020-05-01,90.43000030517578
2020-05-04,91.36000061035156
2019-06-12,89.81999969482422
2019-04-09,89.4000015258789
2019-03-08,89.3499984741211
2019-02-04,88.81999969482422
2018-07-27,87.05999755859375
2018-08-28,86.91999816894531
2019-01-03,85.77999877929688
2019-08-15,85.47000122070312
2018-10-31,86.43000030517578
2019-09-16,90.41000366210938
2020-02-18,87.98999786376953
2020-05-07,86.9000015258789
2018-08-17,87.47000122070312
2019-12-04,87.9000015258789
2020-02-21,89.37999725341797
2018-12-17,90.45999908447266
2019-08-30,90.72000122070312
2018-11-15,89.44999694824219
2019-07-29,89.02999877929688
2019-06-27,89.18000030517578
2019-04-24,88.79000091552734
2018-07-10,88.88999938964844
2018-09-12,88.12999725341797
2019-02-19,87.19000244140625
2019-01-18,87.02999877929688
2020-02-24,87.19000244140625
2020-05-13,88.30999755859375
2019-12-10,89.47000122070312
2020-02-27,91.7300033569336
2019-12-13,91.86000061035156
2020-05-19,92.22000122070312
2019-03-06,92.06999969482422
2018-11-30,90.68000030517578
2019-08-13,91.5
2019-07-12,90.43000030517578
2019-06-10,90.26000213623047
2019-05-09,89.80999755859375
2018-07-25,90.45999908447266
2018-09-27,93.45999908447266
2018-10-29,91.69999694824219
2019-10-16,89.70999908447266
2019-12-16,90.0999984741211
2020-03-04,90.12000274658203
2020-05-22,87.12000274658203
2019-10-01,88.13999938964844
