Dates,YUM
2018-06-20,78.10340118408203
2018-06-21,77.01191711425781
2018-06-25,77.62043762207031
2018-06-22,75.91078186035156
2018-06-26,77.28237915039062
2018-06-27,76.18124389648438
2018-06-28,75.2346420288086
2018-06-29,75.55339813232422
2018-07-02,75.44715881347656
2018-07-03,75.18634033203125
2018-07-05,75.08975219726562
2018-07-16,75.6016845703125
2018-09-18,76.47101593017578
2019-01-24,76.60624694824219
2019-09-05,76.10396575927734
2018-11-21,76.42271423339844
2020-01-13,76.4420394897461
2020-04-01,75.97840881347656
2020-06-19,76.03634643554688
2019-10-29,76.78009796142578
2020-01-16,76.62554931640625
2020-06-22,76.60624694824219
2018-10-03,76.25851440429688
2018-07-31,75.58238220214844
2019-03-12,75.98805236816406
2019-02-08,76.25851440429688
2019-01-07,76.21987915039062
2018-12-06,76.05567169189453
2019-08-19,76.58692169189453
2019-07-18,76.76078796386719
2019-05-15,77.88124084472656
2019-09-20,79.06930541992188
2019-11-01,78.80850219726562
2020-04-07,78.55738067626953
2020-06-25,79.12725067138672
2020-06-16,79.9096450805664
2019-11-04,80.11248779296875
2020-01-22,79.57157135009766
2019-11-07,80.25736999511719
2020-04-13,80.04488372802734
2019-07-01,81.32952880859375
2019-05-30,81.30043029785156
2018-08-15,81.59144592285156
2018-10-18,81.80487060546875
2019-03-27,81.30043029785156
2019-01-22,81.01911163330078
2018-12-21,81.62055206298828
2019-09-03,81.96006774902344
2018-11-19,82.81372833251953
2019-08-02,83.4151611328125
2020-01-28,83.13384246826172
2020-04-16,84.2882080078125
2019-11-13,84.41431427001953
2020-01-31,84.13301086425781
2018-12-04,85.28736114501953
2018-11-02,85.75299072265625
2019-07-16,85.81119537353516
2018-08-30,85.58808898925781
2018-10-01,85.68508911132812
2019-06-14,85.84030151367188
2019-05-13,85.50077819824219
2019-04-11,85.06425476074219
2019-02-06,85.64630126953125
2019-09-18,85.89849853515625
2020-02-03,86.29621887207031
2020-04-22,86.84915161132812
2019-11-19,86.62605285644531
2020-02-06,87.18867492675781
2019-11-22,87.18867492675781
2019-03-25,87.6155014038086
2019-02-21,88.1878433227539
2018-12-19,87.71251678466797
2018-07-12,87.28569030761719
2018-09-14,87.07227325439453
2018-08-13,86.88795471191406
2018-10-16,87.3050765991211
2019-07-31,87.92591094970703
2019-05-28,88.44975280761719
2019-04-26,86.5290298461914
2020-04-28,84.46281433105469
2019-11-25,85.41348266601562
2020-02-12,85.8014907836914
2020-05-01,87.72221374511719
2020-05-04,88.62435913085938
2019-06-12,87.13046264648438
2019-04-09,86.72305297851562
2019-03-08,86.67454528808594
2019-02-04,86.1604232788086
2018-07-27,84.4531021118164
2018-08-28,84.31731414794922
2019-01-03,83.2114486694336
2019-08-15,82.91073608398438
2018-10-31,83.84198760986328
2019-09-16,87.70280456542969
2020-02-18,85.35526275634766
2020-05-07,84.29789733886719
2018-08-17,84.85083770751953
2019-12-04,85.2679672241211
2020-02-21,86.7036361694336
2018-12-17,87.75131225585938
2019-08-30,88.00352478027344
2018-11-15,86.77155303955078
2019-07-29,86.36412811279297
2019-06-27,86.50963592529297
2019-04-24,86.13130950927734
2018-07-10,86.22831726074219
2018-09-12,85.49107360839844
2019-02-19,84.57923126220703
2019-01-18,84.42401123046875
2020-02-24,84.93054962158203
2020-05-13,86.02151489257812
2019-12-10,87.15145874023438
2020-02-27,89.35289764404297
2019-12-13,89.4795150756836
2020-05-19,89.83019256591797
2019-03-06,89.68407440185547
2018-11-30,88.33009338378906
2019-08-13,89.12884521484375
2019-07-12,88.08658599853516
2019-06-10,87.92098999023438
2019-05-09,87.4826431274414
2018-07-25,88.11580657958984
2018-09-27,91.0380630493164
2018-10-29,89.32366943359375
2019-10-16,87.3852310180664
2019-12-16,87.76512908935547
2020-03-04,87.78461456298828
2020-05-22,84.86235046386719
2019-10-01,85.85592651367188
2019-12-19,84.76494598388672
2018-09-10,87.65797424316406
2019-05-24,88.60284423828125
2018-08-09,89.23600769042969
2019-04-22,89.53797149658203
2019-03-21,89.0704116821289
2019-01-16,86.82999420166016
2019-08-28,89.08988189697266
2018-11-13,88.99247741699219
2018-10-12,88.81714630126953
2019-06-25,88.7781753540039
2020-03-10,89.41133117675781
2020-05-28,88.58336639404297
2019-10-07,87.66771697998047
2020-03-13,88.04761505126953
2019-10-10,87.50212860107422
2020-03-16,88.34957885742188
2020-06-03,89.96656036376953
2018-11-28,89.66460418701172
2018-09-25,90.37567138671875
2018-07-23,90.5023193359375
2018-08-24,90.3074951171875
2019-07-10,90.19060516357422
2019-05-07,90.26853942871094
2019-04-05,91.02831268310547
2019-03-04,91.54458618164062
2019-01-31,91.6906967163086
2019-09-12,92.19721984863281
2019-12-31,91.99266052246094
2020-03-19,92.1387710571289
2020-01-03,92.15826416015625
2020-06-09,92.04136657714844
2019-02-15,90.84325408935547
2019-01-14,91.61276245117188
2018-07-06,91.31922912597656
2018-08-07,91.8280258178711
2018-10-10,92.09221649169922
2018-12-13,92.48359680175781
2019-08-26,92.67927551269531
2019-07-25,92.83583068847656
2019-05-22,93.33484649658203
2019-03-19,91.4855728149414
2020-01-06,91.34858703613281
2020-03-25,91.10396575927734
2020-06-12,92.46401977539062
2019-10-22,93.31527709960938
2020-01-09,93.09024047851562
2020-06-15,93.86321258544922
2019-10-25,94.51878356933594
2020-03-31,94.4600830078125
2020-06-18,94.58727264404297
2019-04-03,95.68314361572266
2018-08-22,95.86905670166016
2018-10-25,96.51482391357422
2019-01-29,96.8475112915039
2018-12-28,98.72613525390625
2018-11-26,98.08035278320312
2019-08-09,97.10189819335938
2019-07-08,96.44634246826172
2019-06-06,97.05298614501953
2019-09-10,96.83771514892578
2020-01-15,96.83771514892578
2020-04-03,96.6224594116211
2019-10-31,96.8475112915039
2020-04-06,97.00405883789062
2020-06-24,97.65962219238281
2018-11-09,98.41303253173828
2019-07-23,98.02165222167969
2019-06-21,98.3739013671875
2019-05-20,98.28582763671875
2019-04-18,97.806396484375
2018-09-06,97.44435119628906
2018-10-08,97.33674621582031
2019-02-13,97.88465881347656
2018-12-11,98.59893035888672
2019-09-25,99.21537017822266
2020-01-21,99.4501953125
2020-04-09,99.4404067993164
2019-11-06,99.31321716308594
2020-01-24,101.093994140625
2020-01-27,100.95701599121094
2020-04-15,100.7026138305664
2018-12-26,101.11355590820312
2019-08-07,101.22119140625
2019-06-04,101.847412109375
2018-09-21,101.56365203857422
2018-07-19,102.14094543457031
2018-08-20,99.74373626708984
2018-10-23,99.54804992675781
2019-05-03,100.50692749023438
2019-04-01,100.20360565185547
2019-02-28,99.28385162353516
2019-11-12,98.32498168945312
2020-01-30,98.569580078125
2019-11-15,99.24472045898438
2020-04-21,98.2467041015625
2019-04-16,98.51087951660156
2019-03-15,98.609130859375
2019-02-11,99.1102294921875
2019-01-10,99.53273010253906
2019-08-22,98.93338012695312
2018-11-07,100.00434875488281
2018-08-03,99.68994140625
2018-09-04,99.62116241455078
2019-06-19,99.22813415527344
2019-09-23,98.05889892578125
2019-11-18,97.9115219116211
2020-02-05,99.77837371826172
2020-04-24,100.56440734863281
2019-03-29,102.29370880126953
2019-11-21,105.10380554199219
2020-04-27,105.4182357788086
2020-02-11,106.52851867675781
2020-04-30,107.16717529296875
2019-05-01,106.75450897216797
2019-02-26,105.69334411621094
2019-01-25,107.0394515991211
2018-12-24,107.07875061035156
2019-09-06,107.8746109008789
2018-07-17,107.25560760498047
2018-09-19,106.81346130371094
2019-08-05,107.54054260253906
2019-10-08,108.69013977050781
2019-12-11,108.34623718261719
2019-11-27,108.72943878173828
2020-02-14,108.38554382324219
2020-05-06,108.19886016845703
2019-01-08,108.63117980957031
2018-12-07,108.73927307128906
2019-08-20,107.57984161376953
2018-11-05,108.96525573730469
2019-07-19,109.04385375976562
2018-10-04,108.31676483154297
2019-06-17,108.13008880615234
2019-05-16,108.5624008178711
2018-08-01,109.04385375976562
2019-03-13,109.5547866821289
2019-12-03,109.11263275146484
2020-02-20,109.97727966308594
2019-12-06,109.5940933227539
2020-05-12,109.820068359375
2019-12-09,111.08756256103516
2020-02-26,110.56681060791016
2020-05-15,111.3037338256836
2019-03-28,110.95001220703125
2018-09-17,110.69454956054688
2018-08-16,110.92053985595703
2018-10-19,112.03082275390625
2019-04-29,112.10942077636719
2019-01-23,111.2644271850586
2019-09-04,110.55699157714844
2018-11-20,114.89988708496094
2019-07-02,115.30272674560547
2019-05-31,113.06250762939453
2019-12-12,114.0254135131836
2020-05-18,114.23173522949219
2019-09-27,115.27324676513672
2020-03-03,116.94358825683594
2020-05-21,114.50685119628906
2019-05-14,115.08656311035156
2018-08-31,113.53413391113281
2018-07-30,114.36930084228516
2018-10-02,114.01429748535156
2019-04-12,114.84263610839844
2019-03-11,114.95110321044922
2019-02-07,115.60194396972656
2019-07-17,115.68082427978516
2019-09-19,113.70860290527344
2019-10-21,115.60194396972656
2019-12-18,115.34555053710938
2020-03-06,115.33568572998047
2019-10-03,115.68082427978516
2020-03-09,115.1581802368164
2020-05-27,115.08915710449219
2019-12-24,116.25276947021484
2020-03-12,116.5190200805664
2018-12-20,117.554443359375
2019-08-01,116.17388153076172
2018-08-14,113.66915130615234
2018-07-13,112.21957397460938
2018-10-17,111.69692993164062
2019-05-29,109.81346130371094
2019-03-26,109.00484466552734
2019-02-22,111.23345947265625
2019-10-04,112.98873901367188
2019-11-05,112.5154037475586
2019-12-27,110.74040222167969
2020-06-02,112.01248168945312
2019-12-30,110.68123626708984
2020-03-18,109.96138000488281
2020-06-05,111.24332427978516
2019-07-15,111.42082214355469
2018-12-03,111.85470581054688
2019-06-13,111.32221221923828
2019-01-04,111.10526275634766
2018-08-29,112.10124206542969
2019-02-05,113.06763458251953
2018-11-01,112.11109924316406
2019-08-16,111.0263671875
2019-04-10,111.756103515625
2019-09-17,112.7422103881836
2019-10-15,112.86054229736328
2020-01-02,111.25318145751953
2020-06-08,109.7542953491211
2019-10-18,109.93179321289062
2020-03-24,108.83720397949219
2020-06-11,110.74040222167969
2020-01-08,110.7502670288086
2019-04-25,108.57096099853516
2019-07-30,107.75247955322266
2019-02-20,107.43692779541016
2018-07-11,107.5848388671875
2018-09-13,107.98915100097656
2018-10-15,108.19623565673828
2019-06-28,101.90483093261719
2018-12-18,100.29747009277344
2018-11-16,98.2660903930664
2019-10-02,97.08274841308594
2020-03-27,96.56997680664062
2020-01-10,98.69996643066406
2019-10-24,98.27594757080078
2020-03-30,97.52650451660156
2020-06-17,97.45746612548828
2020-01-14,96.97427368164062
2020-04-02,97.01372528076172
2019-01-02,96.74747467041016
2019-08-14,96.91511535644531
2018-10-30,96.91511535644531
2019-06-11,96.71788787841797
2019-05-10,97.17345428466797
2019-04-08,96.95557403564453
2018-08-27,96.67827606201172
2018-07-26,97.06451416015625
2018-09-28,98.78772735595703
2019-03-07,99.66914367675781
2019-10-30,99.6988525390625
2020-01-17,99.58991241455078
2020-06-23,98.49061584472656
2020-04-08,98.24303436279297
2020-06-26,97.56958770751953
2019-03-22,97.81717681884766
2019-01-17,98.02516174316406
2019-08-29,98.28263854980469
2018-11-14,98.48072052001953
2019-06-26,98.86695861816406
2018-09-11,99.14425659179688
2018-07-09,99.91673278808594
2018-08-10,98.65898132324219
2019-04-23,97.78746795654297
2019-09-30,98.85704803466797
2020-01-23,99.61962127685547
2019-11-08,98.8471450805664
2020-04-14,99.36212921142578
2019-11-11,100.80805206298828
2020-01-29,100.9169921875
2020-04-17,99.66914367675781
2018-07-24,99.7582778930664
2018-09-26,101.18437957763672
2019-05-08,100.86746978759766
2019-03-05,100.80805206298828
2019-02-01,100.98631286621094
2018-12-31,101.16458129882812
2018-11-29,101.96675872802734
2019-08-12,100.70901489257812
2019-07-11,99.37203216552734
2019-09-13,99.74836730957031
2019-11-14,100.26335144042969
2020-04-20,101.17448425292969
2020-02-04,104.38322448730469
2020-04-23,104.58129119873047
2018-12-14,105.46270751953125
2019-08-27,104.95762634277344
2018-08-08,103.96727752685547
2018-10-11,103.38296508789062
2018-11-12,103.8088150024414
2019-07-26,105.60135650634766
2019-06-24,105.57164764404297
2019-05-23,104.7496566772461
2019-03-20,105.38348388671875
2019-01-15,105.68058776855469
2019-11-20,105.74990844726562
2020-02-07,102.7392349243164
2020-02-10,101.0556411743164
