Dates,YUM
2018-06-20,81.80000305175781
2018-06-21,81.37999725341797
2018-06-25,80.80000305175781
2018-06-22,80.04000091552734
2018-06-26,80.13999938964844
2018-06-27,82.25
2018-06-28,79.04000091552734
2018-06-29,78.8499984741211
2018-07-02,78.1500015258789
2018-07-03,78.51000213623047
2018-07-05,78.16999816894531
2018-07-16,78.4800033569336
2018-09-18,79.44000244140625
2019-01-24,79.77999877929688
2019-09-05,79.18000030517578
2018-11-21,79.48999786376953
2020-01-13,79.2300033569336
2020-04-01,79.19000244140625
2020-06-19,78.87000274658203
2019-10-29,79.61000061035156
2020-01-16,79.69999694824219
2020-06-22,79.77999877929688
2018-10-03,79.44999694824219
2018-07-31,79.3499984741211
2019-03-12,78.72000122070312
2019-02-08,80.61000061035156
2019-01-07,79.55999755859375
2018-12-06,78.95999908447266
2019-08-19,79.93000030517578
2019-07-18,79.62999725341797
2019-05-15,81.13999938964844
2019-09-20,82.0999984741211
2019-11-01,82.81999969482422
2020-04-07,81.98999786376953
2020-06-25,82.16000366210938
2020-06-16,83.06999969482422
2019-11-04,83.30000305175781
2020-01-22,83.33999633789062
2019-11-07,83.44000244140625
2020-04-13,83.29000091552734
2019-07-01,84.41000366210938
2019-05-30,84.12000274658203
2018-08-15,84.36000061035156
2018-10-18,84.56999969482422
2019-03-27,84.43000030517578
2019-01-22,83.97000122070312
2018-12-21,84.37000274658203
2019-09-03,84.83000183105469
2018-11-19,85.55999755859375
2019-08-02,86.62999725341797
2020-01-28,86.02999877929688
2020-04-16,86.95999908447266
2019-11-13,87.44000244140625
2020-01-31,87.58000183105469
2018-12-04,88.1500015258789
2018-11-02,88.66000366210938
2019-07-16,88.9800033569336
2018-08-30,88.55999755859375
2018-10-01,88.55000305175781
2019-06-14,89.0
2019-05-13,88.58999633789062
2019-04-11,88.2699966430664
2019-02-06,88.52999877929688
2019-09-18,88.87000274658203
2020-02-03,89.3499984741211
2020-04-22,89.8499984741211
2019-11-19,89.63999938964844
2020-02-06,90.23999786376953
2019-11-22,90.81999969482422
2019-03-25,90.63999938964844
2019-02-21,91.26000213623047
2018-12-19,91.2699966430664
2018-07-12,90.77999877929688
2018-09-14,90.76000213623047
2018-08-13,89.73999786376953
2018-10-16,90.37999725341797
2019-07-31,90.9000015258789
2019-05-28,92.20999908447266
2019-04-26,91.41999816894531
2020-04-28,89.11000061035156
2019-11-25,88.29000091552734
2020-02-12,89.18000030517578
2020-05-01,90.5
2020-05-04,91.66000366210938
2019-06-12,90.72000122070312
2019-04-09,90.02999877929688
2019-03-08,90.1500015258789
2019-02-04,89.19999694824219
2018-07-27,88.33000183105469
2018-08-28,87.63999938964844
2019-01-03,86.62999725341797
2019-08-15,87.56999969482422
2018-10-31,86.6500015258789
2019-09-16,91.62999725341797
2020-02-18,90.98999786376953
2020-05-07,88.69000244140625
2018-08-17,87.80999755859375
2019-12-04,88.06999969482422
2020-02-21,89.5199966430664
2018-12-17,90.8499984741211
2019-08-30,91.02999877929688
2018-11-15,91.2699966430664
2019-07-29,89.9000015258789
2019-06-27,89.93000030517578
2019-04-24,89.5999984741211
2018-07-10,89.29000091552734
2018-09-12,89.55000305175781
2019-02-19,87.76000213623047
2019-01-18,87.79000091552734
2020-02-24,87.69999694824219
2020-05-13,88.56999969482422
2019-12-10,89.73999786376953
2020-02-27,91.73999786376953
2019-12-13,92.44999694824219
2020-05-19,92.44000244140625
2019-03-06,93.23999786376953
2018-11-30,92.9800033569336
2019-08-13,92.0
2019-07-12,92.12999725341797
2019-06-10,90.62000274658203
2019-05-09,91.18000030517578
2018-07-25,91.30000305175781
2018-09-27,94.12999725341797
2018-10-29,92.66000366210938
2019-10-16,91.4000015258789
2019-12-16,90.62000274658203
2020-03-04,92.3499984741211
2020-05-22,89.86000061035156
2019-10-01,89.25
2019-12-19,88.16000366210938
2018-09-10,90.01000213623047
2019-05-24,90.98999786376953
2018-08-09,92.47000122070312
2019-04-22,92.05999755859375
2019-03-21,91.54000091552734
2019-01-16,91.0
2019-08-28,92.33999633789062
2018-11-13,92.22000122070312
2018-10-12,91.94000244140625
2019-06-25,91.7699966430664
2020-03-10,92.66000366210938
2020-05-28,90.94999694824219
2019-10-07,90.48999786376953
2020-03-13,90.54000091552734
2019-10-10,90.69000244140625
2020-03-16,91.05000305175781
2020-06-03,92.73999786376953
2018-11-28,93.25
2018-09-25,93.54000091552734
2018-07-23,93.2300033569336
2018-08-24,93.83999633789062
2019-07-10,92.8499984741211
2019-05-07,93.7699966430664
2019-04-05,93.97000122070312
2019-03-04,94.30000305175781
2019-01-31,95.44999694824219
2019-09-12,94.83000183105469
2019-12-31,95.16000366210938
2020-03-19,94.6500015258789
2020-01-03,94.76000213623047
2020-06-09,94.66999816894531
2019-02-15,95.05000305175781
2019-01-14,94.08000183105469
2018-07-06,94.2300033569336
2018-08-07,94.22000122070312
2018-10-10,95.0
2018-12-13,94.79000091552734
2019-08-26,95.19999694824219
2019-07-25,95.08000183105469
2019-05-22,95.4000015258789
2019-03-19,95.69999694824219
2020-01-06,93.9800033569336
2020-03-25,93.44999694824219
2020-06-12,94.81999969482422
2019-10-22,95.54000091552734
2020-01-09,95.80000305175781
2020-06-15,95.94999694824219
2019-10-25,96.94999694824219
2020-03-31,96.55999755859375
2020-06-18,96.69000244140625
2019-04-03,97.81999969482422
2018-08-22,98.08000183105469
2018-10-25,98.95999908447266
2019-01-29,98.98999786376953
2018-12-28,100.93000030517578
2018-11-26,101.38999938964844
2019-08-09,100.01000213623047
2019-07-08,99.0
2019-06-06,99.27999877929688
2019-09-10,99.69999694824219
2020-01-15,99.51000213623047
2020-04-03,99.1500015258789
2019-10-31,99.41000366210938
2020-04-06,99.36000061035156
2020-06-24,100.0999984741211
2018-11-09,100.76000213623047
2019-07-23,100.69999694824219
2019-06-21,100.69000244140625
2019-05-20,100.7699966430664
2019-04-18,100.58000183105469
2018-09-06,99.9000015258789
2018-10-08,99.5199966430664
2019-02-13,100.45999908447266
2018-12-11,100.80999755859375
2019-09-25,101.5999984741211
2020-01-21,102.16000366210938
2020-04-09,102.08000183105469
2019-11-06,102.12000274658203
2020-01-24,103.43000030517578
2020-01-27,103.36000061035156
2020-04-15,104.19000244140625
2018-12-26,104.04000091552734
2019-08-07,103.69000244140625
2019-06-04,104.44000244140625
2018-09-21,104.1500015258789
2018-07-19,104.47000122070312
2018-08-20,102.75
2018-10-23,102.5999984741211
2019-05-03,103.4800033569336
2019-04-01,102.61000061035156
2019-02-28,102.27999877929688
2019-11-12,101.3499984741211
2020-01-30,100.80999755859375
2019-11-15,101.83999633789062
2020-04-21,100.77999877929688
2019-04-16,101.36000061035156
2019-03-15,100.87999725341797
2019-02-11,101.6500015258789
2019-01-10,101.47000122070312
2019-08-22,101.36000061035156
2018-11-07,102.1500015258789
2018-08-03,101.93000030517578
2018-09-04,101.58000183105469
2019-06-19,102.12000274658203
2019-09-23,101.80999755859375
2019-11-18,99.73999786376953
2020-02-05,101.6500015258789
2020-04-24,102.44999694824219
2019-03-29,104.36000061035156
2019-11-21,107.06999969482422
2020-04-27,107.5999984741211
2020-02-11,108.5999984741211
2020-04-30,109.62999725341797
2019-05-01,109.58999633789062
2019-02-26,109.29000091552734
2019-01-25,109.48999786376953
2018-12-24,109.44999694824219
2019-09-06,110.12000274658203
2018-07-17,110.23999786376953
2018-09-19,109.91999816894531
2019-08-05,109.75
2019-10-08,110.69000244140625
2019-12-11,111.05999755859375
2019-11-27,110.70999908447266
2020-02-14,111.29000091552734
2020-05-06,110.48999786376953
2019-01-08,110.68000030517578
2018-12-07,110.79000091552734
2019-08-20,110.5999984741211
2018-11-05,110.98999786376953
2019-07-19,111.31999969482422
2018-10-04,110.8499984741211
2019-06-17,110.47000122070312
2019-05-16,110.66999816894531
2018-08-01,111.0199966430664
2019-03-13,111.51000213623047
2019-12-03,111.81999969482422
2020-02-20,112.12999725341797
2019-12-06,112.1500015258789
2020-05-12,112.0999984741211
2019-12-09,113.37000274658203
2020-02-26,113.58999633789062
2020-05-15,113.58999633789062
2019-03-28,113.5199966430664
2018-09-17,113.51000213623047
2018-08-16,112.94999694824219
2018-10-19,114.37000274658203
2019-04-29,114.16000366210938
2019-01-23,113.98999786376953
2019-09-04,113.5
2018-11-20,119.72000122070312
2019-07-02,117.66000366210938
2019-05-31,117.0
2019-12-12,116.52999877929688
2020-05-18,116.3499984741211
2019-09-27,118.68000030517578
2020-03-03,119.12000274658203
2020-05-21,118.7699966430664
2019-05-14,117.12999725341797
2018-08-31,116.93000030517578
2018-07-30,116.62000274658203
2018-10-02,116.66999816894531
2019-04-12,116.80000305175781
2019-03-11,117.70999908447266
2019-02-07,117.55999755859375
2019-07-17,117.98999786376953
2019-09-19,117.37000274658203
2019-10-21,117.29000091552734
2019-12-18,118.16999816894531
2020-03-06,117.4000015258789
2019-10-03,117.72000122070312
2020-03-09,117.9000015258789
2020-05-27,117.48999786376953
2019-12-24,117.88999938964844
2020-03-12,119.0999984741211
2018-12-20,119.43000030517578
2019-08-01,119.58999633789062
2018-08-14,117.16999816894531
2018-07-13,115.91000366210938
2018-10-17,115.94999694824219
2019-05-29,113.87999725341797
2019-03-26,111.73999786376953
2019-02-22,112.9000015258789
2019-10-04,114.61000061035156
2019-11-05,114.73999786376953
2019-12-27,114.87000274658203
2020-06-02,114.51000213623047
2019-12-30,114.51000213623047
2020-03-18,112.2699966430664
2020-06-05,113.81999969482422
2019-07-15,113.44999694824219
2018-12-03,113.80999755859375
2019-06-13,113.41999816894531
