Dates,YUM
2018-06-20,80.76000213623047
2018-06-21,79.62999725341797
2018-06-25,80.01000213623047
2018-06-22,78.43000030517578
2018-06-26,78.5
2018-06-27,78.79000091552734
2018-06-28,77.43000030517578
2018-06-29,77.7300033569336
2018-07-02,77.08999633789062
2018-07-03,77.7699966430664
2018-07-05,77.37999725341797
2018-07-16,77.77999877929688
2018-09-18,78.44999694824219
2019-01-24,78.88999938964844
2019-09-05,78.47000122070312
2018-11-21,78.87000274658203
2020-01-13,78.55000305175781
2020-04-01,78.5
2020-06-19,78.41999816894531
2019-10-29,78.87000274658203
2020-01-16,79.02999877929688
2020-06-22,78.91999816894531
2018-10-03,78.83999633789062
2018-07-31,77.95999908447266
2019-03-12,77.68000030517578
2019-02-08,78.52999877929688
2019-01-07,78.3499984741211
2018-12-06,78.27999877929688
2019-08-19,78.73999786376953
2019-07-18,78.30999755859375
2019-05-15,78.22000122070312
2019-09-20,80.66999816894531
2019-11-01,81.43000030517578
2020-04-07,80.80999755859375
2020-06-25,81.2300033569336
2020-06-16,82.12000274658203
2019-11-04,82.06999969482422
2020-01-22,82.01000213623047
2019-11-07,82.30999755859375
2020-04-13,82.13999938964844
2019-07-01,83.05999755859375
2019-05-30,83.69000244140625
2018-08-15,83.69999694824219
2018-10-18,83.72000122070312
2019-03-27,83.77999877929688
2019-01-22,83.38999938964844
2018-12-21,83.41999816894531
2019-09-03,84.30000305175781
2018-11-19,84.43000030517578
2019-08-02,85.43000030517578
2020-01-28,85.37999725341797
2020-04-16,85.66999816894531
2019-11-13,86.52999877929688
2020-01-31,86.61000061035156
2018-12-04,86.66999816894531
2018-11-02,87.54000091552734
2019-07-16,88.19999694824219
2018-08-30,87.27999877929688
2018-10-01,87.80999755859375
2019-06-14,88.16000366210938
2019-05-13,87.7699966430664
2019-04-11,87.0999984741211
2019-02-06,87.5
2019-09-18,88.19999694824219
2020-02-03,88.70999908447266
2020-04-22,89.0999984741211
2019-11-19,88.7300033569336
2020-02-06,89.30000305175781
2019-11-22,89.80000305175781
2019-03-25,89.5
2019-02-21,90.06999969482422
2018-12-19,90.37999725341797
2018-07-12,89.86000061035156
2018-09-14,89.72000122070312
2018-08-13,88.83000183105469
2018-10-16,89.76000213623047
2019-07-31,89.9000015258789
2019-05-28,90.7699966430664
2019-04-26,89.12000274658203
2020-04-28,86.95999908447266
2019-11-25,86.77999877929688
2020-02-12,87.87000274658203
2020-05-01,88.7699966430664
2020-05-04,90.19999694824219
2019-06-12,89.51000213623047
2019-04-09,89.2699966430664
2019-03-08,89.05000305175781
2019-02-04,88.05999755859375
2018-07-27,86.93000030517578
2018-08-28,86.0999984741211
2019-01-03,85.27999877929688
2019-08-15,84.52999877929688
2018-10-31,85.41999816894531
