Dates,ATO
2018-06-20,88.75
2018-06-21,89.41000366210938
2018-06-25,89.41000366210938
2018-06-22,90.72000122070312
2018-06-26,90.7300033569336
2018-06-27,90.23999786376953
2018-06-28,91.12999725341797
2018-06-29,90.63999938964844
2018-07-02,90.55000305175781
2018-07-03,91.88999938964844
2018-07-05,92.06999969482422
2018-07-16,92.98999786376953
2018-09-18,92.86000061035156
2019-01-24,90.81999969482422
2019-09-05,91.33000183105469
2018-11-21,91.25
2020-01-13,91.62999725341797
2020-04-01,91.30000305175781
2020-06-19,91.2699966430664
2019-10-29,91.02999877929688
2020-01-16,92.16999816894531
2020-06-22,91.79000091552734
2018-10-03,91.44999694824219
2018-07-31,90.76000213623047
2019-03-12,91.12000274658203
2019-02-08,91.56999969482422
2019-01-07,91.56999969482422
2018-12-06,91.19999694824219
2019-08-19,91.98999786376953
2019-07-18,91.41000366210938
2019-05-15,91.75
2019-09-20,92.2300033569336
2019-11-01,92.6500015258789
2020-04-07,92.3499984741211
2020-06-25,92.05999755859375
2020-06-16,91.87000274658203
2019-11-04,92.58999633789062
2020-01-22,92.0
2019-11-07,93.3499984741211
2020-04-13,93.86000061035156
2019-07-01,94.20999908447266
2019-05-30,94.8499984741211
2018-08-15,94.72000122070312
2018-10-18,93.62000274658203
2019-03-27,92.9800033569336
2019-01-22,93.4000015258789
2018-12-21,92.4000015258789
2019-09-03,92.68000030517578
2018-11-19,92.0
2019-08-02,92.54000091552734
2020-01-28,92.83000183105469
2020-04-16,92.9000015258789
2019-11-13,93.25
2020-01-31,93.7300033569336
2018-12-04,94.33999633789062
2018-11-02,94.11000061035156
2019-07-16,94.19999694824219
2018-08-30,94.47000122070312
2018-10-01,94.0199966430664
2019-06-14,94.5999984741211
2019-05-13,94.5
2019-04-11,94.87999725341797
2019-02-06,95.22000122070312
2019-09-18,94.66999816894531
2020-02-03,93.66000366210938
2020-04-22,94.54000091552734
2019-11-19,94.2300033569336
2020-02-06,94.2300033569336
2019-11-22,94.12000274658203
2019-03-25,93.79000091552734
2019-02-21,93.94000244140625
2018-12-19,94.16999816894531
2018-07-12,94.05999755859375
2018-09-14,93.9800033569336
2018-08-13,92.94999694824219
2018-10-16,94.81999969482422
2019-07-31,97.30000305175781
2019-05-28,98.4000015258789
2019-04-26,97.44999694824219
2020-04-28,96.48999786376953
2019-11-25,93.44000244140625
2020-02-12,93.87999725341797
2020-05-01,95.05999755859375
2020-05-04,95.02999877929688
2019-06-12,96.23999786376953
2019-04-09,97.4800033569336
2019-03-08,97.58999633789062
2019-02-04,96.7300033569336
2018-07-27,98.05000305175781
2018-08-28,96.79000091552734
2019-01-03,95.91000366210938
2019-08-15,95.0199966430664
2018-10-31,95.6500015258789
2019-09-16,94.3499984741211
2020-02-18,93.66999816894531
2020-05-07,93.12999725341797
2018-08-17,93.97000122070312
2019-12-04,95.47000122070312
2020-02-21,96.76000213623047
2018-12-17,97.47000122070312
2019-08-30,97.43000030517578
2018-11-15,98.25
2019-07-29,97.2300033569336
2019-06-27,97.45999908447266
2019-04-24,98.94999694824219
2018-07-10,99.7699966430664
2018-09-12,99.77999877929688
2019-02-19,100.76000213623047
2019-01-18,98.12000274658203
2020-02-24,98.13999938964844
2020-05-13,97.94999694824219
2019-12-10,98.5
2020-02-27,98.8499984741211
2019-12-13,95.4800033569336
2020-05-19,95.69999694824219
2019-03-06,97.66999816894531
2018-11-30,98.79000091552734
2019-08-13,98.58000183105469
2019-07-12,99.26000213623047
2019-06-10,98.83999633789062
2019-05-09,99.12000274658203
2018-07-25,99.62000274658203
2018-09-27,99.80000305175781
2018-10-29,99.7699966430664
2019-10-16,98.93000030517578
2019-12-16,96.23999786376953
2020-03-04,96.11000061035156
2020-05-22,96.62000274658203
2019-10-01,97.19999694824219
2019-12-19,95.0
2018-09-10,90.23999786376953
