Dates,ATO
2018-06-20,84.70806121826172
2018-06-21,85.20673370361328
2018-06-25,85.4560775756836
2018-06-22,86.81784057617188
2018-06-26,86.15614318847656
2018-06-27,86.43424987792969
2018-06-28,86.68358612060547
2018-06-29,86.44384002685547
2018-07-02,86.6356430053711
2018-07-03,87.52751159667969
2018-07-05,88.27552032470703
2018-07-16,88.77420806884766
2018-09-18,86.12737274169922
2019-01-24,86.95211791992188
2019-09-05,87.32611846923828
2018-11-21,87.39324188232422
2020-01-13,87.39324188232422
2020-04-01,87.37406921386719
2020-06-19,87.0767822265625
2019-10-29,86.82743072509766
2020-01-16,87.96865844726562
2020-06-22,87.69053649902344
2018-10-03,87.09595489501953
2018-07-31,86.90415954589844
2019-03-12,86.69318389892578
2019-02-08,87.56587219238281
2019-01-07,87.15349578857422
2018-12-06,86.79866790771484
2019-08-19,88.10291290283203
2019-07-18,87.25899505615234
2019-05-15,87.83438873291016
2019-09-20,88.06454467773438
2019-11-01,88.18921661376953
2020-04-07,88.18921661376953
2020-06-25,88.10291290283203
2020-06-16,87.49872589111328
2019-11-04,87.52751159667969
2020-01-22,88.05496215820312
2019-11-07,88.80297088623047
2020-04-13,89.22492218017578
2019-07-01,90.31817626953125
2019-05-30,90.47161865234375
2018-08-15,89.75238037109375
2018-10-18,89.09066772460938
2019-03-27,88.71665954589844
2019-01-22,88.3426513671875
2018-12-21,88.9066390991211
2019-09-03,88.4824447631836
2018-11-19,88.50173950195312
2019-08-02,89.01268768310547
2020-01-28,89.22477722167969
2020-04-16,88.9162826538086
2019-11-13,89.0705337524414
2020-01-31,90.237060546875
2018-12-04,90.68052673339844
2018-11-02,90.25634002685547
2019-07-16,89.65861511230469
2018-08-30,90.37202453613281
2018-10-01,90.24669647216797
2019-06-14,91.10472106933594
2019-05-13,90.7383804321289
2019-04-11,91.3650131225586
2019-02-06,91.09507751464844
2019-09-18,89.37903594970703
2020-02-03,89.95747375488281
2020-04-22,90.63233947753906
2019-11-19,90.52627563476562
2020-02-06,90.14065551757812
2019-11-22,89.30189514160156
2019-03-25,89.93819427490234
2019-02-21,90.53592681884766
2018-12-19,89.41759490966797
2018-07-12,90.32382202148438
2018-09-14,89.40795135498047
2018-08-13,89.50434875488281
2018-10-16,91.23969268798828
2019-07-31,93.4666976928711
2019-05-28,93.35101318359375
2019-04-26,92.57010650634766
2020-04-28,89.99603271484375
2019-11-25,89.28263092041016
2020-02-12,90.11172485351562
2020-05-01,91.51927185058594
2020-05-04,91.23004150390625
2019-06-12,91.9627456665039
2019-04-09,93.58238220214844
2019-03-08,93.0425033569336
2019-02-04,92.24231719970703
2018-07-27,93.64986419677734
2018-08-28,92.19412231445312
2019-01-03,90.25634002685547
2019-08-15,91.09507751464844
2018-10-31,91.3939437866211
2019-09-16,89.7357406616211
2020-02-18,89.60076141357422
2020-05-07,88.82951354980469
2018-08-17,89.93819427490234
2019-12-04,92.03022766113281
2020-02-21,93.22566986083984
2018-12-17,92.39657592773438
2019-08-30,93.2160415649414
2018-11-15,93.19673919677734
2019-07-29,92.93645477294922
2019-06-27,93.79447937011719
2019-04-24,95.35626983642578
2018-07-10,95.4719467163086
2018-09-12,95.77081298828125
2019-02-19,94.67176818847656
2019-01-18,94.20903015136719
2020-02-24,94.16541290283203
2020-05-13,94.80513000488281
2019-12-10,95.39639282226562
2020-02-27,94.63065338134766
2019-12-13,90.57907104492188
2020-05-19,92.73087310791016
2019-03-06,94.61128234863281
2018-11-30,94.56280517578125
2019-08-13,95.52239990234375
2019-07-12,95.75502014160156
2019-06-10,95.42546081542969
2019-05-09,95.47393798828125
2018-07-25,95.56116485595703
2018-09-27,96.4432144165039
2018-10-29,95.44485473632812
2019-10-16,92.62425231933594
2019-12-16,91.61619567871094
2020-03-04,92.01361083984375
