Dates,HST
2018-06-20,19.69765853881836
2018-06-21,19.825979232788086
2018-06-25,19.633499145507812
2018-06-22,19.28519058227539
2018-06-26,19.202695846557617
2018-06-27,19.294355392456055
2018-06-28,19.303607940673828
2018-06-29,19.497941970825195
2018-07-02,19.28510284423828
2018-07-03,19.451669692993164
2018-07-05,19.534954071044922
2018-07-16,19.729286193847656
2018-09-18,19.747793197631836
2019-01-24,19.77556037902832
2019-09-05,19.553462982177734
2018-11-21,19.59048080444336
2020-01-13,19.5997314453125
2020-04-01,19.451669692993164
2020-06-19,19.46092414855957
2019-10-29,19.534954071044922
2020-01-16,19.868093490600586
2020-06-22,19.692272186279297
2018-10-03,19.96988868713379
2018-07-31,19.553462982177734
2019-03-12,19.47943115234375
2019-02-08,19.497941970825195
2019-01-07,19.257335662841797
2018-12-06,19.14629364013672
2019-08-19,19.377639770507812
2019-07-18,19.905113220214844
2019-05-15,20.303028106689453
2019-09-20,20.016157150268555
2019-11-01,20.025409698486328
2020-04-07,19.784809112548828
2020-06-25,19.01673698425293
2020-06-16,18.961212158203125
2019-11-04,18.75762939453125
2020-01-22,18.60031509399414
2019-11-07,18.77613639831543
2020-04-13,19.238832473754883
2019-07-01,19.34062385559082
2019-05-30,19.36838722229004
2018-08-15,19.34062385559082
2018-10-18,19.488685607910156
2019-03-27,19.71078109741211
2019-01-22,19.322114944458008
2018-12-21,19.396146774291992
2019-09-03,19.36838722229004
2018-11-19,19.80331802368164
2019-08-02,20.03466796875
2020-01-28,20.12720489501953
2020-04-16,19.923620223999023
2019-11-13,19.636749267578125
2020-01-31,19.655256271362305
2018-12-04,19.683015823364258
2018-11-02,19.812570571899414
2019-07-16,19.692272186279297
2018-08-30,19.70152473449707
2018-10-01,19.747793197631836
2019-06-14,19.868093490600586
2019-05-13,19.960634231567383
2019-04-11,19.80331802368164
2019-02-06,19.886600494384766
2019-09-18,19.562719345092773
2020-02-03,19.636749267578125
2020-04-22,19.54421043395996
2019-11-19,19.331369400024414
2020-02-06,19.59048080444336
2019-11-22,19.451669692993164
2019-03-25,19.788009643554688
2019-02-21,19.71327018737793
2018-12-19,19.591812133789062
2018-07-12,19.34889793395996
2018-09-14,19.423643112182617
2018-08-13,18.928476333618164
2018-10-16,18.77899169921875
2019-07-31,19.105989456176758
2019-05-28,18.82570457458496
2019-04-26,18.489364624023438
2020-04-28,17.97551155090332
2019-11-25,17.919456481933594
2020-02-12,17.919456481933594
2020-05-01,18.153024673461914
2020-05-04,18.059595108032227
2019-06-12,17.816682815551758
2019-04-09,17.84471321105957
2019-03-08,17.62982749938965
2019-02-04,17.4803409576416
2018-07-27,17.144004821777344
2018-08-28,17.4803409576416
2019-01-03,17.2187442779541
2019-08-15,17.452314376831055
2018-10-31,17.723257064819336
2019-09-16,17.854055404663086
2020-02-18,18.059595108032227
2020-05-07,17.452314376831055
2018-08-17,17.984853744506836
2019-12-04,17.28414535522461
2020-02-21,17.741941452026367
2018-12-17,17.769969940185547
2019-08-30,17.65785789489746
2018-11-15,17.564430236816406
2019-07-29,17.601797103881836
2019-06-27,17.592458724975586
2019-04-24,17.797998428344727
2018-07-10,17.994197845458984
2018-09-12,17.89142417907715
2019-02-19,17.919456481933594
2019-01-18,17.788658142089844
2020-02-24,17.68588638305664
2020-05-13,17.910110473632812
2019-12-10,17.89142417907715
2020-02-27,17.94748306274414
2019-12-13,18.031566619873047
2020-05-19,17.75128746032715
2019-03-06,18.07828140258789
2018-11-30,17.48968505859375
2019-08-13,17.611141204833984
2019-07-12,17.181373596191406
2019-06-10,16.919776916503906
2019-05-09,16.788978576660156
2018-07-25,16.67686653137207
2018-09-27,16.611465454101562
2018-10-29,16.611465454101562
2019-10-16,16.181697845458984
2019-12-16,16.4339542388916
2020-03-04,16.08827018737793
2020-05-22,15.43427562713623
2019-10-01,15.452960014343262
2019-12-19,14.892393112182617
2018-09-10,15.733243942260742
2019-05-24,15.733243942260742
2018-08-09,15.630167007446289
2019-04-22,15.620796203613281
2019-03-21,15.358419418334961
2019-01-16,15.320937156677246
2019-08-28,15.808211326599121
2018-11-13,15.911285400390625
2018-10-12,16.30484962463379
2019-06-25,16.361072540283203
2020-03-10,16.56722640991211
2020-05-28,16.623449325561523
2019-10-07,16.398555755615234
2020-03-13,16.361072540283203
2019-10-10,16.370445251464844
2020-03-16,16.426668167114258
2020-06-03,16.417295455932617
2018-11-28,16.173662185668945
2018-09-25,15.976879119873047
2018-07-23,16.108070373535156
2018-08-24,16.38918685913086
2019-07-10,16.56722640991211
2019-05-07,16.764009475708008
2019-04-05,17.017017364501953
2019-03-04,16.923309326171875
2019-01-31,16.904571533203125
2019-09-12,17.073238372802734
2019-12-31,17.166948318481445
2020-03-19,17.063867568969727
2020-01-03,17.045129776000977
2020-06-09,16.838973999023438
2019-02-15,16.773378372192383
2019-01-14,16.848344802856445
2018-07-06,17.204431533813477
2018-08-07,17.185688018798828
2018-10-10,17.46680450439453
2018-12-13,17.354358673095703
2019-08-26,18.441349029541016
2019-07-25,18.54442596435547
2019-05-22,18.872394561767578
2019-03-19,18.553796768188477
2020-01-06,18.46009063720703
2020-03-25,18.272676467895508
2020-06-12,18.37575340270996
2019-10-22,18.319528579711914
2020-01-09,18.553796768188477
2020-06-15,18.591278076171875
2019-10-25,18.488201141357422
2020-03-31,18.16023063659668
2020-06-18,18.075895309448242
2019-04-03,18.216453552246094
2018-08-22,17.954078674316406
2018-10-25,17.96344757080078
2019-01-29,18.010297775268555
2018-12-28,17.954078674316406
2018-11-26,17.991561889648438
2019-08-09,17.88848114013672
2019-07-08,17.916595458984375
2019-06-06,17.944705963134766
2019-09-10,17.616735458374023
2020-01-15,17.523029327392578
2020-04-03,17.88848114013672
2019-10-31,17.80414581298828
2020-04-06,17.96514129638672
2020-06-24,17.89885139465332
2018-11-09,18.25872039794922
2019-07-23,18.410245895385742
2019-06-21,18.27766227722168
2019-05-20,18.230308532714844
2019-04-18,18.30607032775879
2018-09-06,18.36289405822754
2018-10-08,17.946203231811523
2019-02-13,18.145078659057617
2018-12-11,18.059844970703125
2019-09-25,18.2018985748291
2020-01-21,18.012495040893555
2020-04-09,17.993553161621094
2019-11-06,17.813617706298828
2020-01-24,17.89885139465332
2020-01-27,17.69997215270996
2020-04-15,17.91779136657715
2018-12-26,17.946203231811523
2019-08-07,17.89885139465332
2019-06-04,18.164018630981445
2018-09-21,18.211368560791016
2018-07-19,18.220840454101562
2018-08-20,18.44812774658203
2018-10-23,18.561771392822266
2019-05-03,18.82693862915039
2019-04-01,18.82693862915039
2019-02-28,18.334482192993164
2019-11-12,18.059844970703125
2020-01-30,18.003021240234375
2019-11-15,18.192428588867188
2020-04-21,17.832557678222656
2019-04-16,17.98408317565918
2019-03-15,18.25872039794922
2019-02-11,18.31554412841797
2019-01-10,18.164018630981445
2019-08-22,17.96514129638672
2018-11-07,18.164018630981445
2018-08-03,18.107196807861328
2018-09-04,18.126136779785156
2019-06-19,18.239782333374023
2019-09-23,17.879907608032227
2019-11-18,17.595802307128906
2020-02-05,17.425334930419922
2020-04-24,17.15069580078125
2019-03-29,17.093873977661133
2019-11-21,17.14122772216797
2020-04-27,17.245397567749023
2020-02-11,17.169635772705078
2020-04-30,17.368515014648438
2019-05-01,17.501096725463867
2019-02-26,17.595802307128906
2019-01-25,17.453746795654297
2018-12-24,17.55792236328125
2019-09-06,17.340103149414062
2018-07-17,17.55792236328125
2018-09-19,17.662092208862305
2019-08-05,17.491626739501953
2019-10-08,17.662092208862305
2019-12-11,17.20751953125
2019-11-27,16.923410415649414
2020-02-14,16.85711669921875
2020-05-06,16.87605857849121
2019-01-08,17.24959373474121
2018-12-07,17.450725555419922
2019-08-20,17.402835845947266
2018-11-05,17.469881057739258
2019-07-19,17.680591583251953
2018-10-04,17.63270378112793
2019-06-17,17.565658569335938
2019-05-16,17.31663703918457
2018-08-01,17.565658569335938
2019-03-13,17.393259048461914
2019-12-03,17.431570053100586
2020-02-20,17.364524841308594
2019-12-06,17.527347564697266
2020-05-12,17.144235610961914
2019-12-09,17.0484561920166
2020-02-26,16.923946380615234
2020-05-15,16.732391357421875
2019-03-28,17.09634780883789
2018-09-17,17.09634780883789
2018-08-16,16.971834182739258
2018-10-19,16.866479873657227
2019-04-29,16.761123657226562
2019-01-23,16.93352508544922
2019-09-04,16.6557674407959
2018-11-20,16.33970069885254
2019-07-02,16.349281311035156
2019-05-31,15.899124145507812
2019-12-12,16.0523681640625
2020-05-18,15.918280601501465
2019-09-27,16.090679168701172
2020-03-03,15.937434196472168
2020-05-21,15.630946159362793
2019-05-14,15.803345680236816
2018-08-31,15.152056694030762
2018-07-30,14.941346168518066
2018-10-02,15.180790901184082
2019-04-12,15.314878463745117
2019-03-11,15.276567459106445
2019-02-07,15.266989707946777
2019-07-17,15.410656929016113
2019-09-19,15.027545928955078
2019-10-21,15.104167938232422
2019-12-18,15.075433731079102
2020-03-06,15.11374568939209
2019-10-03,15.30530071258545
2020-03-09,15.36276912689209
2020-05-27,15.353191375732422
2019-12-24,15.650101661682129
2020-03-12,16.014055252075195
2018-12-20,15.95659065246582
2019-08-01,16.416322708129883
2018-08-14,16.694080352783203
2018-07-13,16.68450164794922
2018-10-17,16.358856201171875
2019-05-29,16.58872413635254
2019-03-26,16.674924850463867
2019-02-22,16.521678924560547
2019-10-04,16.56956672668457
2019-11-05,16.540836334228516
2019-12-27,16.512102127075195
2020-06-02,16.492944717407227
2019-12-30,16.378013610839844
2020-03-18,16.33970069885254
2020-06-05,16.18645668029785
2019-07-15,16.583850860595703
2018-12-03,16.758316040039062
2019-06-13,16.45784568786621
2019-01-04,16.07984161376953
2018-08-29,16.13799476623535
2019-02-05,16.108919143676758
2018-11-01,16.28338050842285
2019-08-16,15.944147109985352
2019-04-10,15.924761772155762
2019-09-17,16.002300262451172
2019-10-15,16.147687911987305
2020-01-02,15.808450698852539
2020-06-08,15.905376434326172
2019-10-18,15.847221374511719
2020-03-24,15.915067672729492
2020-06-11,15.934453010559082
2020-01-08,16.28338050842285
2019-04-25,16.26399803161621
2019-07-30,16.331846237182617
2019-02-20,16.273691177368164
2018-07-11,16.167072296142578
2018-09-13,16.186458587646484
2018-10-15,16.099225997924805
2019-06-28,16.147687911987305
2018-12-18,15.885990142822266
2018-11-16,16.244611740112305
