Dates,HST
2018-06-20,21.18000030517578
2018-06-21,21.299999237060547
2018-06-25,21.350000381469727
2018-06-22,21.020000457763672
2018-06-26,20.899999618530273
2018-06-27,20.780000686645508
2018-06-28,20.739999771118164
2018-06-29,20.770000457763672
2018-07-02,20.709999084472656
2018-07-03,20.809999465942383
2018-07-05,20.860000610351562
2018-07-16,21.079999923706055
2018-09-18,21.18000030517578
2019-01-24,21.309999465942383
2019-09-05,21.079999923706055
2018-11-21,20.959999084472656
2020-01-13,21.100000381469727
2020-04-01,20.899999618530273
2020-06-19,20.940000534057617
2019-10-29,20.989999771118164
2020-01-16,21.020000457763672
2020-06-22,21.239999771118164
2018-10-03,21.280000686645508
2018-07-31,21.079999923706055
2019-03-12,20.729999542236328
2019-02-08,21.0
2019-01-07,20.780000686645508
2018-12-06,20.6299991607666
2019-08-19,20.649999618530273
2019-07-18,20.8700008392334
2019-05-15,21.329999923706055
2019-09-20,21.56999969482422
2019-11-01,21.420000076293945
2020-04-07,21.299999237060547
2020-06-25,20.469999313354492
2020-06-16,20.450000762939453
2019-11-04,20.139999389648438
2020-01-22,19.979999542236328
2019-11-07,20.100000381469727
2020-04-13,20.200000762939453
2019-07-01,20.729999542236328
2019-05-30,20.649999618530273
2018-08-15,20.8700008392334
2018-10-18,20.889999389648438
2019-03-27,21.010000228881836
2019-01-22,20.829999923706055
2018-12-21,20.809999465942383
2019-09-03,20.809999465942383
2018-11-19,20.959999084472656
2019-08-02,21.440000534057617
2020-01-28,21.549999237060547
2020-04-16,21.510000228881836
2019-11-13,21.170000076293945
2020-01-31,21.1299991607666
2018-12-04,21.170000076293945
2018-11-02,21.15999984741211
2019-07-16,21.280000686645508
2018-08-30,21.1299991607666
2018-10-01,21.219999313354492
2019-06-14,21.399999618530273
2019-05-13,21.200000762939453
2019-04-11,21.34000015258789
2019-02-06,21.31999969482422
2019-09-18,21.059999465942383
2020-02-03,20.940000534057617
2020-04-22,21.110000610351562
2019-11-19,20.760000228881836
2020-02-06,20.950000762939453
2019-11-22,21.020000457763672
2019-03-25,20.889999389648438
2019-02-21,20.969999313354492
2018-12-19,20.90999984741211
2018-07-12,20.709999084472656
2018-09-14,20.59000015258789
2018-08-13,20.15999984741211
2018-10-16,20.040000915527344
2019-07-31,20.079999923706055
2019-05-28,20.110000610351562
2019-04-26,19.770000457763672
2020-04-28,19.1200008392334
2019-11-25,19.040000915527344
2020-02-12,19.110000610351562
2020-05-01,19.15999984741211
2020-05-04,19.15999984741211
2019-06-12,19.0
2019-04-09,19.0
2019-03-08,18.790000915527344
2019-02-04,18.299999237060547
2018-07-27,18.31999969482422
2018-08-28,18.3700008392334
2019-01-03,18.110000610351562
2019-08-15,18.520000457763672
2018-10-31,18.6299991607666
2019-09-16,18.770000457763672
2020-02-18,18.889999389648438
2020-05-07,18.600000381469727
2018-08-17,18.729999542236328
2019-12-04,18.309999465942383
2020-02-21,18.450000762939453
2018-12-17,18.739999771118164
2019-08-30,18.760000228881836
2018-11-15,18.790000915527344
2019-07-29,18.81999969482422
2019-06-27,18.639999389648438
2019-04-24,18.510000228881836
2018-07-10,18.920000076293945
2018-09-12,18.989999771118164
2019-02-19,18.950000762939453
2019-01-18,19.040000915527344
2020-02-24,18.8700008392334
2020-05-13,19.040000915527344
2019-12-10,19.040000915527344
2020-02-27,18.829999923706055
2019-12-13,19.049999237060547
2020-05-19,18.770000457763672
2019-03-06,18.920000076293945
2018-11-30,18.709999084472656
2019-08-13,18.15999984741211
2019-07-12,18.389999389648438
2019-06-10,17.920000076293945
2019-05-09,17.959999084472656
2018-07-25,17.850000381469727
2018-09-27,17.649999618530273
2018-10-29,17.639999389648438
2019-10-16,17.260000228881836
2019-12-16,17.3700008392334
2020-03-04,17.190000534057617
2020-05-22,16.329999923706055
2019-10-01,16.420000076293945
2019-12-19,15.9399995803833
2018-09-10,15.979999542236328
2019-05-24,16.190000534057617
2018-08-09,16.520000457763672
2019-04-22,16.3799991607666
2019-03-21,16.209999084472656
2019-01-16,16.270000457763672
2019-08-28,16.540000915527344
2018-11-13,16.780000686645508
2018-10-12,17.09000015258789
2019-06-25,17.1299991607666
2020-03-10,17.350000381469727
2020-05-28,17.489999771118164
2019-10-07,17.40999984741211
2020-03-13,17.299999237060547
2019-10-10,17.3700008392334
2020-03-16,17.209999084472656
2020-06-03,17.360000610351562
2018-11-28,17.09000015258789
2018-09-25,16.8799991607666
2018-07-23,16.899999618530273
2018-08-24,17.260000228881836
2019-07-10,17.34000015258789
2019-05-07,17.670000076293945
2019-04-05,17.899999618530273
2019-03-04,17.969999313354492
2019-01-31,17.600000381469727
2019-09-12,17.850000381469727
2019-12-31,18.190000534057617
2020-03-19,18.170000076293945
2020-01-03,18.030000686645508
2020-06-09,17.829999923706055
2019-02-15,17.889999389648438
2019-01-14,17.84000015258789
2018-07-06,18.0
2018-08-07,18.200000762939453
2018-10-10,18.450000762939453
2018-12-13,18.489999771118164
2019-08-26,18.510000228881836
2019-07-25,19.610000610351562
2019-05-22,19.889999389648438
2019-03-19,19.780000686645508
2020-01-06,19.690000534057617
2020-03-25,19.399999618530273
2020-06-12,19.520000457763672
2019-10-22,19.290000915527344
2020-01-09,19.489999771118164
2020-06-15,19.639999389648438
2019-10-25,19.690000534057617
2020-03-31,19.34000015258789
2020-06-18,19.030000686645508
2019-04-03,19.200000762939453
2018-08-22,19.110000610351562
2018-10-25,19.1299991607666
2019-01-29,19.030000686645508
2018-12-28,19.100000381469727
2018-11-26,19.049999237060547
2019-08-09,19.030000686645508
2019-07-08,18.959999084472656
2019-06-06,18.950000762939453
2019-09-10,18.549999237060547
2020-01-15,18.510000228881836
2020-04-03,18.770000457763672
2019-10-31,18.799999237060547
2020-04-06,18.729999542236328
2020-06-24,18.850000381469727
2018-11-09,19.0
2019-07-23,19.200000762939453
2019-06-21,19.15999984741211
2019-05-20,19.09000015258789
2019-04-18,19.239999771118164
2018-09-06,19.239999771118164
2018-10-08,18.90999984741211
2019-02-13,18.989999771118164
2018-12-11,18.899999618530273
2019-09-25,18.889999389648438
2020-01-21,18.899999618530273
2020-04-09,18.850000381469727
2019-11-06,18.760000228881836
2020-01-24,18.729999542236328
2020-01-27,18.510000228881836
2020-04-15,18.65999984741211
2018-12-26,18.889999389648438
2019-08-07,18.6200008392334
2019-06-04,18.90999984741211
2018-09-21,19.190000534057617
2018-07-19,19.059999465942383
2018-08-20,19.299999237060547
2018-10-23,19.459999084472656
2019-05-03,19.600000381469727
2019-04-01,19.5
2019-02-28,19.200000762939453
2019-11-12,19.049999237060547
2020-01-30,18.90999984741211
2019-11-15,18.75
2020-04-21,18.670000076293945
2019-04-16,18.81999969482422
2019-03-15,18.889999389648438
2019-02-11,19.280000686645508
2019-01-10,19.1200008392334
2019-08-22,18.829999923706055
2018-11-07,18.959999084472656
2018-08-03,19.049999237060547
2018-09-04,18.799999237060547
2019-06-19,19.139999389648438
2019-09-23,18.8799991607666
2019-11-18,18.43000030517578
2020-02-05,18.3799991607666
2020-04-24,17.899999618530273
2019-03-29,17.81999969482422
2019-11-21,17.959999084472656
2020-04-27,17.969999313354492
2020-02-11,18.010000228881836
2020-04-30,18.149999618530273
2019-05-01,18.34000015258789
2019-02-26,18.40999984741211
2019-01-25,18.40999984741211
2018-12-24,18.360000610351562
2019-09-06,18.239999771118164
2018-07-17,18.309999465942383
2018-09-19,18.520000457763672
2019-08-05,18.290000915527344
2019-10-08,18.420000076293945
2019-12-11,18.170000076293945
2019-11-27,17.700000762939453
2020-02-14,17.799999237060547
2020-05-06,17.700000762939453
2019-01-08,17.65999984741211
2018-12-07,18.040000915527344
2019-08-20,18.010000228881836
2018-11-05,18.06999969482422
2019-07-19,18.270000457763672
2018-10-04,18.09000015258789
2019-06-17,18.239999771118164
2019-05-16,17.93000030517578
2018-08-01,18.059999465942383
2019-03-13,17.940000534057617
2019-12-03,18.1299991607666
2020-02-20,18.030000686645508
2019-12-06,17.920000076293945
2020-05-12,17.84000015258789
2019-12-09,17.68000030517578
2020-02-26,17.649999618530273
2020-05-15,17.440000534057617
2019-03-28,17.489999771118164
2018-09-17,17.709999084472656
2018-08-16,17.639999389648438
2018-10-19,17.59000015258789
2019-04-29,17.459999084472656
2019-01-23,17.420000076293945
2019-09-04,17.299999237060547
2018-11-20,17.059999465942383
2019-07-02,16.989999771118164
2019-05-31,16.360000610351562
2019-12-12,16.649999618530273
2020-05-18,16.040000915527344
2019-09-27,16.559999465942383
2020-03-03,16.479999542236328
