Dates,HST
2018-06-20,21.229999542236328
2018-06-21,21.40999984741211
2018-06-25,21.670000076293945
2018-06-22,21.399999618530273
2018-06-26,21.06999969482422
2018-06-27,20.989999771118164
2018-06-28,20.940000534057617
2018-06-29,20.860000610351562
2018-07-02,21.030000686645508
2018-07-03,20.84000015258789
2018-07-05,21.059999465942383
2018-07-16,21.139999389648438
2018-09-18,21.34000015258789
2019-01-24,21.450000762939453
2019-09-05,21.280000686645508
2018-11-21,21.170000076293945
2020-01-13,21.209999084472656
2020-04-01,21.149999618530273
2020-06-19,21.059999465942383
2019-10-29,21.06999969482422
2020-01-16,21.059999465942383
2020-06-22,21.399999618530273
2018-10-03,21.31999969482422
2018-07-31,21.6299991607666
2019-03-12,21.1200008392334
2019-02-08,21.100000381469727
2019-01-07,21.170000076293945
2018-12-06,20.809999465942383
2019-08-19,20.760000228881836
2019-07-18,20.920000076293945
2019-05-15,21.389999389648438
2019-09-20,21.940000534057617
2019-11-01,21.559999465942383
2020-04-07,21.579999923706055
2020-06-25,21.459999084472656
2020-06-16,20.530000686645508
2019-11-04,20.40999984741211
2020-01-22,20.270000457763672
2019-11-07,20.100000381469727
2020-04-13,20.260000228881836
2019-07-01,20.790000915527344
2019-05-30,20.860000610351562
2018-08-15,21.030000686645508
2018-10-18,20.950000762939453
2019-03-27,21.09000015258789
2019-01-22,21.329999923706055
2018-12-21,20.860000610351562
2019-09-03,20.959999084472656
2018-11-19,20.989999771118164
2019-08-02,21.440000534057617
2020-01-28,21.65999984741211
2020-04-16,21.700000762939453
2019-11-13,21.56999969482422
2020-01-31,21.15999984741211
2018-12-04,21.329999923706055
2018-11-02,21.25
2019-07-16,21.530000686645508
2018-08-30,21.149999618530273
2018-10-01,21.290000915527344
2019-06-14,21.459999084472656
2019-05-13,21.459999084472656
2019-04-11,21.59000015258789
2019-02-06,21.3799991607666
2019-09-18,21.510000228881836
2020-02-03,21.170000076293945
2020-04-22,21.190000534057617
2019-11-19,21.1200008392334
2020-02-06,21.049999237060547
2019-11-22,21.139999389648438
2019-03-25,20.979999542236328
2019-02-21,21.170000076293945
2018-12-19,21.100000381469727
2018-07-12,20.920000076293945
2018-09-14,20.729999542236328
2018-08-13,20.780000686645508
2018-10-16,20.18000030517578
2019-07-31,20.170000076293945
2019-05-28,20.43000030517578
2019-04-26,20.1200008392334
2020-04-28,19.809999465942383
2019-11-25,19.389999389648438
2020-02-12,19.1299991607666
2020-05-01,19.270000457763672
2020-05-04,19.440000534057617
2019-06-12,19.299999237060547
2019-04-09,19.079999923706055
2019-03-08,19.149999618530273
2019-02-04,18.6200008392334
2018-07-27,18.739999771118164
2018-08-28,18.43000030517578
2019-01-03,18.549999237060547
2019-08-15,18.610000610351562
2018-10-31,18.75
2019-09-16,19.049999237060547
2020-02-18,19.1200008392334
2020-05-07,19.719999313354492
2018-08-17,18.729999542236328
2019-12-04,19.110000610351562
2020-02-21,18.450000762939453
2018-12-17,18.979999542236328
2019-08-30,18.920000076293945
2018-11-15,18.93000030517578
2019-07-29,18.889999389648438
2019-06-27,18.940000534057617
2019-04-24,18.65999984741211
2018-07-10,19.020000457763672
2018-09-12,19.219999313354492
2019-02-19,19.079999923706055
2019-01-18,19.200000762939453
2020-02-24,18.899999618530273
2020-05-13,19.1200008392334
2019-12-10,19.149999618530273
2020-02-27,19.1299991607666
2019-12-13,19.149999618530273
2020-05-19,19.34000015258789
2019-03-06,19.170000076293945
2018-11-30,19.329999923706055
2019-08-13,18.56999969482422
2019-07-12,18.809999465942383
2019-06-10,18.40999984741211
2019-05-09,18.290000915527344
2018-07-25,18.110000610351562
2018-09-27,17.860000610351562
2018-10-29,17.729999542236328
2019-10-16,17.780000686645508
2019-12-16,17.56999969482422
2020-03-04,17.579999923706055
2020-05-22,17.0
2019-10-01,16.65999984741211
2019-12-19,16.459999084472656
2018-09-10,15.979999542236328
2019-05-24,16.65999984741211
2018-08-09,16.729999542236328
2019-04-22,16.75
2019-03-21,16.440000534057617
2019-01-16,16.290000915527344
2019-08-28,16.56999969482422
2018-11-13,16.90999984741211
2018-10-12,17.1299991607666
2019-06-25,17.450000762939453
2020-03-10,17.459999084472656
2020-05-28,17.639999389648438
2019-10-07,17.649999618530273
2020-03-13,17.540000915527344
2019-10-10,17.440000534057617
2020-03-16,17.40999984741211
2020-06-03,17.579999923706055
2018-11-28,17.479999542236328
2018-09-25,17.280000686645508
2018-07-23,17.0
2018-08-24,17.360000610351562
2019-07-10,17.3700008392334
2019-05-07,17.670000076293945
2019-04-05,17.899999618530273
2019-03-04,18.1299991607666
2019-01-31,18.100000381469727
2019-09-12,17.959999084472656
2019-12-31,18.229999542236328
2020-03-19,18.309999465942383
2020-01-03,18.100000381469727
2020-06-09,18.030000686645508
2019-02-15,18.030000686645508
2019-01-14,18.09000015258789
2018-07-06,18.06999969482422
2018-08-07,18.329999923706055
2018-10-10,18.489999771118164
2018-12-13,18.649999618530273
2019-08-26,18.889999389648438
2019-07-25,19.690000534057617
2019-05-22,19.889999389648438
2019-03-19,20.260000228881836
2020-01-06,19.850000381469727
2020-03-25,19.59000015258789
2020-06-12,19.530000686645508
2019-10-22,19.709999084472656
2020-01-09,19.649999618530273
2020-06-15,19.799999237060547
2019-10-25,19.850000381469727
2020-03-31,19.760000228881836
2020-06-18,19.229999542236328
2019-04-03,19.40999984741211
2018-08-22,19.3799991607666
2018-10-25,19.25
2019-01-29,19.15999984741211
2018-12-28,19.200000762939453
2018-11-26,19.239999771118164
2019-08-09,19.260000228881836
2019-07-08,19.06999969482422
2019-06-06,19.049999237060547
2019-09-10,19.100000381469727
2020-01-15,18.799999237060547
2020-04-03,18.860000610351562
2019-10-31,19.079999923706055
2020-04-06,18.8799991607666
2020-06-24,19.030000686645508
2018-11-09,19.030000686645508
2019-07-23,19.34000015258789
2019-06-21,19.530000686645508
2019-05-20,19.280000686645508
2019-04-18,19.290000915527344
2018-09-06,19.299999237060547
2018-10-08,19.360000610351562
2019-02-13,19.0
2018-12-11,19.229999542236328
2019-09-25,19.139999389648438
2020-01-21,19.219999313354492
2020-04-09,19.049999237060547
2019-11-06,19.139999389648438
2020-01-24,18.790000915527344
2020-01-27,18.829999923706055
2020-04-15,18.739999771118164
2018-12-26,19.0
2019-08-07,18.829999923706055
2019-06-04,18.959999084472656
2018-09-21,19.200000762939453
2018-07-19,19.209999084472656
2018-08-20,19.31999969482422
2018-10-23,19.5
2019-05-03,19.670000076293945
2019-04-01,19.6299991607666
2019-02-28,19.690000534057617
2019-11-12,19.3799991607666
2020-01-30,18.90999984741211
2019-11-15,18.8799991607666
2020-04-21,18.860000610351562
