Dates,PSX
2018-06-20,106.49170684814453
2018-06-21,103.5736312866211
2018-06-25,104.10334777832031
2018-06-22,102.64429473876953
2018-06-26,102.9788589477539
2018-06-27,102.88592529296875
2018-06-28,103.8431396484375
2018-06-29,104.37285614013672
2018-07-02,102.79299926757812
2018-07-03,102.70006561279297
2018-07-05,102.36549377441406
2018-07-16,103.32270812988281
2018-09-18,104.63307189941406
2019-01-24,105.19066619873047
2019-09-05,102.8394775390625
2018-11-21,103.2855453491211
2020-01-13,103.90818786621094
2020-04-01,103.45281219482422
2020-06-19,103.21119689941406
2019-10-29,103.0625
2020-01-16,103.0625
2020-06-22,102.5606689453125
2018-10-03,102.63501739501953
2018-07-31,103.35989379882812
2019-03-12,104.41002655029297
2019-02-08,107.80208587646484
2019-01-07,110.39491271972656
2018-12-06,113.5174331665039
2019-08-19,114.62333679199219
2019-07-18,114.31665802001953
2019-05-15,113.42450714111328
2019-09-20,113.06208038330078
2019-11-01,113.87989044189453
2020-04-07,114.04716491699219
2020-06-25,114.28878784179688
2020-06-16,113.54533386230469
2019-11-04,113.92635345458984
2020-01-22,112.97843170166016
2019-11-07,112.39295196533203
2020-04-13,107.22587585449219
2019-07-01,106.8169937133789
2019-05-30,107.28165435791016
2018-08-15,108.62921905517578
2018-10-18,109.03162384033203
2019-03-27,109.5088882446289
2019-01-22,110.77223205566406
2018-12-21,111.59575653076172
2019-09-03,112.32568359375
2018-11-19,112.06366729736328
2019-08-02,112.7093734741211
2020-01-28,111.87649536132812
2020-04-16,110.90325164794922
2019-11-13,111.3243637084961
2020-01-31,110.41661834716797
2018-12-04,109.20942687988281
2018-11-02,106.9634780883789
2019-07-16,106.63594818115234
2018-08-30,105.32579803466797
2018-10-01,104.96084594726562
2019-06-14,105.76563262939453
2019-05-13,106.30841064453125
2019-04-11,105.56909942626953
2019-02-06,106.02766418457031
2019-09-18,102.3405532836914
2020-02-03,103.24830627441406
2020-04-22,104.49293518066406
2019-11-19,106.1773910522461
2020-02-06,107.50624084472656
2019-11-22,106.57978057861328
2019-03-25,105.63461303710938
2019-02-21,105.48489379882812
2018-12-19,107.13191986083984
2018-07-12,107.32844543457031
2018-09-14,110.86581420898438
2018-08-13,110.14522552490234
2018-10-16,110.77223205566406
2019-07-31,110.55699920654297
2019-05-28,110.12651824951172
2019-04-26,105.793701171875
2020-04-28,102.43413543701172
2019-11-25,102.43413543701172
2020-02-12,100.32854461669922
2020-05-01,102.80845642089844
2020-05-04,101.79777526855469
2019-06-12,102.115966796875
2019-04-09,96.17353820800781
2019-03-08,96.5291519165039
2019-02-04,93.39418029785156
2018-07-27,89.18302917480469
2018-08-28,92.16825866699219
2019-01-03,93.066650390625
2019-08-15,92.19633483886719
2018-10-31,95.50911712646484
2019-09-16,96.2203369140625
2020-02-18,95.92088317871094
2020-05-07,92.6548843383789
2018-08-17,94.0679702758789
2019-12-04,94.40485382080078
2020-02-21,96.50108337402344
2018-12-17,92.33671569824219
2019-08-30,93.33802795410156
2018-11-15,91.4009017944336
2019-07-29,88.7151107788086
2019-06-27,89.46375274658203
2019-04-24,90.05332946777344
2018-07-10,91.1668472290039
2018-09-12,89.55317687988281
2019-02-19,87.32616424560547
2019-01-18,88.37361907958984
2020-02-24,83.985595703125
2020-05-13,86.88263702392578
2019-12-10,86.11827850341797
2020-02-27,87.41108703613281
2019-12-13,87.45825958251953
2020-05-19,88.25093078613281
2019-03-06,86.90149688720703
2018-11-30,86.25038146972656
2019-08-13,87.38276672363281
2019-07-12,85.25953674316406
2019-06-10,83.83460998535156
2019-05-09,83.43827819824219
2018-07-25,84.22151947021484
2018-09-27,83.82518768310547
2018-10-29,81.9378662109375
2019-10-16,81.02251434326172
2019-12-16,79.95618438720703
2020-03-04,80.36195373535156
2020-05-22,78.11604309082031
2019-10-01,77.73858642578125
2019-12-19,74.07718658447266
2018-09-10,79.45603942871094
2019-05-24,80.9847640991211
2018-08-09,80.17322540283203
2019-04-22,81.29618072509766
2019-03-21,83.15518188476562
2019-01-16,82.00392150878906
2019-08-28,85.72193145751953
2018-11-13,86.31643676757812
2018-10-12,86.2409439086914
2019-06-25,86.80713653564453
2020-03-10,87.70362091064453
2020-05-28,87.46770477294922
2019-10-07,87.59981536865234
2020-03-13,87.24121856689453
2019-10-10,87.75080108642578
2020-03-16,88.15657043457031
2020-06-03,89.93065643310547
2018-11-28,87.76023864746094
2018-09-25,87.41108703613281
2018-07-23,86.184326171875
2018-08-24,87.77909851074219
2019-07-10,87.28839874267578
2019-05-07,88.09051513671875
2019-04-05,89.20403289794922
2019-03-04,90.03445434570312
2019-01-31,88.90206146240234
2019-09-12,89.42107391357422
2019-12-31,89.80796813964844
2020-03-19,89.10022735595703
2020-01-03,86.57122802734375
2020-06-09,88.25093078613281
2019-02-15,88.92093658447266
2019-01-14,88.70388793945312
2018-07-06,90.70446014404297
2018-08-07,90.26092529296875
2018-10-10,91.34578704833984
2018-12-13,92.06900787353516
2019-08-26,92.73513793945312
2019-07-25,92.1260986328125
2019-05-22,92.64949798583984
2019-03-19,92.58287811279297
2020-01-06,93.10626220703125
2020-03-25,92.91593933105469
2020-06-12,91.6978759765625
2019-10-22,92.76367950439453
2020-01-09,92.57335662841797
2020-06-15,92.74464416503906
2019-10-25,92.87788391113281
2020-03-31,91.78351593017578
2020-06-18,89.74705505371094
2019-04-03,91.99288177490234
2018-08-22,92.67803955078125
2018-10-25,93.33466339111328
2019-01-29,93.70579528808594
2018-12-28,93.75335693359375
2018-11-26,93.94369506835938
2019-08-09,94.10546875
2019-07-08,93.42981719970703
2019-06-06,93.78192138671875
2019-09-10,91.33625793457031
2020-01-15,91.2220687866211
2020-04-03,93.27754974365234
2019-10-31,92.56383514404297
2020-04-06,91.041259765625
2020-06-24,90.5654525756836
2018-11-09,90.47029113769531
2019-07-23,89.9468994140625
2019-06-21,90.44173431396484
2019-05-20,92.17369842529297
2019-04-18,93.0586929321289
2018-09-06,93.54401397705078
2018-10-08,92.65901184082031
2019-02-13,93.83900451660156
2018-12-11,93.74385070800781
2019-09-25,92.46868896484375
2020-01-21,91.58367919921875
2020-04-09,91.33625793457031
2019-11-06,91.79302978515625
2020-01-24,90.80335235595703
2020-01-27,92.44013214111328
2020-04-15,92.68755340576172
2018-12-26,89.718505859375
2019-08-07,90.61302947998047
2019-06-04,90.3275375366211
2018-09-21,90.74626159667969
2018-07-19,89.70899200439453
2018-08-20,87.39656066894531
2018-10-23,84.78913116455078
2019-05-03,85.22687530517578
2019-04-01,82.81928253173828
2019-02-28,82.36250305175781
2019-11-12,81.74396514892578
2020-01-30,81.6012191772461
2019-11-15,82.45767211914062
2020-04-21,81.6392822265625
2019-04-16,82.71460723876953
2019-03-15,83.07622528076172
2019-02-11,84.02783966064453
2019-01-10,81.53776550292969
2019-08-22,81.25894927978516
2018-11-07,82.83567810058594
2018-08-03,82.29728698730469
2018-09-04,79.09576416015625
2019-06-19,79.73992156982422
2019-09-23,79.33612060546875
2019-11-18,79.55724334716797
2020-02-05,78.89386749267578
2020-04-24,77.68248748779297
2019-03-29,79.0284652709961
2019-11-21,80.87439727783203
2020-04-27,81.55699157714844
2020-02-11,81.62429809570312
2020-04-30,82.22037506103516
2019-05-01,82.5857162475586
2019-02-26,81.44161987304688
2019-01-25,80.03795623779297
2018-12-24,81.95117950439453
2019-09-06,82.28766632080078
2018-07-17,82.59532928466797
2018-09-19,83.45098114013672
2019-08-05,84.22012329101562
2019-10-08,87.32550048828125
2019-12-11,87.08514404296875
2019-11-27,86.29678344726562
2020-02-14,86.36408233642578
2020-05-06,89.1810302734375
2019-01-08,88.20999908447266
2018-12-07,89.93093872070312
2019-08-20,90.43087005615234
2018-11-05,92.0268325805664
2019-07-19,93.27666473388672
2018-10-04,93.06515502929688
2019-06-17,93.21897888183594
2019-05-16,93.94966125488281
2018-08-01,94.3246078491211
2019-03-13,95.74750518798828
2019-12-03,96.4589614868164
2020-02-20,97.11273193359375
2019-12-06,97.46844482421875
2020-05-12,96.90120697021484
2019-12-09,97.98760223388672
2020-02-26,98.02606964111328
2020-05-15,98.59330749511719
2019-03-28,98.37217712402344
2018-09-17,98.46832275390625
2018-08-16,97.65111541748047
2018-10-19,98.37217712402344
2019-04-29,98.84326934814453
2019-01-23,99.6124038696289
2019-09-04,98.60291290283203
2018-11-20,98.05490112304688
2019-07-02,95.68020629882812
2019-05-31,91.94990539550781
2019-12-12,93.65162658691406
2020-05-18,93.57470703125
2019-09-27,96.82430267333984
2020-03-03,96.5647201538086
2020-05-21,94.51689910888672
2019-05-14,95.8917236328125
2018-08-31,93.7669906616211
2018-07-30,93.70930480957031
2018-10-02,95.01683807373047
2019-04-12,95.8221435546875
2019-03-11,95.74451446533203
2019-02-07,96.34607696533203
2019-07-17,95.53106689453125
2019-09-19,92.34864044189453
2019-10-21,93.44501495361328
2019-12-18,91.70826721191406
2020-03-06,93.3091812133789
2019-10-03,95.20117950439453
2020-03-09,95.69599914550781
2020-05-27,96.5110092163086
2019-12-24,96.72447967529297
2020-03-12,96.83120727539062
2018-12-20,97.90818786621094
2019-08-01,99.13069152832031
2018-08-14,99.89720153808594
2018-07-13,99.4217758178711
2018-10-17,99.15010070800781
2019-05-29,99.71284484863281
2019-03-26,100.93536376953125
2019-02-22,99.15979766845703
2019-10-04,99.92630767822266
2019-11-05,100.01363372802734
2019-12-27,100.1979751586914
