Dates,PSX
2018-08-20,94.88999938964844
2018-10-23,91.95999908447266
2019-05-03,90.56999969482422
2019-04-01,88.69999694824219
2019-02-28,86.66000366210938
2019-11-12,87.0
2020-01-30,86.05999755859375
2019-11-15,87.12000274658203
2020-04-21,86.61000061035156
2019-04-16,87.4000015258789
2019-03-15,87.6500015258789
2019-02-11,88.7699966430664
2019-01-10,86.73999786376953
2019-08-22,85.66999816894531
2018-11-07,86.5999984741211
2018-08-03,86.29000091552734
2018-09-04,84.3499984741211
2019-06-19,83.72000122070312
2019-09-23,83.26000213623047
2019-11-18,82.79000091552734
2020-02-05,83.0199966430664
2020-04-24,81.7699966430664
2019-03-29,82.2699966430664
2019-11-21,84.23999786376953
2020-04-27,84.87999725341797
2020-02-11,85.94999694824219
2020-04-30,85.94000244140625
2019-05-01,86.7699966430664
2019-02-26,87.19000244140625
2019-01-25,85.41000366210938
2018-12-24,85.73999786376953
2019-09-06,85.87999725341797
2018-07-17,86.48999786376953
2018-09-19,87.70999908447266
2019-08-05,87.9800033569336
2019-10-08,91.27999877929688
2019-12-11,91.91999816894531
2019-11-27,91.23999786376953
2020-02-14,90.5999984741211
2020-05-06,93.51000213623047
2019-01-08,92.94999694824219
2018-12-07,93.63999938964844
2019-08-20,95.33000183105469
2018-11-05,96.1500015258789
2019-07-19,97.04000091552734
2018-10-04,97.3499984741211
2019-06-17,98.54000091552734
2019-05-16,98.33999633789062
2018-08-01,98.95999908447266
2019-03-13,99.6500015258789
2019-12-03,100.6500015258789
2020-02-20,101.1500015258789
2019-12-06,101.7699966430664
2020-05-12,102.04000091552734
2019-12-09,101.93000030517578
2020-02-26,102.87000274658203
2020-05-15,103.1500015258789
2019-03-28,103.26000213623047
2018-09-17,102.81999969482422
2018-08-16,102.83999633789062
2018-10-19,102.63999938964844
2019-04-29,103.22000122070312
2019-01-23,103.6500015258789
2019-09-04,104.45999908447266
2018-11-20,103.5999984741211
2019-07-02,101.9000015258789
2019-05-31,98.3499984741211
2019-12-12,97.54000091552734
2020-05-18,97.7300033569336
2019-09-27,100.73999786376953
2020-03-03,100.95999908447266
2020-05-21,100.13999938964844
2019-05-14,101.1500015258789
2018-08-31,98.69999694824219
2018-07-30,98.44999694824219
2018-10-02,99.0999984741211
2019-04-12,99.72000122070312
2019-03-11,99.69000244140625
2019-02-07,100.0
2019-07-17,99.93000030517578
2019-09-19,98.87000274658203
2019-10-21,96.4000015258789
2019-12-18,97.48999786376953
2020-03-06,96.86000061035156
2019-10-03,98.45999908447266
2020-03-09,99.75
2020-05-27,99.61000061035156
2019-12-24,100.61000061035156
2020-03-12,101.5
2018-12-20,101.37999725341797
2019-08-01,102.73999786376953
2018-08-14,103.91000366210938
2018-07-13,104.22000122070312
2018-10-17,102.61000061035156
2019-05-29,103.43000030517578
2019-03-26,105.0
2019-02-22,103.93000030517578
2019-10-04,103.1500015258789
2019-11-05,103.98999786376953
2019-12-27,104.04000091552734
2020-06-02,104.81999969482422
2019-12-30,104.38999938964844
2020-03-18,105.5199966430664
2020-06-05,105.05000305175781
2019-07-15,105.4800033569336
2018-12-03,103.94999694824219
2019-06-13,103.51000213623047
2019-01-04,100.45999908447266
2018-08-29,98.88999938964844
2019-02-05,100.9800033569336
2018-11-01,102.25
2019-08-16,101.55000305175781
2019-04-10,103.56999969482422
2019-09-17,106.70999908447266
2019-10-15,108.19999694824219
2020-01-02,107.19000244140625
2020-06-08,108.12000274658203
2019-10-18,107.7699966430664
2020-03-24,107.26000213623047
2020-06-11,107.9800033569336
2020-01-08,108.56999969482422
2019-04-25,109.83000183105469
2019-07-30,109.19999694824219
2019-02-20,110.97000122070312
2018-07-11,117.0
2018-09-13,118.91999816894531
2018-10-15,119.77999877929688
2019-06-28,119.22000122070312
2018-12-18,117.23999786376953
2018-11-16,118.58999633789062
2019-10-02,119.55999755859375
2020-03-27,119.88999938964844
2020-01-10,119.38999938964844
2019-10-24,119.79000091552734
2020-03-30,119.91999816894531
2020-06-17,119.81999969482422
2020-01-14,119.56999969482422
2020-04-02,118.91999816894531
2019-01-02,119.58000183105469
2019-08-14,119.20999908447266
2018-10-30,118.66999816894531
2019-06-11,118.95999908447266
2019-05-10,117.2699966430664
2019-04-08,118.68000030517578
2018-08-27,118.91999816894531
2018-07-26,117.0
2018-09-28,115.76000213623047
2019-03-07,115.31999969482422
2019-10-30,115.13999938964844
2020-01-17,116.05999755859375
2020-06-23,113.68000030517578
2020-04-08,114.0
2020-06-26,113.20999908447266
2019-03-22,114.31999969482422
2019-01-17,113.27999877929688
2019-08-29,112.56999969482422
2018-11-14,112.6500015258789
2019-06-26,113.97000122070312
2018-09-11,114.66000366210938
2018-07-09,114.62999725341797
2018-08-10,114.94999694824219
2019-04-23,113.94000244140625
2019-09-30,113.62000274658203
2020-01-23,114.1500015258789
2019-11-08,113.66999816894531
2020-04-14,113.23999786376953
2019-11-11,113.19999694824219
2020-01-29,112.41000366210938
2020-04-17,111.25
2018-07-24,111.41000366210938
2018-09-26,113.18000030517578
2019-05-08,112.41999816894531
2019-03-05,108.44000244140625
2019-02-01,108.22000122070312
2018-12-31,108.44000244140625
2018-11-29,105.66999816894531
2019-08-12,106.75
2019-07-11,106.0199966430664
2019-09-13,106.66000366210938
2019-11-14,105.70999908447266
2020-04-20,105.66999816894531
2020-02-04,103.94999694824219
2020-04-23,102.98999786376953
2018-12-14,102.98999786376953
2019-08-27,102.12999725341797
2018-08-08,101.98999786376953
2018-10-11,98.3499984741211
2018-11-12,97.9000015258789
2019-07-26,98.91000366210938
2019-06-24,96.55000305175781
2019-05-23,94.93000030517578
2019-03-20,91.37999725341797
2019-01-15,90.86000061035156
2019-11-20,93.29000091552734
2020-02-07,93.06999969482422
2020-02-10,90.48999786376953
2020-04-29,91.04000091552734
2019-11-26,90.9800033569336
2020-02-13,92.30000305175781
2019-01-30,91.47000122070312
2018-08-23,90.2300033569336
2018-09-24,89.0999984741211
2018-11-27,88.7300033569336
2018-10-26,90.29000091552734
2019-07-09,90.16000366210938
2019-06-07,87.87999725341797
2019-05-06,87.30000305175781
2019-04-04,83.73999786376953
2019-09-11,78.73999786376953
2019-11-29,75.37000274658203
2020-05-05,75.44999694824219
2019-12-02,77.58000183105469
2020-02-19,74.7699966430664
2020-05-08,73.81999969482422
2019-05-21,71.16000366210938
2019-03-18,69.0999984741211
2018-09-07,66.87000274658203
2018-08-06,61.66999816894531
2018-10-09,51.209999084472656
2019-02-14,54.40999984741211
2018-12-12,57.59000015258789
2019-07-24,50.72999954223633
2019-09-26,46.93000030517578
2019-10-28,46.63999938964844
2019-12-05,50.959999084472656
2020-05-11,48.0
2019-07-03,46.31999969482422
2020-02-25,52.900001525878906
2020-05-14,56.7400016784668
2020-02-28,54.34000015258789
2019-08-08,54.93000030517578
2019-06-05,56.5
2018-07-20,51.849998474121094
2018-08-21,56.099998474121094
2018-10-24,53.349998474121094
2019-04-02,57.93000030517578
2019-03-01,61.560001373291016
2019-01-28,64.19999694824219
2018-12-27,67.44000244140625
2019-09-09,63.79999923706055
2020-03-02,62.40999984741211
2020-05-20,58.400001525878906
2019-12-17,56.38999938964844
2020-03-05,59.689998626708984
2019-02-12,60.279998779296875
2019-01-11,58.0
2018-12-10,59.869998931884766
2019-08-23,60.63999938964844
2018-11-08,61.619998931884766
2019-07-22,64.12999725341797
2019-06-20,67.66999816894531
2018-09-05,73.80000305175781
2019-04-17,75.62999725341797
2019-09-24,71.37000274658203
2019-12-20,74.41000366210938
2020-05-26,76.7699966430664
2019-04-30,76.29000091552734
2019-12-23,75.62999725341797
2020-03-11,77.44000244140625
2020-05-29,77.73999786376953
2019-12-26,77.37000274658203
2020-06-01,73.36000061035156
2019-05-02,72.79000091552734
2019-02-27,71.9000015258789
2018-11-23,77.73999786376953
2019-08-06,76.80999755859375
2018-07-18,79.11000061035156
2018-09-20,79.0999984741211
2018-10-22,76.83999633789062
2019-07-05,79.91999816894531
2019-06-03,81.91999816894531
2019-10-09,82.02999877929688
2019-10-11,79.30000305175781
2020-03-17,78.97000122070312
2020-06-04,81.7300033569336
2019-10-14,84.36000061035156
2020-03-20,83.63999938964844
2018-11-06,88.45999908447266
2019-06-18,89.79000091552734
2019-05-17,86.91000366210938
2019-04-15,87.0199966430664
2019-03-14,79.8499984741211
2019-01-09,79.66000366210938
2018-08-02,76.58999633789062
2018-10-05,78.94999694824219
2019-08-21,77.2699966430664
2019-10-17,76.66999816894531
2020-03-23,78.41000366210938
2020-06-10,74.83999633789062
2019-02-25,75.45999908447266
2020-01-07,73.72000122070312
2020-03-26,71.45999908447266
2019-10-23,69.75
