Dates,PSX
2018-06-20,114.58999633789062
2018-06-21,111.44999694824219
2018-06-25,112.0199966430664
2018-06-22,110.44999694824219
2018-06-26,110.80999755859375
2018-06-27,110.70999908447266
2018-06-28,111.73999786376953
2018-06-29,112.30999755859375
2018-07-02,110.61000061035156
2018-07-03,110.51000213623047
2018-07-05,110.1500015258789
2018-07-16,111.18000030517578
2018-09-18,112.58999633789062
2019-01-24,113.19000244140625
2019-09-05,110.66000366210938
2018-11-21,111.13999938964844
2020-01-13,111.80999755859375
2020-04-01,111.31999969482422
2020-06-19,111.05999755859375
2019-10-29,110.9000015258789
2020-01-16,110.9000015258789
2020-06-22,110.36000061035156
2018-10-03,110.44000244140625
2018-07-31,111.22000122070312
2019-03-12,112.3499984741211
2019-02-08,116.0
2019-01-07,118.79000091552734
2018-12-06,122.1500015258789
2019-08-19,123.33999633789062
2019-07-18,123.01000213623047
2019-05-15,122.05000305175781
2019-09-20,121.66000366210938
2019-11-01,122.54000091552734
2020-04-07,122.72000122070312
2020-06-25,122.9800033569336
2020-06-16,122.18000030517578
2019-11-04,122.58999633789062
2020-01-22,121.56999969482422
2019-11-07,120.94000244140625
2020-04-13,115.37999725341797
2019-07-01,114.94000244140625
2019-05-30,115.44000244140625
2018-08-15,116.08000183105469
2018-10-18,116.51000213623047
2019-03-27,117.0199966430664
2019-01-22,118.37000274658203
2018-12-21,119.25
2019-09-03,120.02999877929688
2018-11-19,119.75
2019-08-02,120.44000244140625
2020-01-28,119.55000305175781
2020-04-16,118.51000213623047
2019-11-13,118.95999908447266
2020-01-31,117.98999786376953
2018-12-04,116.69999694824219
2018-11-02,114.30000305175781
2019-07-16,113.94999694824219
2018-08-30,112.55000305175781
2018-10-01,112.16000366210938
2019-06-14,113.0199966430664
2019-05-13,113.5999984741211
2019-04-11,112.80999755859375
2019-02-06,113.30000305175781
2019-09-18,109.36000061035156
2020-02-03,110.33000183105469
2020-04-22,111.66000366210938
2019-11-19,113.45999908447266
2020-02-06,114.87999725341797
2019-11-22,113.88999938964844
2019-03-25,112.87999725341797
2019-02-21,112.72000122070312
2018-12-19,114.4800033569336
2018-07-12,114.69000244140625
2018-09-14,118.47000122070312
2018-08-13,117.69999694824219
2018-10-16,118.37000274658203
2019-07-31,118.13999938964844
2019-05-28,117.68000030517578
2019-04-26,113.05000305175781
2020-04-28,109.45999908447266
2019-11-25,109.45999908447266
2020-02-12,107.20999908447266
2020-05-01,109.86000061035156
2020-05-04,108.77999877929688
2019-06-12,109.12000274658203
2019-04-09,102.7699966430664
2019-03-08,103.1500015258789
2019-02-04,99.80000305175781
2018-07-27,95.30000305175781
2018-08-28,98.48999786376953
2019-01-03,99.44999694824219
2019-08-15,98.5199966430664
2018-10-31,102.05999755859375
2019-09-16,102.81999969482422
2020-02-18,102.5
2020-05-07,99.01000213623047
2018-08-17,100.5199966430664
2019-12-04,100.87999725341797
2020-02-21,103.12000274658203
2018-12-17,98.66999816894531
2019-08-30,99.73999786376953
2018-11-15,97.66999816894531
2019-07-29,94.80000305175781
2019-06-27,95.5999984741211
2019-04-24,96.2300033569336
2018-07-10,96.61000061035156
2018-09-12,94.9000015258789
2019-02-19,92.54000091552734
2019-01-18,93.6500015258789
2020-02-24,89.0
