Dates,PSX
2018-06-20,115.16999816894531
2018-06-21,113.9800033569336
2018-06-25,113.41000366210938
2018-06-22,111.94000244140625
2018-06-26,110.79000091552734
2018-06-27,111.37000274658203
2018-06-28,110.76000213623047
2018-06-29,112.2699966430664
2018-07-02,111.75
2018-07-03,111.91000366210938
2018-07-05,111.58000183105469
2018-07-16,109.69999694824219
2018-09-18,111.55000305175781
2019-01-24,113.05000305175781
2019-09-05,112.52999877929688
2018-11-21,111.11000061035156
2020-01-13,111.0
2020-04-01,111.58999633789062
2020-06-19,111.11000061035156
2019-10-29,110.76000213623047
2020-01-16,110.95999908447266
2020-06-22,110.8499984741211
2018-10-03,111.02999877929688
2018-07-31,110.88999938964844
2019-03-12,111.55000305175781
2019-02-08,112.4800033569336
2019-01-07,117.79000091552734
2018-12-06,119.56999969482422
2019-08-19,122.5999984741211
2019-07-18,122.55000305175781
2019-05-15,122.08000183105469
2019-09-20,121.98999786376953
2019-11-01,121.72000122070312
2020-04-07,122.98999786376953
2020-06-25,122.44000244140625
2020-06-16,123.08999633789062
2019-11-04,121.7300033569336
2020-01-22,122.8499984741211
2019-11-07,121.93000030517578
2020-04-13,120.08999633789062
2019-07-01,115.7699966430664
2019-05-30,115.33000183105469
2018-08-15,114.69000244140625
2018-10-18,116.58000183105469
2019-03-27,117.02999877929688
2019-01-22,116.93000030517578
2018-12-21,118.61000061035156
2019-09-03,119.73999786376953
2018-11-19,120.25
2019-08-02,120.05000305175781
2020-01-28,120.75
2020-04-16,118.91000366210938
2019-11-13,118.61000061035156
2020-01-31,118.66000366210938
2018-12-04,117.52999877929688
2018-11-02,116.1500015258789
2019-07-16,114.6500015258789
2018-08-30,112.12000274658203
2018-10-01,113.2699966430664
2019-06-14,112.44000244140625
2019-05-13,112.97000122070312
2019-04-11,113.6500015258789
2019-02-06,113.41000366210938
2019-09-18,113.12000274658203
2020-02-03,109.86000061035156
2020-04-22,109.88999938964844
2019-11-19,112.19999694824219
2020-02-06,113.98999786376953
2019-11-22,114.91999816894531
2019-03-25,114.25
2019-02-21,112.0
2018-12-19,113.25
2018-07-12,114.63999938964844
2018-09-14,115.0999984741211
2018-08-13,118.3499984741211
2018-10-16,117.9800033569336
2019-07-31,117.9000015258789
2019-05-28,118.08999633789062
2019-04-26,117.75
2020-04-28,112.5
2019-11-25,110.87000274658203
2020-02-12,109.44999694824219
2020-05-01,108.19000244140625
2020-05-04,109.94000244140625
2019-06-12,108.01000213623047
2019-04-09,105.62000274658203
2019-03-08,103.26000213623047
2019-02-04,101.08999633789062
2018-07-27,99.98999786376953
2018-08-28,96.76000213623047
2019-01-03,101.44999694824219
2019-08-15,100.20999908447266
2018-10-31,99.37999725341797
2019-09-16,103.12000274658203
2020-02-18,102.63999938964844
2020-05-07,103.05000305175781
2018-08-17,100.19999694824219
2019-12-04,100.5199966430664
2020-02-21,102.18000030517578
2018-12-17,102.73999786376953
2019-08-30,97.83999633789062
2018-11-15,100.38999938964844
2019-07-29,97.29000091552734
2019-06-27,96.4800033569336
2019-04-24,95.0
2018-07-10,96.29000091552734
2018-09-12,96.12999725341797
2019-02-19,93.45999908447266
2019-01-18,93.19000244140625
2020-02-24,91.69000244140625
2020-05-13,90.38999938964844
2019-12-10,91.69999694824219
2020-02-27,91.81999969482422
2019-12-13,93.0
2020-05-19,92.23999786376953
2019-03-06,93.83000183105469
2018-11-30,92.62999725341797
2019-08-13,89.80000305175781
2019-07-12,93.38999938964844
2019-06-10,89.5
2019-05-09,89.68000030517578
2018-07-25,89.83999633789062
2018-09-27,89.20999908447266
2018-10-29,88.31999969482422
2019-10-16,86.81999969482422
2019-12-16,86.30999755859375
2020-03-04,85.2699966430664
2020-05-22,84.37999725341797
2019-10-01,82.45999908447266
2019-12-19,81.58999633789062
2018-09-10,79.01000213623047
2019-05-24,82.94999694824219
2018-08-09,86.25
2019-04-22,85.43000030517578
2019-03-21,85.31999969482422
2019-01-16,88.18000030517578
