Dates,PSX
2018-06-20,2317000.0
2018-06-21,2481200.0
2018-06-25,2965800.0
2018-06-22,1799800.0
2018-06-26,1878400.0
2018-06-27,1831700.0
2018-06-28,1723200.0
2018-06-29,1928000.0
2018-07-02,2516500.0
2018-07-03,1248900.0
2018-07-05,2070800.0
2018-07-16,1561300.0
2018-09-18,1608800.0
2019-01-24,1867900.0
2019-09-05,1433500.0
2018-11-21,1249300.0
2020-01-13,1563300.0
2020-04-01,1795100.0
2020-06-19,2062000.0
2019-10-29,2561700.0
2020-01-16,2333100.0
2020-06-22,2334800.0
2018-10-03,1568000.0
2018-07-31,2163000.0
2019-03-12,1671100.0
2019-02-08,3212100.0
2019-01-07,3715600.0
2018-12-06,3985900.0
2019-08-19,3831100.0
2019-07-18,2679300.0
2019-05-15,2627000.0
2019-09-20,1692000.0
2019-11-01,1542600.0
2020-04-07,2058100.0
2020-06-25,1411600.0
2020-06-16,1897600.0
2019-11-04,1847400.0
2020-01-22,1989100.0
2019-11-07,2703100.0
2020-04-13,3985400.0
2019-07-01,2747800.0
2019-05-30,1774000.0
2018-08-15,2461600.0
2018-10-18,2479700.0
2019-03-27,3889800.0
2019-01-22,2062700.0
2018-12-21,2959200.0
2019-09-03,2328800.0
2018-11-19,2237200.0
2019-08-02,1956700.0
2020-01-28,1847300.0
2020-04-16,2575200.0
2019-11-13,2477400.0
2020-01-31,2324700.0
2018-12-04,1943500.0
2018-11-02,3032400.0
2019-07-16,2543800.0
2018-08-30,3772500.0
2018-10-01,3762800.0
2019-06-14,3368500.0
2019-05-13,2774300.0
2019-04-11,2773400.0
2019-02-06,2521000.0
2019-09-18,2934800.0
2020-02-03,3175700.0
2020-04-22,5963200.0
2019-11-19,2757500.0
2020-02-06,2819800.0
2019-11-22,2692800.0
2019-03-25,1943900.0
2019-02-21,2540000.0
2018-12-19,2021600.0
2018-07-12,2884700.0
2018-09-14,3310000.0
2018-08-13,2576400.0
2018-10-16,2572200.0
2019-07-31,2306300.0
2019-05-28,2263600.0
2019-04-26,2576500.0
2020-04-28,3565200.0
2019-11-25,3078200.0
2020-02-12,2670600.0
2020-05-01,2644000.0
2020-05-04,2214700.0
2019-06-12,1841100.0
2019-04-09,4013500.0
2019-03-08,4927100.0
2019-02-04,3292200.0
2018-07-27,3379100.0
2018-08-28,4015800.0
2019-01-03,5267700.0
2019-08-15,2752000.0
2018-10-31,2554400.0
2019-09-16,2688200.0
2020-02-18,2147700.0
2020-05-07,2726700.0
2018-08-17,2226600.0
2019-12-04,2185200.0
2020-02-21,4212300.0
2018-12-17,2989400.0
2019-08-30,2096700.0
2018-11-15,1677300.0
2019-07-29,2990200.0
2019-06-27,2933400.0
2019-04-24,2618000.0
2018-07-10,3468800.0
2018-09-12,1987200.0
2019-02-19,4553500.0
2019-01-18,2447400.0
2020-02-24,2169900.0
2020-05-13,3324200.0
2019-12-10,2675900.0
2020-02-27,3525700.0
2019-12-13,2290800.0
2020-05-19,4393700.0
2019-03-06,5780700.0
2018-11-30,3191800.0
2019-08-13,4165300.0
2019-07-12,3880700.0
2019-06-10,2610800.0
2019-05-09,2535900.0
2018-07-25,2570700.0
2018-09-27,3040700.0
2018-10-29,2867100.0
2019-10-16,4396800.0
2019-12-16,2708700.0
2020-03-04,3893400.0
2020-05-22,4929700.0
2019-10-01,5015200.0
2019-12-19,2322100.0
2018-09-10,3493300.0
2019-05-24,2737800.0
2018-08-09,2248900.0
2019-04-22,2580600.0
2019-03-21,3147800.0
2019-01-16,3182000.0
2019-08-28,3307200.0
2018-11-13,3474000.0
2018-10-12,2357300.0
2019-06-25,2588600.0
2020-03-10,2323700.0
2020-05-28,2102600.0
2019-10-07,2178600.0
2020-03-13,1953500.0
2019-10-10,2316100.0
2020-03-16,3069200.0
2020-06-03,4014900.0
2018-11-28,4733500.0
2018-09-25,2542400.0
2018-07-23,3194000.0
2018-08-24,2044800.0
2019-07-10,2349500.0
2019-05-07,2056500.0
2019-04-05,3093300.0
2019-03-04,4044500.0
2019-01-31,2618100.0
2019-09-12,2758500.0
2019-12-31,2849300.0
2020-03-19,3127800.0
2020-01-03,5291500.0
2020-06-09,4248400.0
2019-02-15,4229500.0
2019-01-14,2486000.0
2018-07-06,2627100.0
2018-08-07,2701500.0
2018-10-10,2647300.0
2018-12-13,2108000.0
2019-08-26,3586900.0
2019-07-25,2054000.0
2019-05-22,2102500.0
2019-03-19,1661000.0
2020-01-06,2274400.0
2020-03-25,1881900.0
2020-06-12,2351200.0
2019-10-22,2879000.0
2020-01-09,2386200.0
2020-06-15,2511900.0
2019-10-25,2644600.0
2020-03-31,3638000.0
2020-06-18,3334100.0
2019-04-03,2257400.0
2018-08-22,2362600.0
2018-10-25,2294500.0
2019-01-29,1663000.0
2018-12-28,3785800.0
2018-11-26,2530800.0
2019-08-09,2932600.0
2019-07-08,3292600.0
2019-06-06,2124000.0
2019-09-10,1856900.0
2020-01-15,1357500.0
2020-04-03,2284700.0
2019-10-31,1657400.0
2020-04-06,2524800.0
2020-06-24,2900400.0
2018-11-09,2635300.0
2019-07-23,2594800.0
2019-06-21,2096100.0
2019-05-20,2146800.0
2019-04-18,2705200.0
2018-09-06,2332400.0
2018-10-08,2352800.0
2019-02-13,1792100.0
2018-12-11,1486200.0
2019-09-25,2223700.0
2020-01-21,1934400.0
2020-04-09,1829600.0
2019-11-06,1591600.0
2020-01-24,2400100.0
2020-01-27,1927300.0
2020-04-15,2461000.0
2018-12-26,2974100.0
2019-08-07,2745400.0
2019-06-04,2091500.0
2018-09-21,2651200.0
2018-07-19,3303300.0
2018-08-20,3350700.0
2018-10-23,3708800.0
2019-05-03,2811100.0
2019-04-01,3427500.0
2019-02-28,3421700.0
2019-11-12,3095300.0
2020-01-30,3393700.0
2019-11-15,3094900.0
2020-04-21,3065600.0
2019-04-16,2450300.0
2019-03-15,2059900.0
2019-02-11,2645700.0
2019-01-10,2562400.0
2019-08-22,2106500.0
2018-11-07,2722600.0
2018-08-03,2111600.0
2018-09-04,3020000.0
2019-06-19,2661600.0
2019-09-23,3105100.0
2019-11-18,2232000.0
2020-02-05,2449600.0
2020-04-24,2785000.0
2019-03-29,3144800.0
2019-11-21,2781800.0
2020-04-27,3097000.0
2020-02-11,2837200.0
2020-04-30,2623700.0
2019-05-01,3026700.0
2019-02-26,2736700.0
2019-01-25,3232800.0
2018-12-24,3029700.0
2019-09-06,1830500.0
2018-07-17,2003400.0
2018-09-19,2336600.0
2019-08-05,2901700.0
2019-10-08,4082600.0
2019-12-11,6129800.0
2019-11-27,2360800.0
2020-02-14,3343800.0
2020-05-06,3816200.0
2019-01-08,2086400.0
2018-12-07,4442600.0
2019-08-20,2668700.0
2018-11-05,4112200.0
2019-07-19,2035500.0
2018-10-04,1956000.0
2019-06-17,3044500.0
2019-05-16,2369900.0
2018-08-01,1954600.0
2019-03-13,2446600.0
2019-12-03,1842400.0
2020-02-20,3089500.0
2019-12-06,2625600.0
2020-05-12,2254400.0
2019-12-09,2468000.0
2020-02-26,3972900.0
2020-05-15,1966800.0
2019-03-28,1873800.0
2018-09-17,2924400.0
2018-08-16,3649000.0
2018-10-19,2267300.0
2019-04-29,2275200.0
2019-01-23,1465900.0
2019-09-04,2415900.0
2018-11-20,2153200.0
2019-07-02,2075600.0
2019-05-31,3034800.0
2019-12-12,2164500.0
2020-05-18,2349800.0
2019-09-27,2311900.0
2020-03-03,2005600.0
2020-05-21,2069700.0
2019-05-14,2267800.0
2018-08-31,2529800.0
2018-07-30,2089900.0
2018-10-02,2118400.0
2019-04-12,2747900.0
2019-03-11,1904500.0
2019-02-07,1988300.0
2019-07-17,1946100.0
2019-09-19,3305100.0
2019-10-21,1568100.0
2019-12-18,2586000.0
2020-03-06,2318100.0
2019-10-03,2372500.0
2020-03-09,1932500.0
2020-05-27,2140100.0
2019-12-24,1664100.0
2020-03-12,2668700.0
2018-12-20,2117500.0
2019-08-01,2396100.0
2018-08-14,2367200.0
2018-07-13,1924500.0
2018-10-17,1868500.0
2019-05-29,1688400.0
2019-03-26,4654400.0
2019-02-22,2464500.0
2019-10-04,1814700.0
2019-11-05,1332700.0
2019-12-27,9381800.0
2020-06-02,2413000.0
2019-12-30,2599700.0
2020-03-18,3043400.0
2020-06-05,1762600.0
2019-07-15,2297000.0
2018-12-03,1801600.0
2019-06-13,1897900.0
2019-01-04,2066700.0
2018-08-29,1639800.0
2019-02-05,2097300.0
2018-11-01,2377200.0
2019-08-16,1904300.0
2019-04-10,1827300.0
2019-09-17,3782100.0
2019-10-15,2388900.0
2020-01-02,1409000.0
2020-06-08,1606400.0
2019-10-18,1865400.0
2020-03-24,1767600.0
2020-06-11,3015900.0
2020-01-08,1638800.0
2019-04-25,1571400.0
2019-07-30,2329600.0
2019-02-20,3471800.0
