Dates,PNR
2018-06-20,43.0
2018-06-21,42.09000015258789
2018-06-25,42.47999954223633
2018-06-22,41.900001525878906
2018-06-26,42.150001525878906
2018-06-27,41.83000183105469
2018-06-28,41.279998779296875
2018-06-29,41.77000045776367
2018-07-02,41.439998626708984
2018-07-03,42.130001068115234
2018-07-05,42.04999923706055
2018-07-16,41.75
2018-09-18,42.36000061035156
2019-01-24,43.279998779296875
2019-09-05,42.52000045776367
2018-11-21,42.380001068115234
2020-01-13,42.810001373291016
2020-04-01,42.91999816894531
2020-06-19,42.939998626708984
2019-10-29,43.279998779296875
2020-01-16,43.2400016784668
2020-06-22,43.43000030517578
2018-10-03,43.36000061035156
2018-07-31,43.91999816894531
2019-03-12,41.63999938964844
2019-02-08,41.91999816894531
2019-01-07,42.939998626708984
2018-12-06,43.20000076293945
2019-08-19,43.63999938964844
2019-07-18,42.970001220703125
2019-05-15,42.560001373291016
2019-09-20,43.380001068115234
2019-11-01,43.459999084472656
2020-04-07,44.08000183105469
2020-06-25,43.439998626708984
2020-06-16,43.54999923706055
2019-11-04,42.869998931884766
2020-01-22,42.5099983215332
2019-11-07,42.41999816894531
2020-04-13,41.0
2019-07-01,41.869998931884766
2019-05-30,42.0099983215332
2018-08-15,42.83000183105469
2018-10-18,43.209999084472656
2019-03-27,42.88999938964844
2019-01-22,42.40999984741211
2018-12-21,42.58000183105469
2019-09-03,42.88999938964844
2018-11-19,43.36000061035156
2019-08-02,43.150001525878906
2020-01-28,43.20000076293945
2020-04-16,43.130001068115234
2019-11-13,42.540000915527344
2020-01-31,42.63999938964844
2018-12-04,43.349998474121094
2018-11-02,42.93000030517578
2019-07-16,43.29999923706055
2018-08-30,42.459999084472656
2018-10-01,42.5
2019-06-14,42.91999816894531
2019-05-13,43.220001220703125
2019-04-11,44.029998779296875
2019-02-06,44.25
2019-09-18,44.939998626708984
2020-02-03,44.439998626708984
2020-04-22,44.619998931884766
2019-11-19,43.75
2020-02-06,43.630001068115234
2019-11-22,42.619998931884766
2019-03-25,43.349998474121094
2019-02-21,43.209999084472656
2018-12-19,43.130001068115234
2018-07-12,43.02000045776367
2018-09-14,43.290000915527344
2018-08-13,43.18000030517578
2018-10-16,42.70000076293945
2019-07-31,42.06999969482422
2019-05-28,41.689998626708984
2019-04-26,40.45000076293945
2020-04-28,39.18000030517578
2019-11-25,38.36000061035156
2020-02-12,38.84000015258789
2020-05-01,38.880001068115234
2020-05-04,38.880001068115234
2019-06-12,38.38999938964844
