Dates,PNR
2018-06-20,41.814918518066406
2018-06-21,40.610565185546875
2018-06-25,41.01522445678711
2018-06-22,40.803260803222656
2018-06-26,40.649105072021484
2018-06-27,40.3215217590332
2018-06-28,40.215545654296875
2018-06-29,40.54311752319336
2018-07-02,40.4275016784668
2018-07-03,40.79363250732422
2018-07-05,40.909244537353516
2018-07-16,40.735816955566406
2018-09-18,41.69929122924805
2019-01-24,41.93052673339844
2019-09-05,41.053768157958984
2018-11-21,41.28499984741211
2020-01-13,41.93052673339844
2020-04-01,41.49696350097656
2020-06-19,41.58367156982422
2019-10-29,42.1810302734375
2020-01-16,42.29227828979492
2020-06-22,42.45672607421875
2018-10-03,42.418033599853516
2018-07-31,42.73725128173828
2019-03-12,40.5413818359375
2019-02-08,41.83763122558594
2019-01-07,41.84729766845703
2018-12-06,41.95370864868164
2019-08-19,43.19191360473633
2019-07-18,41.78925704956055
2019-05-15,41.92469024658203
2019-09-20,42.524436950683594
2019-11-01,42.48574447631836
2020-04-07,42.65986633300781
2020-06-25,42.418033599853516
2020-06-16,42.25358200073242
2019-11-04,41.866641998291016
2020-01-22,41.23787307739258
2019-11-07,41.11211395263672
2020-04-13,40.589752197265625
2019-07-01,40.7735481262207
2019-05-30,41.402320861816406
2018-08-15,41.85697555541992
2018-10-18,42.098812103271484
2019-03-27,41.49905776977539
2019-01-22,41.26689529418945
2018-12-21,41.479705810546875
2019-09-03,41.982730865478516
2018-11-19,42.03109359741211
2019-08-02,42.30195617675781
2020-01-28,41.94403076171875
2020-04-16,42.06011962890625
2019-11-13,41.49905776977539
2020-01-31,42.050445556640625
2018-12-04,42.06011962890625
2018-11-02,41.6828498840332
2019-07-16,42.15685272216797
2018-08-30,41.382972717285156
2018-10-01,41.489383697509766
2019-06-14,41.78925704956055
2019-05-13,42.6308479309082
2019-04-11,42.911376953125
2019-02-06,43.830360412597656
2019-09-18,43.6175422668457
2020-02-03,43.30799102783203
2020-04-22,43.414398193359375
2019-11-19,42.408355712890625
2020-02-06,42.29227828979492
2019-11-22,42.23423385620117
2019-03-25,42.06011962890625
2019-02-21,41.934364318847656
2018-12-19,41.895668029785156
2018-07-12,42.01175308227539
2018-09-14,41.992401123046875
2018-08-13,42.28260803222656
2018-10-16,41.33460235595703
2019-07-31,41.25722122192383
2019-05-28,40.34791946411133
2019-04-26,39.15808868408203
2020-04-28,37.91987991333008
2019-11-25,37.72641372680664
2020-02-12,37.707061767578125
2020-05-01,38.22943115234375
2020-05-04,37.890865325927734
2019-06-12,37.672237396240234
2019-04-09,37.32242965698242
2019-03-08,36.96290588378906
2019-02-04,37.66250991821289
2018-07-27,37.02119827270508
2018-08-28,37.74024963378906
2019-01-03,38.235809326171875
2019-08-15,37.963741302490234
2018-10-31,38.6925048828125
2019-09-16,39.013160705566406
2020-02-18,39.97512435913086
2020-05-07,40.451255798339844
2018-08-17,40.66501998901367
2019-12-04,41.17030334472656
2020-02-21,41.82133483886719
2018-12-17,42.035099029541016
2019-08-30,41.32577133178711
2018-11-15,40.655303955078125
2019-07-29,40.63587188720703
2019-06-27,40.655303955078125
2019-04-24,41.29661560058594
2018-07-10,41.092567443847656
2018-09-12,40.801063537597656
2019-02-19,40.17918395996094
2019-01-18,40.412391662597656
2020-02-24,40.60672378540039
2020-05-13,40.5872917175293
2019-12-10,40.451255798339844
2020-02-27,41.67557907104492
2019-12-13,41.26747512817383
2020-05-19,41.49095916748047
2019-03-06,41.29661560058594
2018-11-30,39.43098449707031
2019-08-13,39.13947296142578
2019-07-12,38.5953369140625
2019-06-10,38.55646896362305
2019-05-09,38.62448501586914
2018-07-25,38.46902084350586
2018-09-27,38.566184997558594
2018-10-29,38.00260925292969
2019-10-16,37.2349739074707
2019-12-16,37.47789764404297
2020-03-04,37.07950210571289
2020-05-22,36.486778259277344
2019-10-01,35.689998626708984
2019-12-19,34.796051025390625
2018-09-10,35.97178649902344
2019-05-24,36.379886627197266
2018-08-09,36.253578186035156
2019-04-22,36.71026611328125
2019-03-21,36.70055389404297
2019-01-16,35.6025390625
2019-08-28,37.069793701171875
2018-11-13,37.44874572753906
2018-10-12,38.53703308105469
2019-06-25,39.10061264038086
2020-03-10,39.32410430908203
2020-05-28,39.304664611816406
2019-10-07,39.23664474487305
2020-03-13,39.129764556884766
2019-10-10,39.032596588134766
2020-03-16,39.21720886230469
2020-06-03,40.00428009033203
