Dates,PNR
2018-06-20,43.310001373291016
2018-06-21,43.220001220703125
2018-06-25,42.619998931884766
2018-06-22,42.34000015258789
2018-06-26,42.43000030517578
2018-06-27,42.400001525878906
2018-06-28,41.849998474121094
2018-06-29,41.88999938964844
2018-07-02,41.66999816894531
2018-07-03,42.20000076293945
2018-07-05,42.68000030517578
2018-07-16,42.34000015258789
2018-09-18,42.380001068115234
2019-01-24,43.31999969482422
2019-09-05,43.08000183105469
2018-11-21,42.79999923706055
2020-01-13,42.810001373291016
2020-04-01,43.34000015258789
2020-06-19,43.0099983215332
2019-10-29,43.52000045776367
2020-01-16,43.4900016784668
2020-06-22,43.540000915527344
2018-10-03,43.63999938964844
2018-07-31,44.119998931884766
2019-03-12,43.63999938964844
2019-02-08,41.959999084472656
2019-01-07,43.439998626708984
2018-12-06,43.38999938964844
2019-08-19,43.790000915527344
2019-07-18,44.47999954223633
2019-05-15,42.880001068115234
2019-09-20,43.63999938964844
2019-11-01,44.02000045776367
2020-04-07,44.13999938964844
2020-06-25,44.11000061035156
2020-06-16,43.880001068115234
2019-11-04,43.459999084472656
2020-01-22,43.2599983215332
2019-11-07,42.720001220703125
2020-04-13,42.25
2019-07-01,42.0
2019-05-30,42.220001220703125
2018-08-15,42.900001525878906
2018-10-18,43.209999084472656
2019-03-27,43.459999084472656
2019-01-22,42.810001373291016
2018-12-21,42.900001525878906
2019-09-03,43.06999969482422
2018-11-19,43.52000045776367
2019-08-02,43.529998779296875
2020-01-28,43.709999084472656
2020-04-16,43.2400016784668
2019-11-13,43.2599983215332
2020-01-31,42.900001525878906
2018-12-04,43.529998779296875
2018-11-02,43.290000915527344
2019-07-16,43.29999923706055
2018-08-30,43.2599983215332
2018-10-01,42.68000030517578
2019-06-14,43.16999816894531
2019-05-13,43.279998779296875
2019-04-11,44.189998626708984
2019-02-06,44.5
2019-09-18,45.439998626708984
2020-02-03,45.279998779296875
2020-04-22,44.869998931884766
2019-11-19,44.7400016784668
2020-02-06,43.869998931884766
2019-11-22,43.5
2019-03-25,43.790000915527344
2019-02-21,43.47999954223633
2018-12-19,43.650001525878906
2018-07-12,43.15999984741211
2018-09-14,43.65999984741211
2018-08-13,43.29999923706055
2018-10-16,43.619998931884766
2019-07-31,42.54999923706055
2019-05-28,42.52000045776367
2019-04-26,41.72999954223633
2020-04-28,40.40999984741211
2019-11-25,39.7400016784668
2020-02-12,38.959999084472656
2020-05-01,39.18000030517578
2020-05-04,39.36000061035156
2019-06-12,38.63999938964844
2019-04-09,38.70000076293945
2019-03-08,38.54999923706055
2019-02-04,36.060001373291016
2018-07-27,39.619998931884766
2018-08-28,38.459999084472656
2019-01-03,38.369998931884766
2019-08-15,39.88999938964844
2018-10-31,39.380001068115234
2019-09-16,40.310001373291016
2020-02-18,40.34000015258789
2020-05-07,41.529998779296875
2018-08-17,41.7599983215332
2019-12-04,41.72999954223633
2020-02-21,42.5
2018-12-17,42.95000076293945
2019-08-30,42.880001068115234
2018-11-15,42.599998474121094
2019-07-29,41.970001220703125
2019-06-27,42.189998626708984
2019-04-24,41.52000045776367
2018-07-10,42.220001220703125
2018-09-12,42.279998779296875
2019-02-19,41.59000015258789
2019-01-18,41.529998779296875
2020-02-24,41.2400016784668
2020-05-13,42.0099983215332
2019-12-10,41.459999084472656
2020-02-27,41.709999084472656
2019-12-13,42.75
2020-05-19,42.43000030517578
2019-03-06,43.400001525878906
2018-11-30,42.5
2019-08-13,39.90999984741211
2019-07-12,40.45000076293945
2019-06-10,39.63999938964844
2019-05-09,40.220001220703125
2018-07-25,40.36000061035156
2018-09-27,39.810001373291016
2018-10-29,39.459999084472656
2019-10-16,39.08000183105469
2019-12-16,38.47999954223633
2020-03-04,38.81999969482422
2020-05-22,38.13999938964844
2019-10-01,37.41999816894531
2019-12-19,36.65999984741211
2018-09-10,35.84000015258789
2019-05-24,36.2400016784668
2018-08-09,37.59000015258789
2019-04-22,37.45000076293945
2019-03-21,37.119998931884766
2019-01-16,37.61000061035156
2019-08-28,37.099998474121094
2018-11-13,38.279998779296875
2018-10-12,38.9900016784668
2019-06-25,39.88999938964844
2020-03-10,40.04999923706055
2020-05-28,40.119998931884766
2019-10-07,40.150001525878906
2020-03-13,40.5
2019-10-10,40.279998779296875
2020-03-16,39.95000076293945
2020-06-03,40.68000030517578
2018-11-28,40.900001525878906
2018-09-25,40.290000915527344
2018-07-23,40.150001525878906
2018-08-24,40.95000076293945
2019-07-10,40.689998626708984
2019-05-07,42.099998474121094
2019-04-05,41.45000076293945
2019-03-04,41.209999084472656
2019-01-31,41.279998779296875
2019-09-12,40.97999954223633
2019-12-31,41.099998474121094
2020-03-19,41.45000076293945
2020-01-03,41.2599983215332
2020-06-09,40.779998779296875
2019-02-15,41.119998931884766
2019-01-14,41.380001068115234
2018-07-06,42.0099983215332
2018-08-07,42.040000915527344
2018-10-10,42.15999984741211
2018-12-13,42.5
2019-08-26,42.599998474121094
2019-07-25,42.650001525878906
2019-05-22,42.7400016784668
2019-03-19,43.380001068115234
2020-01-06,43.2599983215332
2020-03-25,43.0099983215332
2020-06-12,43.08000183105469
2019-10-22,42.709999084472656
2020-01-09,42.880001068115234
2020-06-15,42.939998626708984
2019-10-25,42.58000183105469
2020-03-31,42.13999938964844
2020-06-18,41.369998931884766
2019-04-03,41.61000061035156
2018-08-22,42.7599983215332
2018-10-25,42.7599983215332
2019-01-29,42.70000076293945
2018-12-28,42.59000015258789
2018-11-26,42.63999938964844
2019-08-09,43.849998474121094
2019-07-08,43.58000183105469
2019-06-06,43.16999816894531
2019-09-10,43.29999923706055
2020-01-15,42.27000045776367
2020-04-03,44.279998779296875
2019-10-31,43.36000061035156
2020-04-06,43.709999084472656
2020-06-24,44.2599983215332
2018-11-09,44.900001525878906
2019-07-23,45.4900016784668
2019-06-21,45.36000061035156
2019-05-20,44.869998931884766
2019-04-18,45.130001068115234
2018-09-06,45.08000183105469
2018-10-08,40.119998931884766
2019-02-13,39.0
2018-12-11,39.220001220703125
2019-09-25,40.2400016784668
2020-01-21,39.9900016784668
