Dates,PNR
2018-06-20,43.529998779296875
2018-06-21,43.27000045776367
2018-06-25,43.25
2018-06-22,42.540000915527344
2018-06-26,42.619998931884766
2018-06-27,42.720001220703125
2018-06-28,41.91999816894531
2018-06-29,42.52000045776367
2018-07-02,42.09000015258789
2018-07-03,42.83000183105469
2018-07-05,42.68000030517578
2018-07-16,42.34000015258789
2018-09-18,43.33000183105469
2019-01-24,43.75
2019-09-05,43.2599983215332
2018-11-21,43.040000915527344
2020-01-13,43.619998931884766
2020-04-01,43.5
2020-06-19,43.34000015258789
2019-10-29,43.93000030517578
2020-01-16,43.83000183105469
2020-06-22,44.2400016784668
2018-10-03,43.970001220703125
2018-07-31,44.779998779296875
2019-03-12,44.41999816894531
2019-02-08,43.93000030517578
2019-01-07,44.43000030517578
2018-12-06,44.04999923706055
2019-08-19,44.79999923706055
2019-07-18,44.630001068115234
2019-05-15,43.45000076293945
2019-09-20,44.040000915527344
2019-11-01,44.36000061035156
2020-04-07,44.40999984741211
2020-06-25,44.16999816894531
2020-06-16,43.95000076293945
2019-11-04,43.63999938964844
2020-01-22,43.41999816894531
2019-11-07,42.880001068115234
2020-04-13,42.25
2019-07-01,42.439998626708984
2019-05-30,42.880001068115234
2018-08-15,43.369998931884766
2018-10-18,43.61000061035156
2019-03-27,43.5
2019-01-22,42.970001220703125
2018-12-21,42.93000030517578
2019-09-03,43.779998779296875
2018-11-19,43.689998626708984
2019-08-02,43.83000183105469
2020-01-28,43.970001220703125
2020-04-16,43.54999923706055
2019-11-13,43.33000183105469
2020-01-31,43.5
2018-12-04,43.91999816894531
2018-11-02,43.47999954223633
2019-07-16,43.900001525878906
2018-08-30,43.2599983215332
2018-10-01,43.16999816894531
2019-06-14,43.31999969482422
2019-05-13,44.189998626708984
2019-04-11,44.5
2019-02-06,46.0
2019-09-18,45.97999954223633
2020-02-03,45.56999969482422
2020-04-22,45.099998474121094
2019-11-19,44.79999923706055
2020-02-06,44.04999923706055
2019-11-22,44.09000015258789
2019-03-25,43.88999938964844
2019-02-21,43.630001068115234
2018-12-19,43.849998474121094
2018-07-12,43.619998931884766
2018-09-14,43.86000061035156
2018-08-13,43.939998626708984
2018-10-16,43.79999923706055
2019-07-31,42.72999954223633
2019-05-28,42.59000015258789
2019-04-26,41.72999954223633
2020-04-28,40.40999984741211
2019-11-25,39.880001068115234
2020-02-12,39.369998931884766
2020-05-01,39.59000015258789
2020-05-04,39.5099983215332
2019-06-12,39.02000045776367
2019-04-09,38.849998474121094
2019-03-08,38.72999954223633
2019-02-04,39.349998474121094
2018-07-27,40.279998779296875
2018-08-28,39.08000183105469
2019-01-03,39.75
2019-08-15,40.060001373291016
2018-10-31,40.0099983215332
2019-09-16,40.63999938964844
2020-02-18,41.2400016784668
2020-05-07,41.93000030517578
2018-08-17,42.08000183105469
2019-12-04,42.529998779296875
2020-02-21,43.099998474121094
2018-12-17,43.38999938964844
2019-08-30,43.08000183105469
2018-11-15,42.599998474121094
2019-07-29,42.56999969482422
2019-06-27,42.66999816894531
2019-04-24,42.72999954223633
2018-07-10,42.7599983215332
2018-09-12,42.63999938964844
2019-02-19,42.0099983215332
2019-01-18,42.290000915527344
2020-02-24,42.11000061035156
2020-05-13,42.279998779296875
2019-12-10,41.720001220703125
2020-02-27,42.88999938964844
2019-12-13,42.88999938964844
2020-05-19,42.970001220703125
2019-03-06,43.779998779296875
2018-11-30,42.529998779296875
2019-08-13,40.34000015258789
2019-07-12,40.59000015258789
2019-06-10,39.95000076293945
2019-05-09,40.34000015258789
2018-07-25,40.36000061035156
2018-09-27,40.130001068115234
2018-10-29,39.900001525878906
2019-10-16,39.209999084472656
2019-12-16,39.02000045776367
2020-03-04,39.349998474121094
2020-05-22,38.529998779296875
2019-10-01,37.849998474121094
2019-12-19,36.7599983215332
2018-09-10,37.04999923706055
2019-05-24,37.45000076293945
2018-08-09,37.77000045776367
2019-04-22,37.84000015258789
2019-03-21,37.970001220703125
2019-01-16,37.61000061035156
2019-08-28,38.16999816894531
2018-11-13,39.02000045776367
2018-10-12,39.70000076293945
2019-06-25,40.47999954223633
2020-03-10,40.72999954223633
2020-05-28,40.5099983215332
2019-10-07,40.529998779296875
2020-03-13,40.560001373291016
2019-10-10,40.41999816894531
2020-03-16,40.77000045776367
2020-06-03,41.41999816894531
2018-11-28,40.900001525878906
2018-09-25,40.630001068115234
2018-07-23,40.689998626708984
2018-08-24,41.38999938964844
2019-07-10,40.779998779296875
2019-05-07,42.66999816894531
2019-04-05,41.459999084472656
2019-03-04,41.2599983215332
2019-01-31,41.7400016784668
2019-09-12,41.209999084472656
2019-12-31,41.4900016784668
2020-03-19,41.709999084472656
2020-01-03,41.40999984741211
2020-06-09,41.13999938964844
2019-02-15,41.279998779296875
2019-01-14,41.97999954223633
2018-07-06,42.310001373291016
2018-08-07,42.209999084472656
2018-10-10,42.720001220703125
2018-12-13,42.84000015258789
2019-08-26,42.959999084472656
2019-07-25,42.90999984741211
2019-05-22,43.06999969482422
2019-03-19,43.63999938964844
2020-01-06,43.40999984741211
2020-03-25,43.18000030517578
2020-06-12,43.08000183105469
2019-10-22,42.97999954223633
2020-01-09,43.099998474121094
2020-06-15,42.939998626708984
2019-10-25,42.83000183105469
2020-03-31,42.13999938964844
2020-06-18,41.66999816894531
2019-04-03,42.72999954223633
2018-08-22,42.79999923706055
2018-10-25,42.939998626708984
2019-01-29,42.70000076293945
2018-12-28,42.869998931884766
2018-11-26,43.70000076293945
2019-08-09,44.040000915527344
2019-07-08,43.650001525878906
2019-06-06,43.709999084472656
2019-09-10,43.43000030517578
2020-01-15,42.72999954223633
2020-04-03,44.279998779296875
2019-10-31,43.56999969482422
2020-04-06,44.15999984741211
2020-06-24,44.630001068115234
2018-11-09,45.599998474121094
2019-07-23,45.70000076293945
2019-06-21,45.470001220703125
2019-05-20,45.189998626708984
2019-04-18,45.34000015258789
2018-09-06,45.279998779296875
2018-10-08,41.0
2019-02-13,39.5
2018-12-11,40.349998474121094
2019-09-25,40.33000183105469
2020-01-21,40.16999816894531
2020-04-09,40.470001220703125
2019-11-06,39.77000045776367
2020-01-24,38.52000045776367
2020-01-27,38.09000015258789
2020-04-15,38.41999816894531
2018-12-26,38.29999923706055
2019-08-07,37.90999984741211
2019-06-04,38.58000183105469
2018-09-21,39.099998474121094
2018-07-19,39.08000183105469
2018-08-20,39.45000076293945
2018-10-23,39.150001525878906
2019-05-03,39.5
2019-04-01,38.9900016784668
2019-02-28,38.209999084472656
2019-11-12,37.83000183105469
2020-01-30,37.869998931884766
