Dates,KSS
2018-06-20,76.72000122070312
2018-06-21,77.91999816894531
2018-06-25,77.55000305175781
2018-06-22,74.2699966430664
2018-06-26,74.80000305175781
2018-06-27,75.75
2018-06-28,74.4800033569336
2018-06-29,75.04000091552734
2018-07-02,72.37000274658203
2018-07-03,73.12999725341797
2018-07-05,72.61000061035156
2018-07-16,72.1500015258789
2018-09-18,72.22000122070312
2019-01-24,71.76000213623047
2019-09-05,71.05000305175781
2018-11-21,70.3499984741211
2020-01-13,70.79000091552734
2020-04-01,70.91999816894531
2020-06-19,71.3499984741211
2019-10-29,72.41999816894531
2020-01-16,74.83999633789062
2020-06-22,75.06999969482422
2018-10-03,74.69000244140625
2018-07-31,74.62000274658203
2019-03-12,74.0999984741211
2019-02-08,75.6500015258789
2019-01-07,74.73999786376953
2018-12-06,73.81999969482422
2019-08-19,74.61000061035156
2019-07-18,73.98999786376953
2019-05-15,72.01000213623047
2019-09-20,73.44000244140625
2019-11-01,72.6500015258789
2020-04-07,73.27999877929688
2020-06-25,74.87999725341797
2020-06-16,75.5
2019-11-04,76.47000122070312
2020-01-22,77.16000366210938
2019-11-07,79.23999786376953
2020-04-13,77.69999694824219
2019-07-01,75.22000122070312
2019-05-30,76.8499984741211
2018-08-15,79.36000061035156
2018-10-18,80.36000061035156
2019-03-27,82.22000122070312
2019-01-22,81.01000213623047
2018-12-21,81.26000213623047
2019-09-03,81.5999984741211
2018-11-19,79.51000213623047
2019-08-02,78.75
2020-01-28,78.48999786376953
2020-04-16,79.41999816894531
2019-11-13,82.0999984741211
2020-01-31,82.04000091552734
2018-12-04,82.4000015258789
2018-11-02,81.86000061035156
2019-07-16,81.45999908447266
2018-08-30,81.23999786376953
2018-10-01,82.41999816894531
2019-06-14,81.70999908447266
2019-05-13,81.1500015258789
2019-04-11,80.83999633789062
2019-02-06,80.25
2019-09-18,80.31999969482422
2020-02-03,79.73999786376953
2020-04-22,78.2699966430664
2019-11-19,76.80000305175781
2020-02-06,75.62000274658203
2019-11-22,76.66000366210938
2019-03-25,76.5
2019-02-21,75.51000213623047
2018-12-19,76.51000213623047
2018-07-12,77.08000183105469
2018-09-14,73.2300033569336
2018-08-13,73.7300033569336
2018-10-16,73.19999694824219
2019-07-31,72.5
2019-05-28,72.9000015258789
2019-04-26,73.81999969482422
2020-04-28,74.38999938964844
2019-11-25,73.45999908447266
2020-02-12,73.69999694824219
2020-05-01,73.44000244140625
2020-05-04,73.56999969482422
2019-06-12,72.33000183105469
2019-04-09,72.55999755859375
2019-03-08,73.44999694824219
2019-02-04,73.56999969482422
2018-07-27,75.11000061035156
2018-08-28,74.5
2019-01-03,75.16999816894531
2019-08-15,77.25
2018-10-31,78.7699966430664
2019-09-16,78.80999755859375
2020-02-18,76.47000122070312
2020-05-07,79.31999969482422
2018-08-17,79.29000091552734
2019-12-04,80.45999908447266
2020-02-21,81.30000305175781
2018-12-17,82.94999694824219
2019-08-30,82.98999786376953
2018-11-15,83.27999877929688
2019-07-29,81.9000015258789
2019-06-27,82.08999633789062
2019-04-24,74.44999694824219
2018-07-10,72.77999877929688
2018-09-12,73.87999725341797
2019-02-19,65.68000030517578
2019-01-18,66.9800033569336
2020-02-24,65.91000366210938
2020-05-13,65.88999938964844
2019-12-10,68.30000305175781
2020-02-27,69.19000244140625
2019-12-13,69.08999633789062
2020-05-19,67.79000091552734
2019-03-06,69.06999969482422
2018-11-30,67.9000015258789
2019-08-13,65.7300033569336
2019-07-12,65.77999877929688
2019-06-10,64.08000183105469
2019-05-09,64.80000305175781
2018-07-25,64.44000244140625
2018-09-27,64.19000244140625
2018-10-29,62.439998626708984
2019-10-16,62.380001068115234
2019-12-16,62.52000045776367
2020-03-04,63.599998474121094
2020-05-22,61.88999938964844
2019-10-01,61.95000076293945
2019-12-19,61.0
2018-09-10,66.0199966430664
2019-05-24,65.66000366210938
2018-08-09,66.26000213623047
2019-04-22,66.72000122070312
2019-03-21,69.23999786376953
2019-01-16,68.02999877929688
2019-08-28,67.47000122070312
2018-11-13,69.55000305175781
2018-10-12,69.48999786376953
2019-06-25,70.87000274658203
2020-03-10,66.68000030517578
2020-05-28,67.98999786376953
2019-10-07,67.79000091552734
2020-03-13,67.37999725341797
2019-10-10,67.5199966430664
2020-03-16,68.88999938964844
2020-06-03,70.37000274658203
2018-11-28,71.45999908447266
2018-09-25,69.8499984741211
2018-07-23,69.44999694824219
2018-08-24,70.69999694824219
2019-07-10,69.98999786376953
2019-05-07,69.76000213623047
2019-04-05,70.0
2019-03-04,69.25
2019-01-31,68.83999633789062
2019-09-12,67.33000183105469
2019-12-31,68.69000244140625
2020-03-19,67.94999694824219
2020-01-03,67.2300033569336
2020-06-09,66.36000061035156
2019-02-15,65.0
2019-01-14,66.69999694824219
2018-07-06,66.77999877929688
2018-08-07,66.69999694824219
2018-10-10,66.44000244140625
2018-12-13,66.61000061035156
2019-08-26,66.72000122070312
2019-07-25,66.29000091552734
2019-05-22,65.12999725341797
2019-03-19,66.62999725341797
2020-01-06,67.0199966430664
2020-03-25,68.06999969482422
2020-06-12,68.12999725341797
2019-10-22,69.54000091552734
2020-01-09,68.5
2020-06-15,71.87999725341797
2019-10-25,72.5
2020-03-31,70.61000061035156
2020-06-18,68.36000061035156
2019-04-03,69.58999633789062
2018-08-22,69.98999786376953
2018-10-25,69.83999633789062
2019-01-29,68.75
2018-12-28,68.83999633789062
2018-11-26,69.2300033569336
2019-08-09,69.66000366210938
2019-07-08,69.2699966430664
2019-06-06,68.55999755859375
2019-09-10,68.66999816894531
2020-01-15,69.69999694824219
2020-04-03,70.2699966430664
2019-10-31,70.93000030517578
2020-04-06,71.5
2020-06-24,69.68000030517578
2018-11-09,70.27999877929688
2019-07-23,71.16000366210938
2019-06-21,71.91000366210938
2019-05-20,73.4800033569336
2019-04-18,74.23999786376953
2018-09-06,73.58000183105469
2018-10-08,73.02999877929688
2019-02-13,73.95999908447266
2018-12-11,72.16999816894531
2019-09-25,71.06999969482422
2020-01-21,70.3499984741211
2020-04-09,70.70999908447266
2019-11-06,71.12000274658203
2020-01-24,70.87999725341797
2020-01-27,69.77999877929688
2020-04-15,75.91000366210938
2018-12-26,75.80000305175781
2019-08-07,73.51000213623047
2019-06-04,72.70999908447266
2018-09-21,72.73999786376953
2018-07-19,72.80000305175781
2018-08-20,71.58000183105469
2018-10-23,70.55999755859375
2019-05-03,70.66000366210938
2019-04-01,69.12999725341797
2019-02-28,68.55000305175781
2019-11-12,69.44999694824219
2020-01-30,68.6500015258789
2019-11-15,68.19999694824219
2020-04-21,66.3499984741211
2019-04-16,66.29000091552734
2019-03-15,67.63999938964844
2019-02-11,64.7699966430664
2019-01-10,64.62999725341797
2019-08-22,64.1500015258789
2018-11-07,57.709999084472656
2018-08-03,55.369998931884766
2018-09-04,53.060001373291016
2019-06-19,52.099998474121094
2019-09-23,52.130001068115234
2019-11-18,51.7599983215332
2020-02-05,51.650001525878906
2020-04-24,49.880001068115234
2019-03-29,51.31999969482422
2019-11-21,51.27000045776367
2020-04-27,50.689998626708984
2020-02-11,48.900001525878906
2020-04-30,48.58000183105469
2019-05-01,50.040000915527344
2019-02-26,48.81999969482422
2019-01-25,48.36000061035156
2018-12-24,48.970001220703125
2019-09-06,48.900001525878906
2018-07-17,48.459999084472656
2018-09-19,48.38999938964844
2019-08-05,47.619998931884766
2019-10-08,47.5
2019-12-11,47.869998931884766
2019-11-27,47.290000915527344
2020-02-14,46.22999954223633
2020-05-06,47.130001068115234
2019-01-08,47.2599983215332
2018-12-07,47.83000183105469
2019-08-20,49.18000030517578
2018-11-05,48.040000915527344
2019-07-19,48.119998931884766
2018-10-04,48.689998626708984
2019-06-17,48.7400016784668
2019-05-16,48.470001220703125
2018-08-01,47.970001220703125
2019-03-13,48.33000183105469
2019-12-03,49.20000076293945
2020-02-20,49.56999969482422
2019-12-06,50.18000030517578
2020-05-12,49.81999969482422
2019-12-09,49.040000915527344
2020-02-26,49.790000915527344
2020-05-15,50.529998779296875
2019-03-28,50.880001068115234
2018-09-17,51.900001525878906
2018-08-16,52.060001373291016
2018-10-19,52.31999969482422
2019-04-29,53.709999084472656
2019-01-23,53.630001068115234
2019-09-04,54.86000061035156
2018-11-20,53.959999084472656
2019-07-02,50.279998779296875
2019-05-31,49.5099983215332
2019-12-12,50.58000183105469
2020-05-18,50.66999816894531
2019-09-27,51.31999969482422
2020-03-03,49.970001220703125
2020-05-21,49.61000061035156
2019-05-14,52.5
2018-08-31,47.619998931884766
2018-07-30,45.650001525878906
2018-10-02,45.849998474121094
2019-04-12,48.349998474121094
2019-03-11,48.369998931884766
2019-02-07,47.349998474121094
2019-07-17,48.27000045776367
2019-09-19,47.560001373291016
2019-10-21,45.68000030517578
2019-12-18,45.93000030517578
2020-03-06,46.38999938964844
2019-10-03,47.619998931884766
2020-03-09,48.220001220703125
2020-05-27,47.22999954223633
2019-12-24,47.439998626708984
2020-03-12,48.68000030517578
2018-12-20,49.20000076293945
2019-08-01,52.06999969482422
2018-08-14,51.459999084472656
2018-07-13,52.77000045776367
2018-10-17,53.20000076293945
2019-05-29,54.20000076293945
2019-03-26,53.220001220703125
2019-02-22,52.150001525878906
2019-10-04,51.2400016784668
2019-11-05,50.529998779296875
2019-12-27,50.22999954223633
2020-06-02,49.25
2019-12-30,50.189998626708984
2020-03-18,50.18000030517578
2020-06-05,49.880001068115234
2019-07-15,50.06999969482422
2018-12-03,50.45000076293945
2019-06-13,50.540000915527344
2019-01-04,48.68000030517578
2018-08-29,46.63999938964844
2019-02-05,47.22999954223633
2018-11-01,48.93000030517578
2019-08-16,48.9900016784668
2019-04-10,50.18000030517578
2019-09-17,51.189998626708984
2019-10-15,52.130001068115234
2020-01-02,51.43000030517578
2020-06-08,52.08000183105469
2019-10-18,52.06999969482422
2020-03-24,51.90999984741211
2020-06-11,51.369998931884766
2020-01-08,52.06999969482422
2019-04-25,53.0
2019-07-30,53.5
2019-02-20,53.310001373291016
2018-07-11,54.06999969482422
2018-09-13,54.56999969482422
2018-10-15,54.45000076293945
2019-06-28,54.130001068115234
2018-12-18,51.279998779296875
2018-11-16,52.63999938964844
2019-10-02,54.470001220703125
2020-03-27,55.939998626708984
2020-01-10,54.970001220703125
2019-10-24,57.40999984741211
2020-03-30,57.310001373291016
2020-06-17,57.22999954223633
2020-01-14,57.040000915527344
2020-04-02,56.97999954223633
2019-01-02,58.5
2019-08-14,59.279998779296875
2018-10-30,59.2400016784668
2019-06-11,50.27000045776367
2019-05-10,47.86000061035156
2019-04-08,47.93000030517578
2018-08-27,47.810001373291016
2018-07-26,48.77000045776367
2018-09-28,48.97999954223633
2019-03-07,48.560001373291016
2019-10-30,48.040000915527344
2020-01-17,47.36000061035156
2020-06-23,46.38999938964844
2020-04-08,46.95000076293945
2020-06-26,47.2599983215332
2019-03-22,48.029998779296875
2019-01-17,48.86000061035156
2019-08-29,48.040000915527344
