Dates,KSS
2018-06-20,74.77999877929688
2018-06-21,76.16999816894531
2018-06-25,73.52999877929688
2018-06-22,72.31999969482422
2018-06-26,73.01000213623047
2018-06-27,73.5999984741211
2018-06-28,72.5199966430664
2018-06-29,72.83999633789062
2018-07-02,70.41999816894531
2018-07-03,71.75
2018-07-05,71.5
2018-07-16,70.70999908447266
2018-09-18,70.41999816894531
2019-01-24,70.5
2019-09-05,69.4800033569336
2018-11-21,68.20999908447266
2020-01-13,68.95999908447266
2020-04-01,68.37999725341797
2020-06-19,69.69000244140625
2019-10-29,70.55000305175781
2020-01-16,72.5199966430664
2020-06-22,73.2699966430664
2018-10-03,72.72000122070312
2018-07-31,72.30000305175781
2019-03-12,72.58999633789062
2019-02-08,73.12999725341797
2019-01-07,72.02999877929688
2018-12-06,72.52999877929688
2019-08-19,73.6500015258789
2019-07-18,70.19000244140625
2019-05-15,69.69000244140625
2019-09-20,71.47000122070312
2019-11-01,71.38999938964844
2020-04-07,72.16999816894531
2020-06-25,73.0
2020-06-16,74.30000305175781
2019-11-04,74.12999725341797
2020-01-22,75.62999725341797
2019-11-07,76.69000244140625
2020-04-13,73.04000091552734
2019-07-01,72.6500015258789
2019-05-30,75.12999725341797
2018-08-15,77.0
2018-10-18,75.51000213623047
2019-03-27,78.81999969482422
2019-01-22,78.55999755859375
2018-12-21,79.44999694824219
2019-09-03,78.61000061035156
2018-11-19,78.12999725341797
2019-08-02,76.19999694824219
2020-01-28,76.7300033569336
2020-04-16,77.22000122070312
2019-11-13,79.27999877929688
2020-01-31,80.01000213623047
2018-12-04,80.98999786376953
2018-11-02,80.11000061035156
2019-07-16,80.36000061035156
2018-08-30,80.31999969482422
2018-10-01,80.87000274658203
2019-06-14,79.52999877929688
2019-05-13,78.94999694824219
2019-04-11,78.76000213623047
2019-02-06,79.30000305175781
2019-09-18,79.26000213623047
2020-02-03,76.16999816894531
2020-04-22,75.55999755859375
2019-11-19,74.61000061035156
2020-02-06,73.94000244140625
2019-11-22,74.19999694824219
2019-03-25,74.58000183105469
2019-02-21,74.0999984741211
2018-12-19,74.33999633789062
2018-07-12,73.0199966430664
2018-09-14,71.66999816894531
2018-08-13,71.12000274658203
2018-10-16,71.2699966430664
2019-07-31,70.5999984741211
2019-05-28,70.73999786376953
2019-04-26,71.3499984741211
2020-04-28,70.58999633789062
2019-11-25,71.7699966430664
2020-02-12,71.29000091552734
2020-05-01,71.27999877929688
2020-05-04,70.30999755859375
2019-06-12,70.12000274658203
2019-04-09,70.81999969482422
2019-03-08,71.5999984741211
2019-02-04,70.37000274658203
2018-07-27,72.11000061035156
2018-08-28,72.13999938964844
2019-01-03,72.55000305175781
2019-08-15,74.48999786376953
2018-10-31,76.05000305175781
2019-09-16,75.68000030517578
2020-02-18,74.66999816894531
2020-05-07,76.19000244140625
2018-08-17,76.1500015258789
2019-12-04,78.27999877929688
2020-02-21,78.45999908447266
2018-12-17,81.01000213623047
2019-08-30,81.23999786376953
2018-11-15,80.33999633789062
2019-07-29,79.66000366210938
2019-06-27,75.56999969482422
2019-04-24,72.51000213623047
2018-07-10,69.30000305175781
2018-09-12,70.55000305175781
2019-02-19,62.029998779296875
2019-01-18,64.77999877929688
2020-02-24,63.470001220703125
2020-05-13,63.54999923706055
2019-12-10,65.5
2020-02-27,66.91000366210938
2019-12-13,65.83000183105469
2020-05-19,66.55999755859375
2019-03-06,66.5
2018-11-30,64.58000183105469
2019-08-13,63.630001068115234
2019-07-12,62.25
2019-06-10,61.79999923706055
2019-05-09,62.790000915527344
2018-07-25,63.15999984741211
2018-09-27,60.61000061035156
2018-10-29,60.380001068115234
2019-10-16,59.880001068115234
2019-12-16,61.02000045776367
2020-03-04,61.38999938964844
2020-05-22,59.099998474121094
2019-10-01,58.93000030517578
2019-12-19,58.65999984741211
2018-09-10,60.5
2019-05-24,62.29999923706055
2018-08-09,64.55999755859375
2019-04-22,65.2699966430664
2019-03-21,65.06999969482422
2019-01-16,66.05000305175781
2019-08-28,65.08999633789062
2018-11-13,65.91000366210938
2018-10-12,67.0199966430664
2019-06-25,68.4000015258789
2020-03-10,62.56999969482422
2020-05-28,66.16999816894531
2019-10-07,66.20999908447266
2020-03-13,66.05000305175781
2019-10-10,66.1500015258789
2020-03-16,66.87000274658203
2020-06-03,69.25
2018-11-28,68.87999725341797
2018-09-25,67.83999633789062
2018-07-23,67.5199966430664
2018-08-24,68.44000244140625
2019-07-10,68.98999786376953
2019-05-07,67.98999786376953
2019-04-05,68.12999725341797
2019-03-04,67.95999908447266
2019-01-31,66.27999877929688
2019-09-12,66.0199966430664
2019-12-31,67.25
2020-03-19,66.52999877929688
2020-01-03,66.04000091552734
2020-06-09,64.55000305175781
2019-02-15,63.0
2019-01-14,64.7300033569336
2018-07-06,64.88999938964844
2018-08-07,64.80000305175781
2018-10-10,65.37000274658203
2018-12-13,65.69000244140625
2019-08-26,65.38999938964844
2019-07-25,65.06999969482422
2019-05-22,64.0199966430664
2019-03-19,64.70999908447266
2020-01-06,65.37999725341797
2020-03-25,66.23999786376953
2020-06-12,66.61000061035156
2019-10-22,68.02999877929688
2020-01-09,66.38999938964844
2020-06-15,67.1500015258789
2019-10-25,69.45999908447266
2020-03-31,68.77999877929688
2020-06-18,66.63999938964844
2019-04-03,67.7699966430664
2018-08-22,68.75
2018-10-25,68.19000244140625
2019-01-29,67.4800033569336
2018-12-28,67.58000183105469
2018-11-26,67.68000030517578
2019-08-09,68.68000030517578
2019-07-08,67.66999816894531
2019-06-06,67.63999938964844
2019-09-10,66.83999633789062
2020-01-15,66.76000213623047
2020-04-03,68.33999633789062
2019-10-31,69.11000061035156
2020-04-06,69.0199966430664
2020-06-24,68.41999816894531
2018-11-09,69.11000061035156
2019-07-23,70.08999633789062
2019-06-21,70.80999755859375
2019-05-20,71.22000122070312
2019-04-18,71.95999908447266
2018-09-06,71.8499984741211
2018-10-08,72.20999908447266
2019-02-13,71.05999755859375
2018-12-11,70.05000305175781
2019-09-25,69.41000366210938
2020-01-21,69.33999633789062
2020-04-09,69.27999877929688
2019-11-06,69.80999755859375
2020-01-24,69.4000015258789
2020-01-27,67.0199966430664
2020-04-15,71.4000015258789
2018-12-26,73.2300033569336
2019-08-07,70.95999908447266
2019-06-04,70.12000274658203
2018-09-21,71.94999694824219
2018-07-19,70.70999908447266
2018-08-20,69.75
2018-10-23,69.01000213623047
2019-05-03,69.12000274658203
2019-04-01,68.08000183105469
2019-02-28,66.94999694824219
2019-11-12,66.9800033569336
2020-01-30,66.86000061035156
2019-11-15,66.05000305175781
2020-04-21,63.61000061035156
2019-04-16,63.459999084472656
2019-03-15,63.75
2019-02-11,63.439998626708984
2019-01-10,62.790000915527344
2019-08-22,62.68000030517578
2018-11-07,54.150001525878906
2018-08-03,53.0099983215332
2018-09-04,50.630001068115234
2019-06-19,50.400001525878906
2019-09-23,50.65999984741211
2019-11-18,50.02000045776367
2020-02-05,50.119998931884766
2020-04-24,48.709999084472656
2019-03-29,49.150001525878906
2019-11-21,49.79999923706055
2020-04-27,47.97999954223633
2020-02-11,47.08000183105469
2020-04-30,47.529998779296875
2019-05-01,48.66999816894531
2019-02-26,47.41999816894531
2019-01-25,47.630001068115234
2018-12-24,47.83000183105469
2019-09-06,47.400001525878906
2018-07-17,47.2400016784668
2018-09-19,47.09000015258789
2019-08-05,46.70000076293945
2019-10-08,46.18000030517578
2019-12-11,46.2400016784668
2019-11-27,45.7599983215332
2020-02-14,45.209999084472656
2020-05-06,46.040000915527344
2019-01-08,46.060001373291016
2018-12-07,46.720001220703125
2019-08-20,47.45000076293945
2018-11-05,46.790000915527344
2019-07-19,47.0099983215332
2018-10-04,47.540000915527344
2019-06-17,48.02000045776367
2019-05-16,47.70000076293945
2018-08-01,47.119998931884766
2019-03-13,47.2599983215332
2019-12-03,47.95000076293945
2020-02-20,48.720001220703125
2019-12-06,49.15999984741211
2020-05-12,48.4900016784668
2019-12-09,48.22999954223633
2020-02-26,48.810001373291016
2020-05-15,49.20000076293945
2019-03-28,49.59000015258789
2018-09-17,50.650001525878906
2018-08-16,50.630001068115234
2018-10-19,50.619998931884766
2019-04-29,52.27000045776367
2019-01-23,52.310001373291016
2019-09-04,52.93000030517578
2018-11-20,49.18000030517578
2019-07-02,49.06999969482422
2019-05-31,47.970001220703125
2019-12-12,49.380001068115234
2020-05-18,48.939998626708984
2019-09-27,49.810001373291016
2020-03-03,48.7599983215332
2020-05-21,48.599998474121094
2019-05-14,48.56999969482422
2018-08-31,44.7599983215332
2018-07-30,43.33000183105469
2018-10-02,44.33000183105469
2019-04-12,46.04999923706055
2019-03-11,44.790000915527344
2019-02-07,44.900001525878906
2019-07-17,46.54999923706055
2019-09-19,45.0099983215332
2019-10-21,44.40999984741211
2019-12-18,44.7400016784668
2020-03-06,44.56999969482422
2019-10-03,46.810001373291016
2020-03-09,47.13999938964844
2020-05-27,45.93000030517578
2019-12-24,46.41999816894531
2020-03-12,47.5099983215332
2018-12-20,48.310001373291016
2019-08-01,48.369998931884766
2018-08-14,49.90999984741211
2018-07-13,50.22999954223633
2018-10-17,50.90999984741211
2019-05-29,52.25
2019-03-26,52.029998779296875
2019-02-22,50.41999816894531
2019-10-04,49.5099983215332
2019-11-05,48.77000045776367
